Entity,Code,Year,Solar (terawatt-hours)
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.06315788963
Israel,ISR,2010,0.12105263439000001
Israel,ISR,2011,0.32105263953999996
Israel,ISR,2012,0.4657894665500001
Israel,ISR,2013,0.47388196944999994
Israel,ISR,2014,1.0365118525099997
Israel,ISR,2015,0.7981839728400004
Israel,ISR,2016,1.02241844406
Israel,ISR,2017,-0.10443079415999978
Israel,ISR,2018,0.5214095926500004
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.00531631723
Italy,ITA,1990,0.005209995770000001
Italy,ITA,1991,0.0026315782500000006
Italy,ITA,1992,0.010526324630000004
Italy,ITA,1993,0.005263156499999998
Italy,ITA,1994,0
Italy,ITA,1995,0.005263156499999998
Italy,ITA,1996,0.0026315782500000023
Italy,ITA,1997,0.0026315782500000023
Italy,ITA,1998,0.0026315782499999954
Italy,ITA,1999,0.0026315782500000023
Italy,ITA,2000,0.0026315782500000023
Italy,ITA,2001,0.0026315782499999954
Italy,ITA,2002,0.005263156500000005
Italy,ITA,2003,0.00789473475
Italy,ITA,2004,0.013157902879999989
Italy,ITA,2005,0.005263156500000005
Italy,ITA,2006,0.01052631300000001
Italy,ITA,2007,0.010526312999999995
Italy,ITA,2008,0.4052631668000001
Italy,ITA,2009,1.27368421027
Italy,ITA,2010,3.2334210505800005
Italy,ITA,2011,23.394736841290005
Italy,ITA,2012,21.226315793419996
Italy,ITA,2013,7.176052631430011
Italy,ITA,2014,1.8889473679399984
Italy,ITA,2015,1.6731578932899964
Italy,ITA,2016,-2.2050000029899977
Italy,ITA,2017,5.982631575229988
Italy,ITA,2018,-3.0183445647099916
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.00263157825
Japan,JPN,1991,0
Japan,JPN,1992,0.024999999190000004
Japan,JPN,1993,0.031578950630000005
Japan,JPN,1994,0.01710526443999999
Japan,JPN,1995,0.027631577440000013
Japan,JPN,1996,0.03947368538000001
Japan,JPN,1997,0.11000748383
Japan,JPN,1998,0.12353527885999999
Japan,JPN,1999,0.19678618258000002
Japan,JPN,2000,0.3316755745800001
Japan,JPN,2001,0.40967763567999993
Japan,JPN,2002,0.5128441558000001
Japan,JPN,2003,0.6824605300900002
Japan,JPN,2004,0.8359661096100002
Japan,JPN,2005,0.9433322343599997
Japan,JPN,2006,0.9619516550199991
Japan,JPN,2007,0.8337828911200011
Japan,JPN,2008,0.740799366400001
Japan,JPN,2009,1.188266442489998
Japan,JPN,2010,2.462805899700001
Japan,JPN,2011,3.836240131510001
Japan,JPN,2012,5.086191489239999
Japan,JPN,2013,14.57073355073
Japan,JPN,2014,27.998380882970004
Japan,JPN,2015,28.926330802500004
Japan,JPN,2016,36.8492472522
Japan,JPN,2017,34.97919012109999
Japan,JPN,2018,25.929888749300034
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.000055242500000000005
Kazakhstan,KAZ,2013,0.002016862970000001
Kazakhstan,KAZ,2014,0.0011884231799999994
Kazakhstan,KAZ,2015,0.11824210533000001
Kazakhstan,KAZ,2016,0.11113710573
Kazakhstan,KAZ,2017,0.0034010539400000095
Kazakhstan,KAZ,2018,0.06577604686000005
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.000526839
Kuwait,KWT,2014,0.008157375040000001
Kuwait,KWT,2015,0.00473684085
Kuwait,KWT,2016,0.11499999860000001
Kuwait,KWT,2017,0.10353459799
Kuwait,KWT,2018,0
Latvia,LVA,1986,0
Latvia,LVA,1987,0
Latvia,LVA,1988,0
Latvia,LVA,1989,0
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0.000526839
Latvia,LVA,2012,0
Latvia,LVA,2013,0
Latvia,LVA,2014,0
Latvia,LVA,2015,0
Latvia,LVA,2016,0.0010521079500000001
Latvia,LVA,2017,0.0008626203600000002
Latvia,LVA,2018,0.0008846243199999997
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0.00026283800000000005
Lithuania,LTU,2012,0.0057897977900000005
Lithuania,LTU,2013,0.1118421047
Lithuania,LTU,2014,0.07421051827999998
Lithuania,LTU,2015,0.0007894792900000336
Lithuania,LTU,2016,-0.017894743729999996
Lithuania,LTU,2017,0
Lithuania,LTU,2018,0.03552632382000001
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0
Luxembourg,LUX,1970,0
Luxembourg,LUX,1971,0
Luxembourg,LUX,1972,0
Luxembourg,LUX,1973,0
Luxembourg,LUX,1974,0
Luxembourg,LUX,1975,0
Luxembourg,LUX,1976,0
Luxembourg,LUX,1977,0
Luxembourg,LUX,1978,0
Luxembourg,LUX,1979,0
Luxembourg,LUX,1980,0
Luxembourg,LUX,1981,0
Luxembourg,LUX,1982,0
Luxembourg,LUX,1983,0
Luxembourg,LUX,1984,0
Luxembourg,LUX,1985,0
Luxembourg,LUX,1986,0
Luxembourg,LUX,1987,0
Luxembourg,LUX,1988,0
Luxembourg,LUX,1989,0
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0.00010525150000000001
Luxembourg,LUX,2001,0.00001570050000000001
Luxembourg,LUX,2002,0.000034889999999999986
Luxembourg,LUX,2003,0.00352573917
Luxembourg,LUX,2004,0.020526310350000004
Luxembourg,LUX,2005,0.02236579256
Luxembourg,LUX,2006,0.008989478279999998
Luxembourg,LUX,2007,-0.0005605311099999982
Luxembourg,LUX,2008,-0.002289470170000009
Luxembourg,LUX,2009,0.000749995440000012
Luxembourg,LUX,2010,0.002189475430000004
Luxembourg,LUX,2011,0.012094734799999986
Luxembourg,LUX,2012,0.03298157515000001
Luxembourg,LUX,2013,0.0933184222
Luxembourg,LUX,2014,0.055271051649999986
Luxembourg,LUX,2015,0.0236315785
Luxembourg,LUX,2016,-0.009034207260000038
Luxembourg,LUX,2017,0.021513162370000116
Luxembourg,LUX,2018,0.023731410419999932
Macedonia,MKD,1991,0
Macedonia,MKD,1992,0
Macedonia,MKD,1993,0
Macedonia,MKD,1994,0
Macedonia,MKD,1995,0
Macedonia,MKD,1996,0
Macedonia,MKD,1997,0
Macedonia,MKD,1998,0
Macedonia,MKD,1999,0
Macedonia,MKD,2000,0
Macedonia,MKD,2001,0
Macedonia,MKD,2002,0
Macedonia,MKD,2003,0
Macedonia,MKD,2004,0
Macedonia,MKD,2005,0
Macedonia,MKD,2006,0
Macedonia,MKD,2007,0
Macedonia,MKD,2008,0
Macedonia,MKD,2009,0
Macedonia,MKD,2010,0.0000683844
Macedonia,MKD,2011,0.00301846183
Macedonia,MKD,2012,0.0043763108500000005
Macedonia,MKD,2013,0.016355269000000002
Macedonia,MKD,2014,0.014028943359999997
Macedonia,MKD,2015,0.021626310640000007
Macedonia,MKD,2016,0.0028947418899999966
Macedonia,MKD,2017,0.0001342101999999984
Macedonia,MKD,2018,-0.002534211889999999
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0.000026632700000000003
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0.12365757994000001
Malaysia,MYS,2013,0.24736841365
Malaysia,MYS,2014,0.22631579928000012
Malaysia,MYS,2015,0.12105262275999984
Malaysia,MYS,2016,0.09736843014000018
Malaysia,MYS,2017,0.1392979528399999
Malaysia,MYS,2018,0.25463081367000007
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.00263157825
Mexico,MEX,1991,0.00263157825
Mexico,MEX,1992,0.0026315782499999997
Mexico,MEX,1993,0.0026315782500000006
Mexico,MEX,1994,0.0026315782500000006
Mexico,MEX,1995,0
Mexico,MEX,1996,0.002631578249999999
Mexico,MEX,1997,0
Mexico,MEX,1998,0.002631578249999999
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,0.0026315782500000023
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0.0026315898800000036
Mexico,MEX,2005,0
Mexico,MEX,2006,0.0026315782499999954
Mexico,MEX,2007,-0.0026315782499999954
Mexico,MEX,2008,0.026315782499999996
Mexico,MEX,2009,0.021052637630000003
Mexico,MEX,2010,0.010526312999999995
Mexico,MEX,2011,0.026315782499999996
Mexico,MEX,2012,0.07368421426
Mexico,MEX,2013,0.09736841851
Mexico,MEX,2014,0.30263158016
Mexico,MEX,2015,0.06578947951000003
Mexico,MEX,2016,0.01651607701000002
Mexico,MEX,2017,2.4584999968700005
Mexico,MEX,2018,2.779720759689999
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0
Morocco,MAR,2001,0
Morocco,MAR,2002,0.000266327
Morocco,MAR,2003,0
Morocco,MAR,2004,0
Morocco,MAR,2005,0
Morocco,MAR,2006,0
Morocco,MAR,2007,0
Morocco,MAR,2008,0
Morocco,MAR,2009,0
Morocco,MAR,2010,0
Morocco,MAR,2011,0
Morocco,MAR,2012,0
Morocco,MAR,2013,0
Morocco,MAR,2014,0
Morocco,MAR,2015,0.01473367484
Morocco,MAR,2016,1.04157895047
Morocco,MAR,2017,0.03631577985000001
Morocco,MAR,2018,1.4076315839000002
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0
Netherlands,NLD,1987,0
Netherlands,NLD,1988,0
Netherlands,NLD,1989,0
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0.00263157825
Netherlands,NLD,1993,0
Netherlands,NLD,1994,-0.00260529445
Netherlands,NLD,1995,0.00260529445
Netherlands,NLD,1996,0.00263157825
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0.00394737319
Netherlands,NLD,1999,0.004657896410000001
Netherlands,NLD,2000,0.006421050930000002
Netherlands,NLD,2001,0.014078940729999996
Netherlands,NLD,2002,0.01047368725000001
Netherlands,NLD,2003,0.03605262783999999
Netherlands,NLD,2004,0.006315787800000014
Netherlands,NLD,2005,0.002786850379999997
Netherlands,NLD,2006,0.0026947291499999915
Netherlands,NLD,2007,0.0012868478700000102
Netherlands,NLD,2008,0.008360527879999996
Netherlands,NLD,2009,0.014618421539999996
Netherlands,NLD,2010,0.039473685380000026
Netherlands,NLD,2011,0.10763157949999996
Netherlands,NLD,2012,0.4037078869000001
Netherlands,NLD,2013,0.6898605246400001
Netherlands,NLD,2014,0.7075315885799995
Netherlands,NLD,2015,0.886176308610001
Netherlands,NLD,2016,1.1524078960899988
Netherlands,NLD,2017,1.697163155320001
Netherlands,NLD,2018,2.623300004369999
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0
New Zealand,NZL,1993,0
New Zealand,NZL,1994,0
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0
New Zealand,NZL,1997,0
New Zealand,NZL,1998,0
New Zealand,NZL,1999,0
New Zealand,NZL,2000,0
New Zealand,NZL,2001,0
New Zealand,NZL,2002,0
New Zealand,NZL,2003,0
New Zealand,NZL,2004,0
New Zealand,NZL,2005,0
New Zealand,NZL,2006,0
New Zealand,NZL,2007,0.00896288047
New Zealand,NZL,2008,0.0001308491299999992
New Zealand,NZL,2009,0.0003532728800000034
New Zealand,NZL,2010,0.0006280548899999967
New Zealand,NZL,2011,0.0007850715200000014
New Zealand,NZL,2012,0.0018318296699999983
New Zealand,NZL,2013,0.005334808930000002
New Zealand,NZL,2014,0.029995060930000008
New Zealand,NZL,2015,0.046224446809999986
New Zealand,NZL,2016,0.052630483410000026
New Zealand,NZL,2017,0.05159919315999997
New Zealand,NZL,2018,0.06006165799000002
North America,,1966,0
North America,,1967,0
North America,,1968,0
North America,,1969,0
North America,,1970,0
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.00789473475
North America,,1984,0.006055287430000002
North America,,1985,0.014306225819999999
North America,,1986,0.009043057689999998
North America,,1987,-0.009396598059999997
North America,,1988,-0.0037293920999999994
North America,,1989,0.64196438163
North America,,1990,0.31227005896000015
North America,,1991,0.28541559811999995
North America,,1992,-0.17462043765000002
North America,,1993,0.17715109076000002
North America,,1994,0.0729234261799998
North America,,1995,0.03786382589000015
North America,,1996,0.07874283395000004
North America,,1997,-0.019981212250000047
North America,,1998,-0.010206546150000051
North America,,1999,-0.008314159069999993
North America,,2000,0.008759157759999914
North America,,2001,0.15788498395000006
North America,,2002,0.08001167858000025
North America,,2003,0.023971988599999827
North America,,2004,0.21039948137000009
North America,,2005,0.14468084019000016
North America,,2006,0.21247900677999976
North America,,2007,0.7269513858400001
North America,,2008,1.4582256543100005
North America,,2009,1.3809915221099995
North America,,2010,2.8578316543300017
North America,,2011,5.403336064989999
North America,,2012,12.198709546969999
North America,,2013,20.151267703310005
North America,,2014,36.61175298767
North America,,2015,28.97447633923001
North America,,2016,42.46455174370999
North America,,2017,62.714417028599996
North America,,2018,53.61042616330002
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,0.01394737054
Norway,NOR,2001,0
Norway,NOR,2002,0
Norway,NOR,2003,0.002368414610000001
Norway,NOR,2004,0
Norway,NOR,2005,0
Norway,NOR,2006,0.002368426239999999
Norway,NOR,2007,0
Norway,NOR,2008,0.0007894676600000011
Norway,NOR,2009,0.0007894792899999989
Norway,NOR,2010,0.0010526312999999989
Norway,NOR,2011,0.0010526313000000023
Norway,NOR,2012,0.0010526312999999989
Norway,NOR,2013,0.0023684262400000024
Norway,NOR,2014,0.004736840849999993
Norway,NOR,2015,0.004736840850000007
Norway,NOR,2016,0.027368413800000005
Norway,NOR,2017,0.04461466873
Norway,NOR,2018,0.06246046178999999
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.0031578939000000005
Oman,OMN,2014,0
Oman,OMN,2015,0.006578951440000001
Oman,OMN,2016,0
Oman,OMN,2017,0.013181255920000003
Oman,OMN,2018,0.013183674960000002
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
Pakistan,PAK,1979,0
Pakistan,PAK,1980,0
Pakistan,PAK,1981,0
Pakistan,PAK,1982,0
Pakistan,PAK,1983,0
Pakistan,PAK,1984,0
Pakistan,PAK,1985,0
Pakistan,PAK,1986,0
Pakistan,PAK,1987,0
Pakistan,PAK,1988,0
Pakistan,PAK,1989,0
Pakistan,PAK,1990,0
Pakistan,PAK,1991,0
Pakistan,PAK,1992,0
Pakistan,PAK,1993,0
Pakistan,PAK,1994,0
Pakistan,PAK,1995,0
Pakistan,PAK,1996,0
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0.000526839
Pakistan,PAK,2008,0.0036836862000000008
Pakistan,PAK,2009,0.00973684534
Pakistan,PAK,2010,0.021315789640000003
Pakistan,PAK,2011,0.03526316018
Pakistan,PAK,2012,0.10236841137000002
Pakistan,PAK,2013,0.20710527224000003
Pakistan,PAK,2014,0.24499999904000008
Pakistan,PAK,2015,0.2447368353999999
Pakistan,PAK,2016,0.68394736744
Pakistan,PAK,2017,1.2336181973600004
Pakistan,PAK,2018,2.8003877581500007
Peru,PER,1966,0
Peru,PER,1967,0
Peru,PER,1968,0
Peru,PER,1969,0
Peru,PER,1970,0
Peru,PER,1971,0
Peru,PER,1972,0
Peru,PER,1973,0
Peru,PER,1974,0
Peru,PER,1975,0
Peru,PER,1976,0
Peru,PER,1977,0
Peru,PER,1978,0
Peru,PER,1979,0
Peru,PER,1980,0
Peru,PER,1981,0
Peru,PER,1982,0
Peru,PER,1983,0
Peru,PER,1984,0
Peru,PER,1985,0
Peru,PER,1986,0
Peru,PER,1987,0
Peru,PER,1988,0
Peru,PER,1989,0
Peru,PER,1990,0
Peru,PER,1991,0
Peru,PER,1992,0
Peru,PER,1993,0
Peru,PER,1994,0
Peru,PER,1995,0
Peru,PER,1996,0
Peru,PER,1997,0
Peru,PER,1998,0
Peru,PER,1999,0
