Entity,Code,Year,Genuine saving ($),GSTFP ($),Net investment ($),Green investment ($)
United Kingdom,GBR,1951,614.77,3066.77,511.28,417.38
United Kingdom,GBR,1952,596.21,3052.27,491.33,388.04
United Kingdom,GBR,1953,697.67,3254.85,591.66,479.55
United Kingdom,GBR,1954,703.31,3358.47,599.11,481.51
United Kingdom,GBR,1955,748.84,3489.76,628.52,515.78
United Kingdom,GBR,1956,883.36,3637.5,771.08,642.74
United Kingdom,GBR,1957,945.65,3731.68,805.21,673.57
United Kingdom,GBR,1958,930.73,3709.47,770.06,640
United Kingdom,GBR,1959,960.97,3832.2,772.94,657.24
United Kingdom,GBR,1960,1071.53,4064.04,860.71,747.51
United Kingdom,GBR,1961,1157.59,4179,940.97,822.68
United Kingdom,GBR,1962,1086.17,4098.49,847.73,725.78
United Kingdom,GBR,1963,1143.66,4248.29,864.14,742.9
United Kingdom,GBR,1964,1379.98,4613.65,1057.56,956.89
United Kingdom,GBR,1965,1445.48,4706.34,1099.62,1009.77
United Kingdom,GBR,1966,1439.09,4722.08,1068.92,972.74
United Kingdom,GBR,1967,1515.28,4833.8,1098.28,1018.41
United Kingdom,GBR,1968,1514.95,4932.6,1060.71,983.12
United Kingdom,GBR,1969,1830.87,5275.24,1376.67,1295.94
United Kingdom,GBR,1970,1773.67,5256.98,1321.14,1238.12
United Kingdom,GBR,1971,1819.88,5332.37,1331.76,1261.83
United Kingdom,GBR,1972,1514.25,5118.56,963.98,914.94
United Kingdom,GBR,1973,1901.7,5737.38,1280.2,1245.17
United Kingdom,GBR,1974,1493.06,5258.98,902.68,841.21
United Kingdom,GBR,1975,1263.84,4993.52,735.16,591.08
United Kingdom,GBR,1976,1582.26,5398.19,1073.14,850.16
United Kingdom,GBR,1977,1730.76,5627.3,1352.2,1007.87
United Kingdom,GBR,1978,1585.57,5598.47,1264.65,904.27
United Kingdom,GBR,1979,941.54,5045.12,1031.74,286.4
United Kingdom,GBR,1980,687.29,4690.29,750.86,57.48
United Kingdom,GBR,1981,596.9,4536.61,633.92,-91.24
United Kingdom,GBR,1982,425.29,4443.22,567.5,-271.79
United Kingdom,GBR,1983,604.67,4754.95,813.05,-98.44
United Kingdom,GBR,1984,822.35,5064.72,1060.24,114.54
United Kingdom,GBR,1985,582.77,4955.98,849.43,-107.16
United Kingdom,GBR,1986,1009.09,5535.74,811.18,313.42
United Kingdom,GBR,1987,855.19,5567.12,645.95,141.46
United Kingdom,GBR,1988,1287.57,6217.09,903.75,558.4
United Kingdom,GBR,1989,1476.34,6497.21,1077.41,746.27
United Kingdom,GBR,1990,1241.18,6281.67,878.36,509.75
United Kingdom,GBR,1991,1093.6,6041.91,675.48,335.88
United Kingdom,GBR,1992,1099.96,6039.72,646.75,324.03
United Kingdom,GBR,1993,922.19,5955.28,465.92,119.25
United Kingdom,GBR,1994,1238.93,6468.89,783.99,411.5
United Kingdom,GBR,1995,1379.64,6748.81,928.18,527.21
United Kingdom,GBR,1996,1307.64,6813.78,919.07,465.97
United Kingdom,GBR,1997,1781.77,7457.74,1344.05,947.56
United Kingdom,GBR,1998,1744.69,7618.66,1203.55,903.3
United Kingdom,GBR,1999,1447.97,7511.86,919.74,546.73
United Kingdom,GBR,2000,1466.78,7776.95,1079.92,533.34
United States,USA,1900,705.22,1627.96,805.52,661.37
United States,USA,1901,963.54,1927.95,1024.23,919.8
United States,USA,1902,804.6,1809.11,868.71,760.61
United States,USA,1903,891.4,1917.21,962.43,846.58
United States,USA,1904,515.79,1499.6,574.41,469.93
United States,USA,1905,872.13,1958.57,940.79,825.07
United States,USA,1906,1181.46,2304.34,1263.96,1132.73
United States,USA,1907,721.18,1867.97,806.28,671.62
United States,USA,1908,97.84,1114.98,156.6,45.22
United States,USA,1909,861.07,1947.1,928.61,806.07
United States,USA,1910,397.86,1488.12,480.29,342.8
United States,USA,1911,321.03,1445.52,398.1,262.16
United States,USA,1912,438.56,1612.64,527.92,378.39
United States,USA,1913,499.21,1713.62,595.86,436.9
United States,USA,1914,57.11,1172.45,134.58,-8.87
United States,USA,1915,394.01,1541.54,483.4,327.16
United States,USA,1916,882.7,2189.38,1026.75,824.24
United States,USA,1917,614.61,1888.71,778.39,558.9
United States,USA,1918,414.48,1807.25,559.49,367.19
United States,USA,1919,1014.91,2431.26,1102.62,952.61
United States,USA,1920,987.41,2389.74,1153.59,933.46
United States,USA,1921,237.86,1599,277.28,143.14
United States,USA,1922,297.07,1733.58,363.91,198.14
United States,USA,1923,679.54,2297.66,776.68,570.57
United States,USA,1924,313.9,1968.73,399.09,205.69
United States,USA,1925,663.29,2349.12,733.5,546.82
United States,USA,1926,630.23,2420.91,707.32,515.77
United States,USA,1927,543.94,2342.17,592.74,419.28
United States,USA,1928,472.14,2281.7,510.38,349.98
United States,USA,1929,412.27,2327.28,431.73,256.27
United States,USA,1930,147.71,1893.78,127.4,-17.05
United States,USA,1931,-105.19,1517.37,-176.48,-274.7
United States,USA,1932,-382.15,1022.76,-483.74,-575.26
United States,USA,1933,-364.22,1018.23,-428.29,-520.97
United States,USA,1934,-205.68,1325.22,-243.86,-361.1
United States,USA,1935,-39.55,1616.75,-85.6,-205.49
United States,USA,1936,37.22,1888.02,29.09,-132.26
United States,USA,1937,227.73,2162.63,235.53,50.59
United States,USA,1938,16.53,1842.31,-10.5,-168.67
United States,USA,1939,126.19,2072.67,107.52,-64.39
United States,USA,1940,397.28,2485.18,390.9,203.22
United States,USA,1941,529.88,2944.25,546.15,353.43
United States,USA,1942,-50.21,2750.82,-32.6,-220.27
United States,USA,1943,-380.31,2808.15,-373.23,-550.27
United States,USA,1944,-331.06,3034.16,-332.43,-499.83
United States,USA,1945,-151.03,3109.27,-178.61,-335.45
United States,USA,1946,1004.38,3838.86,988.46,826.11
United States,USA,1947,1075.72,3794.57,1061.65,853.86
United States,USA,1948,1082.96,3840.12,1121.38,867.16
United States,USA,1949,680.97,3349.06,621.15,416.06
United States,USA,1950,1050.85,3884.99,1005.21,783.59
United States,USA,1951,1108.35,4098.72,1092.37,819.77
United States,USA,1952,837.36,3853.9,806.36,548.12
United States,USA,1953,775.77,3851.52,719.23,446.77
United States,USA,1954,682.19,3655.63,608.81,346.79
United States,USA,1955,1029.69,4139.64,898.62,655.67
United States,USA,1956,1077.84,4170.13,917.19,701.48
United States,USA,1957,1029.16,4098.55,806.75,607.36
United States,USA,1958,746.89,3714.19,522.26,318.06
United States,USA,1959,960.55,4054.25,709.59,499.04
United States,USA,1960,934.28,4029.14,748.15,457.04
United States,USA,1961,938.47,4032.58,705.29,413.89
United States,USA,1962,1095.17,4299.08,843.2,548.78
United States,USA,1963,972.53,4238.37,678.12,378.38
United States,USA,1964,1124.38,4501.6,802.63,498.28
United States,USA,1965,1370.91,4894.41,971.55,659.52
United States,USA,1966,1441.72,5124.14,1020.47,702.49
United States,USA,1967,1342.02,5056.15,818.96,503.13
United States,USA,1968,1368.14,5199.46,828.27,507.54
United States,USA,1969,1501.2,5387.56,877.16,562.82
United States,USA,1970,1389.08,5214.47,662.63,406.14
United States,USA,1971,1515.89,5396.13,790.82,528.7
United States,USA,1972,1763.75,5783.61,948.8,748.79
United States,USA,1973,2183.9,6371.47,1324.29,1136.28
United States,USA,1974,1725.77,5838.82,952.61,640.13
United States,USA,1975,1161.01,5210.95,570.17,82.97
United States,USA,1976,1403.66,5619.54,813.42,316.44
United States,USA,1977,1589.21,5946.1,992.57,496.23
United States,USA,1978,1841.64,6383.56,1270.39,746.71
United States,USA,1979,1584.19,6213.33,1393.98,471.46
United States,USA,1980,912.29,5473.03,898.13,-197.38
United States,USA,1981,1209.21,5839.12,1090.24,124.97
United States,USA,1982,664.24,5166.55,429.69,-419.46
United States,USA,1983,745.5,5415.3,395.59,-368.25
United States,USA,1984,1227.9,6193.1,849.11,72.97
United States,USA,1985,1055,6185.24,551.02,-147.94
United States,USA,1986,1104.46,6367.73,288.73,-161.41
United States,USA,1987,1099.06,6503.11,244.07,-215.28
United States,USA,1988,1362.95,6944.32,393.3,-30.21
United States,USA,1989,1537.26,7270.1,519.88,80.81
United States,USA,1990,1400.24,7178.71,362.67,-100.75
United States,USA,1991,1438.3,,310.78,-78.41
United States,USA,1992,1413.88,,253.37,-126.43
United States,USA,1993,1521.07,,321.38,-36.77
United States,USA,1994,1785.73,,537.61,198.77
United States,USA,1995,1662.45,,535.56,206.42
United States,USA,1996,1755.7,,655.1,264.62
United States,USA,1997,2025.02,,891.13,511.45
United States,USA,1998,2078.31,,844.04,546.12
United States,USA,1999,1994.52,,733.62,401.4
United States,USA,2000,1683.64,,495.94,17.86
World,OWID_WRL,1900,329.11,1017.03,398.73,312.29
World,OWID_WRL,1901,415.01,1126.27,476.42,396.37
World,OWID_WRL,1902,361.95,1101.1,417.36,342.87
World,OWID_WRL,1903,406.67,1169.82,463.11,389.11
World,OWID_WRL,1904,323.81,1093.34,375.89,304.89
World,OWID_WRL,1905,468.96,1286.5,525.71,450.53
World,OWID_WRL,1906,551.92,1402.13,615.92,534.06
World,OWID_WRL,1907,423.04,1278.04,498.17,408.36
World,OWID_WRL,1908,196.42,1007.43,257.84,176.96
World,OWID_WRL,1909,448.79,1307.09,509.24,428.27
World,OWID_WRL,1910,314.52,1178.11,379.52,294.53
World,OWID_WRL,1911,321.61,1208.17,388.68,299.31
World,OWID_WRL,1912,350.9,1256.96,424.67,331.52
World,OWID_WRL,1913,388.84,1316.43,472.21,370.34
World,OWID_WRL,1914,155.04,1020.44,243.02,133.06
World,OWID_WRL,1915,147.53,979.84,243.1,129
World,OWID_WRL,1916,272.24,1196.59,396.63,262.45
World,OWID_WRL,1917,181.92,1094.51,324.52,180.74
World,OWID_WRL,1918,86.41,1037.8,218.26,91.92
World,OWID_WRL,1919,310.24,1266.49,407.67,308.39
World,OWID_WRL,1920,379.38,1375.16,550.64,389.56
World,OWID_WRL,1921,227.72,1211.86,306.35,214.18
World,OWID_WRL,1922,232.15,1279.68,337.01,215.57
World,OWID_WRL,1923,328.78,1408.95,435.16,314.84
World,OWID_WRL,1924,194.72,1319.13,312.46,181.87
World,OWID_WRL,1925,355.39,1424.74,442.88,325.78
World,OWID_WRL,1926,286.53,1405.42,374.7,254.44
World,OWID_WRL,1927,319.68,1462.97,388,285.81
World,OWID_WRL,1928,307.99,1480.85,367.58,272.62
World,OWID_WRL,1929,274.12,1498.07,335.3,228.96
World,OWID_WRL,1930,135.58,1295.86,169.31,82.85
World,OWID_WRL,1931,-39.64,1046.76,-38.6,-99.94
World,OWID_WRL,1932,-124.8,872.65,-138.38,-196.35
World,OWID_WRL,1933,-77.07,937.91,-74.13,-134.61
World,OWID_WRL,1934,-3.12,1100.63,21.5,-57.02
World,OWID_WRL,1935,102.18,1294.44,123.93,45.81
World,OWID_WRL,1936,126.65,1459.01,168.95,72.9
World,OWID_WRL,1937,240.34,1660.6,299.91,187.71
World,OWID_WRL,1938,179.03,1609.91,216.43,118.03
World,OWID_WRL,1939,167.99,1658.88,229.54,110.94
World,OWID_WRL,1940,76.16,1692.97,138.92,24.04
World,OWID_WRL,1941,114.3,1926.26,193.96,74.07
World,OWID_WRL,1942,-69.31,1902.79,7.36,-101.96
World,OWID_WRL,1943,-132.95,2017.61,-50.13,-163.27
World,OWID_WRL,1944,-135.64,2020.07,-67.17,-164.55
World,OWID_WRL,1945,-532.17,1364.65,-495.42,-579.34
World,OWID_WRL,1946,289.63,1906.41,356.15,252.81
World,OWID_WRL,1947,372.62,1971.61,443.73,326.74
World,OWID_WRL,1948,392.41,2039.12,477.83,351.38
World,OWID_WRL,1949,369.21,2044.11,423.49,300.77
World,OWID_WRL,1950,540.96,2300.06,603.74,476.18
World,OWID_WRL,1951,596.08,2434.44,687.03,524.93
World,OWID_WRL,1952,472.79,2327.09,549.68,397.34
World,OWID_WRL,1953,455.42,2341.91,528.35,363.64
World,OWID_WRL,1954,458.88,2346.94,523.21,360.91
World,OWID_WRL,1955,619.85,2589.92,668.95,512.49
World,OWID_WRL,1956,654.81,2623.54,699.27,546.38
World,OWID_WRL,1957,679.86,2655.93,682.83,547.47
World,OWID_WRL,1958,575.73,2517.01,571.81,432.91
World,OWID_WRL,1959,670.54,2670.12,660.47,514.56
World,OWID_WRL,1960,650.49,2682.41,686.23,486.65
World,OWID_WRL,1961,702.68,2750.77,709.89,516.48
World,OWID_WRL,1962,766.53,2851.18,763.52,568.13
World,OWID_WRL,1963,721,2822,693.66,501.62
World,OWID_WRL,1964,851.9,3016.14,797.1,617.41
World,OWID_WRL,1965,939.17,3169.55,854.5,667.64
World,OWID_WRL,1966,997.5,3286.44,894.25,713.24
World,OWID_WRL,1967,981.58,3267.55,835.65,659.6
World,OWID_WRL,1968,991.02,3335.31,830.66,661.09
World,OWID_WRL,1969,1124.78,3535.92,944.19,765.52
World,OWID_WRL,1970,1091.37,3470.81,879.09,719.53
World,OWID_WRL,1971,1085.64,3503.69,928.64,699.44
World,OWID_WRL,1972,1149.62,3641.09,953.62,755.09
World,OWID_WRL,1973,1390.72,4065.86,1164.32,970.3
World,OWID_WRL,1974,1220.62,3875.49,1035.29,772.95
World,OWID_WRL,1975,930.17,3545.5,799.05,468.14
World,OWID_WRL,1976,1061.16,3780.99,943.74,601.01
World,OWID_WRL,1977,1097.4,3876.11,998.63,644.58
World,OWID_WRL,1978,1175.01,4035.61,1094.24,731.21
World,OWID_WRL,1979,1072.63,4008.97,1190.97,625.76
World,OWID_WRL,1980,844.46,3803.03,1061.08,393.84
World,OWID_WRL,1981,894.71,3805.79,1055.91,436.63
World,OWID_WRL,1982,632.93,3479.14,744.77,166.08
World,OWID_WRL,1983,567.7,3430.62,643.59,103.14
World,OWID_WRL,1984,755.98,3748.43,825.19,287.97
World,OWID_WRL,1985,706.99,3808.31,719.94,221.26
World,OWID_WRL,1986,869.96,4077.22,671.17,361.52
World,OWID_WRL,1987,839.07,4119.36,646.91,323.39
World,OWID_WRL,1988,1089.92,4435.03,834.99,549.07
World,OWID_WRL,1989,1205.39,4629.74,946.55,645.86
World,OWID_WRL,1990,1049.87,4459.82,792.24,469.93
World,OWID_WRL,1991,914.35,,623.96,332.19
World,OWID_WRL,1992,921.89,,599,320.41
World,OWID_WRL,1993,913.3,,567.01,316.08
World,OWID_WRL,1994,1016.45,,657.17,409.71
World,OWID_WRL,1995,951.41,,635.67,380.95
World,OWID_WRL,1996,942.8,,662.06,373.26
World,OWID_WRL,1997,1110.82,,820.14,542.9
World,OWID_WRL,1998,1174.11,,819.21,595.87
World,OWID_WRL,1999,1108.51,,756.54,508.43
World,OWID_WRL,2000,1005.7,,723.88,384.01
