Entity,Code,Year,Percentage of teachers in tertiary education who are female (%) (%)
Iraq,IRQ,1979,14.2778196334839
Iraq,IRQ,1980,16.1667499542236
Iraq,IRQ,1981,16.5149898529053
Iraq,IRQ,1982,16.3360691070557
Iraq,IRQ,1983,18.3519496917725
Iraq,IRQ,1984,18.6872901916504
Iraq,IRQ,1985,23.3264503479004
Iraq,IRQ,1986,23.6901798248291
Iraq,IRQ,1987,24.2681694030762
Iraq,IRQ,1988,25.1423091888428
Iraq,IRQ,1989,24.9909706115723
Iraq,IRQ,1999,30.7496604919434
Iraq,IRQ,2000,30.4690093994141
Iraq,IRQ,2004,35.1025695800781
Iraq,IRQ,2005,35.1047782897949
Ireland,IRL,1974,17.8151798248291
Ireland,IRL,1994,22.1834297180176
Ireland,IRL,1995,29.7982692718506
Ireland,IRL,1996,36.9811706542969
Ireland,IRL,1997,30.9945392608643
Ireland,IRL,1998,33.4230995178223
Ireland,IRL,1999,33.330078125
Ireland,IRL,2000,33.3333282470703
Ireland,IRL,2001,34.7260894775391
Ireland,IRL,2002,35.3286209106445
Ireland,IRL,2003,38.2985382080078
Ireland,IRL,2004,39.006591796875
Ireland,IRL,2005,39.370491027832
Ireland,IRL,2006,38.2885513305664
Ireland,IRL,2007,39.2142601013184
Ireland,IRL,2008,38.3470497131348
Ireland,IRL,2009,37.629150390625
Italy,ITA,1995,31.5585098266602
Italy,ITA,1996,29.36083984375
Italy,ITA,1999,28.4032096862793
Italy,ITA,2000,30.0222396850586
Italy,ITA,2001,39.289379119873
Italy,ITA,2002,30.5268096923828
Italy,ITA,2003,32.5173416137695
Italy,ITA,2004,32.8969993591309
Italy,ITA,2005,33.5187683105469
Italy,ITA,2006,34.1382598876953
Italy,ITA,2007,34.9747695922852
Italy,ITA,2008,35.2206993103027
Italy,ITA,2009,35.6282997131348
Italy,ITA,2010,35.5817489624023
Italy,ITA,2011,36.2229614257813
Italy,ITA,2012,36.470100402832
Italy,ITA,2013,36.8935508728027
Jamaica,JAM,2001,56.1835517883301
Jamaica,JAM,2002,60.3015098571777
Japan,JPN,1971,12.4257001876831
Japan,JPN,1972,12.0079803466797
Japan,JPN,1973,12.1273899078369
Japan,JPN,1974,11.8870496749878
Japan,JPN,1975,12.0362901687622
Japan,JPN,1976,12.2724504470825
Japan,JPN,1977,12.6940803527832
Japan,JPN,1979,12.8219404220581
Japan,JPN,1980,13.2014102935791
Japan,JPN,1981,13.7629499435425
Japan,JPN,1982,13.567720413208
Japan,JPN,1983,13.7188596725464
Japan,JPN,1984,14.0447397232056
Japan,JPN,1985,14.2401304244995
Japan,JPN,1986,14.3191003799438
Japan,JPN,1987,14.5733299255371
Japan,JPN,1988,14.9188203811646
Japan,JPN,1989,15.2838802337646
Japan,JPN,1990,15.558690071106
Japan,JPN,1992,16.1745300292969
Japan,JPN,1994,22.1100807189941
Japan,JPN,1995,21.7571697235107
Japan,JPN,2002,16.6441898345947
Japan,JPN,2003,16.6441192626953
Japan,JPN,2004,16.6440391540527
Japan,JPN,2005,17.9021091461182
Japan,JPN,2006,17.9021396636963
Jordan,JOR,1971,17.5159206390381
Jordan,JOR,1972,18.3673496246338
Jordan,JOR,1973,21.1195907592773
Jordan,JOR,1974,21.5163898468018
Jordan,JOR,1975,20.2511806488037
Jordan,JOR,1976,21.2045192718506
Jordan,JOR,1977,19.4793491363525
Jordan,JOR,1978,22.0444393157959
Jordan,JOR,1982,16.0768909454346
Jordan,JOR,1983,15.9026403427124
Jordan,JOR,1984,15.4656600952148
Jordan,JOR,1985,18.038179397583
Jordan,JOR,1986,20.2860908508301
Jordan,JOR,1988,17.8789100646973
Jordan,JOR,1989,20.1655406951904
Jordan,JOR,1990,19.2721996307373
Jordan,JOR,1992,18.3586502075195
Jordan,JOR,1993,18.3607406616211
Jordan,JOR,1994,18.2943897247314
Jordan,JOR,1996,17.1126308441162
Jordan,JOR,1997,18.0473899841309
Jordan,JOR,2000,15.2681398391724
Jordan,JOR,2002,19.1505393981934
Jordan,JOR,2003,19.5279903411865
Jordan,JOR,2004,19.5268497467041
Jordan,JOR,2005,20.9550399780273
Jordan,JOR,2006,20.9547805786133
Jordan,JOR,2007,23.0261707305908
Jordan,JOR,2008,23.6545791625977
Jordan,JOR,2010,24.9301700592041
Kazakhstan,KAZ,1999,58.21875
Kazakhstan,KAZ,2000,58.3149604797363
Kazakhstan,KAZ,2006,63.7680587768555
Kazakhstan,KAZ,2010,65.1371994018555
Kazakhstan,KAZ,2011,65.0980377197266
Kazakhstan,KAZ,2012,66.1367797851563
Kazakhstan,KAZ,2013,65.2146987915039
Kazakhstan,KAZ,2015,65.1564712524414
Kuwait,KWT,1971,11.4754104614258
Kuwait,KWT,1972,10.3999996185303
Kuwait,KWT,1973,16.4948501586914
Kuwait,KWT,1974,23.3082695007324
Kuwait,KWT,1975,18.7122707366943
Kuwait,KWT,1976,27.5167808532715
Kuwait,KWT,1977,24.6002502441406
Kuwait,KWT,1978,28.4313697814941
Kuwait,KWT,1979,28.0034599304199
Kuwait,KWT,1980,25.1273307800293
Kuwait,KWT,1981,23.4578609466553
Kuwait,KWT,1982,22.7521495819092
Kuwait,KWT,1983,20.8118095397949
Kuwait,KWT,1984,22.0372791290283
Kuwait,KWT,1985,24.6414604187012
Kuwait,KWT,1988,18.2093200683594
Kuwait,KWT,1990,16.8621692657471
Kuwait,KWT,1992,21.62619972229
Kuwait,KWT,1994,19.2368793487549
Kuwait,KWT,1999,20.5711307525635
Kuwait,KWT,2004,27.3441104888916
Kyrgyzstan,KGZ,1999,32.2308692932129
Kyrgyzstan,KGZ,2000,31.9336795806885
Kyrgyzstan,KGZ,2001,36.8775100708008
Kyrgyzstan,KGZ,2002,33.582088470459
Kyrgyzstan,KGZ,2003,51.0431289672852
Kyrgyzstan,KGZ,2004,50.3390808105469
Kyrgyzstan,KGZ,2005,53.7977104187012
Kyrgyzstan,KGZ,2006,55.796028137207
Kyrgyzstan,KGZ,2007,56.0810813903809
Kyrgyzstan,KGZ,2008,58.4110107421875
Kyrgyzstan,KGZ,2009,58.8183708190918
Kyrgyzstan,KGZ,2010,60.8178405761719
Kyrgyzstan,KGZ,2011,60.7628288269043
Kyrgyzstan,KGZ,2013,60.8436698913574
Kyrgyzstan,KGZ,2014,59.4658088684082
Laos,LAO,1971,14.2857103347778
Laos,LAO,1972,23.8095207214355
Laos,LAO,1973,17.2413806915283
Laos,LAO,1974,9.55881977081299
Laos,LAO,1975,8.55263042449951
Laos,LAO,1980,19.4915294647217
Laos,LAO,1981,17.8571395874023
Laos,LAO,1982,24.6153793334961
Laos,LAO,1983,22.1875
Laos,LAO,1985,26.330530166626
Laos,LAO,1986,24.7191009521484
Laos,LAO,1990,18.6246395111084
Laos,LAO,1993,25.8196697235107
Laos,LAO,1994,27.655309677124
Laos,LAO,1995,27.34375
Laos,LAO,1996,27.4398899078369
Laos,LAO,1997,29.0723209381104
Laos,LAO,1999,31.028039932251
Laos,LAO,2000,29.5138893127441
Laos,LAO,2001,24.2711391448975
Laos,LAO,2002,36.8131904602051
Laos,LAO,2003,34.5038986206055
Laos,LAO,2004,33.9875984191895
Laos,LAO,2005,31.1324901580811
Laos,LAO,2006,34.109748840332
Laos,LAO,2007,33.3003311157227
Laos,LAO,2008,34.2866516113281
Laos,LAO,2009,34.4294013977051
Laos,LAO,2010,31.8397598266602
Laos,LAO,2011,31.3425998687744
Laos,LAO,2012,35.9984588623047
Laos,LAO,2013,38.2323684692383
Laos,LAO,2014,36.3333015441895
Latin America & Caribbean,,1970,22.8925094604492
Latin America & Caribbean,,1971,23.9431495666504
Latin America & Caribbean,,1972,24.5893707275391
Latin America & Caribbean,,1973,25.0260200500488
Latin America & Caribbean,,1974,26.1530990600586
Latin America & Caribbean,,1975,26.5533504486084
Latin America & Caribbean,,1976,26.9958400726318
Latin America & Caribbean,,1977,27.2413692474365
Latin America & Caribbean,,1978,27.8440494537354
Latin America & Caribbean,,1979,28.3128604888916
Latin America & Caribbean,,1980,29.2247905731201
Latin America & Caribbean,,1981,30.6903305053711
Latin America & Caribbean,,1982,32.2600784301758
Latin America & Caribbean,,1983,34.1795196533203
Latin America & Caribbean,,1984,34.7115097045898
Latin America & Caribbean,,1985,34.5858993530273
Latin America & Caribbean,,1986,33.7323799133301
Latin America & Caribbean,,1987,33.9769592285156
Latin America & Caribbean,,1988,33.5496788024902
Latin America & Caribbean,,1989,33.7535095214844
Latin America & Caribbean,,1990,34.9888191223145
Latin America & Caribbean,,1991,34.1685218811035
Latin America & Caribbean,,1992,34.3260803222656
Latin America & Caribbean,,1993,34.9317893981934
Latin America & Caribbean,,1994,34.9491386413574
Latin America & Caribbean,,1995,35.8463516235352
Latin America & Caribbean,,1996,36.4205894470215
Latin America & Caribbean,,1997,37.2926597595215
Latin America & Caribbean,,1998,37.7248001098633
Latin America & Caribbean,,1999,37.5178108215332
Latin America & Caribbean,,2000,38.1369094848633
Latin America & Caribbean,,2001,38.5561103820801
Latin America & Caribbean,,2002,41.6278495788574
Latin America & Caribbean,,2003,39.6433410644531
Latin America & Caribbean,,2004,39.6189117431641
Latin America & Caribbean,,2005,41.0372009277344
Latin America & Caribbean,,2006,41.5867309570313
Latin America & Caribbean,,2007,41.2002601623535
Latin America & Caribbean,,2008,42.6956481933594
Latin America & Caribbean,,2009,44.1178283691406
Latin America & Caribbean,,2010,43.5382194519043
Latin America & Caribbean,,2011,41.7896118164063
Latin America & Caribbean,,2012,41.505298614502
Latin America & Caribbean,,2013,40.2336006164551
Latin America & Caribbean,,2014,40.3367195129395
Latin America & Caribbean (all income levels),,1970,25.6943397521973
Latin America & Caribbean (all income levels),,1971,24.5876808166504
Latin America & Caribbean (all income levels),,1972,25.141450881958
Latin America & Caribbean (all income levels),,1973,25.5165596008301
Latin America & Caribbean (all income levels),,1974,26.583740234375
Latin America & Caribbean (all income levels),,1975,26.9088897705078
Latin America & Caribbean (all income levels),,1976,27.382080078125
Latin America & Caribbean (all income levels),,1977,27.6157894134521
Latin America & Caribbean (all income levels),,1978,28.2304592132568
Latin America & Caribbean (all income levels),,1979,28.7086791992188
Latin America & Caribbean (all income levels),,1980,29.5232105255127
Latin America & Caribbean (all income levels),,1981,30.8804092407227
Latin America & Caribbean (all income levels),,1982,32.3574981689453
Latin America & Caribbean (all income levels),,1983,34.3797912597656
Latin America & Caribbean (all income levels),,1984,34.8379707336426
Latin America & Caribbean (all income levels),,1985,34.7272682189941
Latin America & Caribbean (all income levels),,1986,33.9546203613281
Latin America & Caribbean (all income levels),,1987,34.190601348877
Latin America & Caribbean (all income levels),,1988,33.8071784973145
Latin America & Caribbean (all income levels),,1989,34.0100593566895
Latin America & Caribbean (all income levels),,1990,35.1770782470703
Latin America & Caribbean (all income levels),,1991,34.4375610351563
Latin America & Caribbean (all income levels),,1992,34.5868492126465
Latin America & Caribbean (all income levels),,1993,35.1646614074707
Latin America & Caribbean (all income levels),,1994,35.2087783813477
Latin America & Caribbean (all income levels),,1995,36.0496711730957
Latin America & Caribbean (all income levels),,1996,36.6192207336426
Latin America & Caribbean (all income levels),,1997,37.4506607055664
Latin America & Caribbean (all income levels),,1998,37.8887710571289
Latin America & Caribbean (all income levels),,1999,37.7021484375
Latin America & Caribbean (all income levels),,2000,38.3131408691406
Latin America & Caribbean (all income levels),,2001,38.7243385314941
Latin America & Caribbean (all income levels),,2002,41.6099090576172
Latin America & Caribbean (all income levels),,2003,39.7614898681641
Latin America & Caribbean (all income levels),,2004,39.753791809082
Latin America & Caribbean (all income levels),,2005,41.0997581481934
Latin America & Caribbean (all income levels),,2006,41.6573295593262
Latin America & Caribbean (all income levels),,2007,41.3111305236816
Latin America & Caribbean (all income levels),,2008,42.7442283630371
Latin America & Caribbean (all income levels),,2009,44.1134910583496
Latin America & Caribbean (all income levels),,2010,43.6109886169434
Latin America & Caribbean (all income levels),,2011,41.9780197143555
Latin America & Caribbean (all income levels),,2012,41.7387504577637
Latin America & Caribbean (all income levels),,2013,40.596981048584
Latin America & Caribbean (all income levels),,2014,40.6810188293457
Latvia,LVA,1995,47.1269798278809
Latvia,LVA,1996,48.784309387207
Latvia,LVA,1997,49.2420883178711
Latvia,LVA,1999,52.4244117736816
Latvia,LVA,2000,61.1548118591309
Latvia,LVA,2001,51.980110168457
Latvia,LVA,2002,54.3123092651367
Latvia,LVA,2003,54.7574615478516
Latvia,LVA,2004,55.3708915710449
Latvia,LVA,2005,57.9451217651367
Latvia,LVA,2006,56.9650917053223
Latvia,LVA,2007,56.6768608093262
Latvia,LVA,2008,57.1584091186523
Latvia,LVA,2009,57.9226493835449
Latvia,LVA,2010,57.6834182739258
Latvia,LVA,2011,58.6908493041992
Latvia,LVA,2012,57.4359016418457
Latvia,LVA,2013,56.3233985900879
Latvia,LVA,2014,55.6570892333984
Least developed countries: UN classification,,1972,21.2914295196533
Least developed countries: UN classification,,1973,21.2091293334961
Least developed countries: UN classification,,1974,19.2304191589355
Least developed countries: UN classification,,1975,19.198169708252
Least developed countries: UN classification,,1976,18.6035099029541
Least developed countries: UN classification,,1977,19.7852001190186
Least developed countries: UN classification,,1978,19.1354598999023
Least developed countries: UN classification,,1979,20.2627201080322
Least developed countries: UN classification,,1980,20.0570697784424
Least developed countries: UN classification,,1981,20.3953990936279
Least developed countries: UN classification,,1982,19.4316101074219
Least developed countries: UN classification,,1983,19.86842918396
Least developed countries: UN classification,,1984,20.1784896850586
Least developed countries: UN classification,,1985,21.9164505004883
Least developed countries: UN classification,,1986,21.71169090271
Least developed countries: UN classification,,1987,23.3133201599121
Least developed countries: UN classification,,1988,21.8065795898438
Least developed countries: UN classification,,1989,21.4858207702637
Least developed countries: UN classification,,1990,20.6761608123779
Least developed countries: UN classification,,1991,20.2376403808594
Least developed countries: UN classification,,1992,20.0312595367432
Least developed countries: UN classification,,1993,19.8111190795898
Least developed countries: UN classification,,1994,20.2681007385254
Least developed countries: UN classification,,1995,20.1996002197266
Least developed countries: UN classification,,1996,20.8602294921875
Least developed countries: UN classification,,1997,21.4487991333008
Least developed countries: UN classification,,1998,21.8932399749756
Least developed countries: UN classification,,1999,21.6873607635498
Least developed countries: UN classification,,2000,21.8338298797607
Least developed countries: UN classification,,2001,21.1294708251953
Least developed countries: UN classification,,2002,21.4124698638916
Least developed countries: UN classification,,2003,21.074670791626
Least developed countries: UN classification,,2004,20.7851009368896
Least developed countries: UN classification,,2005,20.6284503936768
Least developed countries: UN classification,,2006,20.4448699951172
Least developed countries: UN classification,,2007,21.0437393188477
Least developed countries: UN classification,,2008,21.8509998321533
Least developed countries: UN classification,,2009,22.2885398864746
Least developed countries: UN classification,,2010,22.1344108581543
Least developed countries: UN classification,,2011,22.8883991241455
Least developed countries: UN classification,,2012,23.2117691040039
Least developed countries: UN classification,,2013,23.286600112915
Least developed countries: UN classification,,2014,22.9291496276855
Lebanon,LBN,1983,31.0681991577148
Lebanon,LBN,1985,30.8444995880127
Lebanon,LBN,1992,24.4074096679688
Lebanon,LBN,1996,33.0141716003418
Lebanon,LBN,1999,28.1933403015137
Lebanon,LBN,2000,26.7573699951172
Lebanon,LBN,2001,30.1194591522217
Lebanon,LBN,2002,29.9091701507568
Lebanon,LBN,2003,28.8138599395752
Lebanon,LBN,2004,36.8101196289063
Lebanon,LBN,2005,37.2856903076172
Lebanon,LBN,2006,37.328540802002
Lebanon,LBN,2007,38.3827705383301
Lebanon,LBN,2008,38.8714981079102
Lebanon,LBN,2009,38.313720703125
Lebanon,LBN,2010,40.5964088439941
Lebanon,LBN,2011,41.4255485534668
Lebanon,LBN,2012,42.2739105224609
Lebanon,LBN,2014,48.203239440918
Lesotho,LSO,1970,8.19672012329102
Lesotho,LSO,1971,6.55738019943237
Lesotho,LSO,1999,45.1834907531738
Lesotho,LSO,2003,50.091739654541
Lesotho,LSO,2006,47.4921607971191
Lesotho,LSO,2012,48.7179489135742
Lesotho,LSO,2013,49.3914794921875
Lesotho,LSO,2014,50.3731307983398
Liberia,LBR,1970,10.9756097793579
Liberia,LBR,1987,18.4321994781494
Liberia,LBR,1999,14.6919403076172
Liberia,LBR,2000,16.0442600250244
Liberia,LBR,2001,16.0621795654297
Liberia,LBR,2010,8.5401496887207
Liberia,LBR,2012,11.7850103378296
Libya,LBY,1971,4.31472015380859
Libya,LBY,1973,4.88655996322632
Libya,LBY,1999,12.6670598983765
Libya,LBY,2000,12.6630201339722
Libya,LBY,2001,12.9750995635986
Libya,LBY,2002,13.226110458374
Liechtenstein,LIE,2011,26.6054992675781
Liechtenstein,LIE,2012,30.1724090576172
Lithuania,LTU,1994,46.6742897033691
Lithuania,LTU,1995,46.4107093811035
Lithuania,LTU,1996,47.5807685852051
Lithuania,LTU,1997,47.1680908203125
Lithuania,LTU,1999,49.5159111022949
Lithuania,LTU,2000,49.9922714233398
Lithuania,LTU,2003,53.2539596557617
Lithuania,LTU,2004,52.8960113525391
Lithuania,LTU,2005,52.656379699707
Lithuania,LTU,2006,52.7649116516113
Lithuania,LTU,2007,54.5184211730957
Lithuania,LTU,2008,55.4908294677734
Lithuania,LTU,2009,55.0670585632324
Lithuania,LTU,2010,54.7109718322754
Lithuania,LTU,2011,54.7177886962891
Lithuania,LTU,2012,55.4981002807617
Lithuania,LTU,2013,55.490348815918
Lithuania,LTU,2014,55.7261695861816
Low & middle income,,1972,36.5431289672852
Low & middle income,,1973,36.3257102966309
Low & middle income,,1974,36.0467300415039
Low & middle income,,1975,35.6446495056152
Low & middle income,,1976,35.9948196411133
Low & middle income,,1977,35.9766502380371
Low & middle income,,1978,35.9404487609863
Low & middle income,,1979,36.0791511535645
Low & middle income,,1980,35.6605796813965
Low & middle income,,1981,35.5269889831543
Low & middle income,,1982,35.9806900024414
Low & middle income,,1983,35.9668998718262
Low & middle income,,1984,36.1026306152344
Low & middle income,,1985,36.0884094238281
Low & middle income,,1986,35.7701110839844
Low & middle income,,1987,35.4560813903809
Low & middle income,,1988,35.4109191894531
Low & middle income,,1989,35.3152084350586
Low & middle income,,1990,35.4570808410645
Low & middle income,,1991,35.4033203125
Low & middle income,,1992,35.432430267334
Low & middle income,,1993,35.4519805908203
Low & middle income,,1994,35.521541595459
Low & middle income,,1995,36.8709411621094
Low & middle income,,1996,38.0316314697266
Low & middle income,,1997,39.1265182495117
Low & middle income,,1998,40.1547698974609
Low & middle income,,1999,40.9864616394043
Low & middle income,,2000,41.5249900817871
Low & middle income,,2001,41.6774787902832
Low & middle income,,2002,42.4025192260742
Low & middle income,,2003,41.6641616821289
Low & middle income,,2004,41.5600204467773
Low & middle income,,2005,41.9646797180176
Low & middle income,,2006,42.210090637207
Low & middle income,,2007,42.4880790710449
Low & middle income,,2008,42.811450958252
Low & middle income,,2009,43.3694190979004
Low & middle income,,2010,43.2025489807129
Low & middle income,,2011,42.8064613342285
Low & middle income,,2012,42.5242385864258
Low & middle income,,2013,42.1405181884766
Low & middle income,,2014,42.2118186950684
Low income,,1999,21.3649806976318
Low income,,2000,21.2085208892822
Low income,,2001,20.7473793029785
Low income,,2002,20.672779083252
Low income,,2003,20.3619709014893
Low income,,2004,19.9877490997314
Low income,,2005,19.6636905670166
Low income,,2006,19.1814708709717
Low income,,2007,18.9993591308594
Low income,,2008,18.5779304504395
Low income,,2009,18.146240234375
Low income,,2010,17.8924694061279
Low income,,2011,18.3981990814209
Low income,,2012,18.4558391571045
Low income,,2013,18.4597606658936
Low income,,2014,18.1019401550293
Lower middle income,,1971,26.2946796417236
Lower middle income,,1972,26.1129398345947
Lower middle income,,1973,26.0418605804443
Lower middle income,,1974,25.861780166626
Lower middle income,,1975,25.8721103668213
Lower middle income,,1976,26.123119354248
Lower middle income,,1977,26.5414600372314
Lower middle income,,1978,26.8245906829834
Lower middle income,,1979,27.5633296966553
Lower middle income,,1980,27.1312294006348
Lower middle income,,1981,27.1213893890381
Lower middle income,,1982,27.3657093048096
Lower middle income,,1983,27.1817207336426
Lower middle income,,1984,27.2402896881104
Lower middle income,,1985,27.8575305938721
Lower middle income,,1986,27.6194400787354
Lower middle income,,1987,27.1152400970459
Lower middle income,,1988,27.4809608459473
Lower middle income,,1989,27.4555206298828
Lower middle income,,1990,27.1750297546387
Lower middle income,,1991,27.8007392883301
Lower middle income,,1992,28.1527404785156
Lower middle income,,1993,28.7844009399414
Lower middle income,,1994,30.2644901275635
Lower middle income,,1995,31.9208202362061
Lower middle income,,1996,33.5276718139648
Lower middle income,,1997,34.9995384216309
Lower middle income,,1998,36.5499305725098
Lower middle income,,1999,37.7586898803711
Lower middle income,,2000,38.3706817626953
Lower middle income,,2001,38.5642700195313
Lower middle income,,2002,38.6354789733887
Lower middle income,,2003,38.8143997192383
Lower middle income,,2004,39.831729888916
Lower middle income,,2005,39.9568290710449
Lower middle income,,2006,40.0016708374023
Lower middle income,,2007,40.1179885864258
Lower middle income,,2008,40.224609375
Lower middle income,,2009,40.237720489502
Lower middle income,,2010,40.1568603515625
Lower middle income,,2011,40.0128211975098
Lower middle income,,2012,39.8007507324219
Lower middle income,,2013,39.7735404968262
Lower middle income,,2014,39.8677101135254
Luxembourg,LUX,1973,8.88889026641846
Luxembourg,LUX,1974,8.28402042388916
Luxembourg,LUX,1975,8.02919960021973
Luxembourg,LUX,1976,8.02919960021973
Luxembourg,LUX,1978,11.0465097427368
Luxembourg,LUX,1979,10.7142896652222
Luxembourg,LUX,1986,11.2021903991699
Luxembourg,LUX,2010,42.6294784545898
Luxembourg,LUX,2012,48.7337913513184
Macao,MAC,1989,29.2929306030273
Macao,MAC,1990,31.25
Macao,MAC,1991,34.4554481506348
Macao,MAC,1992,32.4915809631348
Macao,MAC,1993,32.7702713012695
Macao,MAC,1994,34.9917106628418
Macao,MAC,1997,30.259370803833
Macao,MAC,2000,36.0479011535645
Macao,MAC,2001,36.1022415161133
Macao,MAC,2002,35.6770782470703
Macao,MAC,2003,33.4192390441895
Macao,MAC,2004,32.221321105957
Macao,MAC,2005,31.8211708068848
Macao,MAC,2006,31.6995506286621
Macao,MAC,2007,31.2463798522949
Macao,MAC,2008,31.4895896911621
Macao,MAC,2009,31.471040725708
Macao,MAC,2010,31.6276798248291
Macao,MAC,2011,34.6739082336426
Macao,MAC,2012,35.9782600402832
Macao,MAC,2013,36.4578399658203
Macao,MAC,2014,35.7433280944824
Macedonia,MKD,1993,35.6797218322754
Macedonia,MKD,1994,36.6379318237305
Macedonia,MKD,1995,37.9699211120605
Macedonia,MKD,1996,38.8287200927734
Macedonia,MKD,1997,40.9423217773438
Macedonia,MKD,1999,41.6352691650391
Macedonia,MKD,2000,42.5018005371094
Macedonia,MKD,2001,42.0533409118652
Macedonia,MKD,2002,43.4623794555664
Macedonia,MKD,2003,43.6432609558105
Macedonia,MKD,2004,43.5858383178711
Macedonia,MKD,2005,44.2505111694336
Macedonia,MKD,2006,45.3272705078125
Macedonia,MKD,2007,44.9531402587891
Macedonia,MKD,2008,44.0958404541016
Macedonia,MKD,2009,45.0220985412598
Macedonia,MKD,2010,47.9214782714844
Macedonia,MKD,2011,47.2157516479492
Macedonia,MKD,2012,47.2146415710449
Macedonia,MKD,2013,47.6093292236328
Madagascar,MDG,1971,18.2965297698975
Madagascar,MDG,1973,17.2749404907227
Madagascar,MDG,1977,17.6400508880615
Madagascar,MDG,1978,17.808219909668
Madagascar,MDG,1987,29.0723991394043
Madagascar,MDG,1988,24.9746208190918
Madagascar,MDG,1989,26.6331691741943
Madagascar,MDG,1990,26.4583301544189
Madagascar,MDG,1991,26.7305603027344
Madagascar,MDG,1994,30.6818199157715
Madagascar,MDG,1996,28.7046604156494
Madagascar,MDG,1997,28.5285301208496
Madagascar,MDG,1999,30.9993190765381
Madagascar,MDG,2000,30.4574394226074
Madagascar,MDG,2001,30.0709209442139
Madagascar,MDG,2002,25.5788898468018
Madagascar,MDG,2003,26.4952201843262
Madagascar,MDG,2004,27.371789932251
Madagascar,MDG,2005,31.0833797454834
Madagascar,MDG,2006,28.0035705566406
Madagascar,MDG,2007,30.0461692810059
Madagascar,MDG,2008,30.5075092315674
Madagascar,MDG,2009,29.6604099273682
Madagascar,MDG,2010,30.1958198547363
Madagascar,MDG,2011,31.061429977417
Madagascar,MDG,2012,31.1331405639648
Madagascar,MDG,2013,31.5262203216553
Malawi,MWI,1999,25.3438091278076
Malawi,MWI,2000,25.2892608642578
Malawi,MWI,2002,32.3283081054688
Malawi,MWI,2004,32.3415298461914
Malawi,MWI,2005,32.2957191467285
Malawi,MWI,2006,33.5714302062988
Malawi,MWI,2007,33.5656204223633
Malawi,MWI,2010,30.0225696563721
Malawi,MWI,2011,25.6410293579102
Malaysia,MYS,1979,24.3828907012939
Malaysia,MYS,1980,25.5369091033936
Malaysia,MYS,1984,28.6233291625977
Malaysia,MYS,1985,21.9286499023438
Malaysia,MYS,2000,44.6030387878418
Malaysia,MYS,2001,44.6022491455078
Malaysia,MYS,2002,43.504508972168
Malaysia,MYS,2003,47.2308311462402
Malaysia,MYS,2004,46.9706001281738
Malaysia,MYS,2005,48.0926513671875
Malaysia,MYS,2006,48.8991584777832
Malaysia,MYS,2007,49.6800804138184
Malaysia,MYS,2008,51.3248291015625
Malaysia,MYS,2009,49.9006996154785
Malaysia,MYS,2010,49.9162292480469
Malaysia,MYS,2011,52.9139213562012
Malaysia,MYS,2012,56.5966606140137
Malaysia,MYS,2013,53.0988807678223
Malaysia,MYS,2014,52.4891891479492
Maldives,MDV,2003,66.6666717529297
Mali,MLI,1971,6.62251996994019
Mali,MLI,1979,11.4754104614258
Mali,MLI,1980,10.224949836731
Mali,MLI,2012,8.9439697265625
Malta,MLT,1972,8.92308044433594
Malta,MLT,1973,9.32476043701172
Malta,MLT,1974,9.70149040222168
Malta,MLT,1975,11.5555601119995
Malta,MLT,1976,10.8000001907349
Malta,MLT,1977,10.8786602020264
Malta,MLT,1978,6.69643020629883
Malta,MLT,1979,7.18953990936279
Malta,MLT,1980,5.74712991714478
Malta,MLT,1981,5.42636013031006
Malta,MLT,1982,6.40000009536743
Malta,MLT,1983,4.10959005355835
Malta,MLT,1984,4.48718023300171
Malta,MLT,1985,5.12821006774902
Malta,MLT,1986,5.76922988891602
Malta,MLT,1987,6.3380298614502
Malta,MLT,1988,4.76189994812012
Malta,MLT,1989,8.59375
Malta,MLT,1990,11.0655698776245
Malta,MLT,1991,10.7142896652222
Malta,MLT,1992,14.375
Malta,MLT,1993,13.9393901824951
Malta,MLT,1994,13.1233596801758
Malta,MLT,1995,17.0212802886963
Malta,MLT,1996,20.6790103912354
Malta,MLT,1997,21.7207298278809
Malta,MLT,1998,26.4935092926025
Malta,MLT,1999,25.1057796478271
Malta,MLT,2000,22.5042304992676
Malta,MLT,2001,22.4958896636963
Malta,MLT,2002,22.6688098907471
Malta,MLT,2003,23.7639598846436
Malta,MLT,2004,24.2690105438232
Malta,MLT,2005,26.6666698455811
Malta,MLT,2006,28.4705905914307
Malta,MLT,2007,29.230770111084
Malta,MLT,2008,29.8553695678711
Malta,MLT,2009,30.6844997406006
Malta,MLT,2010,29.8260097503662
Malta,MLT,2011,31.5295791625977
Malta,MLT,2012,33.0645217895508
Malta,MLT,2013,32.4142608642578
Malta,MLT,2014,33.6110191345215
Marshall Islands,MHL,2002,52.0833282470703
Marshall Islands,MHL,2012,44.1176490783691
Mauritania,MRT,1978,13.636360168457
Mauritania,MRT,2003,4.24928998947144
Mauritania,MRT,2004,4.83383989334106
Mauritania,MRT,2005,4.21347999572754
Mauritania,MRT,2006,4.24928998947144
Mauritania,MRT,2008,6.1111102104187
Mauritania,MRT,2009,6.75676012039185
Mauritania,MRT,2010,6.59631013870239
Mauritania,MRT,2011,6.47667980194092
Mauritania,MRT,2012,7.01753997802734
Mauritania,MRT,2013,7.36606979370117
Mauritius,MUS,1971,3.64582991600037
