Entity,Code,Year,Cost of closing the poverty gap in int-$ 2011 (PovcalNet (World Bank) (2017)) ($)
Timor,TLS,1981,361725439
Timor,TLS,1984,377530304
Timor,TLS,1987,373241700
Timor,TLS,1990,349687666
Timor,TLS,1993,312597899
Timor,TLS,1996,231943849
Timor,TLS,1999,131421023.99999999
Timor,TLS,2002,81595823
Timor,TLS,2005,88895604
Timor,TLS,2008,88216667.5
Timor,TLS,2010,57879510
Timor,TLS,2011,55846168
Timor,TLS,2012,35250605
Timor,TLS,2013,34697192
Togo,TGO,1981,251776562
Togo,TGO,1984,376287552
Togo,TGO,1987,435566545
Togo,TGO,1990,463117913
Togo,TGO,1993,780087636
Togo,TGO,1996,596106247
Togo,TGO,1999,582401300
Togo,TGO,2002,765317473
Togo,TGO,2005,831218004
Togo,TGO,2008,949061685
Togo,TGO,2010,1040064836
Togo,TGO,2011,1057516069.9999999
Togo,TGO,2012,1044827100
Togo,TGO,2013,1033280325
Tonga,TON,1981,1279507.5
Tonga,TON,1984,1061055
Tonga,TON,1987,823878
Tonga,TON,1990,1012510
Tonga,TON,1993,811395
Tonga,TON,1996,672695
Tonga,TON,1999,596410
Tonga,TON,2002,429970
Tonga,TON,2005,284335
Tonga,TON,2008,208050
Tonga,TON,2010,138700
Tonga,TON,2011,131765
Tonga,TON,2012,131765
Tonga,TON,2013,160198.5
Trinidad and Tobago,TTO,1981,0
Trinidad and Tobago,TTO,1984,0
Trinidad and Tobago,TTO,1987,0
Trinidad and Tobago,TTO,1990,5584062
Trinidad and Tobago,TTO,1993,7051508
Trinidad and Tobago,TTO,1996,9000243
Trinidad and Tobago,TTO,1999,4281669
Trinidad and Tobago,TTO,2002,3461952
Trinidad and Tobago,TTO,2005,1622790
Trinidad and Tobago,TTO,2008,1739298
Trinidad and Tobago,TTO,2010,1936945.5
Trinidad and Tobago,TTO,2011,1475768
Trinidad and Tobago,TTO,2012,1208077
Trinidad and Tobago,TTO,2013,1217092.5
Tunisia,TUN,1981,178334912
Tunisia,TUN,1984,164531488
Tunisia,TUN,1987,175760640
Tunisia,TUN,1990,137909410
Tunisia,TUN,1993,147393716
Tunisia,TUN,1996,139316521.5
Tunisia,TUN,1999,82006375
Tunisia,TUN,2002,58149975
Tunisia,TUN,2005,46603893.5
Tunisia,TUN,2008,36535660.5
Tunisia,TUN,2010,31460627.5
Tunisia,TUN,2011,23678864
Tunisia,TUN,2012,17942232
Tunisia,TUN,2013,12838765.5
Turkey,TUR,1981,252443709
Turkey,TUR,1984,203649049
Turkey,TUR,1987,134848301
Turkey,TUR,1990,161000879.5
Turkey,TUR,1993,161246378.5
Turkey,TUR,1996,164914300
Turkey,TUR,1999,112333130
Turkey,TUR,2002,99368841
Turkey,TUR,2005,225892368
Turkey,TUR,2008,87805422
Turkey,TUR,2010,50146985
Turkey,TUR,2011,5098612
Turkey,TUR,2012,5190847.5
Turkey,TUR,2013,31715142
Turkmenistan,TKM,1981,315969002.5
Turkmenistan,TKM,1984,265201334.99999997
Turkmenistan,TKM,1987,271771554
Turkmenistan,TKM,1990,97479053.5
Turkmenistan,TKM,1993,188437126.5
Turkmenistan,TKM,1996,366306006.5
Turkmenistan,TKM,1999,337307997.5
Turkmenistan,TKM,2002,301464450
Turkmenistan,TKM,2005,207859287.5
Turkmenistan,TKM,2008,80182470
Turkmenistan,TKM,2010,49981932
Turkmenistan,TKM,2011,28350280
Turkmenistan,TKM,2012,17568435.5
Turkmenistan,TKM,2013,11265214
Tuvalu,TUV,1981,334960.5
Tuvalu,TUV,1984,255208
Tuvalu,TUV,1987,187245
Tuvalu,TUV,1990,133152
Tuvalu,TUV,1993,93622.5
Tuvalu,TUV,1996,104025
Tuvalu,TUV,1999,45771
Tuvalu,TUV,2002,36062
Tuvalu,TUV,2005,52706
Tuvalu,TUV,2008,30514
Tuvalu,TUV,2010,40223
Tuvalu,TUV,2011,30514
Tuvalu,TUV,2012,30514
Tuvalu,TUV,2013,29127
Uganda,UGA,1981,4643089299
Uganda,UGA,1984,5027819520
Uganda,UGA,1987,5912813595
Uganda,UGA,1990,4882682453
Uganda,UGA,1993,3660526016
Uganda,UGA,1996,3315129728
Uganda,UGA,1999,4027963121
Uganda,UGA,2002,4349304668
Uganda,UGA,2005,3959152664
Uganda,UGA,2008,3109685901
Uganda,UGA,2010,2908174913
Uganda,UGA,2011,2672922375
Uganda,UGA,2012,2550734610
Uganda,UGA,2013,2612213385
Ukraine,UKR,1981,107965467
Ukraine,UKR,1984,91507325
Ukraine,UKR,1987,78253153
Ukraine,UKR,1990,100760002
Ukraine,UKR,1993,101323124
Ukraine,UKR,1996,520528617.00000006
Ukraine,UKR,1999,568361392.5
Ukraine,UKR,2002,103622770
Ukraine,UKR,2005,13068314
Ukraine,UKR,2008,0
Ukraine,UKR,2010,0
Ukraine,UKR,2011,0
Ukraine,UKR,2012,0
Ukraine,UKR,2013,0
Uruguay,URY,1981,0
Uruguay,URY,1984,3732417
Uruguay,URY,1987,2326692.5
Uruguay,URY,1990,4313570
Uruguay,URY,1993,3749061
Uruguay,URY,1996,3606200
Uruguay,URY,1999,3443227.5
Uruguay,URY,2002,8313677.999999999
Uruguay,URY,2005,5773387.5
Uruguay,URY,2008,1393935
Uruguay,URY,2010,1869676
Uruguay,URY,2011,2350965
Uruguay,URY,2012,2593690
Uruguay,URY,2013,2601318.5
Uzbekistan,UZB,1981,0
Uzbekistan,UZB,1984,0
Uzbekistan,UZB,1987,0
Uzbekistan,UZB,1990,0
Uzbekistan,UZB,1993,2883316405
Uzbekistan,UZB,1996,3476539079
Uzbekistan,UZB,1999,3987149953
Uzbekistan,UZB,2002,3922037931
Uzbekistan,UZB,2005,3725968144
Uzbekistan,UZB,2008,2512349385
Uzbekistan,UZB,2010,1994500452
Uzbekistan,UZB,2011,1792596249
Uzbekistan,UZB,2012,1542218477
Uzbekistan,UZB,2013,1333783584
Vanuatu,VUT,1981,2954310
Vanuatu,VUT,1984,3200502.5
Vanuatu,VUT,1987,3446695
Vanuatu,VUT,1990,3692887.5
Vanuatu,VUT,1993,3939080
Vanuatu,VUT,1996,4197062
Vanuatu,VUT,1999,4443948
Vanuatu,VUT,2002,4690834
Vanuatu,VUT,2005,5184606
Vanuatu,VUT,2008,6013338.5
Vanuatu,VUT,2010,6208212
Vanuatu,VUT,2011,6075060
Vanuatu,VUT,2012,6206825
Vanuatu,VUT,2013,5981437.5
Venezuela,VEN,1981,6557736
Venezuela,VEN,1984,16563554
Venezuela,VEN,1987,2557628
Venezuela,VEN,1990,644572188
Venezuela,VEN,1993,461481253
Venezuela,VEN,1996,865498402.5
Venezuela,VEN,1999,886198684
Venezuela,VEN,2002,1662846560
Venezuela,VEN,2005,2311341878
Venezuela,VEN,2008,1248078080
Venezuela,VEN,2010,1319314400
Venezuela,VEN,2011,1328671796
Venezuela,VEN,2012,1324862400
Venezuela,VEN,2013,1333447930
Vietnam,VNM,1981,15304557460
Vietnam,VNM,1984,13438692240
Vietnam,VNM,1987,11481013860
Vietnam,VNM,1990,9294328610
Vietnam,VNM,1993,7041460572
Vietnam,VNM,1996,5276591840
Vietnam,VNM,1999,4717242480
Vietnam,VNM,2002,5720194663
Vietnam,VNM,2005,3571091563
Vietnam,VNM,2008,2396647232
Vietnam,VNM,2010,596830954.5
Vietnam,VNM,2011,475261098
Vietnam,VNM,2012,357220463
Vietnam,VNM,2013,379716216
World,OWID_WRL,1981,557044192400
World,OWID_WRL,1984,473222873800
World,OWID_WRL,1987,420562206500
World,OWID_WRL,1990,442063537300
World,OWID_WRL,1993,441609052100
World,OWID_WRL,1996,374860745100
World,OWID_WRL,1999,383501393800
World,OWID_WRL,2002,354533097100
World,OWID_WRL,2005,280147673400
World,OWID_WRL,2008,248009036600
World,OWID_WRL,2010,220295370100
World,OWID_WRL,2011,193871434100
World,OWID_WRL,2012,180514066500
World,OWID_WRL,2013,160850279000
Zambia,ZMB,1981,1272743101
Zambia,ZMB,1984,1535560877
Zambia,ZMB,1987,1732858853
Zambia,ZMB,1990,1931749798
Zambia,ZMB,1993,1687945019
Zambia,ZMB,1996,1044896450
Zambia,ZMB,1999,1227652425
Zambia,ZMB,2002,1387515964
Zambia,ZMB,2005,2324567616
Zambia,ZMB,2008,2844819527
Zambia,ZMB,2010,3049546968
Zambia,ZMB,2011,3039127824
Zambia,ZMB,2012,3019621056
Zambia,ZMB,2013,2995087800
Zimbabwe,ZWE,1981,22049139
Zimbabwe,ZWE,1984,51465328.5
Zimbabwe,ZWE,1987,62190306
Zimbabwe,ZWE,1990,34159036
Zimbabwe,ZWE,1993,75745457
Zimbabwe,ZWE,1996,28835730
Zimbabwe,ZWE,1999,28309363.5
Zimbabwe,ZWE,2002,82724841
Zimbabwe,ZWE,2005,376268134
Zimbabwe,ZWE,2008,886605075
Zimbabwe,ZWE,2010,657828440.5
Zimbabwe,ZWE,2011,511277327
Zimbabwe,ZWE,2012,427411678.5
Zimbabwe,ZWE,2013,406092795
