Entity,Code,Year,International migrant stock (% of population) (% of population)
Sri Lanka,LKA,2015,0.186850018416597
Sub-Saharan Africa,,1990,2.82240712507739
Sub-Saharan Africa,,1995,2.56276207018711
Sub-Saharan Africa,,2000,2.01072642043989
Sub-Saharan Africa,,2005,1.79944886806839
Sub-Saharan Africa,,2010,1.72568465310403
Sub-Saharan Africa,,2015,1.87686892023959
Sub-Saharan Africa (IDA & IBRD),,1990,2.82240712507739
Sub-Saharan Africa (IDA & IBRD),,1995,2.56276207018711
Sub-Saharan Africa (IDA & IBRD),,2000,2.01072642043989
Sub-Saharan Africa (IDA & IBRD),,2005,1.79944886806839
Sub-Saharan Africa (IDA & IBRD),,2010,1.72568465310403
Sub-Saharan Africa (IDA & IBRD),,2015,1.87686892023959
Sub-Saharan Africa (excluding high income),,1990,2.82207133786005
Sub-Saharan Africa (excluding high income),,1995,2.56222519864501
Sub-Saharan Africa (excluding high income),,2000,2.00998217376621
Sub-Saharan Africa (excluding high income),,2005,1.79853725709988
Sub-Saharan Africa (excluding high income),,2010,1.7246061102152
Sub-Saharan Africa (excluding high income),,2015,1.87580658799565
Sudan,SDN,1960,2.30853459110017
Sudan,SDN,1965,1.96933631160919
Sudan,SDN,1970,2.01711040929462
Sudan,SDN,1975,1.98713776327507
Sudan,SDN,1980,3.75803704954904
Sudan,SDN,1985,6.24497893448143
Sudan,SDN,1990,5.44370155066584
Sudan,SDN,1995,3.49446027749915
Sudan,SDN,2000,2.30607302063693
Sudan,SDN,2005,1.35194612928924
Sudan,SDN,2010,1.25264449650173
Sudan,SDN,2015,1.2513445422805
Suriname,SUR,1990,4.41637519717054
Suriname,SUR,1995,4.99517753403764
Suriname,SUR,2000,5.72146495795121
Suriname,SUR,2005,6.84229032985839
Suriname,SUR,2010,7.66451602942056
Suriname,SUR,2015,8.62581150145034
Swaziland,SWZ,1990,8.35547240845318
Swaziland,SWZ,1995,2.59811838559809
Swaziland,SWZ,2000,2.1486018341379
Swaziland,SWZ,2005,2.45301192603577
Swaziland,SWZ,2010,2.55425144240279
Swaziland,SWZ,2015,2.45374795061268
Sweden,SWE,1990,9.21552914340246
Sweden,SWE,1995,10.60441477695
Sweden,SWE,2000,11.3138623605827
Sweden,SWE,2005,12.4669953355216
Sweden,SWE,2010,14.7610867573261
Sweden,SWE,2015,16.7675587503806
Switzerland,CHE,1990,20.8615326524741
Switzerland,CHE,1995,21.074820415782
Switzerland,CHE,2000,21.9208463347215
Switzerland,CHE,2005,24.3694496995927
Switzerland,CHE,2010,26.5011556044581
Switzerland,CHE,2015,29.3866855419963
Syrian Arab Republic,,1990,5.73535528419419
Syrian Arab Republic,,1995,5.79550797022766
Syrian Arab Republic,,2000,5.08909413876074
Syrian Arab Republic,,2005,4.83327434276436
Syrian Arab Republic,,2010,8.02062604165651
Syrian Arab Republic,,2015,4.73013438841734
Tajikistan,TJK,1990,8.09659889988949
Tajikistan,TJK,1995,6.02225322552482
Tajikistan,TJK,2000,4.83767615150743
Tajikistan,TJK,2005,4.1207495825163
Tajikistan,TJK,2010,3.66873058481902
Tajikistan,TJK,2015,3.24291089626031
Tanzania,TZA,1990,2.25477378454917
Tanzania,TZA,1995,3.69872865994284
Tanzania,TZA,2000,2.73061660251845
Tanzania,TZA,2005,1.97320916612058
Tanzania,TZA,2010,0.67603498689169
Tanzania,TZA,2015,0.488535530485828
Thailand,THA,1990,0.934370119101867
Thailand,THA,1995,1.3662450376977
Thailand,THA,2000,2.00630778506202
Thailand,THA,2005,3.28471985739457
Thailand,THA,2010,4.83435770370382
Thailand,THA,2015,5.75823265195895
Timor,TLS,1990,1.2096224016557
Timor,TLS,1995,1.13761750690942
Timor,TLS,2000,1.25143858779369
Timor,TLS,2005,1.14057950655737
Timor,TLS,2010,1.03895293069296
Timor,TLS,2015,0.914442948601621
Togo,TGO,1990,2.24043568663053
Togo,TGO,1995,2.37106019532776
Togo,TGO,2000,2.82868709786276
Togo,TGO,2005,3.64594864418195
Togo,TGO,2010,3.99417855305968
Togo,TGO,2015,3.79000676014412
Tonga,TON,1990,3.05931562132167
Tonga,TON,1995,3.41436452564945
Tonga,TON,2000,3.76310036977262
Tonga,TON,2005,4.26441135061175
Tonga,TON,2010,4.83130826286473
Tonga,TON,2015,5.39794668927192
Trinidad and Tobago,TTO,1990,4.14647959250481
Trinidad and Tobago,TTO,1995,3.66485763756364
Trinidad and Tobago,TTO,2000,3.29287528194451
Trinidad and Tobago,TTO,2005,3.4552286047159
Trinidad and Tobago,TTO,2010,3.63121614041164
Trinidad and Tobago,TTO,2015,3.66763032980219
Tunisia,TUN,1990,0.461374184253541
Tunisia,TUN,1995,0.415482952986909
Tunisia,TUN,2000,0.375763259455014
Tunisia,TUN,2005,0.346845630037069
Tunisia,TUN,2010,0.405782618495348
Tunisia,TUN,2015,0.503849717164906
Turkey,TUR,1990,2.15518939345885
Turkey,TUR,1995,2.07813531657665
Turkey,TUR,2000,2.02555316236802
Turkey,TUR,2005,1.9440377325187
Turkey,TUR,2010,1.89050772436436
Turkey,TUR,2015,3.76900110251173
Turkmenistan,TKM,1990,8.35605234460196
Turkmenistan,TKM,1995,6.532099971108
Turkmenistan,TKM,2000,4.8539804892635
Turkmenistan,TKM,2005,4.48732570754821
Turkmenistan,TKM,2010,3.92660048254709
Turkmenistan,TKM,2015,3.65471158287463
Turks and Caicos Islands,TCA,1990,43.8268398268398
Turks and Caicos Islands,TCA,1995,45.9045258901787
Turks and Caicos Islands,TCA,2000,47.7590591226955
Turks and Caicos Islands,TCA,2005,37.5992438563327
Turks and Caicos Islands,TCA,2010,35.0885683864098
Turks and Caicos Islands,TCA,2015,34.0371006727045
Tuvalu,TUV,1990,3.53176366059529
Tuvalu,TUV,1995,2.85033055164192
Tuvalu,TUV,2000,2.30385391230492
Tuvalu,TUV,2005,1.88776562822364
Tuvalu,TUV,2010,1.56711102065737
Tuvalu,TUV,2015,1.42194433239209
Uganda,UGA,1990,3.21154595832613
Uganda,UGA,1995,3.10890621632808
Uganda,UGA,2000,2.67157473075183
Uganda,UGA,2005,2.3285014738211
Uganda,UGA,2010,1.59628750032014
Uganda,UGA,2015,1.92012616805897
Ukraine,UKR,1990,13.418179467323
Ukraine,UKR,1995,12.1474803634196
Ukraine,UKR,2000,11.3384821308068
Ukraine,UKR,2005,10.7923244364238
Ukraine,UKR,2010,10.5564758567156
Ukraine,UKR,2015,10.7864611551484
United Arab Emirates,ARE,1990,72.1283076946857
United Arab Emirates,ARE,1995,77.6157011852649
United Arab Emirates,ARE,2000,80.2154860386187
United Arab Emirates,ARE,2005,73.2051220265347
United Arab Emirates,ARE,2010,87.8402339265255
United Arab Emirates,ARE,2015,88.4040483728066
United Kingdom,GBR,1990,6.39166261907676
United Kingdom,GBR,1995,7.1762021104318
United Kingdom,GBR,2000,8.03534183597997
United Kingdom,GBR,2005,9.84247603205925
United Kingdom,GBR,2010,12.1252950809708
United Kingdom,GBR,2015,13.200978246274
United States,USA,1990,9.19566042513874
United States,USA,1995,10.6848170440958
United States,USA,2000,12.3063192386484
United States,USA,2005,13.2566831184215
United States,USA,2010,14.2584836388032
United States,USA,2015,14.4906535240608
United States Virgin Islands,VIR,1990,50.3326779851433
United States Virgin Islands,VIR,1995,50.6839970846026
United States Virgin Islands,VIR,2000,52.1707476661352
United States Virgin Islands,VIR,2005,52.563840843293
United States Virgin Islands,VIR,2010,53.2834502077419
United States Virgin Islands,VIR,2015,53.3638784092727
Upper middle income,,1990,1.65488454614065
Upper middle income,,1995,1.54634144320249
Upper middle income,,2000,1.51535489519071
Upper middle income,,2005,1.54219168841722
Upper middle income,,2010,1.64638725166325
Upper middle income,,2015,1.87665043036273
Uruguay,URY,1990,3.15486849301942
Uruguay,URY,1995,2.89716562882678
Uruguay,URY,2000,2.67583632869872
Uruguay,URY,2005,2.47527670128289
Uruguay,URY,2010,2.26003685380632
Uruguay,URY,2015,2.09231674852946
Uzbekistan,UZB,1990,8.0574214847415
Uzbekistan,UZB,1995,6.66701899058229
Uzbekistan,UZB,2000,5.73145148942692
Uzbekistan,UZB,2005,5.12820285315632
Uzbekistan,UZB,2010,4.39855580602632
Uzbekistan,UZB,2015,3.91690323992971
Vanuatu,VUT,1990,1.57399766764644
Vanuatu,VUT,1995,1.46282603010057
Vanuatu,VUT,2000,1.419014579213
Vanuatu,VUT,2005,1.33731343283582
Vanuatu,VUT,2010,1.26576921612025
Vanuatu,VUT,2015,1.20422290404002
Venezuela,VEN,1990,5.16066416207988
Venezuela,VEN,1995,4.59692245650945
Venezuela,VEN,2000,4.14053040999119
Venezuela,VEN,2005,3.99924315764641
Venezuela,VEN,2010,4.59201168999107
Venezuela,VEN,2015,4.51473657184212
Vietnam,VNM,1990,0.0412229339434371
Vietnam,VNM,1995,0.0681684823496597
Vietnam,VNM,2000,0.070690168791617
Vietnam,VNM,2005,0.0614793982557822
Vietnam,VNM,2010,0.0698931135375467
Vietnam,VNM,2015,0.07789713082094
World,OWID_WRL,1990,2.89074741318461
World,OWID_WRL,1995,2.82278963439177
World,OWID_WRL,2000,2.8292917229871
World,OWID_WRL,2005,2.94241113643821
World,OWID_WRL,2010,3.20539093902952
World,OWID_WRL,2015,3.33804873729344
Yemen,YEM,1990,0.993746477643902
Yemen,YEM,1995,0.894233495851966
Yemen,YEM,2000,0.806368272287068
Yemen,YEM,2005,0.834323975091182
Yemen,YEM,2010,1.21158587336404
Yemen,YEM,2015,1.28252922839207
Zambia,ZMB,1990,3.42655206061739
Zambia,ZMB,1995,2.64048508206655
Zambia,ZMB,2000,3.03410793540427
Zambia,ZMB,2005,2.09861826094891
Zambia,ZMB,2010,1.07517625908042
Zambia,ZMB,2015,0.789025650319302
Zimbabwe,ZWE,1990,5.97839475940867
Zimbabwe,ZWE,1995,3.69101241310552
Zimbabwe,ZWE,2000,3.28033298610614
Zimbabwe,ZWE,2005,3.0243404055538
Zimbabwe,ZWE,2010,2.84738752546981
Zimbabwe,ZWE,2015,2.55638252510727
