Entity,Code,Year,Crops - Sunflower seed - 267 - Production - 5510 - tonnes (tonnes)
Morocco,MAR,1982,5800
Morocco,MAR,1983,15760
Morocco,MAR,1984,19000
Morocco,MAR,1985,24050
Morocco,MAR,1986,43260
Morocco,MAR,1987,103600
Morocco,MAR,1988,153510
Morocco,MAR,1989,96410
Morocco,MAR,1990,160000
Morocco,MAR,1991,87000
Morocco,MAR,1992,146040
Morocco,MAR,1993,44560
Morocco,MAR,1994,48000
Morocco,MAR,1995,4600
Morocco,MAR,1996,53750
Morocco,MAR,1997,70570
Morocco,MAR,1998,61640
Morocco,MAR,1999,34000
Morocco,MAR,2000,19000
Morocco,MAR,2001,27000
Morocco,MAR,2002,33380
Morocco,MAR,2003,90630
Morocco,MAR,2004,49220
Morocco,MAR,2005,18180
Morocco,MAR,2006,27640
Morocco,MAR,2007,33240
Morocco,MAR,2008,32310
Morocco,MAR,2009,50250
Morocco,MAR,2010,59340
Morocco,MAR,2011,48131
Morocco,MAR,2012,17722
Morocco,MAR,2013,18989
Morocco,MAR,2014,27368
Morocco,MAR,2015,52378
Morocco,MAR,2016,30157
Morocco,MAR,2017,23792
Morocco,MAR,2018,37602
Mozambique,MOZ,1961,1400
Mozambique,MOZ,1962,1023
Mozambique,MOZ,1963,1108
Mozambique,MOZ,1964,1542
Mozambique,MOZ,1965,2500
Mozambique,MOZ,1966,1500
Mozambique,MOZ,1967,2000
Mozambique,MOZ,1968,6000
Mozambique,MOZ,1969,2920
Mozambique,MOZ,1970,4000
Mozambique,MOZ,1971,6000
Mozambique,MOZ,1972,8000
Mozambique,MOZ,1973,10000
Mozambique,MOZ,1974,10000
Mozambique,MOZ,1975,8000
Mozambique,MOZ,1976,9000
Mozambique,MOZ,1977,10000
Mozambique,MOZ,1978,10500
Mozambique,MOZ,1979,21566
Mozambique,MOZ,1980,22000
Mozambique,MOZ,1981,20000
Mozambique,MOZ,1982,20000
Mozambique,MOZ,1983,20000
Mozambique,MOZ,1984,19000
Mozambique,MOZ,1985,19000
Mozambique,MOZ,1986,19000
Mozambique,MOZ,1987,15000
Mozambique,MOZ,1988,15000
Mozambique,MOZ,1989,15000
Mozambique,MOZ,1990,13311
Mozambique,MOZ,1991,10000
Mozambique,MOZ,1992,10000
Mozambique,MOZ,1993,12000
Mozambique,MOZ,1994,11000
Mozambique,MOZ,1995,12000
Mozambique,MOZ,1996,14000
Mozambique,MOZ,1997,12715
Mozambique,MOZ,1998,15000
Mozambique,MOZ,1999,16000
Mozambique,MOZ,2000,8500
Mozambique,MOZ,2001,6460
Mozambique,MOZ,2002,4149
Mozambique,MOZ,2003,6400
Mozambique,MOZ,2004,6127
Mozambique,MOZ,2005,7000
Mozambique,MOZ,2006,4204
Mozambique,MOZ,2007,6252
Mozambique,MOZ,2008,5128
Mozambique,MOZ,2009,17000
Mozambique,MOZ,2010,14400
Mozambique,MOZ,2011,18638
Mozambique,MOZ,2012,7000
Mozambique,MOZ,2013,7424
Mozambique,MOZ,2014,8000
Mozambique,MOZ,2015,8250
Mozambique,MOZ,2016,9000
Mozambique,MOZ,2017,10000
Mozambique,MOZ,2018,9674
Myanmar,MMR,1961,100
Myanmar,MMR,1962,100
Myanmar,MMR,1963,100
Myanmar,MMR,1964,110
Myanmar,MMR,1965,115
Myanmar,MMR,1966,217
Myanmar,MMR,1967,186
Myanmar,MMR,1968,200
Myanmar,MMR,1969,230
Myanmar,MMR,1970,300
Myanmar,MMR,1971,477
Myanmar,MMR,1972,574
Myanmar,MMR,1973,527
Myanmar,MMR,1974,854
Myanmar,MMR,1975,1101
Myanmar,MMR,1976,1218
Myanmar,MMR,1977,2976
Myanmar,MMR,1978,12783
Myanmar,MMR,1979,14906
Myanmar,MMR,1980,13200
Myanmar,MMR,1981,32900
Myanmar,MMR,1982,70634
Myanmar,MMR,1983,70634
Myanmar,MMR,1984,113636
Myanmar,MMR,1985,141632
Myanmar,MMR,1986,215700
Myanmar,MMR,1987,252568
Myanmar,MMR,1988,220540
Myanmar,MMR,1989,128777
Myanmar,MMR,1990,89253
Myanmar,MMR,1991,95987
Myanmar,MMR,1992,86877
Myanmar,MMR,1993,96008
Myanmar,MMR,1994,83122
Myanmar,MMR,1995,117049
Myanmar,MMR,1996,161087
Myanmar,MMR,1997,92378
Myanmar,MMR,1998,89000
Myanmar,MMR,1999,186000
Myanmar,MMR,2000,157000
Myanmar,MMR,2001,264000
Myanmar,MMR,2002,275000
Myanmar,MMR,2003,268000
Myanmar,MMR,2004,334000
Myanmar,MMR,2005,379000
Myanmar,MMR,2006,551000
Myanmar,MMR,2007,494000
Myanmar,MMR,2008,692000
Myanmar,MMR,2009,779725
Myanmar,MMR,2010,782226
Myanmar,MMR,2011,489653
Myanmar,MMR,2012,350000
Myanmar,MMR,2013,460852
Myanmar,MMR,2014,456004
Myanmar,MMR,2015,439897
Myanmar,MMR,2016,387720
Myanmar,MMR,2017,259860
Myanmar,MMR,2018,362492
Namibia,NAM,1986,516
Namibia,NAM,1987,1162
Namibia,NAM,1988,833
Namibia,NAM,1989,707
Namibia,NAM,1990,614
Namibia,NAM,1991,107
Namibia,NAM,1992,143
Namibia,NAM,1993,604
Namibia,NAM,1994,845
Namibia,NAM,1995,396
Namibia,NAM,1996,184
Namibia,NAM,1997,200
Namibia,NAM,1998,200
Namibia,NAM,1999,40
Namibia,NAM,2000,45
Namibia,NAM,2001,129
Namibia,NAM,2002,170
Namibia,NAM,2003,306
Namibia,NAM,2004,105
Namibia,NAM,2005,83
Namibia,NAM,2006,44
Namibia,NAM,2007,155
Namibia,NAM,2008,148
Namibia,NAM,2009,97
Namibia,NAM,2010,80
Namibia,NAM,2011,76
Namibia,NAM,2012,75
Namibia,NAM,2013,75
Namibia,NAM,2014,69
Namibia,NAM,2015,66
Namibia,NAM,2016,68
Namibia,NAM,2017,68
Namibia,NAM,2018,68
Net Food Importing Developing Countries,,1961,38377
Net Food Importing Developing Countries,,1962,36929
Net Food Importing Developing Countries,,1963,44485
Net Food Importing Developing Countries,,1964,46499
Net Food Importing Developing Countries,,1965,40887
Net Food Importing Developing Countries,,1966,39597
Net Food Importing Developing Countries,,1967,41818
Net Food Importing Developing Countries,,1968,47286
Net Food Importing Developing Countries,,1969,51126
Net Food Importing Developing Countries,,1970,72250
Net Food Importing Developing Countries,,1971,59582
Net Food Importing Developing Countries,,1972,90347
Net Food Importing Developing Countries,,1973,91494
Net Food Importing Developing Countries,,1974,107654
Net Food Importing Developing Countries,,1975,117663
Net Food Importing Developing Countries,,1976,130546
Net Food Importing Developing Countries,,1977,155632
Net Food Importing Developing Countries,,1978,163348
Net Food Importing Developing Countries,,1979,184707
Net Food Importing Developing Countries,,1980,169268
Net Food Importing Developing Countries,,1981,185089
Net Food Importing Developing Countries,,1982,234106
Net Food Importing Developing Countries,,1983,240154
Net Food Importing Developing Countries,,1984,302509
Net Food Importing Developing Countries,,1985,342163
Net Food Importing Developing Countries,,1986,455325
Net Food Importing Developing Countries,,1987,565276
Net Food Importing Developing Countries,,1988,641370
Net Food Importing Developing Countries,,1989,505352
Net Food Importing Developing Countries,,1990,619756
Net Food Importing Developing Countries,,1991,453918
Net Food Importing Developing Countries,,1992,540348
Net Food Importing Developing Countries,,1993,488479
Net Food Importing Developing Countries,,1994,436584
Net Food Importing Developing Countries,,1995,462536
Net Food Importing Developing Countries,,1996,602661
Net Food Importing Developing Countries,,1997,532032
Net Food Importing Developing Countries,,1998,558483
Net Food Importing Developing Countries,,1999,735281
Net Food Importing Developing Countries,,2000,678104
Net Food Importing Developing Countries,,2001,755090
Net Food Importing Developing Countries,,2002,813957
Net Food Importing Developing Countries,,2003,966059
Net Food Importing Developing Countries,,2004,1234135
Net Food Importing Developing Countries,,2005,1242248
Net Food Importing Developing Countries,,2006,1510790
Net Food Importing Developing Countries,,2007,1527142
Net Food Importing Developing Countries,,2008,2029092
Net Food Importing Developing Countries,,2009,2211041
Net Food Importing Developing Countries,,2010,2014458
Net Food Importing Developing Countries,,2011,2328468
Net Food Importing Developing Countries,,2012,2295634
Net Food Importing Developing Countries,,2013,3884228
Net Food Importing Developing Countries,,2014,3910184
Net Food Importing Developing Countries,,2015,4031547
Net Food Importing Developing Countries,,2016,1921271
Net Food Importing Developing Countries,,2017,1916008
Net Food Importing Developing Countries,,2018,2024081
Northern Africa,,1961,1520
Northern Africa,,1962,2330
Northern Africa,,1963,8740
Northern Africa,,1964,10050
Northern Africa,,1965,4093
Northern Africa,,1966,2661
Northern Africa,,1967,1544
Northern Africa,,1968,4116
Northern Africa,,1969,3218
Northern Africa,,1970,22831
Northern Africa,,1971,13730
Northern Africa,,1972,27765
Northern Africa,,1973,21149
Northern Africa,,1974,29134
Northern Africa,,1975,29615
Northern Africa,,1976,30492
Northern Africa,,1977,32189
Northern Africa,,1978,24259
Northern Africa,,1979,55455
Northern Africa,,1980,16477
Northern Africa,,1981,20208
Northern Africa,,1982,21184
Northern Africa,,1983,28847
Northern Africa,,1984,35550
Northern Africa,,1985,43100
Northern Africa,,1986,84810
Northern Africa,,1987,158650
Northern Africa,,1988,231869
Northern Africa,,1989,145470
Northern Africa,,1990,230435
Northern Africa,,1991,145734
Northern Africa,,1992,240042
Northern Africa,,1993,145429
Northern Africa,,1994,155682
Northern Africa,,1995,104194
Northern Africa,,1996,132501
Northern Africa,,1997,117197
Northern Africa,,1998,115566
Northern Africa,,1999,98102
Northern Africa,,2000,79577
Northern Africa,,2001,85510
Northern Africa,,2002,97353
Northern Africa,,2003,151633
Northern Africa,,2004,113094
Northern Africa,,2005,74553
Northern Africa,,2006,119556
Northern Africa,,2007,145386
Northern Africa,,2008,163862
Northern Africa,,2009,348231
Northern Africa,,2010,153880
Northern Africa,,2011,199900
Northern Africa,,2012,138400
Northern Africa,,2013,132624
Northern Africa,,2014,108544
Northern Africa,,2015,150809
Northern Africa,,2016,142600
Northern Africa,,2017,204568
Northern Africa,,2018,172120
Northern America,,1961,27935
Northern America,,1962,24249
Northern America,,1963,47260
Northern America,,1964,29656
Northern America,,1965,33691
Northern America,,1966,47123
Northern America,,1967,120414
Northern America,,1968,94796
Northern America,,1969,95927
Northern America,,1970,110891
Northern America,,1971,272536
Northern America,,1972,410711
Northern America,,1973,394390
Northern America,,1974,298255
Northern America,,1975,573937
Northern America,,1976,487040
Northern America,,1977,1411000
Northern America,,1978,1943200
Northern America,,1979,3527800
Northern America,,1980,1863100
Northern America,,1981,2151600
Northern America,,1982,2513600
Northern America,,1983,1503000
Northern America,,1984,1783300
Northern America,,1985,1491700
Northern America,,1986,1250300
Northern America,,1987,1235400
Northern America,,1988,860600
Northern America,,1989,866200
Northern America,,1990,1142300
Northern America,,1991,1773440
Northern America,,1992,1228260
Northern America,,1993,1245170
Northern America,,1994,2310490
Northern America,,1995,1884800
Northern America,,1996,1669400
Northern America,,1997,1732900
Northern America,,1998,2503800
Northern America,,1999,2091340
Northern America,,2000,1727030
Northern America,,2001,1654520
Northern America,,2002,1269267
Northern America,,2003,1351230
Northern America,,2004,981890
Northern America,,2005,1906551
Northern America,,2006,1129630
Northern America,,2007,1425098
Northern America,,2008,1658170
Northern America,,2009,1479220
Northern America,,2010,1308430
Northern America,,2011,944350
Northern America,,2012,1327960
Northern America,,2013,968960
Northern America,,2014,1061540
Northern America,,2015,1398780
Northern America,,2016,1253360
Northern America,,2017,1027270
Northern America,,2018,1017290
Oceania,,1961,2016
Oceania,,1962,1207
Oceania,,1963,2667
Oceania,,1964,2195
Oceania,,1965,1994
Oceania,,1966,3409
Oceania,,1967,1932
Oceania,,1968,3193
Oceania,,1969,6248
Oceania,,1970,13249
Oceania,,1971,58949
Oceania,,1972,147531
Oceania,,1973,102069
Oceania,,1974,84324
Oceania,,1975,113375
Oceania,,1976,80442
Oceania,,1977,74881
Oceania,,1978,158254
Oceania,,1979,186203
Oceania,,1980,141668
Oceania,,1981,139000
Oceania,,1982,115123
Oceania,,1983,104021
Oceania,,1984,170361
Oceania,,1985,293000
Oceania,,1986,215000
Oceania,,1987,137487
Oceania,,1988,215694
Oceania,,1989,171589
Oceania,,1990,73185
Oceania,,1991,151501
Oceania,,1992,84000
Oceania,,1993,49848
Oceania,,1994,104721
Oceania,,1995,111760
Oceania,,1996,68450
Oceania,,1997,143000
Oceania,,1998,98000
Oceania,,1999,209000
Oceania,,2000,170000
Oceania,,2001,77485
Oceania,,2002,69602
Oceania,,2003,25685
Oceania,,2004,56689
Oceania,,2005,60862
Oceania,,2006,81996
Oceania,,2007,15619
Oceania,,2008,73000
Oceania,,2009,55310
Oceania,,2010,41000
Oceania,,2011,42538
Oceania,,2012,47000
Oceania,,2013,44300
Oceania,,2014,38000
Oceania,,2015,30000
Oceania,,2016,25000
Oceania,,2017,17000
Oceania,,2018,31000
Pakistan,PAK,1961,150
Pakistan,PAK,1962,150
Pakistan,PAK,1963,180
Pakistan,PAK,1964,180
Pakistan,PAK,1965,200
Pakistan,PAK,1966,200
Pakistan,PAK,1967,250
Pakistan,PAK,1968,300
Pakistan,PAK,1969,350
Pakistan,PAK,1970,400
Pakistan,PAK,1971,482
Pakistan,PAK,1972,873
Pakistan,PAK,1973,486
Pakistan,PAK,1974,246
Pakistan,PAK,1975,259
Pakistan,PAK,1976,228
Pakistan,PAK,1977,188
Pakistan,PAK,1978,35
Pakistan,PAK,1979,311
Pakistan,PAK,1980,355
Pakistan,PAK,1981,3492
Pakistan,PAK,1982,5855
Pakistan,PAK,1983,6313
Pakistan,PAK,1984,15155
Pakistan,PAK,1985,18063
Pakistan,PAK,1986,17587
Pakistan,PAK,1987,36256
Pakistan,PAK,1988,42531
Pakistan,PAK,1989,34415
Pakistan,PAK,1990,24579
Pakistan,PAK,1991,34649
Pakistan,PAK,1992,61137
Pakistan,PAK,1993,61804
Pakistan,PAK,1994,50019
Pakistan,PAK,1995,85699
Pakistan,PAK,1996,109515
Pakistan,PAK,1997,128568
Pakistan,PAK,1998,129693
Pakistan,PAK,1999,187766
Pakistan,PAK,2000,149871
Pakistan,PAK,2001,88628
Pakistan,PAK,2002,76409
Pakistan,PAK,2003,128531
Pakistan,PAK,2004,358532
Pakistan,PAK,2005,327650
Pakistan,PAK,2006,348275
Pakistan,PAK,2007,407224
Pakistan,PAK,2008,603894
Pakistan,PAK,2009,420487
Pakistan,PAK,2010,325478
Pakistan,PAK,2011,404391
Pakistan,PAK,2012,282923
Pakistan,PAK,2013,243381
Pakistan,PAK,2014,193131
Pakistan,PAK,2015,168702
Pakistan,PAK,2016,86060
Pakistan,PAK,2017,106394
Pakistan,PAK,2018,147251
Palestine,PSE,1994,24
Palestine,PSE,1995,18
Palestine,PSE,1996,15
Palestine,PSE,1997,12
Palestine,PSE,1998,17
Palestine,PSE,1999,10
Palestine,PSE,2000,22
Palestine,PSE,2001,9
Palestine,PSE,2002,8
Palestine,PSE,2003,8
Palestine,PSE,2004,2
Palestine,PSE,2005,4
Palestine,PSE,2006,6
Palestine,PSE,2007,11
Palestine,PSE,2008,6
Palestine,PSE,2009,4
Palestine,PSE,2010,1
Palestine,PSE,2011,3
Palestine,PSE,2012,3
Palestine,PSE,2013,3
Palestine,PSE,2014,2
Palestine,PSE,2015,3
Palestine,PSE,2016,3
Palestine,PSE,2017,2
Palestine,PSE,2018,3
Paraguay,PRY,1975,50
Paraguay,PRY,1976,3000
Paraguay,PRY,1977,4000
Paraguay,PRY,1978,5000
Paraguay,PRY,1979,1000
Paraguay,PRY,1980,1000
Paraguay,PRY,1981,1730
Paraguay,PRY,1982,2000
Paraguay,PRY,1983,12836
Paraguay,PRY,1984,12918
Paraguay,PRY,1985,15332
Paraguay,PRY,1986,9744
Paraguay,PRY,1987,20271
Paraguay,PRY,1988,21155
Paraguay,PRY,1989,23148
Paraguay,PRY,1990,23000
Paraguay,PRY,1991,239
Paraguay,PRY,1992,480
Paraguay,PRY,1993,15868
Paraguay,PRY,1994,40020
Paraguay,PRY,1995,42455
Paraguay,PRY,1996,68900
Paraguay,PRY,1997,45548
Paraguay,PRY,1998,81372
Paraguay,PRY,1999,72536
Paraguay,PRY,2000,81951
Paraguay,PRY,2001,39862
Paraguay,PRY,2002,36013
Paraguay,PRY,2003,31000
Paraguay,PRY,2004,44550
Paraguay,PRY,2005,64500
Paraguay,PRY,2006,68000
Paraguay,PRY,2007,190000
Paraguay,PRY,2008,191075
Paraguay,PRY,2009,194000
Paraguay,PRY,2010,262293
Paraguay,PRY,2011,108609
Paraguay,PRY,2012,78950
Paraguay,PRY,2013,115500
Paraguay,PRY,2014,111600
Paraguay,PRY,2015,100988
Paraguay,PRY,2016,65360
Paraguay,PRY,2017,65440
Paraguay,PRY,2018,48800
Poland,POL,1999,618
Poland,POL,2000,1001
Poland,POL,2001,1078
Poland,POL,2002,846
Poland,POL,2003,1315
Poland,POL,2004,4463
Poland,POL,2005,7418
Poland,POL,2006,5359
Poland,POL,2007,5662
Poland,POL,2008,4669
Poland,POL,2009,4128
Poland,POL,2010,4507
Poland,POL,2011,5179
Poland,POL,2012,5733
Poland,POL,2013,4598
Poland,POL,2014,2326
Poland,POL,2015,2206
Poland,POL,2016,3547
Poland,POL,2017,6232
Poland,POL,2018,9663
Portugal,PRT,1971,1608
Portugal,PRT,1972,1570
Portugal,PRT,1973,1645
Portugal,PRT,1974,2888
Portugal,PRT,1975,7524
Portugal,PRT,1976,9193
Portugal,PRT,1977,6861
Portugal,PRT,1978,14601
Portugal,PRT,1979,12210
Portugal,PRT,1980,22201
Portugal,PRT,1981,8442
Portugal,PRT,1982,23710
Portugal,PRT,1983,10824
Portugal,PRT,1984,28436
Portugal,PRT,1985,28413
Portugal,PRT,1986,32907
Portugal,PRT,1987,28705
Portugal,PRT,1988,58200
Portugal,PRT,1989,45930
Portugal,PRT,1990,60741
Portugal,PRT,1991,34190
Portugal,PRT,1992,51000
Portugal,PRT,1993,45064
Portugal,PRT,1994,40000
Portugal,PRT,1995,26120
Portugal,PRT,1996,38297
Portugal,PRT,1997,26980
Portugal,PRT,1998,37679
Portugal,PRT,1999,17538
Portugal,PRT,2000,28566
Portugal,PRT,2001,23623
Portugal,PRT,2002,21139
Portugal,PRT,2003,18015
Portugal,PRT,2004,13917
Portugal,PRT,2005,2398
Portugal,PRT,2006,4113
Portugal,PRT,2007,14101
Portugal,PRT,2008,16203
Portugal,PRT,2009,11456
Portugal,PRT,2010,7611
Portugal,PRT,2011,12572
Portugal,PRT,2012,9624
Portugal,PRT,2013,11566
Portugal,PRT,2014,16429
Portugal,PRT,2015,24744
Portugal,PRT,2016,26239
Portugal,PRT,2017,20814
Portugal,PRT,2018,16948
Romania,ROU,1961,481400
Romania,ROU,1962,449500
Romania,ROU,1963,505900
Romania,ROU,1964,518100
Romania,ROU,1965,563963
Romania,ROU,1966,672100
Romania,ROU,1967,720700
Romania,ROU,1968,730841
Romania,ROU,1969,747814
Romania,ROU,1970,769587
Romania,ROU,1971,790600
Romania,ROU,1972,850400
Romania,ROU,1973,755800
Romania,ROU,1974,680600
Romania,ROU,1975,728144
Romania,ROU,1976,799300
Romania,ROU,1977,807322
Romania,ROU,1978,816002
Romania,ROU,1979,887595
Romania,ROU,1980,800600
Romania,ROU,1981,809854
Romania,ROU,1982,846707
Romania,ROU,1983,700377
Romania,ROU,1984,851100
Romania,ROU,1985,695900
Romania,ROU,1986,862700
Romania,ROU,1987,746700
Romania,ROU,1988,705000
Romania,ROU,1989,655800
Romania,ROU,1990,556242
Romania,ROU,1991,611956
Romania,ROU,1992,773986
Romania,ROU,1993,695833
Romania,ROU,1994,763697
Romania,ROU,1995,932932
Romania,ROU,1996,1095596
Romania,ROU,1997,858060
Romania,ROU,1998,1073316
Romania,ROU,1999,1300929
Romania,ROU,2000,720871
Romania,ROU,2001,823549
Romania,ROU,2002,1002813
Romania,ROU,2003,1506398
Romania,ROU,2004,1557813
Romania,ROU,2005,1340940
Romania,ROU,2006,1526232
Romania,ROU,2007,546922
Romania,ROU,2008,1169936
Romania,ROU,2009,1098047
Romania,ROU,2010,1262926
Romania,ROU,2011,1789326
Romania,ROU,2012,1398203
Romania,ROU,2013,2142087
Romania,ROU,2014,2189309
Romania,ROU,2015,1785771
Romania,ROU,2016,2032340
Romania,ROU,2017,2912743
Romania,ROU,2018,3062690
Russia,RUS,1992,3109770
Russia,RUS,1993,2765062
Russia,RUS,1994,2553377
Russia,RUS,1995,4199570
Russia,RUS,1996,2762698
Russia,RUS,1997,2828851
Russia,RUS,1998,2992779
Russia,RUS,1999,4149333
Russia,RUS,2000,3918549
Russia,RUS,2001,2682194
Russia,RUS,2002,3688386
Russia,RUS,2003,4886995
Russia,RUS,2004,4810257
Russia,RUS,2005,6469567
Russia,RUS,2006,6743376
Russia,RUS,2007,5671389
Russia,RUS,2008,7350240
Russia,RUS,2009,6454324
Russia,RUS,2010,5344821
Russia,RUS,2011,9062022
Russia,RUS,2012,7494657
Russia,RUS,2013,9842356
Russia,RUS,2014,8475346
Russia,RUS,2015,9280296
Russia,RUS,2016,11015109
Russia,RUS,2017,10480958
Russia,RUS,2018,12755725
Serbia,SRB,2006,384945
Serbia,SRB,2007,294502
Serbia,SRB,2008,454282
Serbia,SRB,2009,377549
Serbia,SRB,2010,378409
Serbia,SRB,2011,432020
Serbia,SRB,2012,366020
Serbia,SRB,2013,512839
Serbia,SRB,2014,509250
Serbia,SRB,2015,437084
Serbia,SRB,2016,621127
Serbia,SRB,2017,540590
Serbia,SRB,2018,733706
Serbia and Montenegro,OWID_SRM,1992,359000
Serbia and Montenegro,OWID_SRM,1993,388665
Serbia and Montenegro,OWID_SRM,1994,294000
Serbia and Montenegro,OWID_SRM,1995,295000
Serbia and Montenegro,OWID_SRM,1996,390000
Serbia and Montenegro,OWID_SRM,1997,260000
Serbia and Montenegro,OWID_SRM,1998,280000
Serbia and Montenegro,OWID_SRM,1999,273000
Serbia and Montenegro,OWID_SRM,2000,318000
Serbia and Montenegro,OWID_SRM,2001,317878
Serbia and Montenegro,OWID_SRM,2002,279831
Serbia and Montenegro,OWID_SRM,2003,353784
Serbia and Montenegro,OWID_SRM,2004,437602
Serbia and Montenegro,OWID_SRM,2005,350762
Slovakia,SVK,1993,64435
Slovakia,SVK,1994,54945
Slovakia,SVK,1995,80597
Slovakia,SVK,1996,104753
Slovakia,SVK,1997,67515
Slovakia,SVK,1998,107323
Slovakia,SVK,1999,125076
Slovakia,SVK,2000,117344
Slovakia,SVK,2001,118642
Slovakia,SVK,2002,116876
Slovakia,SVK,2003,252708
Slovakia,SVK,2004,196350
Slovakia,SVK,2005,195310
Slovakia,SVK,2006,228606
Slovakia,SVK,2007,132656
Slovakia,SVK,2008,192346
Slovakia,SVK,2009,187238
Slovakia,SVK,2010,150326
Slovakia,SVK,2011,200990
Slovakia,SVK,2012,197227
Slovakia,SVK,2013,195741
Slovakia,SVK,2014,200697
Slovakia,SVK,2015,174290
Slovakia,SVK,2016,246496
Slovakia,SVK,2017,218844
Slovakia,SVK,2018,201614
Slovenia,SVN,1992,81
Slovenia,SVN,1993,115
Slovenia,SVN,1994,176
Slovenia,SVN,1995,204
Slovenia,SVN,1996,188
Slovenia,SVN,1997,15
Slovenia,SVN,1998,45
Slovenia,SVN,1999,34
Slovenia,SVN,2000,26
Slovenia,SVN,2001,22
Slovenia,SVN,2002,36
Slovenia,SVN,2003,122
Slovenia,SVN,2004,79
Slovenia,SVN,2005,89
Slovenia,SVN,2006,190
Slovenia,SVN,2007,427
Slovenia,SVN,2008,414
Slovenia,SVN,2009,330
Slovenia,SVN,2010,476
Slovenia,SVN,2011,976
Slovenia,SVN,2012,868
Slovenia,SVN,2013,506
Slovenia,SVN,2014,527
Slovenia,SVN,2015,578
Slovenia,SVN,2016,600
Slovenia,SVN,2017,524
Slovenia,SVN,2018,791
South Africa,ZAF,1961,113000
South Africa,ZAF,1962,100000
South Africa,ZAF,1963,102000
South Africa,ZAF,1964,83000
South Africa,ZAF,1965,78000
South Africa,ZAF,1966,105000
South Africa,ZAF,1967,110000
South Africa,ZAF,1968,85000
South Africa,ZAF,1969,93000
South Africa,ZAF,1970,100000
South Africa,ZAF,1971,138000
South Africa,ZAF,1972,157000
South Africa,ZAF,1973,253000
South Africa,ZAF,1974,263000
South Africa,ZAF,1975,221000
South Africa,ZAF,1976,271000
South Africa,ZAF,1977,481000
South Africa,ZAF,1978,454000
South Africa,ZAF,1979,315000
South Africa,ZAF,1980,333000
South Africa,ZAF,1981,530000
South Africa,ZAF,1982,261000
South Africa,ZAF,1983,218000
South Africa,ZAF,1984,186000
South Africa,ZAF,1985,244000
South Africa,ZAF,1986,278000
South Africa,ZAF,1987,385000
South Africa,ZAF,1988,438000
South Africa,ZAF,1989,444000
South Africa,ZAF,1990,649000
South Africa,ZAF,1991,621000
South Africa,ZAF,1992,183000
South Africa,ZAF,1993,349944
South Africa,ZAF,1994,366367
South Africa,ZAF,1995,538946
South Africa,ZAF,1996,783830
South Africa,ZAF,1997,467970
South Africa,ZAF,1998,584486
South Africa,ZAF,1999,1212486
South Africa,ZAF,2000,566798
South Africa,ZAF,2001,690882
South Africa,ZAF,2002,966543
South Africa,ZAF,2003,682165
South Africa,ZAF,2004,648000
South Africa,ZAF,2005,620000
South Africa,ZAF,2006,520000
South Africa,ZAF,2007,300000
South Africa,ZAF,2008,872000
South Africa,ZAF,2009,801000
South Africa,ZAF,2010,490000
South Africa,ZAF,2011,860000
South Africa,ZAF,2012,522000
South Africa,ZAF,2013,557000
South Africa,ZAF,2014,832000
South Africa,ZAF,2015,663000
South Africa,ZAF,2016,755000
South Africa,ZAF,2017,874000
South Africa,ZAF,2018,862000
South America,,1961,674967
South America,,1962,971718
South America,,1963,688689
South America,,1964,668494
South America,,1965,840816
South America,,1966,1055804
South America,,1967,1229305
South America,,1968,1107584
South America,,1969,971708
South America,,1970,1230548
South America,,1971,1000077
South America,,1972,1076682
South America,,1973,1040518
South America,,1974,1038809
South America,,1975,807338
South America,,1976,1195090
South America,,1977,956691
South America,,1978,1711607
South America,,1979,1535672
South America,,1980,1739499
South America,,1981,1349240
South America,,1982,2064570
South America,,1983,2459241
South America,,1984,2269538
South America,,1985,3502745
South America,,1986,4265845
South America,,1987,2343010
South America,,1988,3088402
South America,,1989,3443132
South America,,1990,4154361
South America,,1991,4219091
South America,,1992,3850692
South America,,1993,3118895
South America,,1994,4249820
South America,,1995,6023199
South America,,1996,5807972
South America,,1997,5727671
South America,,1998,5911385
South America,,1999,7542246
South America,,2000,6405542
South America,,2001,3503654
South America,,2002,4263387
South America,,2003,4152819
South America,,2004,3519215
South America,,2005,4055507
South America,,2006,4107455
South America,,2007,4048874
South America,,2008,5340977
South America,,2009,3271187
South America,,2010,2930739
South America,,2011,4127737
South America,,2012,3901637
South America,,2013,3559191
South America,,2014,2556850
South America,,2015,3532651
South America,,2016,3294023
South America,,2017,3809351
South America,,2018,3863980
South Eastern Asia,,1961,100
South Eastern Asia,,1962,100
South Eastern Asia,,1963,100
South Eastern Asia,,1964,110
South Eastern Asia,,1965,115
South Eastern Asia,,1966,217
South Eastern Asia,,1967,186
South Eastern Asia,,1968,200
South Eastern Asia,,1969,230
South Eastern Asia,,1970,300
South Eastern Asia,,1971,477
South Eastern Asia,,1972,574
South Eastern Asia,,1973,527
South Eastern Asia,,1974,854
South Eastern Asia,,1975,1101
South Eastern Asia,,1976,1218
South Eastern Asia,,1977,2976
South Eastern Asia,,1978,12783
South Eastern Asia,,1979,14906
South Eastern Asia,,1980,13200
South Eastern Asia,,1981,32900
South Eastern Asia,,1982,70634
South Eastern Asia,,1983,70634
South Eastern Asia,,1984,113636
South Eastern Asia,,1985,141632
South Eastern Asia,,1986,215700
South Eastern Asia,,1987,252568
South Eastern Asia,,1988,220540
South Eastern Asia,,1989,128777
