Entity,Code,Year,"Index of Democracy (How Was Life, OECD (2014))"
World,OWID_WRL,1982,7.3676157
World,OWID_WRL,1983,7.5698743
World,OWID_WRL,1984,7.4621429
World,OWID_WRL,1985,7.4513621
World,OWID_WRL,1986,7.6716704
World,OWID_WRL,1987,7.9556575
World,OWID_WRL,1988,8.5140572
World,OWID_WRL,1989,10.334191
World,OWID_WRL,1990,10.929416
World,OWID_WRL,1991,11.718234
World,OWID_WRL,1992,12.344585
World,OWID_WRL,1993,12.645549
World,OWID_WRL,1994,12.855287
World,OWID_WRL,1995,12.811202
World,OWID_WRL,1996,14.035611
World,OWID_WRL,1997,13.82283
World,OWID_WRL,1998,13.891225
World,OWID_WRL,1999,12.2389
World,OWID_WRL,2000,12.128961
