Entity,Code,Year,Drinking water - Proportion of population using improved water supplies - Safely managed - National - Population
Sweden,SWE,2014,9504330.4365
Sweden,SWE,2015,9578947.766999999
Switzerland,CHE,2000,6651402.147162166
Switzerland,CHE,2001,6684228.541216221
Switzerland,CHE,2002,6722369.127837841
Switzerland,CHE,2003,6766801.347162167
Switzerland,CHE,2004,6835793.327472975
Switzerland,CHE,2005,6912431.496648651
Switzerland,CHE,2006,6997230.041310816
Switzerland,CHE,2007,7089981.961054059
Switzerland,CHE,2008,7189299.454729733
Switzerland,CHE,2009,7293152.2382702725
Switzerland,CHE,2010,7399748.811972978
Switzerland,CHE,2011,7508743.867270275
Switzerland,CHE,2012,7619653.563837841
Switzerland,CHE,2013,7730337.03702703
Switzerland,CHE,2014,7838208.932040544
Switzerland,CHE,2015,7921522.40987838
Tajikistan,TJK,2000,2301853.651659868
Tajikistan,TJK,2001,2386810.8504800433
Tajikistan,TJK,2002,2477776.6107061347
Tajikistan,TJK,2003,2574341.248552123
Tajikistan,TJK,2004,2676336.0096474746
Tajikistan,TJK,2005,2782249.214817634
Tajikistan,TJK,2006,2892056.3027250036
Tajikistan,TJK,2007,3006101.040135089
Tajikistan,TJK,2008,3124544.285881607
Tajikistan,TJK,2009,3247585.1967968
Tajikistan,TJK,2010,3375328.5388483056
Tajikistan,TJK,2011,3507752.8289295374
Tajikistan,TJK,2012,3644834.0544027328
Tajikistan,TJK,2013,3786246.169908186
Tajikistan,TJK,2014,3931556.9573901067
Tajikistan,TJK,2015,4020700.099780727
Tunisia,TUN,2000,3596205.0187664875
Tunisia,TUN,2001,4116623.9329174925
Tunisia,TUN,2002,4646959.135182391
Tunisia,TUN,2003,5188470.783383657
Tunisia,TUN,2004,5743768.603528225
Tunisia,TUN,2005,6314813.907674353
Tunisia,TUN,2006,6905449.479391103
Tunisia,TUN,2007,7516710.705769932
Tunisia,TUN,2008,8149074.290311571
Tunisia,TUN,2009,8801784.07364846
Tunisia,TUN,2010,9474054.64013938
Tunisia,TUN,2011,9818524.49258051
Tunisia,TUN,2012,9976586.898911424
Tunisia,TUN,2013,10136163.020366699
Tunisia,TUN,2014,10286508.110241367
Tunisia,TUN,2015,10436322.225594984
Turkmenistan,TKM,2000,3027381.7247064915
Turkmenistan,TKM,2001,3118329.6921156067
Turkmenistan,TKM,2002,3209823.9221165096
Turkmenistan,TKM,2003,3302765.8350426867
Turkmenistan,TKM,2004,3398240.9353792886
Turkmenistan,TKM,2005,3492531.3623265666
Turkmenistan,TKM,2006,3590786.577995452
Turkmenistan,TKM,2007,3693132.4087184067
Turkmenistan,TKM,2008,3799476.3951659193
Turkmenistan,TKM,2009,3909440.2162536853
Turkmenistan,TKM,2010,4022645.392160578
Turkmenistan,TKM,2011,4139139.5751413614
Turkmenistan,TKM,2012,4258883.068636324
Turkmenistan,TKM,2013,4381281.899390228
Turkmenistan,TKM,2014,4504852.710943475
Turkmenistan,TKM,2015,4629136.110642816
Uganda,UGA,2000,928231.0377783353
Uganda,UGA,2001,986363.0139857519
Uganda,UGA,2002,1049296.703920582
Uganda,UGA,2003,1125541.447792522
Uganda,UGA,2004,1209142.9528403329
Uganda,UGA,2005,1297884.4410528997
Uganda,UGA,2006,1392074.0223725324
Uganda,UGA,2007,1491918.2237404585
Uganda,UGA,2008,1597548.5449337696
Uganda,UGA,2009,1709078.596548329
Uganda,UGA,2010,1826697.2155339813
Uganda,UGA,2011,1950449.4071753488
Uganda,UGA,2012,2080634.2617229256
Uganda,UGA,2013,2217578.8688097848
Uganda,UGA,2014,2361698.669520812
Uganda,UGA,2015,2513294.990708469
Ukraine,UKR,2000,31515548.588083804
Ukraine,UKR,2001,31276181.35464317
Ukraine,UKR,2002,31046797.769790053
Ukraine,UKR,2003,30832158.8197066
Ukraine,UKR,2004,31893121.910712466
Ukraine,UKR,2005,32961739.22115024
Ukraine,UKR,2006,34043489.53771133
Ukraine,UKR,2007,35141597.45120461
Ukraine,UKR,2008,36254293.353750445
Ukraine,UKR,2009,37376187.15100545
Ukraine,UKR,2010,38502085.75589567
Ukraine,UKR,2011,39632099.52440903
Ukraine,UKR,2012,40766045.48106904
Ukraine,UKR,2013,41705410.25525416
Ukraine,UKR,2014,41431471.57943958
Ukraine,UKR,2015,41310738.54684218
United Kingdom,GBR,2000,56306289.326
United Kingdom,GBR,2001,56510231.38649999
United Kingdom,GBR,2002,56721631.277499996
United Kingdom,GBR,2003,56958064.6865
United Kingdom,GBR,2004,57242915.168999985
United Kingdom,GBR,2005,57590876.47799999
United Kingdom,GBR,2006,58010625.02499999
United Kingdom,GBR,2007,58491715.82999999
United Kingdom,GBR,2008,59006121.529999994
United Kingdom,GBR,2009,59514543.366
United Kingdom,GBR,2010,59988508.24599999
United Kingdom,GBR,2011,60417273.718499996
United Kingdom,GBR,2012,60808307.179
United Kingdom,GBR,2013,61173583.05099999
United Kingdom,GBR,2014,61532934.361999996
United Kingdom,GBR,2015,61900672.26499999
United States,USA,2005,293042411.9938101
United States,USA,2006,295755590.4800393
United States,USA,2007,298542804.9857979
United States,USA,2008,301351814.76554435
United States,USA,2009,304103308.8382494
United States,USA,2010,306741477.9399078
United States,USA,2011,309251552.6184596
United States,USA,2012,311657918.1739397
United States,USA,2013,313992818.16971684
United States,USA,2014,316304663.1904611
United States,USA,2015,318628989.4682339
Uzbekistan,UZB,2000,12613544.170481406
Uzbekistan,UZB,2001,12776700.39058074
Uzbekistan,UZB,2002,12926204.029648632
Uzbekistan,UZB,2003,13068726.752766311
Uzbekistan,UZB,2004,13213478.09013937
Uzbekistan,UZB,2005,13367031.799061375
Uzbekistan,UZB,2006,13531200.805191027
Uzbekistan,UZB,2007,13667060.535885762
Uzbekistan,UZB,2008,13809392.084122073
Uzbekistan,UZB,2009,13996254.117104553
Uzbekistan,UZB,2010,14195131.370784666
Uzbekistan,UZB,2011,14406549.175926132
Uzbekistan,UZB,2012,14630047.940845463
World,OWID_WRL,2000,3763169442.452692
World,OWID_WRL,2001,3834936611.9298306
World,OWID_WRL,2002,3946799020.2431283
World,OWID_WRL,2003,4055235283.659923
World,OWID_WRL,2004,4167010479.680163
World,OWID_WRL,2005,4308929519.428734
World,OWID_WRL,2006,4426182500.0405855
World,OWID_WRL,2007,4544823841.592934
World,OWID_WRL,2008,4664723030.079567
World,OWID_WRL,2009,4785738420.024235
World,OWID_WRL,2010,4907728264.354901
World,OWID_WRL,2011,4989657047.057831
World,OWID_WRL,2012,5054690598.786111
World,OWID_WRL,2013,5105838631.301943
World,OWID_WRL,2014,5168810327.509702
World,OWID_WRL,2015,5229697639.228665
