Entity,Code,Year,"Youth literacy rate, population 15-24 years, male (%) (%)"
Upper middle income,,1993,95.7566223144531
Upper middle income,,1994,95.7566223144531
Upper middle income,,1995,98.0417251586914
Upper middle income,,1996,98.0417251586914
Upper middle income,,1997,98.0417251586914
Upper middle income,,1998,98.0417251586914
Upper middle income,,1999,98.0417251586914
Upper middle income,,2000,98.0417251586914
Upper middle income,,2001,98.0417251586914
Upper middle income,,2002,98.0417251586914
Upper middle income,,2003,98.0417251586914
Upper middle income,,2004,98.0417251586914
Upper middle income,,2005,98.7296600341797
Upper middle income,,2006,98.7296600341797
Upper middle income,,2007,98.7296600341797
Upper middle income,,2008,98.7296600341797
Upper middle income,,2009,98.7296600341797
Upper middle income,,2010,98.7296600341797
Upper middle income,,2011,98.7296600341797
Upper middle income,,2012,98.7296600341797
Upper middle income,,2013,98.7296600341797
Upper middle income,,2014,98.7296600341797
Uruguay,URY,1975,97.7408905029297
Uruguay,URY,1985,98.2630462646484
Uruguay,URY,1996,98.1531677246094
Uruguay,URY,2006,98.3121109008789
Uruguay,URY,2007,98.4888000488281
Uruguay,URY,2008,98.6277389526367
Uruguay,URY,2009,98.1412582397461
Uruguay,URY,2010,98.3594284057617
Uruguay,URY,2011,98.6134033203125
Uruguay,URY,2012,98.6261215209961
Uruguay,URY,2013,98.5643768310547
Uruguay,URY,2014,98.3090515136719
Uruguay,URY,2015,98.250602722168
Uzbekistan,UZB,2000,99.8533706665039
Uzbekistan,UZB,2013,100
Uzbekistan,UZB,2014,100
Uzbekistan,UZB,2015,100
Vanuatu,VUT,1979,75.7441635131836
Vanuatu,VUT,1994,87.3034362792969
Vanuatu,VUT,2004,92.1068420410156
Vanuatu,VUT,2014,95.2441635131836
Vanuatu,VUT,2015,95.4873199462891
Venezuela,VEN,1981,92.3298187255859
Venezuela,VEN,1990,94.520751953125
Venezuela,VEN,2001,96.3262176513672
Venezuela,VEN,2007,97.9744033813477
Venezuela,VEN,2009,98.2698593139648
Venezuela,VEN,2011,96.8898620605469
Venezuela,VEN,2015,97.1292419433594
Vietnam,VNM,1979,96.1088790893555
Vietnam,VNM,1989,94.0826034545898
Vietnam,VNM,2000,95.5878067016602
Vietnam,VNM,2009,97.3952407836914
Vietnam,VNM,2015,98.155143737793
World,OWID_WRL,1985,87.8277053833008
World,OWID_WRL,1986,87.8277053833008
World,OWID_WRL,1987,87.8277053833008
World,OWID_WRL,1988,87.8277053833008
World,OWID_WRL,1989,87.8277053833008
World,OWID_WRL,1990,87.8277053833008
World,OWID_WRL,1991,87.8277053833008
World,OWID_WRL,1992,87.8277053833008
World,OWID_WRL,1993,87.8277053833008
World,OWID_WRL,1994,87.8277053833008
World,OWID_WRL,1995,90.4687652587891
World,OWID_WRL,1996,90.4687652587891
World,OWID_WRL,1997,90.4687652587891
World,OWID_WRL,1998,90.4687652587891
World,OWID_WRL,1999,90.4687652587891
World,OWID_WRL,2000,90.4687652587891
World,OWID_WRL,2001,90.4687652587891
World,OWID_WRL,2002,90.4687652587891
World,OWID_WRL,2003,90.4687652587891
World,OWID_WRL,2004,90.4687652587891
World,OWID_WRL,2005,92.5830307006836
World,OWID_WRL,2006,92.5830307006836
World,OWID_WRL,2007,92.5830307006836
World,OWID_WRL,2008,92.5830307006836
World,OWID_WRL,2009,92.5830307006836
World,OWID_WRL,2010,92.5830307006836
World,OWID_WRL,2011,92.5830307006836
World,OWID_WRL,2012,92.5830307006836
World,OWID_WRL,2013,92.5830307006836
World,OWID_WRL,2014,92.5830307006836
Yemen,YEM,1994,82.8042221069336
Yemen,YEM,2004,92.820671081543
Yemen,YEM,2014,97.2900466918945
Yemen,YEM,2015,97.5459213256836
Zambia,ZMB,1990,67.2693481445313
Zambia,ZMB,1999,72.6156005859375
Zambia,ZMB,2002,77.7251205444336
Zambia,ZMB,2007,70.3084106445313
Zambia,ZMB,2010,91.1956329345703
Zambia,ZMB,2015,92.4125595092773
Zimbabwe,ZWE,1982,93.8269577026367
Zimbabwe,ZWE,1992,96.5406188964844
Zimbabwe,ZWE,2011,89.5905838012695
Zimbabwe,ZWE,2015,89.9668197631836
