Entity,Code,Year,Researchers in R&D (per million people) (per million people)
Turkey,TUR,2011,980.84247
Turkey,TUR,2012,1097.17206
Turkey,TUR,2013,1168.5989
Turkey,TUR,2014,1156.51291
Uganda,UGA,2010,38.09117
Ukraine,UKR,2006,1478.71572
Ukraine,UKR,2007,1459.32267
Ukraine,UKR,2008,1432.32854
Ukraine,UKR,2009,1349.71068
Ukraine,UKR,2010,1332.19791
Ukraine,UKR,2011,1261.86049
Ukraine,UKR,2012,1234.66158
Ukraine,UKR,2013,1165.1822
Ukraine,UKR,2014,1026.40749
Ukraine,UKR,2015,1005.99722
United Arab Emirates,ARE,2015,2003.39032
United Kingdom,GBR,1996,2492.02289
United Kingdom,GBR,1997,2499.68342
United Kingdom,GBR,1998,2697.05988
United Kingdom,GBR,1999,2856.79052
United Kingdom,GBR,2000,2897.28334
United Kingdom,GBR,2001,3082.99185
United Kingdom,GBR,2002,3341.63327
United Kingdom,GBR,2003,3638.88524
United Kingdom,GBR,2004,3825.95705
United Kingdom,GBR,2005,4128.8698
United Kingdom,GBR,2006,4188.19153
United Kingdom,GBR,2007,4131.53362
United Kingdom,GBR,2008,4083.85884
United Kingdom,GBR,2009,4116.35039
United Kingdom,GBR,2010,4091.17544
United Kingdom,GBR,2011,3979.3842
United Kingdom,GBR,2012,4029.27837
United Kingdom,GBR,2013,4185.68935
United Kingdom,GBR,2014,4299.36273
United Kingdom,GBR,2015,4470.78388
United States,USA,1996,3122.57281
United States,USA,1997,3224.23913
United States,USA,1998,3388.20888
United States,USA,1999,3445.30961
United States,USA,2000,3475.69505
United States,USA,2001,3545.83215
United States,USA,2002,3630.61832
United States,USA,2003,3870.56966
United States,USA,2004,3765.10261
United States,USA,2005,3718.19505
United States,USA,2006,3781.80788
United States,USA,2007,3757.86688
United States,USA,2008,3911.5345
United States,USA,2009,4073.17633
United States,USA,2010,3868.56644
United States,USA,2011,4011.32862
United States,USA,2012,4015.88708
United States,USA,2013,4117.67409
United States,USA,2014,4231.98928
Upper middle income,,1996,710.549038013149
Upper middle income,,1997,703.397272395411
Upper middle income,,1998,650.166703678403
Upper middle income,,1999,662.630614621252
Upper middle income,,2000,727.477906878768
Upper middle income,,2001,723.58839768409
Upper middle income,,2002,773.492486407005
Upper middle income,,2003,778.531110172571
Upper middle income,,2004,828.782974585003
Upper middle income,,2005,891.568759223839
Upper middle income,,2006,950.169002896727
Upper middle income,,2007,1031.75761238623
Upper middle income,,2008,1101.7488330789
Upper middle income,,2009,891.696830610852
Upper middle income,,2010,940.947917031096
Upper middle income,,2011,1012.93139501613
Upper middle income,,2012,1063.55402499197
Upper middle income,,2013,1110.65510484716
Upper middle income,,2014,1223.60960949631
Upper middle income,,2015,1318.48655277853
Uruguay,URY,1999,218.81548
Uruguay,URY,2000,277.51967
Uruguay,URY,2002,373.22291
Uruguay,URY,2008,273.66338
Uruguay,URY,2009,480.85487
Uruguay,URY,2010,549.13238
Uruguay,URY,2011,524.86849
Uruguay,URY,2012,537.27781
Uruguay,URY,2013,529.05411
Uruguay,URY,2014,504.16492
Uruguay,URY,2015,524.25212
Uzbekistan,UZB,2000,669.05341
Uzbekistan,UZB,2001,621.89122
Uzbekistan,UZB,2002,639.01324
Uzbekistan,UZB,2003,597.51008
Uzbekistan,UZB,2004,588.55878
Uzbekistan,UZB,2005,645.12174
Uzbekistan,UZB,2006,577.75523
Uzbekistan,UZB,2007,569.87138
Uzbekistan,UZB,2008,594.9307
Uzbekistan,UZB,2009,588.22649
Uzbekistan,UZB,2010,549.39184
Uzbekistan,UZB,2011,533.7307
Uzbekistan,UZB,2012,528.46117
Uzbekistan,UZB,2013,522.50237
Uzbekistan,UZB,2014,517.51086
Uzbekistan,UZB,2015,514.66058
Venezuela,VEN,1998,49.18158
Venezuela,VEN,1999,55.61255
Venezuela,VEN,2000,61.06658
Venezuela,VEN,2001,70.60883
Venezuela,VEN,2002,69.33305
Venezuela,VEN,2003,94.74988
Venezuela,VEN,2004,104.46719
Venezuela,VEN,2005,121.33386
Venezuela,VEN,2006,146.09921
Venezuela,VEN,2007,162.73555
Venezuela,VEN,2008,187.11289
Venezuela,VEN,2009,182.39685
Venezuela,VEN,2010,200.13281
Venezuela,VEN,2011,228.35681
Venezuela,VEN,2012,290.94697
Venezuela,VEN,2013,357.84066
Vietnam,VNM,2002,113.87068
Vietnam,VNM,2013,674.80676
World,OWID_WRL,2000,1081.29114513101
World,OWID_WRL,2005,1203.74569508431
World,OWID_WRL,2010,1277.43764035067
Zambia,ZMB,1996,46.83054
Zambia,ZMB,1997,50.69778
Zambia,ZMB,1998,52.61893
Zambia,ZMB,1999,51.99184
Zambia,ZMB,2008,40.87055
Zimbabwe,ZWE,2012,89.60912
