Entity,Code,Year,"Literacy rate, adult total (% of people ages 15 and above) (% of people ages 15 and above)"
Middle East & North Africa,,2001,70.05267
Middle East & North Africa,,2002,70.49975
Middle East & North Africa,,2003,73.75778
Middle East & North Africa,,2004,74.68318
Middle East & North Africa,,2005,75.13866
Middle East & North Africa,,2006,74.42168
Middle East & North Africa,,2007,74.99793
Middle East & North Africa,,2008,75.59986
Middle East & North Africa,,2009,75.54781
Middle East & North Africa,,2010,76.39718
Middle East & North Africa,,2011,77.13008
Middle East & North Africa,,2012,77.64802
Middle East & North Africa,,2013,78.01983
Middle East & North Africa,,2014,78.48583
Middle East & North Africa,,2015,79.24977
Middle East & North Africa,,2016,79.64689
Middle East & North Africa (IDA & IBRD),,1971,38.61421
Middle East & North Africa (IDA & IBRD),,1972,39.09878
Middle East & North Africa (IDA & IBRD),,1973,39.58877
Middle East & North Africa (IDA & IBRD),,1974,40.08431
Middle East & North Africa (IDA & IBRD),,1975,40.61959
Middle East & North Africa (IDA & IBRD),,1976,41.18872
Middle East & North Africa (IDA & IBRD),,1977,41.75511
Middle East & North Africa (IDA & IBRD),,1978,42.46069
Middle East & North Africa (IDA & IBRD),,1979,43.18723
Middle East & North Africa (IDA & IBRD),,1980,43.99548
Middle East & North Africa (IDA & IBRD),,1981,44.77786
Middle East & North Africa (IDA & IBRD),,1982,45.5414
Middle East & North Africa (IDA & IBRD),,1983,46.31881
Middle East & North Africa (IDA & IBRD),,1984,47.3277
Middle East & North Africa (IDA & IBRD),,1985,48.38558
Middle East & North Africa (IDA & IBRD),,1986,49.63743
Middle East & North Africa (IDA & IBRD),,1987,50.38217
Middle East & North Africa (IDA & IBRD),,1988,51.50451
Middle East & North Africa (IDA & IBRD),,1989,52.56071
Middle East & North Africa (IDA & IBRD),,1990,55.20591
Middle East & North Africa (IDA & IBRD),,1991,56.4822
Middle East & North Africa (IDA & IBRD),,1992,57.51019
Middle East & North Africa (IDA & IBRD),,1993,58.39114
Middle East & North Africa (IDA & IBRD),,1994,59.37063
Middle East & North Africa (IDA & IBRD),,1995,60.94769
Middle East & North Africa (IDA & IBRD),,1996,62.4559
Middle East & North Africa (IDA & IBRD),,1997,63.32172
Middle East & North Africa (IDA & IBRD),,1998,64.51334
Middle East & North Africa (IDA & IBRD),,1999,65.62372
Middle East & North Africa (IDA & IBRD),,2000,66.66792
Middle East & North Africa (IDA & IBRD),,2001,67.83297
Middle East & North Africa (IDA & IBRD),,2002,68.13793
Middle East & North Africa (IDA & IBRD),,2003,71.84307
Middle East & North Africa (IDA & IBRD),,2004,72.76931
Middle East & North Africa (IDA & IBRD),,2005,73.18728
Middle East & North Africa (IDA & IBRD),,2006,72.18506
Middle East & North Africa (IDA & IBRD),,2007,72.67536
Middle East & North Africa (IDA & IBRD),,2008,73.18773
Middle East & North Africa (IDA & IBRD),,2009,72.95272
Middle East & North Africa (IDA & IBRD),,2010,73.79424
Middle East & North Africa (IDA & IBRD),,2011,73.97751
Middle East & North Africa (IDA & IBRD),,2012,74.48753
Middle East & North Africa (IDA & IBRD),,2013,74.77785
Middle East & North Africa (IDA & IBRD),,2014,75.28407
Middle East & North Africa (IDA & IBRD),,2015,76.12811
Middle East & North Africa (IDA & IBRD),,2016,76.55186
Middle East & North Africa (excluding high income),,1972,39.45006
Middle East & North Africa (excluding high income),,1973,39.93864
Middle East & North Africa (excluding high income),,1974,40.43303
Middle East & North Africa (excluding high income),,1975,40.96593
Middle East & North Africa (excluding high income),,1976,41.53128
Middle East & North Africa (excluding high income),,1977,42.09312
Middle East & North Africa (excluding high income),,1978,42.79268
Middle East & North Africa (excluding high income),,1979,43.51312
Middle East & North Africa (excluding high income),,1980,44.315
Middle East & North Africa (excluding high income),,1981,45.09184
Middle East & North Africa (excluding high income),,1982,45.85046
Middle East & North Africa (excluding high income),,1983,46.62303
Middle East & North Africa (excluding high income),,1984,47.62511
Middle East & North Africa (excluding high income),,1985,48.67555
Middle East & North Africa (excluding high income),,1986,49.91908
Middle East & North Africa (excluding high income),,1987,50.65926
Middle East & North Africa (excluding high income),,1988,51.77387
Middle East & North Africa (excluding high income),,1989,52.82319
Middle East & North Africa (excluding high income),,1990,55.44763
Middle East & North Africa (excluding high income),,1991,56.71574
Middle East & North Africa (excluding high income),,1992,57.73781
Middle East & North Africa (excluding high income),,1993,58.62104
Middle East & North Africa (excluding high income),,1994,59.60176
Middle East & North Africa (excluding high income),,1995,61.17437
Middle East & North Africa (excluding high income),,1996,62.67799
Middle East & North Africa (excluding high income),,1997,63.53223
Middle East & North Africa (excluding high income),,1998,64.73451
Middle East & North Africa (excluding high income),,1999,65.84231
Middle East & North Africa (excluding high income),,2000,66.88337
Middle East & North Africa (excluding high income),,2001,68.04286
Middle East & North Africa (excluding high income),,2002,68.36533
Middle East & North Africa (excluding high income),,2003,72.03799
Middle East & North Africa (excluding high income),,2004,72.95436
Middle East & North Africa (excluding high income),,2005,73.37649
Middle East & North Africa (excluding high income),,2006,72.38902
Middle East & North Africa (excluding high income),,2007,72.8813
Middle East & North Africa (excluding high income),,2008,73.37844
Middle East & North Africa (excluding high income),,2009,73.1696
Middle East & North Africa (excluding high income),,2010,74.00967
Middle East & North Africa (excluding high income),,2011,74.19839
Middle East & North Africa (excluding high income),,2012,74.71401
Middle East & North Africa (excluding high income),,2013,75.0097
Middle East & North Africa (excluding high income),,2014,75.51625
Middle East & North Africa (excluding high income),,2015,76.35775
Middle East & North Africa (excluding high income),,2016,76.78292
Middle income,,1975,60.75082
Middle income,,1976,60.84687
Middle income,,1977,61.12707
Middle income,,1978,61.80363
Middle income,,1979,62.47303
Middle income,,1980,62.86953
Middle income,,1981,63.63161
Middle income,,1982,64.25453
Middle income,,1983,65.08598
Middle income,,1984,65.8149
Middle income,,1985,66.47241
Middle income,,1986,67.10414
Middle income,,1987,67.86813
Middle income,,1988,69.99545
Middle income,,1989,70.56459
Middle income,,1990,70.85745
Middle income,,1991,71.65709
Middle income,,1992,72.29241
Middle income,,1993,72.83977
Middle income,,1994,73.35784
Middle income,,1995,73.8757
Middle income,,1996,74.41614
Middle income,,1997,77.05308
Middle income,,1998,78.65047
Middle income,,1999,79.06715
Middle income,,2000,79.31068
Middle income,,2001,79.64893
Middle income,,2002,80.11368
Middle income,,2003,80.77113
Middle income,,2004,81.30263
Middle income,,2005,81.37667
Middle income,,2006,81.43143
Middle income,,2007,82.0694
Middle income,,2008,82.61116
Middle income,,2009,82.98731
Middle income,,2010,83.58961
Middle income,,2011,83.48173
Middle income,,2012,84.45964
Middle income,,2013,84.648
Middle income,,2014,85.05551
Middle income,,2015,85.35088
Middle income,,2016,85.64068
Moldova,MDA,1989,96.3775482177734
Moldova,MDA,2000,96.6538009643555
Moldova,MDA,2012,99.138313293457
Mongolia,MNG,2000,97.7688522338867
Mongolia,MNG,2010,98.2570037841797
Montenegro,MNE,1981,89.6352996826172
Montenegro,MNE,1991,93.4627380371094
Montenegro,MNE,2003,97.7734603881836
Montenegro,MNE,2011,98.4422073364258
Morocco,MAR,1982,30.2577991485596
Morocco,MAR,1994,41.594108581543
Morocco,MAR,2004,52.3062591552734
Morocco,MAR,2008,55.1479187011719
Morocco,MAR,2009,56.0836715698242
Morocco,MAR,2011,67.0841598510742
Morocco,MAR,2012,69.4253921508789
Mozambique,MOZ,1980,26.997709274292
Mozambique,MOZ,1997,38.707878112793
Mozambique,MOZ,2003,48.1588401794434
Mozambique,MOZ,2009,50.5838088989258
Myanmar,MMR,1983,78.5704116821289
Myanmar,MMR,2000,89.9417572021484
Myanmar,MMR,2016,75.5512008666992
Namibia,NAM,1991,75.8165817260742
Namibia,NAM,2001,84.9442596435547
Namibia,NAM,2007,76.4865875244141
Namibia,NAM,2011,88.2746276855469
Nepal,NPL,1981,20.5736694335938
Nepal,NPL,1991,32.9755897521973
Nepal,NPL,2001,48.6089706420898
Nepal,NPL,2011,59.6272506713867
Nicaragua,NIC,2001,76.677131652832
Nicaragua,NIC,2005,78.0029830932617
Niger,NER,2001,14.3760404586792
Niger,NER,2005,28.672420501709
Niger,NER,2012,15.4567003250122
Nigeria,NGA,1991,55.4467506408691
Nigeria,NGA,2003,54.7731781005859
Nigeria,NGA,2008,51.0776596069336
North Korea,PRK,2008,99.9981918334961
Oman,OMN,2003,81.3633117675781
Oman,OMN,2008,86.6211395263672
Oman,OMN,2010,86.9390029907227
Oman,OMN,2014,91.981201171875
Oman,OMN,2015,93.0386123657227
Other small states,,1983,71.23765
Other small states,,1984,71.40447
Other small states,,1985,71.55115
Other small states,,1986,71.79697
Other small states,,1987,72.14631
Other small states,,1988,72.60944
Other small states,,1989,73.0665
Other small states,,1990,73.51784
Other small states,,1991,73.89403
Other small states,,1992,74.34862
Other small states,,1993,74.93638
Other small states,,1994,75.07373
Other small states,,1995,75.45174
Other small states,,1996,76.06865
Other small states,,1997,76.6262
Other small states,,1998,77.44681
Other small states,,1999,77.98227
Other small states,,2000,78.04831
Other small states,,2001,78.71025
Other small states,,2002,79.44691
Other small states,,2003,80.06439
Other small states,,2004,80.4657
Other small states,,2005,80.98235
Other small states,,2006,80.52833
Other small states,,2007,79.74801
Other small states,,2008,80.93784
Other small states,,2009,80.4024
Other small states,,2010,81.07433
Other small states,,2011,81.56349
Other small states,,2012,81.98122
Other small states,,2013,82.44064
Other small states,,2014,82.67978
Other small states,,2015,83.11836
Other small states,,2016,83.31599
Pakistan,PAK,1981,25.7251892089844
Pakistan,PAK,1998,42.6993103027344
Pakistan,PAK,2005,49.8736381530762
Pakistan,PAK,2006,54.1512107849121
Pakistan,PAK,2008,55.5263710021973
Pakistan,PAK,2009,54.8926391601563
Pakistan,PAK,2010,55.3751907348633
Pakistan,PAK,2011,54.7380218505859
Pakistan,PAK,2012,56.7643394470215
Pakistan,PAK,2013,55.5949897766113
Pakistan,PAK,2014,56.9771499633789
Palau,PLW,1980,91.9214172363281
Palau,PLW,2013,99.5031280517578
Palau,PLW,2015,96.5937423706055
Palestine,PSE,1997,86.0628890991211
Palestine,PSE,2004,92.2799682617188
Palestine,PSE,2006,93.4500122070313
Palestine,PSE,2007,93.8821411132813
Palestine,PSE,2008,92.5361633300781
Palestine,PSE,2009,94.5991668701172
Palestine,PSE,2010,94.9320068359375
Palestine,PSE,2011,95.2672424316406
Palestine,PSE,2012,95.9062194824219
Palestine,PSE,2013,96.2848968505859
Palestine,PSE,2014,96.4283905029297
Palestine,PSE,2015,96.6907272338867
Palestine,PSE,2016,96.9302291870117
Panama,PAN,1980,88.0717391967773
Panama,PAN,1990,88.7798614501953
Panama,PAN,2000,91.8996200561523
Panama,PAN,2010,94.0941162109375
Papua New Guinea,PNG,2000,57.34326171875
Paraguay,PRY,1982,78.458610534668
Paraguay,PRY,1992,90.2718200683594
Paraguay,PRY,2007,94.558219909668
Paraguay,PRY,2008,93.2920837402344
Paraguay,PRY,2009,93.7542419433594
Paraguay,PRY,2010,93.8709182739258
Paraguay,PRY,2014,94.6167221069336
Paraguay,PRY,2015,95.0727005004883
Peru,PER,1981,81.91845703125
Peru,PER,1993,87.1506271362305
Peru,PER,2004,87.6698532104492
Peru,PER,2005,87.9086685180664
Peru,PER,2006,88.6993408203125
Peru,PER,2007,89.5908126831055
Peru,PER,2012,93.8417282104492
Peru,PER,2014,93.7079467773438
Peru,PER,2015,94.1623382568359
Peru,PER,2016,94.1736679077148
Philippines,PHL,1980,83.3172302246094
Philippines,PHL,1990,93.5738983154297
Philippines,PHL,1994,93.9159698486328
Philippines,PHL,2000,92.6000595092773
Philippines,PHL,2003,92.590690612793
Philippines,PHL,2008,95.4200973510742
Philippines,PHL,2013,96.3980026245117
Poland,POL,1978,98.7427368164063
Portugal,PRT,1981,79.4356079101563
Portugal,PRT,1991,87.9478530883789
Portugal,PRT,2011,94.47705078125
Pre-demographic dividend,,1986,48.51207
Pre-demographic dividend,,1987,49.27052
Pre-demographic dividend,,1988,49.86534
Pre-demographic dividend,,1989,50.60603
Pre-demographic dividend,,1990,51.26995
Pre-demographic dividend,,1991,51.74105
Pre-demographic dividend,,1992,52.07221
Pre-demographic dividend,,1993,52.63367
Pre-demographic dividend,,1994,53.21348
Pre-demographic dividend,,1995,53.57565
Pre-demographic dividend,,1996,54.24886
Pre-demographic dividend,,1997,55.20746
Pre-demographic dividend,,1998,55.88026
Pre-demographic dividend,,1999,56.80446
Pre-demographic dividend,,2000,55.15354
Pre-demographic dividend,,2001,56.12885
Pre-demographic dividend,,2002,56.71578
Pre-demographic dividend,,2003,57.07591
Pre-demographic dividend,,2004,58.37692
Pre-demographic dividend,,2005,57.89718
Pre-demographic dividend,,2006,57.10726
Pre-demographic dividend,,2007,55.76744
Pre-demographic dividend,,2008,55.00083
Pre-demographic dividend,,2009,54.80424
Pre-demographic dividend,,2010,55.16317
Pre-demographic dividend,,2011,56.93676
Pre-demographic dividend,,2012,58.03313
Pre-demographic dividend,,2013,58.324
Pre-demographic dividend,,2014,59.2573
Pre-demographic dividend,,2015,59.83464
Pre-demographic dividend,,2016,60.61667
Puerto Rico,PRI,1980,86.7460632324219
Puerto Rico,PRI,1990,89.6224975585938
Puerto Rico,PRI,2010,91.9652328491211
Qatar,QAT,1986,75.6350402832031
Qatar,QAT,1997,83.2621612548828
Qatar,QAT,2004,88.9623870849609
Qatar,QAT,2007,93.0827407836914
Qatar,QAT,2008,93.9897308349609
Qatar,QAT,2009,94.7242889404297
Qatar,QAT,2010,96.2837371826172
Qatar,QAT,2011,96.406867980957
Qatar,QAT,2012,96.6785888671875
Qatar,QAT,2013,97.4778518676758
Qatar,QAT,2014,97.7466888427734
Romania,ROU,1992,96.7099761962891
Romania,ROU,2002,97.2975921630859
Romania,ROU,2011,98.6042861938477
Russia,RUS,1989,97.9860534667969
Russia,RUS,2002,99.4409713745117
Russia,RUS,2010,99.6842727661133
Rwanda,RWA,1978,38.2434310913086
Rwanda,RWA,1991,57.8534889221191
Rwanda,RWA,2000,64.8886032104492
Rwanda,RWA,2010,65.8522720336914
Rwanda,RWA,2012,68.3310317993164
Saint Vincent and the Grenadines,VCT,1970,95.6321563720703
Samoa,WSM,1991,97.9443283081055
Samoa,WSM,2011,98.973258972168
Sao Tome and Principe,STP,1981,57.3242607116699
Sao Tome and Principe,STP,1991,73.2424163818359
Sao Tome and Principe,STP,2001,84.9085083007813
Sao Tome and Principe,STP,2008,69.5363922119141
Sao Tome and Principe,STP,2012,90.1430969238281
Saudi Arabia,SAU,1992,70.821647644043
Saudi Arabia,SAU,2000,79.3509368896484
Saudi Arabia,SAU,2004,82.8577423095703
Saudi Arabia,SAU,2013,94.4263381958008
Senegal,SEN,1988,26.8688507080078
Senegal,SEN,2002,39.2752494812012
Senegal,SEN,2006,41.8911514282227
Senegal,SEN,2009,49.6951293945313
Senegal,SEN,2011,52.0519599914551
Senegal,SEN,2013,42.8175010681152
Serbia,SRB,2011,97.9624099731445
Serbia,SRB,2016,98.8415069580078
Seychelles,SYC,1987,84.2292175292969
Seychelles,SYC,1994,87.811149597168
Seychelles,SYC,2002,91.8364562988281
Seychelles,SYC,2010,93.954231262207
Sierra Leone,SLE,2004,34.826789855957
Sierra Leone,SLE,2013,32.4261703491211
Singapore,SGP,1980,82.9060516357422
Singapore,SGP,1990,89.0960006713867
Singapore,SGP,2000,92.5494003295898
Singapore,SGP,2010,95.8573303222656
Singapore,SGP,2011,96.1860809326172
Singapore,SGP,2012,96.3697891235352
Singapore,SGP,2013,96.5480804443359
Singapore,SGP,2014,96.7166595458984
Singapore,SGP,2015,96.8254928588867
Singapore,SGP,2016,97.0495910644531
Slovenia,SVN,1991,99.5245208740234
Small states,,1986,76.22189
Small states,,1987,76.43201
Small states,,1988,76.72213
Small states,,1989,77.01183
Small states,,1990,77.32752
Small states,,1991,77.57157
Small states,,1992,77.8809
Small states,,1993,78.28729
Small states,,1994,78.38376
Small states,,1995,78.70354
Small states,,1996,79.19048
Small states,,1997,79.63474
Small states,,1998,80.2616
Small states,,1999,80.55716
Small states,,2000,80.77915
Small states,,2001,81.29346
Small states,,2002,81.85531
Small states,,2003,82.32954
Small states,,2004,82.64964
Small states,,2005,83.04854
Small states,,2006,82.74045
Small states,,2007,82.2582
Small states,,2008,83.12731
Small states,,2009,82.74811
Small states,,2010,83.21416
Small states,,2011,83.55761
Small states,,2012,83.82282
Small states,,2013,84.12597
Small states,,2014,84.29626
Small states,,2015,84.62552
Small states,,2016,84.77137
Solomon Islands,SLB,1999,76.5999984741211
South Africa,ZAF,1980,76.2004928588867
South Africa,ZAF,1996,82.402099609375
South Africa,ZAF,2007,88.7172470092773
South Africa,ZAF,2009,92.8948593139648
South Africa,ZAF,2010,92.8773193359375
South Africa,ZAF,2011,93.1021423339844
South Africa,ZAF,2012,93.7294692993164
South Africa,ZAF,2014,94.1399002075195
South Africa,ZAF,2015,94.367919921875
South Asia,,1975,36.18579
South Asia,,1976,36.19728
South Asia,,1977,36.85098
South Asia,,1978,37.49674
South Asia,,1979,38.12363
South Asia,,1980,38.73984
South Asia,,1981,38.78821
South Asia,,1982,39.96757
South Asia,,1983,40.61454
South Asia,,1984,41.26079
South Asia,,1985,41.9086
South Asia,,1986,42.55219
South Asia,,1987,43.19914
South Asia,,1988,43.94397
South Asia,,1989,44.69504
South Asia,,1990,45.42505
South Asia,,1991,45.84049
South Asia,,1992,47.10364
South Asia,,1993,48.08159
South Asia,,1994,48.85541
South Asia,,1995,49.64559
South Asia,,1996,50.44213
South Asia,,1997,51.24289
South Asia,,1998,56.131
South Asia,,1999,56.88355
South Asia,,2000,57.65712
South Asia,,2001,58.13345
South Asia,,2002,59.18189
South Asia,,2003,60.06939
South Asia,,2004,60.84138
South Asia,,2005,60.60574
South Asia,,2006,60.81666
South Asia,,2007,61.92105
South Asia,,2008,63.41836
South Asia,,2009,64.12391
South Asia,,2010,65.83157
South Asia,,2011,65.45858
South Asia,,2012,68.32433
South Asia,,2013,68.87437
South Asia,,2014,69.66934
South Asia,,2015,70.27439
South Asia,,2016,70.99704
South Asia (IDA & IBRD),,1975,36.18579
South Asia (IDA & IBRD),,1976,36.19728
South Asia (IDA & IBRD),,1977,36.85098
South Asia (IDA & IBRD),,1978,37.49674
South Asia (IDA & IBRD),,1979,38.12363
South Asia (IDA & IBRD),,1980,38.73984
South Asia (IDA & IBRD),,1981,38.78821
South Asia (IDA & IBRD),,1982,39.96757
South Asia (IDA & IBRD),,1983,40.61454
South Asia (IDA & IBRD),,1984,41.26079
South Asia (IDA & IBRD),,1985,41.9086
South Asia (IDA & IBRD),,1986,42.55219
South Asia (IDA & IBRD),,1987,43.19914
South Asia (IDA & IBRD),,1988,43.94397
South Asia (IDA & IBRD),,1989,44.69504
South Asia (IDA & IBRD),,1990,45.42505
South Asia (IDA & IBRD),,1991,45.84049
South Asia (IDA & IBRD),,1992,47.10364
South Asia (IDA & IBRD),,1993,48.08159
South Asia (IDA & IBRD),,1994,48.85541
South Asia (IDA & IBRD),,1995,49.64559
South Asia (IDA & IBRD),,1996,50.44213
South Asia (IDA & IBRD),,1997,51.24289
South Asia (IDA & IBRD),,1998,56.131
South Asia (IDA & IBRD),,1999,56.88355
South Asia (IDA & IBRD),,2000,57.65712
South Asia (IDA & IBRD),,2001,58.13345
South Asia (IDA & IBRD),,2002,59.18189
South Asia (IDA & IBRD),,2003,60.06939
South Asia (IDA & IBRD),,2004,60.84138
South Asia (IDA & IBRD),,2005,60.60574
South Asia (IDA & IBRD),,2006,60.81666
South Asia (IDA & IBRD),,2007,61.92105
South Asia (IDA & IBRD),,2008,63.41836
South Asia (IDA & IBRD),,2009,64.12391
South Asia (IDA & IBRD),,2010,65.83157
South Asia (IDA & IBRD),,2011,65.45858
South Asia (IDA & IBRD),,2012,68.32433
South Asia (IDA & IBRD),,2013,68.87437
South Asia (IDA & IBRD),,2014,69.66934
South Asia (IDA & IBRD),,2015,70.27439
South Asia (IDA & IBRD),,2016,70.99704
South Sudan,SSD,2008,26.8312797546387
Spain,ESP,1981,92.8097686767578
Spain,ESP,1991,96.4949722290039
Spain,ESP,2004,97.1651229858398
Spain,ESP,2005,97.7506866455078
Spain,ESP,2007,97.9388427734375
Spain,ESP,2008,97.6306076049805
Spain,ESP,2009,97.6792678833008
Spain,ESP,2010,97.7489013671875
Spain,ESP,2011,97.7837524414063
Spain,ESP,2012,97.8945388793945
Spain,ESP,2013,98.0791320800781
Spain,ESP,2014,98.0937194824219
Spain,ESP,2015,98.1432571411133
Spain,ESP,2016,98.2505111694336
Sri Lanka,LKA,1981,86.7779235839844
Sri Lanka,LKA,2001,90.682746887207
Sri Lanka,LKA,2006,90.8088302612305
Sri Lanka,LKA,2008,90.5579528808594
Sri Lanka,LKA,2010,91.1813583374023
Sub-Saharan Africa,,1984,49.0381
Sub-Saharan Africa,,1985,49.43184
Sub-Saharan Africa,,1986,49.78963
Sub-Saharan Africa,,1987,50.43524
Sub-Saharan Africa,,1988,50.95139
Sub-Saharan Africa,,1989,51.54299
Sub-Saharan Africa,,1990,52.23015
Sub-Saharan Africa,,1991,52.60737
Sub-Saharan Africa,,1992,53.08026
Sub-Saharan Africa,,1993,53.64322
Sub-Saharan Africa,,1994,54.3706
Sub-Saharan Africa,,1995,54.64935
Sub-Saharan Africa,,1996,55.24401
Sub-Saharan Africa,,1997,56.14112
Sub-Saharan Africa,,1998,56.76999
Sub-Saharan Africa,,1999,57.59091
Sub-Saharan Africa,,2000,56.2473
Sub-Saharan Africa,,2001,57.18644
Sub-Saharan Africa,,2002,57.68504
Sub-Saharan Africa,,2003,58.09352
Sub-Saharan Africa,,2004,59.97746
Sub-Saharan Africa,,2005,59.01526
Sub-Saharan Africa,,2006,58.51361
Sub-Saharan Africa,,2007,58.06473
Sub-Saharan Africa,,2008,57.55084
Sub-Saharan Africa,,2009,58.81977
Sub-Saharan Africa,,2010,59.18192
Sub-Saharan Africa,,2011,60.76259
Sub-Saharan Africa,,2012,61.81189
Sub-Saharan Africa,,2013,62.31998
Sub-Saharan Africa,,2014,63.04676
Sub-Saharan Africa,,2015,63.62022
Sub-Saharan Africa,,2016,64.35027
Sub-Saharan Africa (IDA & IBRD),,1984,49.0381
Sub-Saharan Africa (IDA & IBRD),,1985,49.43184
Sub-Saharan Africa (IDA & IBRD),,1986,49.78963
Sub-Saharan Africa (IDA & IBRD),,1987,50.43524
Sub-Saharan Africa (IDA & IBRD),,1988,50.95139
Sub-Saharan Africa (IDA & IBRD),,1989,51.54299
Sub-Saharan Africa (IDA & IBRD),,1990,52.23015
Sub-Saharan Africa (IDA & IBRD),,1991,52.60737
Sub-Saharan Africa (IDA & IBRD),,1992,53.08026
Sub-Saharan Africa (IDA & IBRD),,1993,53.64322
Sub-Saharan Africa (IDA & IBRD),,1994,54.3706
Sub-Saharan Africa (IDA & IBRD),,1995,54.64935
Sub-Saharan Africa (IDA & IBRD),,1996,55.24401
Sub-Saharan Africa (IDA & IBRD),,1997,56.14112
Sub-Saharan Africa (IDA & IBRD),,1998,56.76999
Sub-Saharan Africa (IDA & IBRD),,1999,57.59091
Sub-Saharan Africa (IDA & IBRD),,2000,56.2473
Sub-Saharan Africa (IDA & IBRD),,2001,57.18644
Sub-Saharan Africa (IDA & IBRD),,2002,57.68504
Sub-Saharan Africa (IDA & IBRD),,2003,58.09352
Sub-Saharan Africa (IDA & IBRD),,2004,59.97746
Sub-Saharan Africa (IDA & IBRD),,2005,59.01526
Sub-Saharan Africa (IDA & IBRD),,2006,58.51361
Sub-Saharan Africa (IDA & IBRD),,2007,58.06473
Sub-Saharan Africa (IDA & IBRD),,2008,57.55084
Sub-Saharan Africa (IDA & IBRD),,2009,58.81977
Sub-Saharan Africa (IDA & IBRD),,2010,59.18192
Sub-Saharan Africa (IDA & IBRD),,2011,60.76259
Sub-Saharan Africa (IDA & IBRD),,2012,61.81189
Sub-Saharan Africa (IDA & IBRD),,2013,62.31998
Sub-Saharan Africa (IDA & IBRD),,2014,63.04676
Sub-Saharan Africa (IDA & IBRD),,2015,63.62022
Sub-Saharan Africa (IDA & IBRD),,2016,64.35027
Sub-Saharan Africa (excluding high income),,1984,49.03187
Sub-Saharan Africa (excluding high income),,1985,49.42564
Sub-Saharan Africa (excluding high income),,1986,49.78354
Sub-Saharan Africa (excluding high income),,1987,50.42935
Sub-Saharan Africa (excluding high income),,1988,50.94562
Sub-Saharan Africa (excluding high income),,1989,51.53737
Sub-Saharan Africa (excluding high income),,1990,52.22458
Sub-Saharan Africa (excluding high income),,1991,52.60175
Sub-Saharan Africa (excluding high income),,1992,53.07468
Sub-Saharan Africa (excluding high income),,1993,53.63763
Sub-Saharan Africa (excluding high income),,1994,54.36514
Sub-Saharan Africa (excluding high income),,1995,54.64379
Sub-Saharan Africa (excluding high income),,1996,55.23853
Sub-Saharan Africa (excluding high income),,1997,56.13577
Sub-Saharan Africa (excluding high income),,1998,56.76473
Sub-Saharan Africa (excluding high income),,1999,57.58576
Sub-Saharan Africa (excluding high income),,2000,56.24187
Sub-Saharan Africa (excluding high income),,2001,57.18104
Sub-Saharan Africa (excluding high income),,2002,57.67968
Sub-Saharan Africa (excluding high income),,2003,58.08811
Sub-Saharan Africa (excluding high income),,2004,59.97229
Sub-Saharan Africa (excluding high income),,2005,59.00991
Sub-Saharan Africa (excluding high income),,2006,58.5082
Sub-Saharan Africa (excluding high income),,2007,58.05929
Sub-Saharan Africa (excluding high income),,2008,57.5454
Sub-Saharan Africa (excluding high income),,2009,58.81456
Sub-Saharan Africa (excluding high income),,2010,59.17684
Sub-Saharan Africa (excluding high income),,2011,60.75778
Sub-Saharan Africa (excluding high income),,2012,61.8073
Sub-Saharan Africa (excluding high income),,2013,62.31554
Sub-Saharan Africa (excluding high income),,2014,63.0425
Sub-Saharan Africa (excluding high income),,2015,63.61612
Sub-Saharan Africa (excluding high income),,2016,64.34634
Sudan,SDN,2000,61.3458709716797
Sudan,SDN,2008,53.5173797607422
Suriname,SUR,2004,89.5980606079102
Suriname,SUR,2008,94.6209411621094
Suriname,SUR,2010,94.6757507324219
Suriname,SUR,2012,92.8686599731445
Swaziland,SWZ,1976,55.3250389099121
Swaziland,SWZ,1986,67.2393798828125
Swaziland,SWZ,2000,81.6606979370117
Swaziland,SWZ,2010,83.0982894897461
Syrian Arab Republic,,1981,55.6544990539551
Syrian Arab Republic,,2002,82.8882522583008
Syrian Arab Republic,,2004,80.8445205688477
Tajikistan,TJK,1989,97.6940231323242
Tajikistan,TJK,2000,99.45068359375
Tanzania,TZA,1988,59.1138000488281
Tanzania,TZA,2002,69.4309005737305
Tanzania,TZA,2010,67.8006973266602
Tanzania,TZA,2012,78.1005935668945
Tanzania,TZA,2015,77.8872299194336
Thailand,THA,1980,87.9817581176758
Thailand,THA,2000,92.6465377807617
Thailand,THA,2005,93.5064697265625
Thailand,THA,2010,96.430908203125
Thailand,THA,2013,93.7020721435547
Thailand,THA,2015,92.8683090209961
Timor,TLS,2001,37.5999984741211
Timor,TLS,2007,50.5999984741211
Timor,TLS,2010,58.3089790344238
Togo,TGO,2000,53.1776008605957
Togo,TGO,2006,56.888370513916
Togo,TGO,2009,57.0933799743652
Togo,TGO,2011,60.4099388122559
Togo,TGO,2015,63.7456207275391
Tonga,TON,1976,99.5924606323242
Tonga,TON,1996,98.9053726196289
Tonga,TON,2006,99.0184631347656
Tonga,TON,2011,99.3855285644531
Trinidad and Tobago,TTO,1980,94.9703216552734
Trinidad and Tobago,TTO,1990,96.9385528564453
Tunisia,TUN,1984,48.1907005310059
Tunisia,TUN,2004,74.2969970703125
Tunisia,TUN,2007,77.1903991699219
Tunisia,TUN,2008,77.5611267089844
Tunisia,TUN,2010,79.1305770874023
Tunisia,TUN,2011,79.6539077758789
Tunisia,TUN,2012,80.21875
Tunisia,TUN,2014,79.0364303588867
