Entity,Code,Year,Government expenditure on tertiary education as % of GDP (%) (%)
United Kingdom,GBR,2010,0.973940014839172
United Kingdom,GBR,2011,1.27323997020721
United Kingdom,GBR,2013,1.36233997344971
United States,USA,1998,1.26455998420715
United States,USA,1999,1.27163994312286
United States,USA,2001,1.43528997898102
United States,USA,2002,1.36150002479553
United States,USA,2003,1.46068000793457
United States,USA,2004,1.29540002346039
United States,USA,2005,1.30856001377106
United States,USA,2006,1.41780996322632
United States,USA,2007,1.24328005313873
United States,USA,2008,1.23734998703003
United States,USA,2009,1.18675005435944
United States,USA,2010,1.3903900384903
United States,USA,2011,1.36410999298096
Uruguay,URY,1999,0.51103001832962
Uruguay,URY,2000,0.496089994907379
Uruguay,URY,2001,0.590059995651245
Uruguay,URY,2002,0.498659998178482
Uruguay,URY,2003,0.536480009555817
Uruguay,URY,2004,0.607339978218079
Uruguay,URY,2005,0.592710018157959
Uruguay,URY,2006,0.633719980716705
Uruguay,URY,2011,1.1686600446701
Vanuatu,VUT,1998,0.500710010528564
Vanuatu,VUT,1999,0.417899996042252
Vanuatu,VUT,2000,0.517260015010834
Vanuatu,VUT,2001,0.936699986457825
Vanuatu,VUT,2008,0.338690012693405
Venezuela,VEN,2006,1.7364399433136
Venezuela,VEN,2007,1.5774199962616
Venezuela,VEN,2009,1.55360996723175
Vietnam,VNM,2008,1.08313000202179
Vietnam,VNM,2010,0.924910008907318
Vietnam,VNM,2012,1.05046999454498
Zambia,ZMB,2000,0.347090005874634
Zambia,ZMB,2004,0.444640010595322
Zambia,ZMB,2005,0.446949988603592
Zimbabwe,ZWE,2009,0.267159998416901
Zimbabwe,ZWE,2010,0.450210005044937
