Entity,Code,Year,Pump price for diesel fuel (US$ per liter) (US$ per liter)
Papua New Guinea,PNG,1998,0.28
Papua New Guinea,PNG,2000,0.34
Papua New Guinea,PNG,2004,0.64
Papua New Guinea,PNG,2008,0.9
Papua New Guinea,PNG,2014,1.13
Paraguay,PRY,1992,0.27
Paraguay,PRY,1995,0.28
Paraguay,PRY,1998,0.24
Paraguay,PRY,2000,0.34
Paraguay,PRY,2002,0.34
Paraguay,PRY,2004,0.51
Paraguay,PRY,2006,0.77
Paraguay,PRY,2008,0.96
Paraguay,PRY,2010,1.01
Paraguay,PRY,2012,1.31
Paraguay,PRY,2014,1.16
Paraguay,PRY,2016,0.74
Peru,PER,1992,0.32
Peru,PER,1995,0.43
Peru,PER,1998,0.33
Peru,PER,2000,0.54
Peru,PER,2002,0.48
Peru,PER,2004,0.76
Peru,PER,2006,0.86
Peru,PER,2008,0.99
Peru,PER,2010,1.1
Peru,PER,2012,1.41
Peru,PER,2014,1.17
Peru,PER,2016,0.88
Philippines,PHL,1991,0.25
Philippines,PHL,1995,0.27
Philippines,PHL,1998,0.22
Philippines,PHL,2000,0.28
Philippines,PHL,2002,0.27
Philippines,PHL,2004,0.34
Philippines,PHL,2006,0.67
Philippines,PHL,2008,0.81
Philippines,PHL,2010,0.84
Philippines,PHL,2012,1.01
Philippines,PHL,2014,0.82
Philippines,PHL,2016,0.58
Poland,POL,1995,0.42
Poland,POL,1998,0.44
Poland,POL,2000,0.65
Poland,POL,2002,0.68
Poland,POL,2004,1.09
Poland,POL,2006,1.3
Poland,POL,2008,1.4
Poland,POL,2010,1.5
Poland,POL,2012,1.73
Poland,POL,2014,1.39
Poland,POL,2016,1.04
Portugal,PRT,1998,0.71
Portugal,PRT,2000,0.54
Portugal,PRT,2002,0.71
Portugal,PRT,2004,1.08
Portugal,PRT,2006,1.1
Portugal,PRT,2008,1.47
Portugal,PRT,2010,1.58
Portugal,PRT,2012,1.89
Portugal,PRT,2014,1.64
Portugal,PRT,2016,1.3
Post-demographic dividend,,1995,0.72
Post-demographic dividend,,1998,0.63
Post-demographic dividend,,2000,0.675
Post-demographic dividend,,2002,0.71
Post-demographic dividend,,2004,1.07
Post-demographic dividend,,2006,1.21
Post-demographic dividend,,2008,1.375
Post-demographic dividend,,2010,1.55
Post-demographic dividend,,2012,1.75
Post-demographic dividend,,2014,1.57
Post-demographic dividend,,2016,1.185
Pre-demographic dividend,,1991,0.57
Pre-demographic dividend,,1992,0.58
Pre-demographic dividend,,1995,0.525
Pre-demographic dividend,,1998,0.48
Pre-demographic dividend,,2000,0.47
Pre-demographic dividend,,2002,0.545
Pre-demographic dividend,,2004,0.82
Pre-demographic dividend,,2006,1
Pre-demographic dividend,,2008,1.14
Pre-demographic dividend,,2010,1.135
Pre-demographic dividend,,2012,1.26
Pre-demographic dividend,,2014,1.2
Pre-demographic dividend,,2016,0.88
Qatar,QAT,1998,0.15
Qatar,QAT,2004,0.16
Qatar,QAT,2006,0.19
Qatar,QAT,2010,0.19
Qatar,QAT,2012,0.27
Qatar,QAT,2014,0.41
Qatar,QAT,2016,0.38
Romania,ROU,1995,0.19
Romania,ROU,1998,0.4
Romania,ROU,2000,0.35
Romania,ROU,2002,0.57
Romania,ROU,2004,0.91
Romania,ROU,2006,1.24
Romania,ROU,2008,1.22
Romania,ROU,2010,1.46
Romania,ROU,2012,1.73
Romania,ROU,2014,1.71
Romania,ROU,2016,1.14
Russia,RUS,1995,0.28
Russia,RUS,1998,0.18
Russia,RUS,2000,0.29
Russia,RUS,2002,0.25
Russia,RUS,2004,0.45
Russia,RUS,2006,0.66
Russia,RUS,2008,0.86
Russia,RUS,2010,0.72
Russia,RUS,2012,1
Russia,RUS,2014,0.75
Russia,RUS,2016,0.55
Rwanda,RWA,1991,0.79
Rwanda,RWA,1992,0.88
Rwanda,RWA,1998,0.72
Rwanda,RWA,2000,0.84
Rwanda,RWA,2002,0.84
Rwanda,RWA,2004,0.99
Rwanda,RWA,2006,1.08
Rwanda,RWA,2008,1.37
Rwanda,RWA,2010,1.62
Rwanda,RWA,2012,1.73
Rwanda,RWA,2014,1.41
Rwanda,RWA,2016,1.13
Samoa,WSM,2010,1.06
Samoa,WSM,2016,0.87
Saudi Arabia,SAU,1995,0.09
Saudi Arabia,SAU,1998,0.1
Saudi Arabia,SAU,2000,0.1
Saudi Arabia,SAU,2002,0.1
Saudi Arabia,SAU,2004,0.1
Saudi Arabia,SAU,2006,0.07
Saudi Arabia,SAU,2008,0.09
Saudi Arabia,SAU,2010,0.067
Saudi Arabia,SAU,2012,0.067
Saudi Arabia,SAU,2014,0.07
Saudi Arabia,SAU,2016,0.12
Senegal,SEN,1991,0.74
Senegal,SEN,1992,0.88
Senegal,SEN,1995,0.62
Senegal,SEN,1998,0.48
Senegal,SEN,2000,0.52
Senegal,SEN,2002,0.53
Senegal,SEN,2004,0.9
Senegal,SEN,2006,1.09
Senegal,SEN,2008,1.26
Senegal,SEN,2010,1.34
Senegal,SEN,2012,1.53
Senegal,SEN,2014,1.51
Senegal,SEN,2016,0.97
Serbia,SRB,1995,0.84
Serbia,SRB,1998,0.43
Serbia,SRB,2000,0.56
Serbia,SRB,2002,0.66
Serbia,SRB,2004,0.85
Serbia,SRB,2006,1.35
Serbia,SRB,2008,1.14
Serbia,SRB,2010,1.48
Serbia,SRB,2012,1.8
Serbia,SRB,2014,1.66
Serbia,SRB,2016,1.21
Sierra Leone,SLE,1991,0.43
Sierra Leone,SLE,1992,0.44
Sierra Leone,SLE,1998,0.53
Sierra Leone,SLE,2002,0.5
Sierra Leone,SLE,2004,0.89
Sierra Leone,SLE,2006,0.98
Sierra Leone,SLE,2008,0.91
Sierra Leone,SLE,2010,0.94
Sierra Leone,SLE,2012,1.05
Sierra Leone,SLE,2014,1.04
Sierra Leone,SLE,2016,1.08
Singapore,SGP,1991,0.28
Singapore,SGP,1995,0.33
Singapore,SGP,1998,0.36
Singapore,SGP,2000,0.38
Singapore,SGP,2002,0.38
Singapore,SGP,2004,0.55
Singapore,SGP,2006,0.63
Singapore,SGP,2008,0.9
Singapore,SGP,2010,1.04
Singapore,SGP,2012,1.26
Singapore,SGP,2014,1.16
Singapore,SGP,2016,0.77
Slovakia,SVK,1995,0.4
Slovakia,SVK,1998,0.54
Slovakia,SVK,2000,0.68
Slovakia,SVK,2002,0.7
Slovakia,SVK,2004,1.19
Slovakia,SVK,2006,1.43
Slovakia,SVK,2008,1.68
Slovakia,SVK,2010,1.53
Slovakia,SVK,2012,1.85
Slovakia,SVK,2014,1.61
Slovakia,SVK,2016,1.16
Slovenia,SVN,1995,0.5
Slovenia,SVN,1998,0.64
Slovenia,SVN,2000,0.66
Slovenia,SVN,2002,0.67
Slovenia,SVN,2004,1.11
Slovenia,SVN,2006,1.21
Slovenia,SVN,2008,1.26
Slovenia,SVN,2010,1.62
Slovenia,SVN,2012,1.77
Slovenia,SVN,2014,1.68
Slovenia,SVN,2016,1.21
Small states,,2004,0.68
Small states,,2010,1.07
Small states,,2012,1.29
Small states,,2016,0.815
Somalia,SOM,2002,0.29
Somalia,SOM,2004,0.89
Somalia,SOM,2006,0.67
Somalia,SOM,2008,1.15
Somalia,SOM,2016,1.18
South Africa,ZAF,1992,0.52
South Africa,ZAF,1995,0.46
South Africa,ZAF,1998,0.39
South Africa,ZAF,2000,0.5
South Africa,ZAF,2002,0.4
South Africa,ZAF,2004,0.8
South Africa,ZAF,2006,0.84
South Africa,ZAF,2008,0.95
South Africa,ZAF,2010,1.14
South Africa,ZAF,2012,1.42
South Africa,ZAF,2014,1.17
South Africa,ZAF,2016,0.9
South Asia,,1995,0.22
South Asia,,1998,0.25
South Asia,,2000,0.33
South Asia,,2002,0.325
South Asia,,2004,0.49
South Asia,,2006,0.645
South Asia,,2008,0.76
South Asia,,2010,0.825
South Asia,,2012,1.01
South Asia,,2014,0.945
South Asia,,2016,0.7
South Asia (IDA & IBRD),,1995,0.22
South Asia (IDA & IBRD),,1998,0.25
South Asia (IDA & IBRD),,2000,0.33
South Asia (IDA & IBRD),,2002,0.325
South Asia (IDA & IBRD),,2004,0.49
South Asia (IDA & IBRD),,2006,0.645
South Asia (IDA & IBRD),,2008,0.76
South Asia (IDA & IBRD),,2010,0.825
South Asia (IDA & IBRD),,2012,1.01
South Asia (IDA & IBRD),,2014,0.945
South Asia (IDA & IBRD),,2016,0.7
South Korea,KOR,1991,0.25
South Korea,KOR,1995,0.33
South Korea,KOR,1998,0.41
South Korea,KOR,2000,0.66
South Korea,KOR,2002,0.64
South Korea,KOR,2004,0.95
South Korea,KOR,2006,1.33
South Korea,KOR,2008,1.4
South Korea,KOR,2010,1.35
South Korea,KOR,2012,1.63
South Korea,KOR,2014,1.37
South Korea,KOR,2016,1.05
South Sudan,SSD,2006,1.22
South Sudan,SSD,2008,1.25
South Sudan,SSD,2010,1.07
South Sudan,SSD,2012,1.97
South Sudan,SSD,2014,1.98
South Sudan,SSD,2016,0.28
Spain,ESP,1995,0.7
Spain,ESP,1998,0.7
Spain,ESP,2000,0.65
Spain,ESP,2002,0.72
Spain,ESP,2004,1.1
Spain,ESP,2006,1.1
Spain,ESP,2008,1.28
Spain,ESP,2010,1.47
Spain,ESP,2012,1.75
Spain,ESP,2014,1.55
Spain,ESP,2016,1.13
Sri Lanka,LKA,1991,0.27
Sri Lanka,LKA,1995,0.23
Sri Lanka,LKA,1998,0.3
Sri Lanka,LKA,2000,0.27
Sri Lanka,LKA,2002,0.31
Sri Lanka,LKA,2004,0.41
Sri Lanka,LKA,2006,0.55
Sri Lanka,LKA,2008,0.75
Sri Lanka,LKA,2010,0.66
Sri Lanka,LKA,2012,0.93
Sri Lanka,LKA,2014,0.9
Sri Lanka,LKA,2016,0.65
Sub-Saharan Africa,,1991,0.55
Sub-Saharan Africa,,1992,0.54
Sub-Saharan Africa,,1995,0.46
Sub-Saharan Africa,,1998,0.43
Sub-Saharan Africa,,2000,0.465
Sub-Saharan Africa,,2002,0.53
Sub-Saharan Africa,,2004,0.79
Sub-Saharan Africa,,2006,0.985
Sub-Saharan Africa,,2008,1.065
Sub-Saharan Africa,,2010,1.145
Sub-Saharan Africa,,2012,1.27
Sub-Saharan Africa,,2014,1.17
Sub-Saharan Africa,,2016,0.855
Sub-Saharan Africa (IDA & IBRD),,1991,0.55
Sub-Saharan Africa (IDA & IBRD),,1992,0.54
Sub-Saharan Africa (IDA & IBRD),,1995,0.46
Sub-Saharan Africa (IDA & IBRD),,1998,0.43
Sub-Saharan Africa (IDA & IBRD),,2000,0.465
Sub-Saharan Africa (IDA & IBRD),,2002,0.53
Sub-Saharan Africa (IDA & IBRD),,2004,0.79
Sub-Saharan Africa (IDA & IBRD),,2006,0.985
Sub-Saharan Africa (IDA & IBRD),,2008,1.065
Sub-Saharan Africa (IDA & IBRD),,2010,1.145
Sub-Saharan Africa (IDA & IBRD),,2012,1.27
Sub-Saharan Africa (IDA & IBRD),,2014,1.17
Sub-Saharan Africa (IDA & IBRD),,2016,0.855
Sub-Saharan Africa (excluding high income),,1991,0.55
Sub-Saharan Africa (excluding high income),,1992,0.54
Sub-Saharan Africa (excluding high income),,1995,0.46
Sub-Saharan Africa (excluding high income),,1998,0.43
Sub-Saharan Africa (excluding high income),,2000,0.465
Sub-Saharan Africa (excluding high income),,2002,0.53
Sub-Saharan Africa (excluding high income),,2004,0.79
Sub-Saharan Africa (excluding high income),,2006,0.985
Sub-Saharan Africa (excluding high income),,2008,1.065
Sub-Saharan Africa (excluding high income),,2010,1.145
Sub-Saharan Africa (excluding high income),,2012,1.27
Sub-Saharan Africa (excluding high income),,2014,1.17
Sub-Saharan Africa (excluding high income),,2016,0.855
Sudan,SDN,1991,0.06
Sudan,SDN,1992,0.58
Sudan,SDN,1995,0.25
Sudan,SDN,1998,0.26
Sudan,SDN,2000,0.24
Sudan,SDN,2002,0.24
Sudan,SDN,2004,0.29
Sudan,SDN,2006,0.49
Sudan,SDN,2008,0.45
Sudan,SDN,2010,0.43
Sudan,SDN,2012,0.42
Sudan,SDN,2014,0.55
Sudan,SDN,2016,0.61
Suriname,SUR,1998,0.41
Suriname,SUR,2000,0.41
Suriname,SUR,2002,0.41
Suriname,SUR,2004,0.5
Suriname,SUR,2006,0.94
Suriname,SUR,2010,1.12
Suriname,SUR,2012,1.52
Suriname,SUR,2014,1.34
Swaziland,SWZ,1991,0.41
Swaziland,SWZ,1992,0.4
Swaziland,SWZ,1998,0.36
Swaziland,SWZ,2000,0.44
Swaziland,SWZ,2004,0.73
Swaziland,SWZ,2006,0.85
Swaziland,SWZ,2008,0.93
Swaziland,SWZ,2010,1.1
Swaziland,SWZ,2012,1.34
Swaziland,SWZ,2014,1.16
Swaziland,SWZ,2016,0.77
Sweden,SWE,1995,1.01
Sweden,SWE,1998,0.84
Sweden,SWE,2000,0.8
Sweden,SWE,2002,0.96
Sweden,SWE,2004,1.37
Sweden,SWE,2006,1.44
Sweden,SWE,2008,1.52
Sweden,SWE,2010,1.82
Sweden,SWE,2012,2.16
Sweden,SWE,2014,1.82
Sweden,SWE,2016,1.42
Switzerland,CHE,1995,1.01
Switzerland,CHE,1998,0.91
Switzerland,CHE,2000,0.84
Switzerland,CHE,2002,0.93
Switzerland,CHE,2004,1.37
Switzerland,CHE,2006,1.36
Switzerland,CHE,2008,1.52
Switzerland,CHE,2010,1.77
Switzerland,CHE,2012,2.06
Switzerland,CHE,2014,1.79
Switzerland,CHE,2016,1.46
Syrian Arab Republic,,1998,0.14
Syrian Arab Republic,,2000,0.13
Syrian Arab Republic,,2002,0.18
Syrian Arab Republic,,2004,0.13
Syrian Arab Republic,,2006,0.13
Syrian Arab Republic,,2008,0.53
Syrian Arab Republic,,2010,0.45
Syrian Arab Republic,,2012,0.36
Syrian Arab Republic,,2014,0.47
Tajikistan,TJK,1998,0.13
Tajikistan,TJK,2000,0.55
Tajikistan,TJK,2002,0.24
Tajikistan,TJK,2004,0.59
Tajikistan,TJK,2006,0.74
Tajikistan,TJK,2008,1
Tajikistan,TJK,2010,0.91
Tajikistan,TJK,2014,1.18
Tajikistan,TJK,2016,0.69
Tanzania,TZA,1991,0.25
Tanzania,TZA,1992,0.3
Tanzania,TZA,1995,0.44
Tanzania,TZA,1998,0.57
Tanzania,TZA,2000,0.73
Tanzania,TZA,2002,0.61
Tanzania,TZA,2004,0.87
Tanzania,TZA,2006,0.99
Tanzania,TZA,2008,1.3
Tanzania,TZA,2010,1.19
Tanzania,TZA,2012,1.27
Tanzania,TZA,2014,1.2
Tanzania,TZA,2016,0.8
Thailand,THA,1991,0.26
Thailand,THA,1995,0.3
Thailand,THA,1998,0.27
Thailand,THA,2000,0.35
Thailand,THA,2002,0.32
Thailand,THA,2004,0.37
Thailand,THA,2006,0.65
Thailand,THA,2008,0.64
Thailand,THA,2010,0.95
Thailand,THA,2012,0.97
Thailand,THA,2014,0.9
Thailand,THA,2016,0.68
Timor,TLS,2004,0.65
Timor,TLS,2006,0.88
Timor,TLS,2008,1.35
Timor,TLS,2010,0.9
Timor,TLS,2012,1.43
Timor,TLS,2014,1.6
Timor,TLS,2016,0.8
Togo,TGO,1991,0.66
Togo,TGO,1992,0.63
Togo,TGO,1995,0.4
Togo,TGO,1998,0.37
Togo,TGO,2000,0.4
Togo,TGO,2002,0.46
Togo,TGO,2004,0.83
Togo,TGO,2006,1.01
Togo,TGO,2008,0.88
Togo,TGO,2010,1.17
Togo,TGO,2012,1.22
Togo,TGO,2014,1.29
Togo,TGO,2016,0.71
Trinidad and Tobago,TTO,1998,0.2
Trinidad and Tobago,TTO,2000,0.2
Trinidad and Tobago,TTO,2002,0.21
Trinidad and Tobago,TTO,2004,0.24
Trinidad and Tobago,TTO,2006,0.24
Trinidad and Tobago,TTO,2016,0.3
Tunisia,TUN,1991,0.33
Tunisia,TUN,1992,0.31
Tunisia,TUN,1995,0.44
Tunisia,TUN,1998,0.33
Tunisia,TUN,2000,0.29
Tunisia,TUN,2002,0.19
Tunisia,TUN,2004,0.39
Tunisia,TUN,2006,0.57
Tunisia,TUN,2008,0.84
Tunisia,TUN,2010,0.82
Tunisia,TUN,2012,0.69
Tunisia,TUN,2014,0.68
Tunisia,TUN,2016,0.62
Turkey,TUR,1995,0.37
Turkey,TUR,1998,0.47
Turkey,TUR,2000,0.66
Turkey,TUR,2002,0.78
Turkey,TUR,2004,1.12
Turkey,TUR,2006,1.62
Turkey,TUR,2008,1.63
Turkey,TUR,2010,2.03
Turkey,TUR,2012,2.33
Turkey,TUR,2014,1.9
Turkey,TUR,2016,1.23
Turkmenistan,TKM,1998,0.05
Turkmenistan,TKM,2000,0.02
Turkmenistan,TKM,2002,0.01
Turkmenistan,TKM,2004,0.01
Turkmenistan,TKM,2006,0.01
Turkmenistan,TKM,2008,0.2
Turkmenistan,TKM,2010,0.2
Turkmenistan,TKM,2012,0.2
Turkmenistan,TKM,2014,0.2
Turkmenistan,TKM,2016,0.27
Uganda,UGA,1991,0.55
Uganda,UGA,1992,0.71
Uganda,UGA,1995,0.85
Uganda,UGA,1998,0.68
Uganda,UGA,2000,0.75
Uganda,UGA,2002,0.7
Uganda,UGA,2004,0.88
Uganda,UGA,2006,1.01
Uganda,UGA,2008,1.22
Uganda,UGA,2010,1.11
Uganda,UGA,2012,1.35
Uganda,UGA,2014,1.11
Uganda,UGA,2016,0.79
Ukraine,UKR,1998,0.25
Ukraine,UKR,2000,0.3
Ukraine,UKR,2002,0.34
Ukraine,UKR,2004,0.44
Ukraine,UKR,2006,0.87
Ukraine,UKR,2008,0.96
Ukraine,UKR,2010,0.92
Ukraine,UKR,2012,1.25
Ukraine,UKR,2014,1.16
Ukraine,UKR,2016,0.73
United Arab Emirates,ARE,1998,0.15
United Arab Emirates,ARE,2000,0.26
United Arab Emirates,ARE,2002,0.3
United Arab Emirates,ARE,2004,0.28
United Arab Emirates,ARE,2006,0.53
United Arab Emirates,ARE,2008,0.62
United Arab Emirates,ARE,2010,0.71
United Arab Emirates,ARE,2012,0.64
United Arab Emirates,ARE,2014,0.64
United Arab Emirates,ARE,2016,0.52
United Kingdom,GBR,1995,0.85
United Kingdom,GBR,1998,1.11
United Kingdom,GBR,2000,1.22
United Kingdom,GBR,2002,1.2
United Kingdom,GBR,2004,1.6
United Kingdom,GBR,2006,1.73
United Kingdom,GBR,2008,1.65
United Kingdom,GBR,2010,1.98
United Kingdom,GBR,2012,2.27
United Kingdom,GBR,2014,1.99
United Kingdom,GBR,2016,1.49
United States,USA,1992,0.28
United States,USA,1995,0.33
United States,USA,1998,0.27
United States,USA,2000,0.48
United States,USA,2002,0.39
United States,USA,2004,0.57
United States,USA,2006,0.69
United States,USA,2008,0.78
United States,USA,2010,0.84
United States,USA,2012,1.05
United States,USA,2014,0.97
United States,USA,2016,0.65
Upper middle income,,1998,0.27
Upper middle income,,2000,0.36
Upper middle income,,2002,0.36
Upper middle income,,2004,0.56
Upper middle income,,2006,0.745
Upper middle income,,2008,0.92
Upper middle income,,2010,0.98
Upper middle income,,2012,1.18
Upper middle income,,2014,1.09
Upper middle income,,2016,0.74
Uruguay,URY,1995,0.38
Uruguay,URY,1998,0.42
Uruguay,URY,2000,0.53
Uruguay,URY,2002,0.2
Uruguay,URY,2004,0.71
Uruguay,URY,2006,0.94
Uruguay,URY,2008,1.17
Uruguay,URY,2010,1.44
Uruguay,URY,2012,1.88
Uruguay,URY,2014,1.72
Uruguay,URY,2016,1.36
Uzbekistan,UZB,1995,0.31
Uzbekistan,UZB,1998,0.09
Uzbekistan,UZB,2000,0.09
Uzbekistan,UZB,2002,0.26
Uzbekistan,UZB,2004,0.3
Uzbekistan,UZB,2006,0.54
Uzbekistan,UZB,2008,0.75
Uzbekistan,UZB,2010,0.83
Uzbekistan,UZB,2012,0.87
Uzbekistan,UZB,2014,1.93
Uzbekistan,UZB,2016,1.28
Vanuatu,VUT,2016,1.2
Venezuela,VEN,1995,0.01
Venezuela,VEN,1998,0.08
Venezuela,VEN,2000,0.06
Venezuela,VEN,2002,0.05
Venezuela,VEN,2004,0.02
Venezuela,VEN,2006,0.02
Venezuela,VEN,2008,0.01
Venezuela,VEN,2010,0.011
Venezuela,VEN,2012,0.011
Venezuela,VEN,2014,0.008
Vietnam,VNM,1995,0.25
Vietnam,VNM,1998,0.26
Vietnam,VNM,2000,0.27
Vietnam,VNM,2002,0.27
Vietnam,VNM,2004,0.32
Vietnam,VNM,2006,0.53
Vietnam,VNM,2008,0.77
Vietnam,VNM,2010,0.77
Vietnam,VNM,2012,1.06
Vietnam,VNM,2014,0.91
Vietnam,VNM,2016,0.59
World,OWID_WRL,1998,0.36
World,OWID_WRL,2000,0.45
World,OWID_WRL,2002,0.43
World,OWID_WRL,2004,0.67
World,OWID_WRL,2006,0.86
World,OWID_WRL,2008,1.03
World,OWID_WRL,2010,1.07
World,OWID_WRL,2012,1.265
World,OWID_WRL,2014,1.17
World,OWID_WRL,2016,0.82
Yemen,YEM,1998,0.07
Yemen,YEM,2000,0.06
Yemen,YEM,2002,0.1
Yemen,YEM,2004,0.09
Yemen,YEM,2006,0.28
Yemen,YEM,2008,0.17
Yemen,YEM,2010,0.23
Yemen,YEM,2012,0.47
Yemen,YEM,2014,0.7
Yemen,YEM,2016,0.76
Zambia,ZMB,1991,0.24
Zambia,ZMB,1992,0.66
Zambia,ZMB,1995,0.57
Zambia,ZMB,1998,0.49
Zambia,ZMB,2002,0.6
Zambia,ZMB,2004,0.98
Zambia,ZMB,2006,1.22
Zambia,ZMB,2008,1.61
Zambia,ZMB,2010,1.52
Zambia,ZMB,2012,1.48
Zambia,ZMB,2014,1.59
Zambia,ZMB,2016,1.16
Zimbabwe,ZWE,1991,0.37
Zimbabwe,ZWE,1992,0.28
Zimbabwe,ZWE,1995,0.29
Zimbabwe,ZWE,1998,0.22
Zimbabwe,ZWE,2000,0.72
Zimbabwe,ZWE,2002,0.05
Zimbabwe,ZWE,2004,0.65
Zimbabwe,ZWE,2008,1.05
Zimbabwe,ZWE,2010,1.15
Zimbabwe,ZWE,2012,1.4
Zimbabwe,ZWE,2014,1.48
Zimbabwe,ZWE,2016,1.18
