Entity,Code,Year,"Males (deaths per 100,000)"
Italy,ITA,1970,45.5
Italy,ITA,1971,49.2
Italy,ITA,1972,51.1
Italy,ITA,1973,53.4
Italy,ITA,1974,56.6
Italy,ITA,1975,59.2
Italy,ITA,1976,62.8
Italy,ITA,1977,65.1
Italy,ITA,1978,68.2
Italy,ITA,1979,71.8
Italy,ITA,1980,75.8
Italy,ITA,1981,76
Italy,ITA,1982,79
Italy,ITA,1983,81.1
Italy,ITA,1984,82.1
Italy,ITA,1985,85.2
Italy,ITA,1986,84.6
Italy,ITA,1987,89.4
Italy,ITA,1988,91.1
Italy,ITA,1989,90.7
Italy,ITA,1990,90.8
Italy,ITA,1991,92.1
Italy,ITA,1992,93.3
Italy,ITA,1993,93.8
Italy,ITA,1994,93.7
Italy,ITA,1995,92.8
Italy,ITA,1996,93
Italy,ITA,1997,93.1
Italy,ITA,1998,94
Italy,ITA,1999,93.9
Italy,ITA,2000,92
Italy,ITA,2001,92.7
Italy,ITA,2002,92
Italy,ITA,2003,91.7
Italy,ITA,2004,90.7
Italy,ITA,2005,89.6
Italy,ITA,2006,88.9
Italy,ITA,2007,88.4
Italy,ITA,2008,88
Italy,ITA,2009,87.8
Italy,ITA,2010,88
Italy,ITA,2011,87.1
Italy,ITA,2012,85.8
Japan,JPN,1950,2
Japan,JPN,1951,2
Japan,JPN,1952,2.6
Japan,JPN,1953,2.9
Japan,JPN,1954,3.7
Japan,JPN,1955,4.4
Japan,JPN,1956,5.3
Japan,JPN,1957,5.8
Japan,JPN,1958,6.5
Japan,JPN,1959,7.4
Japan,JPN,1960,8
Japan,JPN,1961,8.6
Japan,JPN,1962,9.4
Japan,JPN,1963,10.2
Japan,JPN,1964,10.7
Japan,JPN,1965,11.3
Japan,JPN,1966,12.1
Japan,JPN,1967,12.9
Japan,JPN,1968,13.5
Japan,JPN,1969,14.4
Japan,JPN,1970,14.8
Japan,JPN,1971,15.6
Japan,JPN,1972,16.9
Japan,JPN,1973,17.4
Japan,JPN,1974,18.6
Japan,JPN,1975,19.7
Japan,JPN,1976,20.8
Japan,JPN,1977,22.6
Japan,JPN,1978,23.9
Japan,JPN,1979,25.8
Japan,JPN,1980,27.1
Japan,JPN,1981,29
Japan,JPN,1982,30.3
Japan,JPN,1983,32
Japan,JPN,1984,33.9
Japan,JPN,1985,35.4
Japan,JPN,1986,36.2
Japan,JPN,1987,38.9
Japan,JPN,1988,40.8
Japan,JPN,1989,43.3
Japan,JPN,1990,44.8
Japan,JPN,1991,46.5
Japan,JPN,1992,48.4
Japan,JPN,1993,50.1
Japan,JPN,1994,52.1
Japan,JPN,1995,54.7
Japan,JPN,1996,57.3
Japan,JPN,1997,58.3
Japan,JPN,1998,60.1
Japan,JPN,1999,61.8
Japan,JPN,2000,63.5
Japan,JPN,2001,64.8
Japan,JPN,2002,66.7
Japan,JPN,2003,67.4
Japan,JPN,2004,71
Japan,JPN,2005,72.9
Japan,JPN,2006,74.1
Japan,JPN,2007,76.9
Japan,JPN,2008,78.3
Japan,JPN,2009,79
Japan,JPN,2010,81.3
Japan,JPN,2011,81.9
Japan,JPN,2012,83
Japan,JPN,2013,84.2
Kazakhstan,KAZ,1981,34.6
Kazakhstan,KAZ,1982,33.7
Kazakhstan,KAZ,1985,39.1
Kazakhstan,KAZ,1986,41.7
Kazakhstan,KAZ,1987,43.1
Kazakhstan,KAZ,1988,44.2
Kazakhstan,KAZ,1989,46.9
Kazakhstan,KAZ,1990,50.3
Kazakhstan,KAZ,1991,50.6
Kazakhstan,KAZ,1992,52.2
Kazakhstan,KAZ,1993,53.3
Kazakhstan,KAZ,1994,49.1
Kazakhstan,KAZ,1995,49.6
Kazakhstan,KAZ,1996,47.3
Kazakhstan,KAZ,1997,45.9
Kazakhstan,KAZ,1998,46.5
Kazakhstan,KAZ,1999,43.3
Kazakhstan,KAZ,2000,43.1
Kazakhstan,KAZ,2001,41.3
Kazakhstan,KAZ,2002,41.4
Kazakhstan,KAZ,2003,41.1
Kazakhstan,KAZ,2004,39.1
Kazakhstan,KAZ,2005,38.1
Kazakhstan,KAZ,2006,35.5
Kazakhstan,KAZ,2007,36.4
Kazakhstan,KAZ,2008,33.7
Kazakhstan,KAZ,2009,33.9
Kazakhstan,KAZ,2010,32.1
Kazakhstan,KAZ,2011,30
Kazakhstan,KAZ,2012,30.2
Kazakhstan,KAZ,2013,30.2
Kuwait,KWT,1972,4
Kuwait,KWT,1975,5.2
Kuwait,KWT,1976,5.7
Kuwait,KWT,1977,7.5
Kuwait,KWT,1978,5.6
Kuwait,KWT,1979,6.1
Kuwait,KWT,1980,6.4
Kuwait,KWT,1981,4.5
Kuwait,KWT,1982,7.9
Kuwait,KWT,1983,6.8
Kuwait,KWT,1984,6.4
Kuwait,KWT,1985,5.9
Kuwait,KWT,1986,4.7
Kuwait,KWT,1987,5.1
Kuwait,KWT,1993,3.4
Kuwait,KWT,1994,3.1
Kuwait,KWT,1995,4.5
Kuwait,KWT,1996,4.8
Kuwait,KWT,1997,5.3
Kuwait,KWT,1998,4.5
Kuwait,KWT,1999,4
Kuwait,KWT,2000,4.9
Kuwait,KWT,2001,3.3
Kuwait,KWT,2002,4.2
Kuwait,KWT,2003,4.7
Kuwait,KWT,2004,4.4
Kuwait,KWT,2005,3.3
Kuwait,KWT,2006,4.2
Kuwait,KWT,2007,4.2
Kuwait,KWT,2008,3.2
Kuwait,KWT,2009,2.8
Kuwait,KWT,2010,3.5
Kuwait,KWT,2011,3
Kuwait,KWT,2012,3.9
Kuwait,KWT,2013,3.4
Kyrgyzstan,KGZ,1981,16.4
Kyrgyzstan,KGZ,1982,19.6
Kyrgyzstan,KGZ,1985,19.4
Kyrgyzstan,KGZ,1986,19.6
Kyrgyzstan,KGZ,1987,19.7
Kyrgyzstan,KGZ,1988,21.7
Kyrgyzstan,KGZ,1989,24.1
Kyrgyzstan,KGZ,1990,21.7
Kyrgyzstan,KGZ,1991,22.1
Kyrgyzstan,KGZ,1992,22.8
Kyrgyzstan,KGZ,1993,17
Kyrgyzstan,KGZ,1994,15.8
Kyrgyzstan,KGZ,1995,16
Kyrgyzstan,KGZ,1996,14.4
Kyrgyzstan,KGZ,1997,14.6
Kyrgyzstan,KGZ,1998,13.7
Kyrgyzstan,KGZ,1999,13.9
Kyrgyzstan,KGZ,2000,12.4
Kyrgyzstan,KGZ,2001,12.1
Kyrgyzstan,KGZ,2002,13.9
Kyrgyzstan,KGZ,2003,13.8
Kyrgyzstan,KGZ,2004,12.9
Kyrgyzstan,KGZ,2005,12.3
Kyrgyzstan,KGZ,2006,12.3
Kyrgyzstan,KGZ,2007,10.6
Kyrgyzstan,KGZ,2008,10.1
Kyrgyzstan,KGZ,2009,12.6
Kyrgyzstan,KGZ,2010,12.5
Kyrgyzstan,KGZ,2011,11.8
Kyrgyzstan,KGZ,2012,11.5
Kyrgyzstan,KGZ,2013,12.7
Latvia,LVA,1980,58.8
Latvia,LVA,1981,58.5
Latvia,LVA,1982,66.4
Latvia,LVA,1983,66.7
Latvia,LVA,1984,65.2
Latvia,LVA,1985,67.8
Latvia,LVA,1986,72.4
Latvia,LVA,1987,73.9
Latvia,LVA,1988,76.5
Latvia,LVA,1989,75.9
Latvia,LVA,1990,74.9
Latvia,LVA,1991,83.6
Latvia,LVA,1992,82.6
Latvia,LVA,1993,78.6
Latvia,LVA,1994,85.3
Latvia,LVA,1995,79.4
Latvia,LVA,1996,82.6
Latvia,LVA,1997,77.8
Latvia,LVA,1998,79.4
Latvia,LVA,1999,86.5
Latvia,LVA,2000,79.7
Latvia,LVA,2001,87.7
Latvia,LVA,2002,83.7
Latvia,LVA,2003,82.6
Latvia,LVA,2004,85.4
Latvia,LVA,2005,84.2
Latvia,LVA,2006,93.6
Latvia,LVA,2007,85.4
Latvia,LVA,2008,86.3
Latvia,LVA,2009,86.9
Latvia,LVA,2010,85.5
Latvia,LVA,2011,84.2
Latvia,LVA,2012,83.6
Latvia,LVA,2013,84.7
Lithuania,LTU,1981,55.8
Lithuania,LTU,1982,55.9
Lithuania,LTU,1985,59.1
Lithuania,LTU,1986,60.9
Lithuania,LTU,1987,63.7
Lithuania,LTU,1988,66
Lithuania,LTU,1989,67.2
Lithuania,LTU,1990,69.3
Lithuania,LTU,1991,75.3
Lithuania,LTU,1992,73.1
Lithuania,LTU,1993,73.8
Lithuania,LTU,1994,77
Lithuania,LTU,1995,76.5
Lithuania,LTU,1996,74.3
Lithuania,LTU,1997,72.6
Lithuania,LTU,1998,77.3
Lithuania,LTU,1999,76.4
Lithuania,LTU,2000,72.2
Lithuania,LTU,2001,75.6
Lithuania,LTU,2002,76.5
Lithuania,LTU,2003,76.3
Lithuania,LTU,2004,74.7
Lithuania,LTU,2005,74
Lithuania,LTU,2006,80
Lithuania,LTU,2007,81.3
Lithuania,LTU,2008,77.6
Lithuania,LTU,2009,78.4
Lithuania,LTU,2010,77.4
Lithuania,LTU,2011,82.6
Lithuania,LTU,2012,79.1
Lithuania,LTU,2013,77.6
Luxembourg,LUX,1967,90.2
Luxembourg,LUX,1968,92.3
Luxembourg,LUX,1969,81.6
Luxembourg,LUX,1970,100.9
Luxembourg,LUX,1971,97.8
Luxembourg,LUX,1972,89.2
Luxembourg,LUX,1973,97.1
Luxembourg,LUX,1974,77.7
Luxembourg,LUX,1975,92.6
Luxembourg,LUX,1976,94.9
Luxembourg,LUX,1977,103.4
Luxembourg,LUX,1978,93.9
Luxembourg,LUX,1979,94.2
Luxembourg,LUX,1980,97.4
Luxembourg,LUX,1981,101.8
Luxembourg,LUX,1982,101.3
Luxembourg,LUX,1983,102.5
Luxembourg,LUX,1984,100.1
Luxembourg,LUX,1985,98.2
Luxembourg,LUX,1986,106
Luxembourg,LUX,1987,96.9
Luxembourg,LUX,1988,105.8
Luxembourg,LUX,1989,89.4
Luxembourg,LUX,1990,86.7
Luxembourg,LUX,1991,80.9
Luxembourg,LUX,1992,89.1
Luxembourg,LUX,1993,89.4
Luxembourg,LUX,1994,74.9
Luxembourg,LUX,1995,86.8
Luxembourg,LUX,1996,80.6
Luxembourg,LUX,1997,78.9
Luxembourg,LUX,1998,78.3
Luxembourg,LUX,1999,69.7
Luxembourg,LUX,2000,73.1
Luxembourg,LUX,2001,62.7
Luxembourg,LUX,2002,68.1
Luxembourg,LUX,2003,71.7
Luxembourg,LUX,2004,63.7
Luxembourg,LUX,2005,61.1
Luxembourg,LUX,2006,63.9
Luxembourg,LUX,2007,68.2
Luxembourg,LUX,2008,46.6
Luxembourg,LUX,2009,64.2
Luxembourg,LUX,2010,57.1
Luxembourg,LUX,2011,54.9
Luxembourg,LUX,2012,56.1
Luxembourg,LUX,2013,50.3
Malta,MLT,1965,38.6
Malta,MLT,1967,30.6
Malta,MLT,1968,39.4
Malta,MLT,1969,44.9
Malta,MLT,1970,38
Malta,MLT,1971,47.5
Malta,MLT,1972,28.5
Malta,MLT,1973,31.8
Malta,MLT,1974,35.1
Malta,MLT,1975,51
Malta,MLT,1976,44
Malta,MLT,1977,35.1
Malta,MLT,1978,46.6
Malta,MLT,1979,44.9
Malta,MLT,1980,45.7
Malta,MLT,1981,49
Malta,MLT,1982,45.2
Malta,MLT,1983,50.2
Malta,MLT,1984,47.7
Malta,MLT,1985,55.6
Malta,MLT,1986,56.7
Malta,MLT,1987,55.5
Malta,MLT,1988,42.1
Malta,MLT,1989,55.5
Malta,MLT,1990,51.5
Malta,MLT,1991,52.1
Malta,MLT,1992,55.5
Malta,MLT,1993,53.8
Malta,MLT,1994,52.8
Malta,MLT,1995,58.3
Malta,MLT,1996,66.9
Malta,MLT,1997,55
Malta,MLT,1998,45
Malta,MLT,1999,53.1
Malta,MLT,2000,49.1
Malta,MLT,2001,59.7
Malta,MLT,2002,63.1
Malta,MLT,2003,55.1
Malta,MLT,2004,54.8
Malta,MLT,2005,53.5
Malta,MLT,2006,59.1
Malta,MLT,2007,51.6
Malta,MLT,2008,63.5
Malta,MLT,2009,61.5
Malta,MLT,2010,59.6
Malta,MLT,2011,61.2
Malta,MLT,2012,69.7
Malta,MLT,2013,56.4
Mauritius,MUS,1961,5.3
Mauritius,MUS,1962,4
Mauritius,MUS,1963,3.6
Mauritius,MUS,1964,4.4
Mauritius,MUS,1965,1.6
Mauritius,MUS,1966,3.9
Mauritius,MUS,1967,4.1
Mauritius,MUS,1968,6.5
Mauritius,MUS,1969,5.9
Mauritius,MUS,1970,6.8
Mauritius,MUS,1971,4.8
Mauritius,MUS,1972,7.5
Mauritius,MUS,1973,8.4
Mauritius,MUS,1974,4.4
Mauritius,MUS,1975,6.4
Mauritius,MUS,1976,7.6
Mauritius,MUS,1977,4.8
Mauritius,MUS,1978,6.3
Mauritius,MUS,1979,9.8
Mauritius,MUS,1980,8.8
Mauritius,MUS,1981,12.2
Mauritius,MUS,1982,9.8
Mauritius,MUS,1983,8.9
Mauritius,MUS,1984,12.2
Mauritius,MUS,1985,12.7
Mauritius,MUS,1986,11.4
Mauritius,MUS,1987,9.4
Mauritius,MUS,1988,14.1
Mauritius,MUS,1989,12.5
Mauritius,MUS,1990,11.2
Mauritius,MUS,1991,12.8
Mauritius,MUS,1992,13
Mauritius,MUS,1993,10.8
Mauritius,MUS,1994,10.6
Mauritius,MUS,1995,12.6
Mauritius,MUS,1996,12.3
Mauritius,MUS,1997,9.8
Mauritius,MUS,1998,12.3
Mauritius,MUS,1999,10.6
Mauritius,MUS,2000,10
Mauritius,MUS,2001,15.9
Mauritius,MUS,2002,12.9
Mauritius,MUS,2003,15.9
Mauritius,MUS,2004,14.6
Mauritius,MUS,2005,11.9
Mauritius,MUS,2006,14.3
Mauritius,MUS,2007,13.3
Mauritius,MUS,2008,17.3
Mauritius,MUS,2009,16.6
Mauritius,MUS,2010,14.9
Mauritius,MUS,2011,15.1
Mauritius,MUS,2012,15.9
Mauritius,MUS,2013,18.7
Mexico,MEX,1955,1.9
Mexico,MEX,1956,2.2
Mexico,MEX,1957,2.3
Mexico,MEX,1958,2.8
Mexico,MEX,1959,2.8
Mexico,MEX,1960,3.1
Mexico,MEX,1961,2.9
Mexico,MEX,1962,2.8
Mexico,MEX,1963,2.9
Mexico,MEX,1964,3.1
Mexico,MEX,1965,3.4
Mexico,MEX,1966,3.4
Mexico,MEX,1967,3.9
Mexico,MEX,1968,3.7
Mexico,MEX,1969,3.5
Mexico,MEX,1970,3.8
Mexico,MEX,1971,3.9
Mexico,MEX,1972,4
Mexico,MEX,1973,4.1
Mexico,MEX,1974,4.3
Mexico,MEX,1975,4.6
Mexico,MEX,1976,4.9
Mexico,MEX,1977,4.9
Mexico,MEX,1978,5.4
Mexico,MEX,1979,5.9
Mexico,MEX,1980,5.6
Mexico,MEX,1981,6.1
Mexico,MEX,1982,6.3
Mexico,MEX,1983,6.7
Mexico,MEX,1984,6.9
Mexico,MEX,1985,7.4
Mexico,MEX,1986,7.6
Mexico,MEX,1987,8
Mexico,MEX,1988,8.2
Mexico,MEX,1989,8.6
Mexico,MEX,1990,8.2
Mexico,MEX,1991,8.3
Mexico,MEX,1992,8.5
Mexico,MEX,1993,8.9
Mexico,MEX,1994,8.7
Mexico,MEX,1995,8.8
Mexico,MEX,1996,8.6
Mexico,MEX,1997,8.9
Mexico,MEX,1998,8.6
Mexico,MEX,1999,8.7
Mexico,MEX,2000,8.3
Mexico,MEX,2001,8.5
Mexico,MEX,2002,8.6
Mexico,MEX,2003,8.6
Mexico,MEX,2004,8.5
Mexico,MEX,2005,8.8
Mexico,MEX,2006,8.2
Mexico,MEX,2007,7.6
Mexico,MEX,2008,7.7
Mexico,MEX,2009,7.4
Mexico,MEX,2010,7.3
Mexico,MEX,2011,7
Mexico,MEX,2012,6.7
Mexico,MEX,2013,6.6
Moldova,MDA,1981,29.4
Moldova,MDA,1982,31.2
Moldova,MDA,1985,37.2
Moldova,MDA,1986,39
Moldova,MDA,1987,40.3
Moldova,MDA,1988,43.6
Moldova,MDA,1989,45.9
Moldova,MDA,1990,44.5
Moldova,MDA,1991,41.6
Moldova,MDA,1992,41.6
Moldova,MDA,1993,41.3
Moldova,MDA,1994,44.4
Moldova,MDA,1995,41.6
Moldova,MDA,1996,42.2
Moldova,MDA,1997,36
Moldova,MDA,1998,32.3
Moldova,MDA,1999,29.5
Moldova,MDA,2000,29.3
Moldova,MDA,2001,32.3
Moldova,MDA,2002,29.7
Moldova,MDA,2003,33.7
Moldova,MDA,2004,31.8
Moldova,MDA,2005,33.1
Moldova,MDA,2006,34.7
Moldova,MDA,2007,35
Moldova,MDA,2008,36.6
Moldova,MDA,2009,35.5
Moldova,MDA,2010,38
Moldova,MDA,2011,37.2
Moldova,MDA,2012,37.9
Moldova,MDA,2013,38.4
Netherlands,NLD,1950,23.6
Netherlands,NLD,1951,26.9
Netherlands,NLD,1952,28
Netherlands,NLD,1953,29.4
Netherlands,NLD,1954,32.9
Netherlands,NLD,1955,33.2
Netherlands,NLD,1956,37.3
Netherlands,NLD,1957,38.5
Netherlands,NLD,1958,40.4
Netherlands,NLD,1959,44.8
Netherlands,NLD,1960,46.6
Netherlands,NLD,1961,51.1
Netherlands,NLD,1962,53.7
Netherlands,NLD,1963,57.2
Netherlands,NLD,1964,59.5
Netherlands,NLD,1965,60.9
Netherlands,NLD,1966,64.8
Netherlands,NLD,1967,69.3
Netherlands,NLD,1968,72
Netherlands,NLD,1969,73.4
Netherlands,NLD,1970,76.1
Netherlands,NLD,1971,80.3
Netherlands,NLD,1972,80.2
Netherlands,NLD,1973,83.8
Netherlands,NLD,1974,84.9
Netherlands,NLD,1975,88.7
Netherlands,NLD,1976,92.4
Netherlands,NLD,1977,91.8
Netherlands,NLD,1978,97.5
Netherlands,NLD,1979,95.9
Netherlands,NLD,1980,99.5
Netherlands,NLD,1981,100.4
Netherlands,NLD,1982,101.8
Netherlands,NLD,1983,100.1
Netherlands,NLD,1984,102.8
Netherlands,NLD,1985,102.9
Netherlands,NLD,1986,104.7
Netherlands,NLD,1987,102.8
Netherlands,NLD,1988,104
Netherlands,NLD,1989,99.9
Netherlands,NLD,1990,95.1
Netherlands,NLD,1991,96.3
Netherlands,NLD,1992,94.9
Netherlands,NLD,1993,93.8
Netherlands,NLD,1994,91.3
Netherlands,NLD,1995,90.5
Netherlands,NLD,1996,88
Netherlands,NLD,1997,87
Netherlands,NLD,1998,85.7
Netherlands,NLD,1999,84.3
Netherlands,NLD,2000,80.1
Netherlands,NLD,2001,81
Netherlands,NLD,2002,80.3
Netherlands,NLD,2003,77
Netherlands,NLD,2004,80.4
Netherlands,NLD,2005,78.7
Netherlands,NLD,2006,77.1
Netherlands,NLD,2007,78.4
Netherlands,NLD,2008,78.1
Netherlands,NLD,2009,78.3
Netherlands,NLD,2010,79.4
Netherlands,NLD,2011,79.7
Netherlands,NLD,2012,76.2
Netherlands,NLD,2013,74.6
New Zealand,NZL,1950,18.5
New Zealand,NZL,1951,21.4
New Zealand,NZL,1952,24.1
New Zealand,NZL,1953,23.7
New Zealand,NZL,1954,25.1
New Zealand,NZL,1955,27.9
New Zealand,NZL,1956,28.6
New Zealand,NZL,1957,31.8
New Zealand,NZL,1958,30
New Zealand,NZL,1959,31.3
New Zealand,NZL,1960,28.9
New Zealand,NZL,1961,32.7
New Zealand,NZL,1962,35.3
New Zealand,NZL,1963,36.7
New Zealand,NZL,1964,36.9
New Zealand,NZL,1965,37.1
New Zealand,NZL,1966,40.8
New Zealand,NZL,1967,37.6
New Zealand,NZL,1968,45.8
New Zealand,NZL,1969,46.5
New Zealand,NZL,1970,48.3
New Zealand,NZL,1971,47.4
New Zealand,NZL,1972,43.5
New Zealand,NZL,1973,46.8
New Zealand,NZL,1974,50.2
New Zealand,NZL,1975,51.3
New Zealand,NZL,1976,54.5
New Zealand,NZL,1977,53.2
New Zealand,NZL,1978,52.1
New Zealand,NZL,1979,55.1
New Zealand,NZL,1980,55.5
New Zealand,NZL,1981,56.5
New Zealand,NZL,1982,53.3
New Zealand,NZL,1983,59.4
New Zealand,NZL,1984,60.6
New Zealand,NZL,1985,53.5
New Zealand,NZL,1986,58.3
New Zealand,NZL,1987,58.1
New Zealand,NZL,1988,54.3
New Zealand,NZL,1989,54.1
New Zealand,NZL,1990,54
New Zealand,NZL,1991,51.2
New Zealand,NZL,1992,54.9
New Zealand,NZL,1993,50.8
New Zealand,NZL,1994,51.5
New Zealand,NZL,1995,49.3
New Zealand,NZL,1996,49.2
New Zealand,NZL,1997,47.8
New Zealand,NZL,1998,46
New Zealand,NZL,1999,46.6
New Zealand,NZL,2000,45.4
New Zealand,NZL,2001,43.9
New Zealand,NZL,2002,44.6
New Zealand,NZL,2003,43.1
New Zealand,NZL,2004,46.5
New Zealand,NZL,2005,42.7
New Zealand,NZL,2006,39.3
New Zealand,NZL,2007,41.6
New Zealand,NZL,2008,42.3
New Zealand,NZL,2009,41.3
New Zealand,NZL,2010,41.6
New Zealand,NZL,2011,42.1
New Zealand,NZL,2012,41
Nicaragua,NIC,1961,0.2
Nicaragua,NIC,1962,0.2
Nicaragua,NIC,1963,0.7
Nicaragua,NIC,1964,0.3
Nicaragua,NIC,1965,0
Nicaragua,NIC,1968,0.1
Nicaragua,NIC,1969,0.4
Nicaragua,NIC,1973,0.2
Nicaragua,NIC,1974,0.1
Nicaragua,NIC,1975,0.7
Nicaragua,NIC,1976,0.1
Nicaragua,NIC,1977,0.6
Nicaragua,NIC,1978,0.3
Nicaragua,NIC,1988,1.5
Nicaragua,NIC,1989,1.6
Nicaragua,NIC,1990,2.3
Nicaragua,NIC,1991,1.5
Nicaragua,NIC,1992,1.6
Nicaragua,NIC,1993,1.7
Nicaragua,NIC,1994,2.4
Nicaragua,NIC,1996,2.2
Nicaragua,NIC,1997,2.4
Nicaragua,NIC,1998,2.7
Nicaragua,NIC,1999,3
Nicaragua,NIC,2000,3.4
Nicaragua,NIC,2001,2.3
Nicaragua,NIC,2002,2.9
Nicaragua,NIC,2003,2.5
Nicaragua,NIC,2004,2.9
Nicaragua,NIC,2005,3
Nicaragua,NIC,2006,3
Nicaragua,NIC,2007,3.6
Nicaragua,NIC,2008,3.4
Nicaragua,NIC,2009,3.2
Nicaragua,NIC,2010,3.6
Nicaragua,NIC,2011,3.9
Nicaragua,NIC,2012,4.1
Nicaragua,NIC,2013,3.6
Norway,NOR,1951,8.3
Norway,NOR,1952,9.2
Norway,NOR,1953,8.4
Norway,NOR,1954,10.7
Norway,NOR,1955,9.8
Norway,NOR,1956,11.6
Norway,NOR,1957,11.4
Norway,NOR,1958,13.3
Norway,NOR,1959,14.9
Norway,NOR,1960,16.6
Norway,NOR,1961,16.6
Norway,NOR,1962,16.4
Norway,NOR,1963,18.7
Norway,NOR,1964,19.3
Norway,NOR,1965,19.9
Norway,NOR,1966,20.3
Norway,NOR,1967,22.8
Norway,NOR,1968,26.1
Norway,NOR,1969,26.2
Norway,NOR,1970,28
Norway,NOR,1971,28.4
Norway,NOR,1972,28.4
Norway,NOR,1973,30.1
Norway,NOR,1974,29.2
Norway,NOR,1975,34.3
Norway,NOR,1976,35.2
Norway,NOR,1977,37.3
Norway,NOR,1978,38.4
Norway,NOR,1979,38.2
Norway,NOR,1980,38.4
Norway,NOR,1981,46.6
Norway,NOR,1982,45.2
Norway,NOR,1983,44.1
Norway,NOR,1984,46.3
Norway,NOR,1985,48.1
Norway,NOR,1986,50.1
Norway,NOR,1987,50.1
Norway,NOR,1988,50.5
Norway,NOR,1989,48.3
Norway,NOR,1990,49.1
Norway,NOR,1991,51.5
Norway,NOR,1992,50.8
Norway,NOR,1993,52.3
Norway,NOR,1994,51.5
Norway,NOR,1995,51.1
Norway,NOR,1996,51.2
Norway,NOR,1997,51
Norway,NOR,1998,50.8
Norway,NOR,1999,52.5
Norway,NOR,2000,50.4
Norway,NOR,2001,51.1
Norway,NOR,2002,54.9
Norway,NOR,2003,53.3
Norway,NOR,2004,51.6
Norway,NOR,2005,51.7
Norway,NOR,2006,52.4
Norway,NOR,2007,52.2
Norway,NOR,2008,50.8
Norway,NOR,2009,51
Norway,NOR,2010,50.8
Norway,NOR,2011,51.1
Norway,NOR,2012,49.3
Norway,NOR,2013,47.3
Panama,PAN,1955,3.6
Panama,PAN,1956,4.1
Panama,PAN,1957,5.3
Panama,PAN,1958,4.8
Panama,PAN,1959,3.4
Panama,PAN,1960,3.6
Panama,PAN,1961,5.7
Panama,PAN,1962,4.4
Panama,PAN,1963,4.4
Panama,PAN,1964,4.2
Panama,PAN,1965,5.8
Panama,PAN,1966,4.9
Panama,PAN,1967,4.5
Panama,PAN,1968,4.5
Panama,PAN,1969,4.3
Panama,PAN,1970,5.7
Panama,PAN,1971,5
Panama,PAN,1972,6.5
Panama,PAN,1973,5.8
Panama,PAN,1974,6.4
Panama,PAN,1975,6.8
Panama,PAN,1976,6.5
Panama,PAN,1977,7.5
Panama,PAN,1978,7
Panama,PAN,1979,8.6
Panama,PAN,1980,9.8
Panama,PAN,1981,7.5
Panama,PAN,1982,8.8
Panama,PAN,1983,8.9
Panama,PAN,1984,8.9
Panama,PAN,1985,8.3
Panama,PAN,1986,10.4
Panama,PAN,1987,8.9
Panama,PAN,1988,9.3
Panama,PAN,1989,9.9
Panama,PAN,1996,9.1
Panama,PAN,1997,8.1
Panama,PAN,1998,9.5
Panama,PAN,1999,9.1
Panama,PAN,2000,8.1
Panama,PAN,2001,8.9
Panama,PAN,2002,9.3
Panama,PAN,2003,10.2
Panama,PAN,2004,9.4
Panama,PAN,2005,9.8
Panama,PAN,2006,10.2
Panama,PAN,2007,10.4
Panama,PAN,2008,11.1
Panama,PAN,2009,8.7
Panama,PAN,2010,9.5
Panama,PAN,2011,9.6
Panama,PAN,2012,9.5
Panama,PAN,2013,9.2
Paraguay,PRY,1995,6.7
Paraguay,PRY,1996,6.4
Paraguay,PRY,1997,7.7
Paraguay,PRY,1998,7
Paraguay,PRY,1999,8.3
Paraguay,PRY,2000,8.2
Paraguay,PRY,2001,8.4
Paraguay,PRY,2002,7.7
Paraguay,PRY,2003,9.8
Paraguay,PRY,2004,8.4
Paraguay,PRY,2005,9.3
Paraguay,PRY,2006,9.7
Paraguay,PRY,2007,9.3
Paraguay,PRY,2008,10.4
Paraguay,PRY,2009,11.5
Paraguay,PRY,2010,11.7
Paraguay,PRY,2011,11.5
Paraguay,PRY,2012,10.7
Paraguay,PRY,2013,12.2
Peru,PER,1966,3.3
Peru,PER,1967,3.3
Peru,PER,1968,3.3
Peru,PER,1969,3.4
Peru,PER,1970,3.4
Peru,PER,1971,3.6
Peru,PER,1972,2.8
Peru,PER,1973,3.5
Peru,PER,1977,3.3
Peru,PER,1978,3.2
Peru,PER,1980,3.8
Peru,PER,1981,3.4
Peru,PER,1982,3.7
Peru,PER,1983,2.8
Peru,PER,1986,4.8
Peru,PER,1987,3.9
Peru,PER,1988,4.1
Peru,PER,1989,4
Peru,PER,1990,2.7
Peru,PER,1991,3
Peru,PER,1992,3.8
Peru,PER,1994,3.6
Peru,PER,1995,5.1
Peru,PER,1996,5.1
Peru,PER,1997,4.6
Peru,PER,1998,5
Peru,PER,1999,2.3
Peru,PER,2000,5.1
Peru,PER,2001,4.5
Peru,PER,2002,4
Peru,PER,2003,4.8
Peru,PER,2004,5.3
Peru,PER,2005,6.1
Peru,PER,2006,5.6
Peru,PER,2007,5.9
Peru,PER,2008,6.5
Peru,PER,2009,6.6
Peru,PER,2010,6.7
Peru,PER,2011,6.5
Peru,PER,2012,6.5
Peru,PER,2013,5.9
Philippines,PHL,1963,0.4
Philippines,PHL,1964,1.8
Philippines,PHL,1965,2
Philippines,PHL,1966,2.1
Philippines,PHL,1968,2.3
Philippines,PHL,1969,2.3
Philippines,PHL,1992,8.8
Philippines,PHL,1993,8.9
Philippines,PHL,1994,10.1
