Entity,Code,Year,Suite of Food Security Indicators: Domestic food price volatility (index) - Value (FAO (2017)) (index)
Paraguay,PRY,2007,19.8
Paraguay,PRY,2008,17.8
Paraguay,PRY,2009,15.7
Paraguay,PRY,2010,14.7
Paraguay,PRY,2011,16.7
Paraguay,PRY,2012,10
Paraguay,PRY,2013,11.2
Peru,PER,2000,4
Peru,PER,2001,3.8
Peru,PER,2002,4.8
Peru,PER,2003,4.9
Peru,PER,2004,5.7
Peru,PER,2005,4.9
Peru,PER,2006,7.1
Peru,PER,2007,4.3
Peru,PER,2008,6.4
Peru,PER,2009,7.7
Peru,PER,2010,3.1
Peru,PER,2011,5.2
Peru,PER,2012,5.3
Peru,PER,2013,5.1
Peru,PER,2014,3.4
Philippines,PHL,2000,3.3
Philippines,PHL,2001,4.3
Philippines,PHL,2002,3.8
Philippines,PHL,2003,3.4
Philippines,PHL,2004,5.2
Philippines,PHL,2005,4.5
Philippines,PHL,2006,6.7
Philippines,PHL,2007,4.5
Philippines,PHL,2008,6.5
Philippines,PHL,2009,7.3
Philippines,PHL,2010,3.1
Philippines,PHL,2011,57
Philippines,PHL,2012,3.1
Philippines,PHL,2013,4.8
Philippines,PHL,2014,2.6
Poland,POL,2000,5.4
Poland,POL,2001,6.6
Poland,POL,2002,7.7
Poland,POL,2003,6
Poland,POL,2004,9.6
Poland,POL,2005,6.4
Poland,POL,2006,7.5
Poland,POL,2007,7.2
Poland,POL,2008,7.7
Poland,POL,2009,9.5
Poland,POL,2010,3.8
Poland,POL,2011,7.4
Poland,POL,2012,7.1
Poland,POL,2013,6.7
Poland,POL,2014,7
Portugal,PRT,2000,8.2
Portugal,PRT,2001,6.5
Portugal,PRT,2002,5.6
Portugal,PRT,2003,8.3
Portugal,PRT,2004,8.2
Portugal,PRT,2005,6.7
Portugal,PRT,2006,7.5
Portugal,PRT,2007,7.8
Portugal,PRT,2008,7.1
Portugal,PRT,2009,7.9
Portugal,PRT,2010,5.8
Portugal,PRT,2011,5
Portugal,PRT,2012,5.7
Portugal,PRT,2013,9.2
Portugal,PRT,2014,9
Qatar,QAT,2002,14.7
Qatar,QAT,2003,14.9
Qatar,QAT,2004,11
Qatar,QAT,2005,18.4
Qatar,QAT,2006,21
Qatar,QAT,2007,16.5
Qatar,QAT,2008,14.5
Qatar,QAT,2009,12
Qatar,QAT,2010,8.3
Qatar,QAT,2011,7.2
Qatar,QAT,2012,8.9
Qatar,QAT,2013,9.2
Qatar,QAT,2014,6.3
Romania,ROU,2000,12.6
Romania,ROU,2001,7.2
Romania,ROU,2002,7.8
Romania,ROU,2003,7.2
Romania,ROU,2004,5.9
Romania,ROU,2005,6.4
Romania,ROU,2006,7.4
Romania,ROU,2007,5.6
Romania,ROU,2008,5.9
Romania,ROU,2009,6.2
Romania,ROU,2010,4.4
Romania,ROU,2011,6.8
Romania,ROU,2012,7.3
Romania,ROU,2013,7.3
Romania,ROU,2014,4.3
Russia,RUS,2000,6.3
Russia,RUS,2001,6.6
Russia,RUS,2002,6.6
Russia,RUS,2003,5.5
Russia,RUS,2004,4.7
Russia,RUS,2005,7.5
Russia,RUS,2006,8.6
Russia,RUS,2007,9.2
Russia,RUS,2008,10.1
Russia,RUS,2009,7.9
Russia,RUS,2010,3.9
Russia,RUS,2011,5.2
Russia,RUS,2012,5.1
Russia,RUS,2013,5.5
Russia,RUS,2014,5.2
Rwanda,RWA,2000,15.3
Rwanda,RWA,2001,27.3
Rwanda,RWA,2002,11.9
Rwanda,RWA,2003,10.6
Rwanda,RWA,2004,8.6
Rwanda,RWA,2005,22.1
Rwanda,RWA,2006,19.1
Rwanda,RWA,2007,12
Rwanda,RWA,2008,13.7
Rwanda,RWA,2009,13
Rwanda,RWA,2010,14.7
Rwanda,RWA,2011,14.8
Rwanda,RWA,2012,11.8
Rwanda,RWA,2013,10.5
Saint Kitts and Nevis,KNA,2000,8
Saint Kitts and Nevis,KNA,2001,8.3
Saint Lucia,LCA,2000,12.3
Saint Lucia,LCA,2001,9.9
Saint Lucia,LCA,2002,15
Saint Lucia,LCA,2003,7.4
Saint Lucia,LCA,2004,8.9
Saint Lucia,LCA,2005,10.2
Saint Lucia,LCA,2006,55.1
Saint Lucia,LCA,2007,11.7
Saint Lucia,LCA,2008,13.8
Saint Lucia,LCA,2009,10
Saint Lucia,LCA,2010,10.9
Saint Lucia,LCA,2011,6.1
Saint Lucia,LCA,2012,8.7
Saint Lucia,LCA,2013,9.7
Saint Lucia,LCA,2014,12.3
Saint Vincent and the Grenadines,VCT,2000,7.9
Saint Vincent and the Grenadines,VCT,2001,5.4
Saint Vincent and the Grenadines,VCT,2002,7
Saint Vincent and the Grenadines,VCT,2003,6.4
Saint Vincent and the Grenadines,VCT,2004,5.7
Saint Vincent and the Grenadines,VCT,2005,5.3
Saint Vincent and the Grenadines,VCT,2006,7.1
Saint Vincent and the Grenadines,VCT,2007,8.1
Saint Vincent and the Grenadines,VCT,2008,8.3
Saint Vincent and the Grenadines,VCT,2009,8.3
Saint Vincent and the Grenadines,VCT,2010,3.9
Saint Vincent and the Grenadines,VCT,2011,20.3
Saint Vincent and the Grenadines,VCT,2012,4.5
Saint Vincent and the Grenadines,VCT,2013,8.2
Saint Vincent and the Grenadines,VCT,2014,4.8
Sao Tome and Principe,STP,2001,11
Sao Tome and Principe,STP,2002,8.4
Sao Tome and Principe,STP,2003,4.5
Sao Tome and Principe,STP,2004,9.8
Sao Tome and Principe,STP,2005,15.8
Sao Tome and Principe,STP,2006,17.7
Sao Tome and Principe,STP,2007,7.6
Sao Tome and Principe,STP,2008,9
Sao Tome and Principe,STP,2009,7.3
Sao Tome and Principe,STP,2010,5
Sao Tome and Principe,STP,2011,50.5
Saudi Arabia,SAU,2000,5.6
Saudi Arabia,SAU,2001,6
Saudi Arabia,SAU,2002,6.5
Saudi Arabia,SAU,2003,10.8
Saudi Arabia,SAU,2004,11.3
Saudi Arabia,SAU,2005,4.9
Saudi Arabia,SAU,2006,5.8
Saudi Arabia,SAU,2007,8.5
Saudi Arabia,SAU,2008,7.9
Saudi Arabia,SAU,2009,8.4
Saudi Arabia,SAU,2010,6.1
Saudi Arabia,SAU,2011,6.3
Saudi Arabia,SAU,2012,6.7
Saudi Arabia,SAU,2013,16.1
Saudi Arabia,SAU,2014,3.8
Senegal,SEN,2000,14.9
Senegal,SEN,2001,11.7
Senegal,SEN,2002,10.8
Senegal,SEN,2003,10.1
Senegal,SEN,2004,11.8
Senegal,SEN,2005,9.8
Senegal,SEN,2006,16.4
Senegal,SEN,2007,13.3
Senegal,SEN,2008,10
Senegal,SEN,2009,13.7
Senegal,SEN,2010,9.9
Senegal,SEN,2011,4.5
Senegal,SEN,2012,6.6
Senegal,SEN,2013,7
Senegal,SEN,2014,8.7
Serbia,SRB,2000,23.7
Serbia,SRB,2001,21.6
Serbia,SRB,2002,16.7
Serbia,SRB,2003,14.5
Serbia,SRB,2004,14.4
Serbia,SRB,2005,12.4
Serbia,SRB,2006,10.8
Serbia,SRB,2007,11.8
Serbia,SRB,2008,13.7
Serbia,SRB,2009,13.4
Serbia,SRB,2010,8.3
Serbia,SRB,2011,11.4
Serbia,SRB,2012,8.5
Seychelles,SYC,2000,9.8
Seychelles,SYC,2001,11.7
Seychelles,SYC,2002,15.5
Seychelles,SYC,2003,9.3
Seychelles,SYC,2004,11.8
Seychelles,SYC,2005,8.7
Seychelles,SYC,2006,10.9
Seychelles,SYC,2007,7.6
Seychelles,SYC,2008,22.6
Seychelles,SYC,2009,14.9
Seychelles,SYC,2010,9
Seychelles,SYC,2011,5
Seychelles,SYC,2012,6.6
Seychelles,SYC,2013,7.2
Sierra Leone,SLE,2000,13.7
Sierra Leone,SLE,2001,84.5
Sierra Leone,SLE,2002,14.9
Sierra Leone,SLE,2003,8.4
Sierra Leone,SLE,2004,16.7
Sierra Leone,SLE,2005,21.4
Sierra Leone,SLE,2006,14.2
Sierra Leone,SLE,2007,12.6
Sierra Leone,SLE,2008,9.7
Sierra Leone,SLE,2009,10.6
Sierra Leone,SLE,2010,10.9
Sierra Leone,SLE,2011,9
Sierra Leone,SLE,2012,5.5
Sierra Leone,SLE,2013,4.4
Sierra Leone,SLE,2014,3.3
Singapore,SGP,2000,5.2
Singapore,SGP,2001,8.2
Singapore,SGP,2002,5.2
Singapore,SGP,2003,4.6
Singapore,SGP,2004,7
Singapore,SGP,2005,6
Singapore,SGP,2006,7.9
Singapore,SGP,2007,6.5
Singapore,SGP,2008,8.3
Singapore,SGP,2009,9.7
Singapore,SGP,2010,5.7
Singapore,SGP,2011,6.1
Singapore,SGP,2012,2.7
Singapore,SGP,2013,5.8
Singapore,SGP,2014,4
Slovakia,SVK,2000,7.4
Slovakia,SVK,2001,9.6
Slovakia,SVK,2002,7
Slovakia,SVK,2003,6.6
Slovakia,SVK,2004,5
Slovakia,SVK,2005,4.9
Slovakia,SVK,2006,8.3
Slovakia,SVK,2007,7.4
Slovakia,SVK,2008,9.7
Slovakia,SVK,2009,10.5
Slovakia,SVK,2010,8.4
Slovakia,SVK,2011,6.9
Slovakia,SVK,2012,8
Slovakia,SVK,2013,7.3
Slovakia,SVK,2014,9.2
Slovenia,SVN,2000,4.2
Slovenia,SVN,2001,6
Slovenia,SVN,2002,6.7
Slovenia,SVN,2003,8.2
Slovenia,SVN,2004,8.5
Slovenia,SVN,2005,10
Slovenia,SVN,2006,6.6
Slovenia,SVN,2007,7.9
Slovenia,SVN,2008,10.8
Slovenia,SVN,2009,10.8
Slovenia,SVN,2010,7.2
Slovenia,SVN,2011,12.4
Slovenia,SVN,2012,9.3
Slovenia,SVN,2013,10.9
Slovenia,SVN,2014,9.4
Small island developing States,,2000,7.1
Small island developing States,,2001,3.5
Small island developing States,,2002,3.7
Small island developing States,,2003,6.4
Small island developing States,,2004,13
Small island developing States,,2005,3.5
Small island developing States,,2006,5.9
Small island developing States,,2007,12.4
Small island developing States,,2008,7.1
Small island developing States,,2009,5.4
Small island developing States,,2010,12.2
Small island developing States,,2011,6.6
Small island developing States,,2012,3.5
Small island developing States,,2013,6.1
Small island developing States,,2014,15.8
South Africa,ZAF,2000,7.1
South Africa,ZAF,2001,6
South Africa,ZAF,2002,6.5
South Africa,ZAF,2003,4.7
South Africa,ZAF,2004,6.6
South Africa,ZAF,2005,5.8
South Africa,ZAF,2006,5.2
South Africa,ZAF,2007,2.5
South Africa,ZAF,2008,14.3
South Africa,ZAF,2009,60
South Africa,ZAF,2010,5.5
South Africa,ZAF,2011,6.3
South Africa,ZAF,2012,6
South Africa,ZAF,2013,7.3
South Africa,ZAF,2014,6.2
South America,,2000,4.2
South America,,2001,6
South America,,2002,4.2
South America,,2003,5.3
South America,,2004,4.7
South America,,2005,5.4
South America,,2006,4.9
South America,,2007,4
South America,,2008,7.1
South America,,2009,6.6
South America,,2010,6.1
South America,,2011,3.5
South America,,2012,3.4
South America,,2013,5.1
South America,,2014,8.7
South Asia (exc India),,2000,10.6
South Asia (exc India),,2001,8.9
South Asia (exc India),,2002,8.9
South Asia (exc India),,2003,8.1
South Asia (exc India),,2004,5.2
South Asia (exc India),,2005,15.2
South Asia (exc India),,2006,8.4
South Asia (exc India),,2007,95.2
South Asia (exc India),,2008,9.1
South Asia (exc India),,2009,11
South Asia (exc India),,2010,5.9
South Asia (exc India),,2011,7.5
South Asia (exc India),,2012,5.6
South Asia (exc India),,2013,7
South Asia (exc India),,2014,20.9
South Korea,KOR,2000,9
South Korea,KOR,2001,8.6
South Korea,KOR,2002,9.3
South Korea,KOR,2003,10.8
South Korea,KOR,2004,9.4
South Korea,KOR,2005,52.5
South Korea,KOR,2006,17.3
South Korea,KOR,2007,14
South Korea,KOR,2008,9.8
South Korea,KOR,2009,13.5
South Korea,KOR,2010,13.5
South Korea,KOR,2011,17.4
South Korea,KOR,2012,12.8
South Korea,KOR,2013,14.2
South Korea,KOR,2014,9.1
South-Eastern Asia,,2000,6.3
South-Eastern Asia,,2001,6.5
South-Eastern Asia,,2002,7.6
South-Eastern Asia,,2003,4.8
South-Eastern Asia,,2004,5.1
South-Eastern Asia,,2005,9.3
South-Eastern Asia,,2006,7
South-Eastern Asia,,2007,4
South-Eastern Asia,,2008,13.6
South-Eastern Asia,,2009,8.2
South-Eastern Asia,,2010,6.3
South-Eastern Asia,,2011,10.7
South-Eastern Asia,,2012,3.2
South-Eastern Asia,,2013,8.1
South-Eastern Asia,,2014,11.7
Southern Africa,,2000,7.1
Southern Africa,,2001,7.5
Southern Africa,,2002,5.9
Southern Africa,,2003,4.4
Southern Africa,,2004,6
Southern Africa,,2005,5.5
Southern Africa,,2006,5.1
Southern Africa,,2007,2.5
Southern Africa,,2008,12.9
Southern Africa,,2009,54.6
Southern Africa,,2010,4.9
Southern Africa,,2011,5.7
Southern Africa,,2012,5.4
Southern Africa,,2013,6.6
Southern Africa,,2014,5.3
Southern Asia,,2000,6.7
Southern Asia,,2001,5.1
Southern Asia,,2002,5.9
Southern Asia,,2003,4.8
Southern Asia,,2004,4.2
Southern Asia,,2005,9.2
Southern Asia,,2006,6.8
Southern Asia,,2007,41.4
Southern Asia,,2008,6.7
Southern Asia,,2009,8.6
Southern Asia,,2010,3.5
Southern Asia,,2011,3.2
Southern Asia,,2012,4.8
Southern Asia,,2013,5.4
Southern Asia,,2014,13.7
Spain,ESP,2000,4.6
Spain,ESP,2001,14.8
Spain,ESP,2002,4.3
Spain,ESP,2003,7.1
Spain,ESP,2004,7.9
Spain,ESP,2005,6.2
Spain,ESP,2006,6.5
Spain,ESP,2007,6.1
Spain,ESP,2008,5.2
Spain,ESP,2009,8
Spain,ESP,2010,5.5
Spain,ESP,2011,4.5
Spain,ESP,2012,6.2
Spain,ESP,2013,7.2
Spain,ESP,2014,8.4
Sri Lanka,LKA,2000,5.9
Sri Lanka,LKA,2001,7.5
Sri Lanka,LKA,2002,8.3
Sri Lanka,LKA,2003,7.8
Sri Lanka,LKA,2004,5.8
Sri Lanka,LKA,2005,5.4
Sri Lanka,LKA,2006,8.1
Sri Lanka,LKA,2007,66.3
Sri Lanka,LKA,2008,12.3
Sri Lanka,LKA,2009,11.2
Sri Lanka,LKA,2010,6.8
Sri Lanka,LKA,2011,7.9
Sri Lanka,LKA,2012,9
Sri Lanka,LKA,2013,9.1
Sri Lanka,LKA,2014,8.3
Sub-Saharan Africa,,2000,7.7
Sub-Saharan Africa,,2001,7.7
Sub-Saharan Africa,,2002,6.1
Sub-Saharan Africa,,2003,5.6
Sub-Saharan Africa,,2004,9.2
Sub-Saharan Africa,,2005,9
Sub-Saharan Africa,,2006,7.1
Sub-Saharan Africa,,2007,6.7
Sub-Saharan Africa,,2008,8.5
Sub-Saharan Africa,,2009,14.1
Sub-Saharan Africa,,2010,3.4
Sub-Saharan Africa,,2011,4.8
Sub-Saharan Africa,,2012,4.3
Sub-Saharan Africa,,2013,6.2
Suriname,SUR,2001,20.5
Suriname,SUR,2002,18.6
Suriname,SUR,2003,18.6
Suriname,SUR,2004,16.8
Suriname,SUR,2005,8.5
Suriname,SUR,2006,15.7
Suriname,SUR,2007,21
Suriname,SUR,2008,15.1
Suriname,SUR,2009,13.3
Suriname,SUR,2010,13.9
Suriname,SUR,2011,15.2
Suriname,SUR,2012,9.4
Suriname,SUR,2013,9.7
Sweden,SWE,2000,4.3
Sweden,SWE,2001,4.2
Sweden,SWE,2002,6.8
Sweden,SWE,2003,6.3
Sweden,SWE,2004,6.5
Sweden,SWE,2005,7.9
Sweden,SWE,2006,8.3
Sweden,SWE,2007,7.9
Sweden,SWE,2008,8.6
Sweden,SWE,2009,8.4
Sweden,SWE,2010,7.4
Sweden,SWE,2011,4.4
Sweden,SWE,2012,6.7
Sweden,SWE,2013,6.3
Sweden,SWE,2014,6.7
Switzerland,CHE,2000,6.2
Switzerland,CHE,2001,6.7
Switzerland,CHE,2002,5.7
Switzerland,CHE,2003,5.8
Switzerland,CHE,2004,7.3
Switzerland,CHE,2005,7.4
Switzerland,CHE,2006,7.7
Switzerland,CHE,2007,8
Switzerland,CHE,2008,5.8
Switzerland,CHE,2009,9.5
Switzerland,CHE,2010,7.4
Switzerland,CHE,2011,6.6
Switzerland,CHE,2012,6.6
Switzerland,CHE,2013,6.9
Switzerland,CHE,2014,6.6
Tanzania,TZA,2000,7.1
Tanzania,TZA,2001,7.5
Tanzania,TZA,2002,7.6
Tanzania,TZA,2003,7.1
Tanzania,TZA,2004,21.3
Tanzania,TZA,2005,5
Tanzania,TZA,2006,10.1
Tanzania,TZA,2007,11
Tanzania,TZA,2008,8.1
Tanzania,TZA,2009,8.5
Tanzania,TZA,2010,12
Tanzania,TZA,2011,4.9
Tanzania,TZA,2012,4.9
Tanzania,TZA,2013,7
Tanzania,TZA,2014,4.8
Thailand,THA,2000,3.7
Thailand,THA,2001,4.2
Thailand,THA,2002,3.7
Thailand,THA,2003,4.6
Thailand,THA,2004,7.6
Thailand,THA,2005,6
Thailand,THA,2006,10.2
Thailand,THA,2007,5.9
Thailand,THA,2008,9.2
Thailand,THA,2009,9.1
Thailand,THA,2010,4.4
Thailand,THA,2011,6.3
Thailand,THA,2012,6.5
Thailand,THA,2013,5.2
Thailand,THA,2014,2.8
Togo,TGO,2000,26.1
Togo,TGO,2001,26.4
Togo,TGO,2002,26.1
Togo,TGO,2003,23.4
Togo,TGO,2004,19.4
Togo,TGO,2005,25
Togo,TGO,2006,27.4
Togo,TGO,2007,29.5
Togo,TGO,2008,33.7
Togo,TGO,2009,29.9
Togo,TGO,2010,29.8
Togo,TGO,2011,20.7
Togo,TGO,2012,16.9
Togo,TGO,2013,10.9
Togo,TGO,2014,15.5
Trinidad and Tobago,TTO,2000,12.8
Trinidad and Tobago,TTO,2001,14.3
Trinidad and Tobago,TTO,2002,8
Trinidad and Tobago,TTO,2003,9.2
Trinidad and Tobago,TTO,2004,10
Trinidad and Tobago,TTO,2005,14.3
Trinidad and Tobago,TTO,2006,10.6
Trinidad and Tobago,TTO,2007,11.7
Trinidad and Tobago,TTO,2008,13.6
Trinidad and Tobago,TTO,2009,13.6
Trinidad and Tobago,TTO,2010,20.8
Trinidad and Tobago,TTO,2011,14.1
Trinidad and Tobago,TTO,2012,14.8
Trinidad and Tobago,TTO,2013,16.5
Tunisia,TUN,2000,4.2
Tunisia,TUN,2001,2.9
Tunisia,TUN,2002,4
Tunisia,TUN,2003,5.3
Tunisia,TUN,2004,5.5
Tunisia,TUN,2005,7
Tunisia,TUN,2006,7.3
Tunisia,TUN,2007,6.9
Tunisia,TUN,2008,5.8
Tunisia,TUN,2009,9.5
Tunisia,TUN,2010,4.1
Tunisia,TUN,2011,3.8
Tunisia,TUN,2012,7.2
Tunisia,TUN,2013,7.3
Tunisia,TUN,2014,4.7
Turkey,TUR,2000,19.8
Turkey,TUR,2001,15.4
Turkey,TUR,2002,25.2
Turkey,TUR,2003,19.1
Turkey,TUR,2004,15.1
Turkey,TUR,2005,33.5
Turkey,TUR,2006,13.9
Turkey,TUR,2007,14.4
Turkey,TUR,2008,14.4
Turkey,TUR,2009,13
Turkey,TUR,2010,19
Turkey,TUR,2011,23
Turkey,TUR,2012,16
Turkey,TUR,2013,14.8
Turkey,TUR,2014,12.9
Uganda,UGA,2000,19
Uganda,UGA,2001,17.4
Uganda,UGA,2002,12.2
Uganda,UGA,2003,16.5
Uganda,UGA,2004,15.2
Uganda,UGA,2005,19.8
Uganda,UGA,2006,25
Uganda,UGA,2007,26.8
Uganda,UGA,2008,16.5
Uganda,UGA,2009,15.4
Uganda,UGA,2010,18.7
Uganda,UGA,2011,25.7
Uganda,UGA,2012,22.5
Uganda,UGA,2013,18.2
Uganda,UGA,2014,21.8
Ukraine,UKR,2000,8.7
Ukraine,UKR,2001,6.4
Ukraine,UKR,2002,7.2
Ukraine,UKR,2003,5.7
Ukraine,UKR,2004,4.8
Ukraine,UKR,2005,4.7
Ukraine,UKR,2006,8.5
Ukraine,UKR,2007,8.1
Ukraine,UKR,2008,11.3
Ukraine,UKR,2009,10.5
Ukraine,UKR,2010,7.8
Ukraine,UKR,2011,6.4
Ukraine,UKR,2012,5.1
Ukraine,UKR,2013,4.5
Ukraine,UKR,2014,3.9
United Kingdom,GBR,2000,7.4
United Kingdom,GBR,2001,8.8
United Kingdom,GBR,2002,4.7
United Kingdom,GBR,2003,4.5
United Kingdom,GBR,2004,4.4
United Kingdom,GBR,2005,6.6
United Kingdom,GBR,2006,5.1
United Kingdom,GBR,2007,6
United Kingdom,GBR,2008,7.8
United Kingdom,GBR,2009,8.6
United Kingdom,GBR,2010,5.8
United Kingdom,GBR,2011,7.1
United Kingdom,GBR,2012,5.7
United Kingdom,GBR,2013,4.2
United Kingdom,GBR,2014,5
United States,USA,2000,0
United States,USA,2001,0
United States,USA,2002,0
United States,USA,2003,0
United States,USA,2004,0
United States,USA,2005,0
United States,USA,2006,0
United States,USA,2007,0
United States,USA,2008,0
United States,USA,2009,0
United States,USA,2010,0
United States,USA,2011,0
United States,USA,2012,0
United States,USA,2013,0
United States,USA,2014,0
Uruguay,URY,2000,5.1
Uruguay,URY,2001,8.8
Uruguay,URY,2002,8.3
Uruguay,URY,2003,11.1
Uruguay,URY,2004,9.1
Uruguay,URY,2005,6.2
Uruguay,URY,2006,7.7
Uruguay,URY,2007,7.9
Uruguay,URY,2008,10.2
Uruguay,URY,2009,15.1
Uruguay,URY,2010,10.6
Uruguay,URY,2011,5.3
Uruguay,URY,2012,8.9
Uruguay,URY,2013,6.5
Uruguay,URY,2014,6.4
Venezuela,VEN,2000,6.6
Venezuela,VEN,2001,8.6
Venezuela,VEN,2002,10.7
Venezuela,VEN,2003,19.3
Venezuela,VEN,2004,10.7
Venezuela,VEN,2005,11.7
Venezuela,VEN,2006,19.3
Venezuela,VEN,2007,17.2
Venezuela,VEN,2008,14.1
Venezuela,VEN,2009,10.4
Venezuela,VEN,2010,20.9
Venezuela,VEN,2011,6.8
Venezuela,VEN,2012,6.1
Venezuela,VEN,2013,12.3
Venezuela,VEN,2014,12.8
West Asia,,2000,10.2
West Asia,,2001,8.8
West Asia,,2002,13.5
West Asia,,2003,10.7
West Asia,,2004,17.8
West Asia,,2005,15.9
West Asia,,2006,28.6
West Asia,,2007,13
West Asia,,2008,19.6
West Asia,,2009,17.8
West Asia,,2010,10.1
West Asia,,2011,11.1
West Asia,,2012,10.6
West Asia,,2013,15.5
West Asia,,2014,13.8
Western Africa,,2000,9.1
Western Africa,,2001,13
Western Africa,,2002,11.2
Western Africa,,2003,8.9
Western Africa,,2004,14.3
Western Africa,,2005,14.6
Western Africa,,2006,11.4
Western Africa,,2007,13
Western Africa,,2008,12.3
Western Africa,,2009,8.5
Western Africa,,2010,5.2
Western Africa,,2011,10.1
Western Africa,,2012,8.2
Western Africa,,2013,3.8
World,OWID_WRL,2000,3.6
World,OWID_WRL,2001,6.2
World,OWID_WRL,2002,5.4
World,OWID_WRL,2003,7.1
World,OWID_WRL,2004,7.8
World,OWID_WRL,2005,6.3
World,OWID_WRL,2006,9.8
World,OWID_WRL,2007,5.6
World,OWID_WRL,2008,6.8
World,OWID_WRL,2009,9.9
World,OWID_WRL,2010,6.5
World,OWID_WRL,2011,5.7
World,OWID_WRL,2012,6.9
World,OWID_WRL,2013,7.8
World,OWID_WRL,2014,6.4
Yemen,YEM,2004,17.1
Yemen,YEM,2005,19.5
Yemen,YEM,2006,35
Yemen,YEM,2007,22.2
Yemen,YEM,2008,33.2
Yemen,YEM,2009,9.7
Yemen,YEM,2010,13.9
Yemen,YEM,2011,12
Yemen,YEM,2012,15.3
Yemen,YEM,2013,11
Zambia,ZMB,2000,9.2
Zambia,ZMB,2001,14.2
Zambia,ZMB,2002,40
Zambia,ZMB,2003,9.7
Zambia,ZMB,2004,6.1
Zambia,ZMB,2005,4.2
Zambia,ZMB,2006,7.1
Zambia,ZMB,2007,8.4
Zambia,ZMB,2008,9.7
Zambia,ZMB,2009,8.7
Zambia,ZMB,2010,5.2
Zambia,ZMB,2011,5.7
Zambia,ZMB,2012,13.7
Zambia,ZMB,2013,3.2
