Entity,Code,Year,Crops - Avocados - 572 - Production - 5510 - tonnes (tonnes)
France,FRA,1998,70
France,FRA,1999,77
France,FRA,2000,1498
France,FRA,2001,1611
France,FRA,2002,1459
France,FRA,2003,940
France,FRA,2004,1176
France,FRA,2005,980
France,FRA,2006,996
France,FRA,2007,957
France,FRA,2008,1411
France,FRA,2009,2347
France,FRA,2010,1983
France,FRA,2011,1256
France,FRA,2012,980
France,FRA,2013,980
France,FRA,2014,957
France,FRA,2015,941
France,FRA,2016,1926
France,FRA,2017,2568
France,FRA,2018,2518
French Guiana,GUF,1961,50
French Guiana,GUF,1962,50
French Guiana,GUF,1963,50
French Guiana,GUF,1964,50
French Guiana,GUF,1965,50
French Guiana,GUF,1966,50
French Guiana,GUF,1967,50
French Guiana,GUF,1968,60
French Guiana,GUF,1969,60
French Guiana,GUF,1970,60
French Guiana,GUF,1971,60
French Guiana,GUF,1972,80
French Guiana,GUF,1973,90
French Guiana,GUF,1974,150
French Guiana,GUF,1975,150
French Guiana,GUF,1976,75
French Guiana,GUF,1977,70
French Guiana,GUF,1978,60
French Guiana,GUF,1979,60
French Guiana,GUF,1980,60
French Guiana,GUF,1981,40
French Guiana,GUF,1982,32
French Guiana,GUF,1983,32
French Guiana,GUF,1984,33
French Guiana,GUF,1985,30
French Guiana,GUF,1986,35
French Guiana,GUF,1987,35
French Guiana,GUF,1988,56
French Guiana,GUF,1989,50
French Guiana,GUF,1990,52
French Guiana,GUF,1991,29
French Guiana,GUF,1992,69
French Guiana,GUF,1993,132
French Guiana,GUF,1994,147
French Guiana,GUF,1995,247
French Guiana,GUF,1996,247
French Guiana,GUF,1997,208
French Guiana,GUF,1998,247
French Guiana,GUF,1999,247
French Guiana,GUF,2000,208
French Guiana,GUF,2001,185
French Guiana,GUF,2002,250
French Guiana,GUF,2003,483
French Guiana,GUF,2004,803
French Guiana,GUF,2005,1087
French Guiana,GUF,2006,1347
French Guiana,GUF,2007,1571
French Guiana,GUF,2008,1744
French Guiana,GUF,2009,1886
French Guiana,GUF,2010,1760
French Guiana,GUF,2011,1836
French Guiana,GUF,2012,1600
French Guiana,GUF,2013,1200
French Guiana,GUF,2014,900
French Guiana,GUF,2015,900
French Guiana,GUF,2016,900
French Guiana,GUF,2017,900
French Guiana,GUF,2018,1491
French Polynesia,PYF,1987,28
French Polynesia,PYF,1988,37
French Polynesia,PYF,1989,57
French Polynesia,PYF,1990,57
French Polynesia,PYF,1991,61
French Polynesia,PYF,1992,40
French Polynesia,PYF,1993,50
French Polynesia,PYF,1994,62
French Polynesia,PYF,1995,70
French Polynesia,PYF,1996,75
French Polynesia,PYF,1997,78
French Polynesia,PYF,1998,67
French Polynesia,PYF,1999,70
French Polynesia,PYF,2000,77
French Polynesia,PYF,2001,82
French Polynesia,PYF,2002,86
French Polynesia,PYF,2003,87
French Polynesia,PYF,2004,88
French Polynesia,PYF,2005,88
French Polynesia,PYF,2006,91
French Polynesia,PYF,2007,132
French Polynesia,PYF,2008,147
French Polynesia,PYF,2009,150
French Polynesia,PYF,2010,97
French Polynesia,PYF,2011,100
French Polynesia,PYF,2012,105
French Polynesia,PYF,2013,110
French Polynesia,PYF,2014,110
French Polynesia,PYF,2015,114
French Polynesia,PYF,2016,120
French Polynesia,PYF,2017,118
French Polynesia,PYF,2018,119
Ghana,GHA,1961,4000
Ghana,GHA,1962,4000
Ghana,GHA,1963,4000
Ghana,GHA,1964,4000
Ghana,GHA,1965,3861
Ghana,GHA,1966,4064
Ghana,GHA,1967,3759
Ghana,GHA,1968,4000
Ghana,GHA,1969,4000
Ghana,GHA,1970,4000
Ghana,GHA,1971,4000
Ghana,GHA,1972,4000
Ghana,GHA,1973,4000
Ghana,GHA,1974,4000
Ghana,GHA,1975,4000
Ghana,GHA,1976,4000
Ghana,GHA,1977,4000
Ghana,GHA,1978,4000
Ghana,GHA,1979,4000
Ghana,GHA,1980,4000
Ghana,GHA,1981,4000
Ghana,GHA,1982,4500
Ghana,GHA,1983,4000
Ghana,GHA,1984,4300
Ghana,GHA,1985,4500
Ghana,GHA,1986,5000
Ghana,GHA,1987,5500
Ghana,GHA,1988,5700
Ghana,GHA,1989,5800
Ghana,GHA,1990,5900
Ghana,GHA,1991,6000
Ghana,GHA,1992,6100
Ghana,GHA,1993,6200
Ghana,GHA,1994,6268
Ghana,GHA,1995,6300
Ghana,GHA,1996,6442
Ghana,GHA,1997,6535
Ghana,GHA,1998,6627
Ghana,GHA,1999,6718
Ghana,GHA,2000,6832
Ghana,GHA,2001,6936
Ghana,GHA,2002,6919
Ghana,GHA,2003,7084
Ghana,GHA,2004,7224
Ghana,GHA,2005,7371
Ghana,GHA,2006,7350
Ghana,GHA,2007,7900
Ghana,GHA,2008,8000
Ghana,GHA,2009,8118
Ghana,GHA,2010,8272
Ghana,GHA,2011,8500
Ghana,GHA,2012,8750
Ghana,GHA,2013,8704
Ghana,GHA,2014,8700
Ghana,GHA,2015,8810
Ghana,GHA,2016,9109
Ghana,GHA,2017,9253
Ghana,GHA,2018,9385
Greece,GRC,1981,500
Greece,GRC,1982,500
Greece,GRC,1983,500
Greece,GRC,1984,500
Greece,GRC,1985,746
Greece,GRC,1986,565
Greece,GRC,1987,488
Greece,GRC,1988,941
Greece,GRC,1989,727
Greece,GRC,1990,812
Greece,GRC,1991,1608
Greece,GRC,1992,1678
Greece,GRC,1993,1944
Greece,GRC,1994,2010
Greece,GRC,1995,1453
Greece,GRC,1996,1511
Greece,GRC,1997,1562
Greece,GRC,1998,1544
Greece,GRC,1999,1473
Greece,GRC,2000,1925
Greece,GRC,2001,1471
Greece,GRC,2002,1578
Greece,GRC,2003,1596
Greece,GRC,2004,1635
Greece,GRC,2005,1538
Greece,GRC,2006,1534
Greece,GRC,2007,1538
Greece,GRC,2008,1427
Greece,GRC,2009,1427
Greece,GRC,2010,1431
Greece,GRC,2011,1427
Greece,GRC,2012,1478
Greece,GRC,2013,1415
Greece,GRC,2014,1474
Greece,GRC,2015,1542
Greece,GRC,2016,1731
Greece,GRC,2017,1756
Greece,GRC,2018,1640
Grenada,GRD,1961,2000
Grenada,GRD,1962,2000
Grenada,GRD,1963,2050
Grenada,GRD,1964,2050
Grenada,GRD,1965,2100
Grenada,GRD,1966,2110
Grenada,GRD,1967,2120
Grenada,GRD,1968,2120
Grenada,GRD,1969,2125
Grenada,GRD,1970,2125
Grenada,GRD,1971,2130
Grenada,GRD,1972,2050
Grenada,GRD,1973,2041
Grenada,GRD,1974,1705
Grenada,GRD,1975,1370
Grenada,GRD,1976,907
Grenada,GRD,1977,989
Grenada,GRD,1978,1243
Grenada,GRD,1979,1234
Grenada,GRD,1980,1354
Grenada,GRD,1981,1423
Grenada,GRD,1982,1495
Grenada,GRD,1983,1571
Grenada,GRD,1984,1587
Grenada,GRD,1985,1619
Grenada,GRD,1986,1525
Grenada,GRD,1987,1718
Grenada,GRD,1988,1552
Grenada,GRD,1989,1597
Grenada,GRD,1990,1677
Grenada,GRD,1991,1759
Grenada,GRD,1992,1583
Grenada,GRD,1993,1504
Grenada,GRD,1994,1549
Grenada,GRD,1995,1582
Grenada,GRD,1996,1600
Grenada,GRD,1997,1500
Grenada,GRD,1998,1567
Grenada,GRD,1999,1582
Grenada,GRD,2000,1576
Grenada,GRD,2001,1577
Grenada,GRD,2002,1574
Grenada,GRD,2003,1573
Grenada,GRD,2004,1572
Grenada,GRD,2005,1570
Grenada,GRD,2006,1568
Grenada,GRD,2007,1600
Grenada,GRD,2008,1561
Grenada,GRD,2009,1556
Grenada,GRD,2010,1550
Grenada,GRD,2011,1545
Grenada,GRD,2012,1525
Grenada,GRD,2013,1541
Grenada,GRD,2014,1546
Grenada,GRD,2015,1547
Grenada,GRD,2016,1551
Grenada,GRD,2017,1550
Grenada,GRD,2018,1549
Guadeloupe,GLP,1961,100
Guadeloupe,GLP,1962,100
Guadeloupe,GLP,1963,100
Guadeloupe,GLP,1964,150
Guadeloupe,GLP,1965,150
Guadeloupe,GLP,1966,150
Guadeloupe,GLP,1967,150
Guadeloupe,GLP,1968,200
Guadeloupe,GLP,1969,200
Guadeloupe,GLP,1970,200
Guadeloupe,GLP,1971,200
Guadeloupe,GLP,1972,300
Guadeloupe,GLP,1973,280
Guadeloupe,GLP,1974,280
Guadeloupe,GLP,1975,280
Guadeloupe,GLP,1976,220
Guadeloupe,GLP,1977,240
Guadeloupe,GLP,1978,240
Guadeloupe,GLP,1979,34
Guadeloupe,GLP,1980,33
Guadeloupe,GLP,1981,44
Guadeloupe,GLP,1982,50
Guadeloupe,GLP,1983,92
Guadeloupe,GLP,1984,201
Guadeloupe,GLP,1985,168
Guadeloupe,GLP,1986,297
Guadeloupe,GLP,1987,186
Guadeloupe,GLP,1988,173
Guadeloupe,GLP,1989,104
Guadeloupe,GLP,1990,86
Guadeloupe,GLP,1991,246
Guadeloupe,GLP,1992,268
Guadeloupe,GLP,1993,270
Guadeloupe,GLP,1994,240
Guadeloupe,GLP,1995,239
Guadeloupe,GLP,1996,245
Guadeloupe,GLP,1997,280
Guadeloupe,GLP,1998,265
Guadeloupe,GLP,1999,245
Guadeloupe,GLP,2000,241
Guadeloupe,GLP,2001,237
Guadeloupe,GLP,2002,235
Guadeloupe,GLP,2003,233
Guadeloupe,GLP,2004,232
Guadeloupe,GLP,2005,231
Guadeloupe,GLP,2006,228
Guadeloupe,GLP,2007,223
Guadeloupe,GLP,2008,221
Guadeloupe,GLP,2009,217
Guadeloupe,GLP,2010,214
Guadeloupe,GLP,2011,211
Guadeloupe,GLP,2012,190
Guadeloupe,GLP,2013,209
Guadeloupe,GLP,2014,200
Guadeloupe,GLP,2015,205
Guadeloupe,GLP,2016,213
Guadeloupe,GLP,2017,211
Guadeloupe,GLP,2018,210
Guam,GUM,1961,6
Guam,GUM,1962,6
Guam,GUM,1963,7
Guam,GUM,1964,7
Guam,GUM,1965,8
Guam,GUM,1982,92
Guam,GUM,1983,55
Guam,GUM,1984,59
Guam,GUM,1985,56
Guam,GUM,1986,88
Guam,GUM,1987,95
Guam,GUM,1988,96
Guam,GUM,1990,0
Guam,GUM,1991,0
Guam,GUM,1992,0
Guatemala,GTM,1961,12200
Guatemala,GTM,1962,13100
Guatemala,GTM,1963,13900
Guatemala,GTM,1964,14200
Guatemala,GTM,1965,14800
Guatemala,GTM,1966,16400
Guatemala,GTM,1967,15800
Guatemala,GTM,1968,15800
Guatemala,GTM,1969,17000
Guatemala,GTM,1970,17700
Guatemala,GTM,1971,19000
Guatemala,GTM,1972,20000
Guatemala,GTM,1973,21000
Guatemala,GTM,1974,21000
Guatemala,GTM,1975,21500
Guatemala,GTM,1976,20000
Guatemala,GTM,1977,22600
Guatemala,GTM,1978,22500
Guatemala,GTM,1979,16628
Guatemala,GTM,1980,21072
Guatemala,GTM,1981,22380
Guatemala,GTM,1982,23000
Guatemala,GTM,1983,23300
Guatemala,GTM,1984,24000
Guatemala,GTM,1985,25500
Guatemala,GTM,1986,25068
Guatemala,GTM,1987,25569
Guatemala,GTM,1988,21000
Guatemala,GTM,1989,23000
Guatemala,GTM,1990,26000
Guatemala,GTM,1991,29000
Guatemala,GTM,1992,22477
Guatemala,GTM,1993,23368
Guatemala,GTM,1994,23380
Guatemala,GTM,1995,24288
Guatemala,GTM,1996,24293
Guatemala,GTM,1997,24389
Guatemala,GTM,1998,25498
Guatemala,GTM,1999,26408
Guatemala,GTM,2000,26277
Guatemala,GTM,2001,39562
Guatemala,GTM,2002,47128
Guatemala,GTM,2003,65980
Guatemala,GTM,2004,58913
Guatemala,GTM,2005,58967
Guatemala,GTM,2006,95064
Guatemala,GTM,2007,96524
Guatemala,GTM,2008,94914
Guatemala,GTM,2009,94302
Guatemala,GTM,2010,94302
Guatemala,GTM,2011,96769
Guatemala,GTM,2012,94605
Guatemala,GTM,2013,103698
Guatemala,GTM,2014,108214
Guatemala,GTM,2015,115099
Guatemala,GTM,2016,122184
Guatemala,GTM,2017,127480
Guatemala,GTM,2018,124931
Guyana,GUY,1961,300
Guyana,GUY,1962,310
Guyana,GUY,1963,320
Guyana,GUY,1964,330
Guyana,GUY,1965,340
Guyana,GUY,1966,350
Guyana,GUY,1967,360
Guyana,GUY,1968,370
Guyana,GUY,1969,380
Guyana,GUY,1970,387
Guyana,GUY,1971,390
Guyana,GUY,1972,400
Guyana,GUY,1973,410
Guyana,GUY,1974,380
Guyana,GUY,1975,400
Guyana,GUY,1976,410
Guyana,GUY,1977,410
Guyana,GUY,1978,420
Guyana,GUY,1979,430
Guyana,GUY,1980,440
Guyana,GUY,1981,445
Guyana,GUY,1982,450
Guyana,GUY,1983,460
Guyana,GUY,1984,460
Guyana,GUY,1985,465
Guyana,GUY,1986,470
Guyana,GUY,1987,480
Guyana,GUY,1988,480
Guyana,GUY,1989,480
Guyana,GUY,1990,460
Guyana,GUY,1991,440
Guyana,GUY,1992,420
Guyana,GUY,1993,400
Guyana,GUY,1994,360
Guyana,GUY,1995,329
Guyana,GUY,1996,282
Guyana,GUY,1997,330
Guyana,GUY,1998,490
Guyana,GUY,1999,529
Guyana,GUY,2000,757
Guyana,GUY,2001,421
Guyana,GUY,2002,500
Guyana,GUY,2003,413
Guyana,GUY,2004,382
Guyana,GUY,2005,480
Guyana,GUY,2006,369
Guyana,GUY,2007,327
Guyana,GUY,2008,319
Guyana,GUY,2009,297
Guyana,GUY,2010,185
Guyana,GUY,2011,167
Guyana,GUY,2012,73
Guyana,GUY,2013,211
Guyana,GUY,2014,577
Guyana,GUY,2015,460
Guyana,GUY,2016,1383
Guyana,GUY,2017,5874
Guyana,GUY,2018,8586
Haiti,HTI,1961,40000
Haiti,HTI,1962,40000
Haiti,HTI,1963,41000
Haiti,HTI,1964,42000
Haiti,HTI,1965,43000
Haiti,HTI,1966,44000
Haiti,HTI,1967,45000
Haiti,HTI,1968,46000
Haiti,HTI,1969,47000
Haiti,HTI,1970,48000
Haiti,HTI,1971,49000
Haiti,HTI,1972,50000
Haiti,HTI,1973,52000
Haiti,HTI,1974,53000
Haiti,HTI,1975,54000
Haiti,HTI,1976,55000
Haiti,HTI,1977,55000
Haiti,HTI,1978,55000
Haiti,HTI,1979,57000
Haiti,HTI,1980,58000
Haiti,HTI,1981,59000
Haiti,HTI,1982,61000
Haiti,HTI,1983,62000
Haiti,HTI,1984,65000
Haiti,HTI,1985,62000
Haiti,HTI,1986,62000
Haiti,HTI,1987,61000
Haiti,HTI,1988,60000
Haiti,HTI,1989,58000
Haiti,HTI,1990,57000
Haiti,HTI,1991,49601
Haiti,HTI,1992,45000
Haiti,HTI,1993,45725
Haiti,HTI,1994,45454
Haiti,HTI,1995,45824
Haiti,HTI,1996,46056
Haiti,HTI,1997,49012
Haiti,HTI,1998,45974
Haiti,HTI,1999,45920
Haiti,HTI,2000,45000
Haiti,HTI,2001,42000
Haiti,HTI,2002,51100
Haiti,HTI,2003,51000
Haiti,HTI,2004,47000
Haiti,HTI,2005,54000
Haiti,HTI,2006,54000
Haiti,HTI,2007,58000
Haiti,HTI,2008,45000
Haiti,HTI,2009,56446
Haiti,HTI,2010,62837
Haiti,HTI,2011,71526
Haiti,HTI,2012,80230
Haiti,HTI,2013,88253
Haiti,HTI,2014,97078
Haiti,HTI,2015,88520
Haiti,HTI,2016,91284
Haiti,HTI,2017,92294
Haiti,HTI,2018,90699
Honduras,HND,1961,3586
Honduras,HND,1962,3683
Honduras,HND,1963,3823
Honduras,HND,1964,3960
Honduras,HND,1965,4104
Honduras,HND,1966,4245
Honduras,HND,1967,4412
Honduras,HND,1968,4567
Honduras,HND,1969,4673
Honduras,HND,1970,4901
Honduras,HND,1971,3710
Honduras,HND,1972,4200
Honduras,HND,1973,4200
Honduras,HND,1974,4500
Honduras,HND,1975,4600
Honduras,HND,1976,4800
Honduras,HND,1977,5200
Honduras,HND,1978,5400
Honduras,HND,1979,5600
Honduras,HND,1980,5800
Honduras,HND,1981,5800
Honduras,HND,1982,6000
Honduras,HND,1983,6200
Honduras,HND,1984,6300
Honduras,HND,1985,6500
Honduras,HND,1986,6700
Honduras,HND,1987,5000
Honduras,HND,1988,4000
Honduras,HND,1989,3000
Honduras,HND,1990,2280
Honduras,HND,1991,2513
Honduras,HND,1992,2486
Honduras,HND,1993,797
Honduras,HND,1994,800
Honduras,HND,1995,800
Honduras,HND,1996,800
Honduras,HND,1997,800
Honduras,HND,1998,800
Honduras,HND,1999,800
Honduras,HND,2000,750
Honduras,HND,2001,750
Honduras,HND,2002,896
Honduras,HND,2003,1007
Honduras,HND,2004,1124
Honduras,HND,2005,1241
Honduras,HND,2006,1400
Honduras,HND,2007,1638
Honduras,HND,2008,1650
Honduras,HND,2009,1700
Honduras,HND,2010,1614
Honduras,HND,2011,1354
Honduras,HND,2012,1258
Honduras,HND,2013,1185
Honduras,HND,2014,980
Honduras,HND,2015,1600
Honduras,HND,2016,2960
Honduras,HND,2017,1847
Honduras,HND,2018,1618
Indonesia,IDN,1961,30000
Indonesia,IDN,1962,30000
Indonesia,IDN,1963,30000
Indonesia,IDN,1964,35000
Indonesia,IDN,1965,35000
Indonesia,IDN,1966,50000
Indonesia,IDN,1967,50000
Indonesia,IDN,1968,50000
Indonesia,IDN,1969,40000
Indonesia,IDN,1970,33000
Indonesia,IDN,1971,28000
Indonesia,IDN,1972,36000
Indonesia,IDN,1973,40000
Indonesia,IDN,1974,55400
Indonesia,IDN,1975,55800
Indonesia,IDN,1976,44000
Indonesia,IDN,1977,57600
Indonesia,IDN,1978,47000
Indonesia,IDN,1979,39019
Indonesia,IDN,1980,46373
Indonesia,IDN,1981,72192
Indonesia,IDN,1982,51465
Indonesia,IDN,1983,45745
Indonesia,IDN,1984,58097
Indonesia,IDN,1985,62802
Indonesia,IDN,1986,71100
Indonesia,IDN,1987,56600
Indonesia,IDN,1988,62520
Indonesia,IDN,1989,61302
Indonesia,IDN,1990,84592
Indonesia,IDN,1991,91420
Indonesia,IDN,1992,93267
Indonesia,IDN,1993,92721
Indonesia,IDN,1994,102037
Indonesia,IDN,1995,162697
Indonesia,IDN,1996,143151
Indonesia,IDN,1997,129952
Indonesia,IDN,1998,130950
Indonesia,IDN,1999,126104
Indonesia,IDN,2000,145795
Indonesia,IDN,2001,141703
Indonesia,IDN,2002,238182
Indonesia,IDN,2003,255959
Indonesia,IDN,2004,221774
Indonesia,IDN,2005,227577
Indonesia,IDN,2006,239463
Indonesia,IDN,2007,201635
Indonesia,IDN,2008,244215
Indonesia,IDN,2009,257642
Indonesia,IDN,2010,224278
Indonesia,IDN,2011,275953
Indonesia,IDN,2012,294200
Indonesia,IDN,2013,289901
Indonesia,IDN,2014,307326
Indonesia,IDN,2015,382530
Indonesia,IDN,2016,304938
Indonesia,IDN,2017,363157
Indonesia,IDN,2018,410094
Israel,ISR,1961,800
Israel,ISR,1962,1200
Israel,ISR,1963,1550
Israel,ISR,1964,1550
Israel,ISR,1965,1400
Israel,ISR,1966,2300
Israel,ISR,1967,3500
Israel,ISR,1968,4750
Israel,ISR,1969,5200
Israel,ISR,1970,4100
Israel,ISR,1971,7600
Israel,ISR,1972,11750
Israel,ISR,1973,12350
Israel,ISR,1974,15000
Israel,ISR,1975,17050
Israel,ISR,1976,18500
Israel,ISR,1977,21800
Israel,ISR,1978,24200
Israel,ISR,1979,32900
Israel,ISR,1980,32000
Israel,ISR,1981,8000
Israel,ISR,1982,40100
Israel,ISR,1983,61600
Israel,ISR,1984,52500
Israel,ISR,1985,77200
Israel,ISR,1986,68000
Israel,ISR,1987,134700
Israel,ISR,1988,35800
Israel,ISR,1989,20000
Israel,ISR,1990,48000
Israel,ISR,1991,52700
Israel,ISR,1992,74880
Israel,ISR,1993,47590
Israel,ISR,1994,49400
Israel,ISR,1995,56750
Israel,ISR,1996,76000
Israel,ISR,1997,79347
Israel,ISR,1998,65684
Israel,ISR,1999,55900
Israel,ISR,2000,81303
Israel,ISR,2001,78600
Israel,ISR,2002,94230
Israel,ISR,2003,59470
Israel,ISR,2004,73160
Israel,ISR,2005,85640
Israel,ISR,2006,84909
Israel,ISR,2007,85913
Israel,ISR,2008,53130
Israel,ISR,2009,84968
Israel,ISR,2010,69545
Israel,ISR,2011,75287
Israel,ISR,2012,77500
Israel,ISR,2013,80000
Israel,ISR,2014,91035
Israel,ISR,2015,93000
Israel,ISR,2016,101500
Israel,ISR,2017,110000
Israel,ISR,2018,131720
Jamaica,JAM,1961,2887
Jamaica,JAM,1962,2315
Jamaica,JAM,1963,2315
Jamaica,JAM,1964,2588
Jamaica,JAM,1965,2452
Jamaica,JAM,1966,2588
Jamaica,JAM,1967,2452
Jamaica,JAM,1968,2043
Jamaica,JAM,1969,2315
Jamaica,JAM,1970,2452
Jamaica,JAM,1971,2452
Jamaica,JAM,1972,2452
Jamaica,JAM,1973,2500
Jamaica,JAM,1974,2500
Jamaica,JAM,1975,2500
Jamaica,JAM,1976,2600
Jamaica,JAM,1977,2600
Jamaica,JAM,1978,2600
Jamaica,JAM,1979,2700
Jamaica,JAM,1980,2700
Jamaica,JAM,1981,2800
Jamaica,JAM,1982,2800
Jamaica,JAM,1983,2900
Jamaica,JAM,1984,2900
Jamaica,JAM,1985,3000
Jamaica,JAM,1986,3000
Jamaica,JAM,1987,3000
Jamaica,JAM,1988,3000
Jamaica,JAM,1989,3200
Jamaica,JAM,1990,3064
Jamaica,JAM,1991,3500
Jamaica,JAM,1992,3500
Jamaica,JAM,1993,4000
Jamaica,JAM,1994,3687
Jamaica,JAM,1995,3636
Jamaica,JAM,1996,3583
Jamaica,JAM,1997,3528
Jamaica,JAM,1998,3472
Jamaica,JAM,1999,3414
Jamaica,JAM,2000,3356
Jamaica,JAM,2001,3295
Jamaica,JAM,2002,3234
Jamaica,JAM,2003,3172
Jamaica,JAM,2004,3110
Jamaica,JAM,2005,3046
Jamaica,JAM,2006,2983
Jamaica,JAM,2007,2918
Jamaica,JAM,2008,2854
Jamaica,JAM,2009,2790
Jamaica,JAM,2010,2726
Jamaica,JAM,2011,2662
Jamaica,JAM,2012,2500
Jamaica,JAM,2013,2577
Jamaica,JAM,2014,2600
Jamaica,JAM,2015,2497
Jamaica,JAM,2016,2448
Jamaica,JAM,2017,2395
Jamaica,JAM,2018,2349
Kenya,KEN,1961,16000
Kenya,KEN,1962,16000
Kenya,KEN,1963,16000
Kenya,KEN,1964,16000
Kenya,KEN,1965,16000
Kenya,KEN,1966,16000
Kenya,KEN,1967,16000
Kenya,KEN,1968,16000
Kenya,KEN,1969,16000
Kenya,KEN,1970,16000
Kenya,KEN,1971,16000
Kenya,KEN,1972,16000
Kenya,KEN,1973,17000
Kenya,KEN,1974,17000
Kenya,KEN,1975,17000
Kenya,KEN,1976,17000
Kenya,KEN,1977,17000
Kenya,KEN,1978,18000
Kenya,KEN,1979,20000
Kenya,KEN,1980,20000
Kenya,KEN,1981,20000
Kenya,KEN,1982,20000
Kenya,KEN,1983,22000
Kenya,KEN,1984,22000
Kenya,KEN,1985,22000
Kenya,KEN,1986,22000
Kenya,KEN,1987,23000
Kenya,KEN,1988,23000
Kenya,KEN,1989,23000
Kenya,KEN,1990,22980
Kenya,KEN,1991,19170
Kenya,KEN,1992,20628
Kenya,KEN,1993,39116
Kenya,KEN,1994,14296
Kenya,KEN,1995,27267
Kenya,KEN,1996,31351
Kenya,KEN,1997,37283
Kenya,KEN,1998,48477
Kenya,KEN,1999,53670
Kenya,KEN,2000,52030
Kenya,KEN,2001,54400
Kenya,KEN,2002,52431
Kenya,KEN,2003,70948
Kenya,KEN,2004,80316
Kenya,KEN,2005,100277
Kenya,KEN,2006,103935
Kenya,KEN,2007,93639
Kenya,KEN,2008,103523
Kenya,KEN,2009,145204
Kenya,KEN,2010,202294
Kenya,KEN,2011,149241
Kenya,KEN,2012,166948
Kenya,KEN,2013,177799
Kenya,KEN,2014,218692
Kenya,KEN,2015,136420
Kenya,KEN,2016,176045
Kenya,KEN,2017,217688
Kenya,KEN,2018,233933
Land Locked Developing Countries,,1961,11700
Land Locked Developing Countries,,1962,11810
Land Locked Developing Countries,,1963,9850
Land Locked Developing Countries,,1964,10160
Land Locked Developing Countries,,1965,10420
Land Locked Developing Countries,,1966,10950
Land Locked Developing Countries,,1967,11290
Land Locked Developing Countries,,1968,13310
Land Locked Developing Countries,,1969,15020
Land Locked Developing Countries,,1970,16750
Land Locked Developing Countries,,1971,17390
Land Locked Developing Countries,,1972,18050
Land Locked Developing Countries,,1973,18500
Land Locked Developing Countries,,1974,18900
Land Locked Developing Countries,,1975,19200
Land Locked Developing Countries,,1976,19805
Land Locked Developing Countries,,1977,19405
Land Locked Developing Countries,,1978,19735
Land Locked Developing Countries,,1979,21535
Land Locked Developing Countries,,1980,21260
Land Locked Developing Countries,,1981,20695
Land Locked Developing Countries,,1982,21040
Land Locked Developing Countries,,1983,21633
Land Locked Developing Countries,,1984,22989
Land Locked Developing Countries,,1985,23306
Land Locked Developing Countries,,1986,23693
Land Locked Developing Countries,,1987,24181
Land Locked Developing Countries,,1988,23612
Land Locked Developing Countries,,1989,24146
Land Locked Developing Countries,,1990,24557
Land Locked Developing Countries,,1991,102238
Land Locked Developing Countries,,1992,102795
Land Locked Developing Countries,,1993,103576
Land Locked Developing Countries,,1994,104789
Land Locked Developing Countries,,1995,104335
Land Locked Developing Countries,,1996,104039
Land Locked Developing Countries,,1997,104104
Land Locked Developing Countries,,1998,108058
Land Locked Developing Countries,,1999,110935
Land Locked Developing Countries,,2000,190312
Land Locked Developing Countries,,2001,127014
Land Locked Developing Countries,,2002,129864
Land Locked Developing Countries,,2003,128686
Land Locked Developing Countries,,2004,128418
Land Locked Developing Countries,,2005,141415
Land Locked Developing Countries,,2006,149103
Land Locked Developing Countries,,2007,158661
Land Locked Developing Countries,,2008,153710
Land Locked Developing Countries,,2009,163356
Land Locked Developing Countries,,2010,179546
Land Locked Developing Countries,,2011,200045
Land Locked Developing Countries,,2012,150735
Land Locked Developing Countries,,2013,148008
Land Locked Developing Countries,,2014,190124
Land Locked Developing Countries,,2015,200888
Land Locked Developing Countries,,2016,200809
Land Locked Developing Countries,,2017,199627
Land Locked Developing Countries,,2018,191430
Least Developed Countries,,1961,54200
Least Developed Countries,,1962,54200
Least Developed Countries,,1963,53200
Least Developed Countries,,1964,54200
Least Developed Countries,,1965,59250
Least Developed Countries,,1966,60250
Least Developed Countries,,1967,62260
Least Developed Countries,,1968,64250
Least Developed Countries,,1969,65450
Least Developed Countries,,1970,68200
Least Developed Countries,,1971,68944
Least Developed Countries,,1972,72957
Least Developed Countries,,1973,77170
Least Developed Countries,,1974,87255
Least Developed Countries,,1975,102115
Least Developed Countries,,1976,95125
Least Developed Countries,,1977,96640
Least Developed Countries,,1978,98405
Least Developed Countries,,1979,106820
Least Developed Countries,,1980,112100
Least Developed Countries,,1981,111600
Least Developed Countries,,1982,114660
Least Developed Countries,,1983,118480
Least Developed Countries,,1984,123319
Least Developed Countries,,1985,121300
Least Developed Countries,,1986,123300
Least Developed Countries,,1987,124900
Least Developed Countries,,1988,125000
Least Developed Countries,,1989,125500
Least Developed Countries,,1990,120800
Least Developed Countries,,1991,222333
Least Developed Countries,,1992,224997
Least Developed Countries,,1993,233678
Least Developed Countries,,1994,239396
Least Developed Countries,,1995,212081
Least Developed Countries,,1996,212592
Least Developed Countries,,1997,218836
Least Developed Countries,,1998,220822
Least Developed Countries,,1999,224604
Least Developed Countries,,2000,300533
Least Developed Countries,,2001,233367
Least Developed Countries,,2002,243663
Least Developed Countries,,2003,247851
Least Developed Countries,,2004,245278
Least Developed Countries,,2005,266633
Least Developed Countries,,2006,274929
Least Developed Countries,,2007,290309
Least Developed Countries,,2008,272448
Least Developed Countries,,2009,292362
Least Developed Countries,,2010,315819
Least Developed Countries,,2011,345981
