Entity,Code,Year,"Adult literacy rate, population 15+ years, female (%) (%)"
Ukraine,UKR,2014,99.7208023071289
Ukraine,UKR,2015,99.7397079467773
United Arab Emirates,ARE,1975,38.124870300293
United Arab Emirates,ARE,1985,68.6612777709961
United Arab Emirates,ARE,2005,91.4747467041016
United Arab Emirates,ARE,2015,95.0763397216797
Upper middle income,,1985,75.46728515625
Upper middle income,,1986,75.46728515625
Upper middle income,,1987,75.46728515625
Upper middle income,,1988,75.46728515625
Upper middle income,,1989,75.46728515625
Upper middle income,,1990,75.46728515625
Upper middle income,,1991,75.46728515625
Upper middle income,,1992,75.46728515625
Upper middle income,,1993,75.46728515625
Upper middle income,,1994,75.46728515625
Upper middle income,,1995,87.3636474609375
Upper middle income,,1996,87.3636474609375
Upper middle income,,1997,87.3636474609375
Upper middle income,,1998,87.3636474609375
Upper middle income,,1999,87.3636474609375
Upper middle income,,2000,87.3636474609375
Upper middle income,,2001,87.3636474609375
Upper middle income,,2002,87.3636474609375
Upper middle income,,2003,87.3636474609375
Upper middle income,,2004,87.3636474609375
Upper middle income,,2005,92.3570022583008
Upper middle income,,2006,92.3570022583008
Upper middle income,,2007,92.3570022583008
Upper middle income,,2008,92.3570022583008
Upper middle income,,2009,92.3570022583008
Upper middle income,,2010,92.3570022583008
Upper middle income,,2011,92.3570022583008
Upper middle income,,2012,92.3570022583008
Upper middle income,,2013,92.3570022583008
Upper middle income,,2014,92.3570022583008
Uruguay,URY,1975,94.3045196533203
Uruguay,URY,1985,95.8815383911133
Uruguay,URY,1996,97.2709579467773
Uruguay,URY,2006,98.084358215332
Uruguay,URY,2007,98.2419281005859
Uruguay,URY,2008,98.4636611938477
Uruguay,URY,2009,98.6060180664063
Uruguay,URY,2010,98.4909515380859
Uruguay,URY,2011,98.6190795898438
Uruguay,URY,2012,98.6605529785156
Uruguay,URY,2013,98.6364288330078
Uruguay,URY,2014,98.8090515136719
Uruguay,URY,2015,98.8039093017578
Uzbekistan,UZB,2000,98.1385803222656
Uzbekistan,UZB,2013,99.9958724975586
Uzbekistan,UZB,2014,99.9759902954102
Uzbekistan,UZB,2015,99.9958267211914
Vanuatu,VUT,1979,47.7825889587402
Vanuatu,VUT,1994,65.4662628173828
Vanuatu,VUT,2004,76.0346527099609
Vanuatu,VUT,2014,83.0927429199219
Vanuatu,VUT,2015,83.6761779785156
Venezuela,VEN,1981,83.0046615600586
Venezuela,VEN,1990,89.0048522949219
Venezuela,VEN,2001,92.7159805297852
Venezuela,VEN,2007,94.9296417236328
Venezuela,VEN,2009,95.3504028320313
Venezuela,VEN,2011,95.0288772583008
Venezuela,VEN,2015,95.7081832885742
Vietnam,VNM,1979,78.1403884887695
Vietnam,VNM,1989,82.8293914794922
Vietnam,VNM,1999,86.9200820922852
Vietnam,VNM,2000,86.610107421875
Vietnam,VNM,2009,91.3790893554688
Vietnam,VNM,2015,92.8436584472656
World,OWID_WRL,1985,69.5044021606445
World,OWID_WRL,1986,69.5044021606445
World,OWID_WRL,1987,69.5044021606445
World,OWID_WRL,1988,69.5044021606445
World,OWID_WRL,1989,69.5044021606445
World,OWID_WRL,1990,69.5044021606445
World,OWID_WRL,1991,69.5044021606445
World,OWID_WRL,1992,69.5044021606445
World,OWID_WRL,1993,69.5044021606445
World,OWID_WRL,1994,69.5044021606445
World,OWID_WRL,1995,76.9485626220703
World,OWID_WRL,1996,76.9485626220703
World,OWID_WRL,1997,76.9485626220703
World,OWID_WRL,1998,76.9485626220703
World,OWID_WRL,1999,76.9485626220703
World,OWID_WRL,2000,76.9485626220703
World,OWID_WRL,2001,76.9485626220703
World,OWID_WRL,2002,76.9485626220703
World,OWID_WRL,2003,76.9485626220703
World,OWID_WRL,2004,76.9485626220703
World,OWID_WRL,2005,81.4823913574219
World,OWID_WRL,2006,81.4823913574219
World,OWID_WRL,2007,81.4823913574219
World,OWID_WRL,2008,81.4823913574219
World,OWID_WRL,2009,81.4823913574219
World,OWID_WRL,2010,81.4823913574219
World,OWID_WRL,2011,81.4823913574219
World,OWID_WRL,2012,81.4823913574219
World,OWID_WRL,2013,81.4823913574219
World,OWID_WRL,2014,81.4823913574219
Yemen,YEM,1994,17.0595607757568
Yemen,YEM,2004,35.0687103271484
Yemen,YEM,2014,53.2951583862305
Yemen,YEM,2015,54.8506317138672
Zambia,ZMB,1990,57.3577194213867
Zambia,ZMB,1999,59.802848815918
Zambia,ZMB,2002,61.8392791748047
Zambia,ZMB,2007,51.7869682312012
Zambia,ZMB,2010,77.7466430664063
Zambia,ZMB,2015,80.5669708251953
Zimbabwe,ZWE,1982,71.8539276123047
Zimbabwe,ZWE,1992,78.5170211791992
Zimbabwe,ZWE,2011,80.0656585693359
Zimbabwe,ZWE,2015,85.2851333618164
