Entity,Code,Year,"Crops - Peas, dry - 187 - Yield - 5419 - hg/ha (tonnes per hectare)"
Lebanon,LBN,2010,3.0145
Lebanon,LBN,2011,3.2863
Lebanon,LBN,2012,3.471
Lebanon,LBN,2013,3.6627
Lebanon,LBN,2014,4.7945
Lebanon,LBN,2015,5.2752
Lebanon,LBN,2016,3.9959000000000002
Lebanon,LBN,2017,4.1882
Lebanon,LBN,2018,4.307300000000001
Lesotho,LSO,1961,0.7127
Lesotho,LSO,1962,0.625
Lesotho,LSO,1963,0.5909
Lesotho,LSO,1964,0.5455
Lesotho,LSO,1965,0.5
Lesotho,LSO,1966,0.5909
Lesotho,LSO,1967,0.5518000000000001
Lesotho,LSO,1968,0.5829
Lesotho,LSO,1969,0.4526
Lesotho,LSO,1970,0.36560000000000004
Lesotho,LSO,1971,0.4167
Lesotho,LSO,1972,0.3
Lesotho,LSO,1973,0.4
Lesotho,LSO,1974,0.7037
Lesotho,LSO,1975,0.5798
Lesotho,LSO,1976,0.5687
Lesotho,LSO,1977,0.9906
Lesotho,LSO,1978,1.0182
Lesotho,LSO,1979,1.2024000000000001
Lesotho,LSO,1980,0.7756000000000001
Lesotho,LSO,1981,0.683
Lesotho,LSO,1982,0.4929
Lesotho,LSO,1983,0.3874
Lesotho,LSO,1984,0.4606
Lesotho,LSO,1985,0.4516
Lesotho,LSO,1986,0.4289
Lesotho,LSO,1987,0.38570000000000004
Lesotho,LSO,1988,0.4811
Lesotho,LSO,1989,0.9787
Lesotho,LSO,1990,0.23620000000000002
Lesotho,LSO,1991,0.0747
Lesotho,LSO,1992,0.56
Lesotho,LSO,1993,0.5433
Lesotho,LSO,1994,0.30860000000000004
Lesotho,LSO,1995,0.2872
Lesotho,LSO,1996,0.9181
Lesotho,LSO,1997,0.7512000000000001
Lesotho,LSO,1998,0.6555000000000001
Lesotho,LSO,1999,0.8532000000000001
Lesotho,LSO,2000,0.7475
Lesotho,LSO,2001,0.8228000000000001
Lesotho,LSO,2002,0.3383
Lesotho,LSO,2003,0.2994
Lesotho,LSO,2004,0.43320000000000003
Lesotho,LSO,2005,0.4158
Lesotho,LSO,2006,0.4441
Lesotho,LSO,2007,0.2993
Lesotho,LSO,2008,0.5996
Lesotho,LSO,2009,0.6890000000000001
Lesotho,LSO,2010,0.6516000000000001
Lesotho,LSO,2011,0.5082
Lesotho,LSO,2012,0.45270000000000005
Lesotho,LSO,2013,0.4298
Lesotho,LSO,2014,0.4036
Lesotho,LSO,2015,0.2577
Lesotho,LSO,2016,0.32370000000000004
Lesotho,LSO,2017,0.6073000000000001
Lesotho,LSO,2018,0.5755
Libya,LBY,1961,1.3333000000000002
Libya,LBY,1962,1
Libya,LBY,1963,1.5
Libya,LBY,1964,1
Libya,LBY,1965,1.2
Libya,LBY,1966,1.6
Libya,LBY,1967,1.6667
Libya,LBY,1968,1.7143000000000002
Libya,LBY,1969,1.7647000000000002
Libya,LBY,1970,1.4706000000000001
Libya,LBY,1971,2.0385
Libya,LBY,1972,2.3149
Libya,LBY,1973,2.3152
Libya,LBY,1974,3.0327
Libya,LBY,1975,2.9022
Libya,LBY,1976,2.8889
Libya,LBY,1977,3.3343000000000003
Libya,LBY,1978,3.0143
Libya,LBY,1979,2.4444
Libya,LBY,1980,2
Libya,LBY,1981,1.8182
Libya,LBY,1982,1.6234000000000002
Libya,LBY,1983,1.4629
Libya,LBY,1984,1.9388
Libya,LBY,1985,2
Libya,LBY,1986,1.9524000000000001
Libya,LBY,1987,1.9091
Libya,LBY,1988,1.7917
Libya,LBY,1989,1.76
Libya,LBY,1990,1.7000000000000002
Libya,LBY,1991,1.6216000000000002
Libya,LBY,1992,1.6279000000000001
Libya,LBY,1993,1.6327
Libya,LBY,1994,1.6667
Libya,LBY,1995,1.6435000000000002
Libya,LBY,1996,1.6386
Libya,LBY,1997,1.6429
Libya,LBY,1998,1.6207
Libya,LBY,1999,1.6
Libya,LBY,2000,1.5806
Libya,LBY,2001,1.5625
Libya,LBY,2002,1.6286
Libya,LBY,2003,1.6286
Libya,LBY,2004,1.6
Libya,LBY,2005,1.6028
Libya,LBY,2006,1.6
Libya,LBY,2007,1.6
Libya,LBY,2008,1.6
Libya,LBY,2009,1.6
Libya,LBY,2010,1.599
Libya,LBY,2011,1.6015000000000001
Libya,LBY,2012,1.6055000000000001
Libya,LBY,2013,1.6059
Libya,LBY,2014,1.5996000000000001
Libya,LBY,2015,1.5998
Libya,LBY,2016,1.6027
Libya,LBY,2017,1.6024
Libya,LBY,2018,1.6021
Lithuania,LTU,1992,1.0866
Lithuania,LTU,1993,1.8506
Lithuania,LTU,1994,0.8571000000000001
Lithuania,LTU,1995,1
Lithuania,LTU,1996,1.331
Lithuania,LTU,1997,1.2933000000000001
Lithuania,LTU,1998,1.6366
Lithuania,LTU,1999,1.4220000000000002
Lithuania,LTU,2000,1.9722000000000002
Lithuania,LTU,2001,1.4778
Lithuania,LTU,2002,2.0109
Lithuania,LTU,2003,2.9189000000000003
Lithuania,LTU,2004,1.913
Lithuania,LTU,2005,1.7154
Lithuania,LTU,2006,1.0676
Lithuania,LTU,2007,1.5513000000000001
Lithuania,LTU,2008,1.9020000000000001
Lithuania,LTU,2009,1.996
Lithuania,LTU,2010,1.5683
Lithuania,LTU,2011,1.7925
Lithuania,LTU,2012,2.0167
Lithuania,LTU,2013,2.1083000000000003
Lithuania,LTU,2014,2.4719
Lithuania,LTU,2015,2.8800000000000003
Lithuania,LTU,2016,2.6765000000000003
Lithuania,LTU,2017,2.912
Lithuania,LTU,2018,2.0124
Low Income Food Deficit Countries,,1961,0.8577
Low Income Food Deficit Countries,,1962,0.8495
Low Income Food Deficit Countries,,1963,0.7618
Low Income Food Deficit Countries,,1964,0.5575
Low Income Food Deficit Countries,,1965,0.7942
Low Income Food Deficit Countries,,1966,0.7272000000000001
Low Income Food Deficit Countries,,1967,0.6334000000000001
Low Income Food Deficit Countries,,1968,0.8621000000000001
Low Income Food Deficit Countries,,1969,0.8748
Low Income Food Deficit Countries,,1970,0.7755000000000001
Low Income Food Deficit Countries,,1971,0.8206
Low Income Food Deficit Countries,,1972,0.7486
Low Income Food Deficit Countries,,1973,0.5778
Low Income Food Deficit Countries,,1974,0.5169
Low Income Food Deficit Countries,,1975,0.6505000000000001
Low Income Food Deficit Countries,,1976,0.6955
Low Income Food Deficit Countries,,1977,0.6566000000000001
Low Income Food Deficit Countries,,1978,0.6185
Low Income Food Deficit Countries,,1979,0.6497
Low Income Food Deficit Countries,,1980,0.6573
Low Income Food Deficit Countries,,1981,0.6956
Low Income Food Deficit Countries,,1982,0.7026
Low Income Food Deficit Countries,,1983,0.7167
Low Income Food Deficit Countries,,1984,0.7227
Low Income Food Deficit Countries,,1985,0.655
Low Income Food Deficit Countries,,1986,0.7225
Low Income Food Deficit Countries,,1987,0.7207
Low Income Food Deficit Countries,,1988,0.7338
Low Income Food Deficit Countries,,1989,0.7812
Low Income Food Deficit Countries,,1990,0.7872
Low Income Food Deficit Countries,,1991,0.9522
Low Income Food Deficit Countries,,1992,0.7984
Low Income Food Deficit Countries,,1993,0.7836000000000001
Low Income Food Deficit Countries,,1994,0.7962
Low Income Food Deficit Countries,,1995,0.8142
Low Income Food Deficit Countries,,1996,0.7439
Low Income Food Deficit Countries,,1997,0.8589
Low Income Food Deficit Countries,,1998,0.7824
Low Income Food Deficit Countries,,1999,0.7563000000000001
Low Income Food Deficit Countries,,2000,0.8909
Low Income Food Deficit Countries,,2001,0.7591
Low Income Food Deficit Countries,,2002,0.8353
Low Income Food Deficit Countries,,2003,0.7889
Low Income Food Deficit Countries,,2004,0.8935000000000001
Low Income Food Deficit Countries,,2005,0.8836
Low Income Food Deficit Countries,,2006,0.8433
Low Income Food Deficit Countries,,2007,0.7959
Low Income Food Deficit Countries,,2008,0.7693
Low Income Food Deficit Countries,,2009,0.8431000000000001
Low Income Food Deficit Countries,,2010,0.8704000000000001
Low Income Food Deficit Countries,,2011,0.8288000000000001
Low Income Food Deficit Countries,,2012,0.9172
Low Income Food Deficit Countries,,2013,1.0443
Low Income Food Deficit Countries,,2014,0.9651000000000001
Low Income Food Deficit Countries,,2015,0.9378000000000001
Low Income Food Deficit Countries,,2016,0.9008
Low Income Food Deficit Countries,,2017,0.9890000000000001
Low Income Food Deficit Countries,,2018,0.9666
Luxembourg,LUX,2000,2.8654
Luxembourg,LUX,2001,3.4696000000000002
Luxembourg,LUX,2002,3.3585000000000003
Luxembourg,LUX,2003,3.7333000000000003
Luxembourg,LUX,2004,3.5772000000000004
Luxembourg,LUX,2005,3.2725
Luxembourg,LUX,2006,3.249
Luxembourg,LUX,2007,2.3043
Luxembourg,LUX,2008,5.9938
Luxembourg,LUX,2009,4.188400000000001
Luxembourg,LUX,2010,2.9766000000000004
Luxembourg,LUX,2011,2.4975
Luxembourg,LUX,2012,2.9127
Luxembourg,LUX,2013,3.6553
Luxembourg,LUX,2014,2.785
Luxembourg,LUX,2015,2.89
Luxembourg,LUX,2016,1.7974
Luxembourg,LUX,2017,2.8985000000000003
Luxembourg,LUX,2018,3.9025000000000003
Macedonia,MKD,1992,1.7713
Macedonia,MKD,1993,1.4727000000000001
Macedonia,MKD,1994,1.7908000000000002
Macedonia,MKD,1995,1.6487
Macedonia,MKD,1996,3.3694
Macedonia,MKD,1997,3.3182
Macedonia,MKD,1998,3.322
Macedonia,MKD,1999,3
Macedonia,MKD,2000,2.3484000000000003
Macedonia,MKD,2001,1.875
Macedonia,MKD,2002,2.08
Macedonia,MKD,2003,2.4967
Macedonia,MKD,2004,1.5253
Macedonia,MKD,2005,1.276
Macedonia,MKD,2006,1.9251
Macedonia,MKD,2007,2.0777
Macedonia,MKD,2008,2.5421
Macedonia,MKD,2009,2.8509
Macedonia,MKD,2010,1.7787000000000002
Macedonia,MKD,2011,2.0453
Macedonia,MKD,2012,1.9720000000000002
Macedonia,MKD,2013,2.1402
Macedonia,MKD,2014,2.2043
Macedonia,MKD,2015,2.1364
Macedonia,MKD,2016,2.1335
Macedonia,MKD,2017,2.1298
Macedonia,MKD,2018,2.1261
Madagascar,MDG,1990,0.8333
Madagascar,MDG,1991,0.9948
Madagascar,MDG,1992,1.0833000000000002
Madagascar,MDG,1993,1.3043
Madagascar,MDG,1994,1.1091
Madagascar,MDG,1995,1.0390000000000001
Madagascar,MDG,1996,1.3636000000000001
Madagascar,MDG,1997,1.3462
Madagascar,MDG,1998,1.4009
Madagascar,MDG,1999,1.4702000000000002
Madagascar,MDG,2000,1.6455000000000002
Madagascar,MDG,2001,1.6122
Madagascar,MDG,2002,1.5536
Madagascar,MDG,2003,1.5539
Madagascar,MDG,2004,1.5915000000000001
Madagascar,MDG,2005,1.2803
Madagascar,MDG,2006,1.3449
Madagascar,MDG,2007,1.3549
Madagascar,MDG,2008,1.3931
Madagascar,MDG,2009,1.4079000000000002
Madagascar,MDG,2010,1.3724
Madagascar,MDG,2011,1.3315000000000001
Madagascar,MDG,2012,1.3145
Madagascar,MDG,2013,1.2976
Madagascar,MDG,2014,1.2886
Madagascar,MDG,2015,1.2745
Madagascar,MDG,2016,1.2495
Madagascar,MDG,2017,1.2342
Madagascar,MDG,2018,1.219
Malawi,MWI,1997,0.5294
Malawi,MWI,1998,0.42860000000000004
Malawi,MWI,1999,0.42860000000000004
Malawi,MWI,2000,0.5567
Malawi,MWI,2001,0.4667
Malawi,MWI,2002,0.5641
Malawi,MWI,2003,0.5714
Malawi,MWI,2004,0.7188
Malawi,MWI,2005,0.7407
Malawi,MWI,2006,0.6667000000000001
Malawi,MWI,2007,1.9167
Malawi,MWI,2008,0.6667000000000001
Malawi,MWI,2009,0.5172
Malawi,MWI,2010,0.55
Malawi,MWI,2011,0.7170000000000001
Malawi,MWI,2012,0.7636000000000001
Malawi,MWI,2013,0.7547
Malawi,MWI,2014,0.7474000000000001
Malawi,MWI,2015,0.7499
Malawi,MWI,2016,0.7524000000000001
Malawi,MWI,2017,0.7248
Malawi,MWI,2018,0.7195
Mauritania,MRT,1991,0.323
Mauritania,MRT,1992,0.3226
Mauritania,MRT,1993,0.3229
Mauritania,MRT,1994,0.3226
Mauritania,MRT,1995,0.322
Mauritania,MRT,1996,0.32
Mauritania,MRT,1997,0.3226
Mauritania,MRT,1998,0.3158
Mauritania,MRT,1999,0.31820000000000004
Mauritania,MRT,2000,0.32780000000000004
Mauritania,MRT,2001,0.3316
Mauritania,MRT,2002,0.33330000000000004
Mauritania,MRT,2003,0.3235
Mauritania,MRT,2004,0.32270000000000004
Mauritania,MRT,2005,0.3215
Mauritania,MRT,2006,0.3199
Mauritania,MRT,2007,0.3134
Mauritania,MRT,2008,0.3209
Mauritania,MRT,2009,0.3205
Mauritania,MRT,2010,0.33330000000000004
Mauritania,MRT,2011,0.3548
Mauritania,MRT,2012,0.2679
Mauritania,MRT,2013,0.2833
Mauritania,MRT,2014,0.2927
Mauritania,MRT,2015,0.302
Mauritania,MRT,2016,0.3007
Mauritania,MRT,2017,0.2979
Mauritania,MRT,2018,0.29660000000000003
Mexico,MEX,1961,0.7037
Mexico,MEX,1962,0.7089000000000001
Mexico,MEX,1963,0.7042
Mexico,MEX,1964,0.7150000000000001
Mexico,MEX,1965,0.7203
Mexico,MEX,1966,0.7245
Mexico,MEX,1967,0.6206
Mexico,MEX,1968,0.6534
Mexico,MEX,1969,0.5974
Mexico,MEX,1970,0.6761
Mexico,MEX,1971,0.5395
Mexico,MEX,1972,0.5634
Mexico,MEX,1973,0.6306
Mexico,MEX,1974,0.6
Mexico,MEX,1975,0.6399
Mexico,MEX,1976,0.6213000000000001
Mexico,MEX,1977,0.5107
Mexico,MEX,1978,0.5126000000000001
Mexico,MEX,1979,0.5755
Mexico,MEX,1980,0.5207
Mexico,MEX,1981,0.758
Mexico,MEX,1982,0.36360000000000003
Mexico,MEX,1983,0.4102
Mexico,MEX,1984,0.5365
Mexico,MEX,1985,0.5415
Mexico,MEX,1986,0.5797
Mexico,MEX,1987,0.6588
Mexico,MEX,1988,0.6454000000000001
Mexico,MEX,1989,0.6641
Mexico,MEX,1990,0.8535
Mexico,MEX,1991,0.6887
Mexico,MEX,1992,0.8025
Mexico,MEX,1993,0.8625
Mexico,MEX,1994,0.9869
Mexico,MEX,1995,0.8955000000000001
Mexico,MEX,1996,0.9864
Mexico,MEX,1997,1.0162
Mexico,MEX,1998,0.7639
Mexico,MEX,1999,0.9181
Mexico,MEX,2000,1.0674000000000001
Mexico,MEX,2001,1.1458000000000002
Mexico,MEX,2002,1.1603
Mexico,MEX,2003,2.1121000000000003
Mexico,MEX,2004,1.618
Mexico,MEX,2005,1.0209000000000001
Mexico,MEX,2006,1.1204
Mexico,MEX,2007,1.1133
Mexico,MEX,2008,0.9901000000000001
Mexico,MEX,2009,0.8191
Mexico,MEX,2010,0.9596
Mexico,MEX,2011,1.0796000000000001
Mexico,MEX,2012,1.1022
Mexico,MEX,2013,1.1645
Mexico,MEX,2014,1.2661
Mexico,MEX,2015,1.3332000000000002
Mexico,MEX,2016,1.2824
Mexico,MEX,2017,1.4263000000000001
Mexico,MEX,2018,1.3065
Middle Africa,,1961,0.54
Middle Africa,,1962,0.5385
Middle Africa,,1963,0.5472
Middle Africa,,1964,0.5455
Middle Africa,,1965,0.5536
Middle Africa,,1966,0.5614
Middle Africa,,1967,0.5690000000000001
Middle Africa,,1968,0.5667
Middle Africa,,1969,0.5738
Middle Africa,,1970,0.5806
Middle Africa,,1971,0.5781000000000001
Middle Africa,,1972,0.5758
Middle Africa,,1973,0.5833
Middle Africa,,1974,0.5909
Middle Africa,,1975,0.5873
Middle Africa,,1976,0.5910000000000001
Middle Africa,,1977,0.5920000000000001
Middle Africa,,1978,0.5942000000000001
Middle Africa,,1979,0.6014
Middle Africa,,1980,0.6087
Middle Africa,,1981,0.6071000000000001
Middle Africa,,1982,0.6143000000000001
Middle Africa,,1983,0.6214000000000001
Middle Africa,,1984,0.6197
Middle Africa,,1985,0.6338
Middle Africa,,1986,0.6389
Middle Africa,,1987,0.6438
Middle Africa,,1988,0.64
Middle Africa,,1989,0.6579
Middle Africa,,1990,0.6566000000000001
Middle Africa,,1991,0.6457
Middle Africa,,1992,0.641
Middle Africa,,1993,0.6436000000000001
Middle Africa,,1994,0.6435000000000001
Middle Africa,,1995,0.6446000000000001
Middle Africa,,1996,0.6434000000000001
Middle Africa,,1997,0.6221
Middle Africa,,1998,0.6385000000000001
Middle Africa,,1999,0.6373
Middle Africa,,2000,0.6431
Middle Africa,,2001,0.6411
Middle Africa,,2002,0.6527000000000001
Middle Africa,,2003,0.6513
Middle Africa,,2004,0.6455000000000001
Middle Africa,,2005,0.6443
Middle Africa,,2006,0.6434000000000001
Middle Africa,,2007,0.6431
Middle Africa,,2008,0.6483
Middle Africa,,2009,0.6477
Middle Africa,,2010,0.6558
Middle Africa,,2011,0.6469
Middle Africa,,2012,0.6366
Middle Africa,,2013,0.6386000000000001
Middle Africa,,2014,0.6465000000000001
Middle Africa,,2015,0.6477
Middle Africa,,2016,0.6454000000000001
Middle Africa,,2017,0.6448
Middle Africa,,2018,0.6446000000000001
Moldova,MDA,1992,1.967
Moldova,MDA,1993,1.9101000000000001
Moldova,MDA,1994,1.1682000000000001
Moldova,MDA,1995,1.19
Moldova,MDA,1996,0.7254
Moldova,MDA,1997,1.5675000000000001
Moldova,MDA,1998,1.6865
Moldova,MDA,1999,1.0936000000000001
Moldova,MDA,2000,0.6124
Moldova,MDA,2001,1.9374
Moldova,MDA,2002,0.9616
Moldova,MDA,2003,0.47690000000000005
Moldova,MDA,2004,2.1670000000000003
Moldova,MDA,2005,1.7759
Moldova,MDA,2006,1.8992
Moldova,MDA,2007,0.5212
Moldova,MDA,2008,1.7093
Moldova,MDA,2009,1.0318
Moldova,MDA,2010,1.2344000000000002
Moldova,MDA,2011,1.1420000000000001
Moldova,MDA,2012,1.1540000000000001
Moldova,MDA,2013,1.4732
Moldova,MDA,2014,2.0151
Moldova,MDA,2015,1.3746
Moldova,MDA,2016,2.8659000000000003
Moldova,MDA,2017,2.6033
Moldova,MDA,2018,1.2327000000000001
Montenegro,MNE,2006,2.1875
Montenegro,MNE,2007,2.2
Montenegro,MNE,2008,2.2642
Montenegro,MNE,2009,2.25
Montenegro,MNE,2010,2.3778
Montenegro,MNE,2011,2.4765
Montenegro,MNE,2012,2.6
Montenegro,MNE,2013,2.8000000000000003
Montenegro,MNE,2014,2.8000000000000003
Montenegro,MNE,2015,2.8466
Montenegro,MNE,2016,2.9571
Montenegro,MNE,2017,3.0359000000000003
Montenegro,MNE,2018,3.1228000000000002
Morocco,MAR,1961,0.39680000000000004
Morocco,MAR,1962,0.8333
Morocco,MAR,1963,0.6038
Morocco,MAR,1964,0.7000000000000001
Morocco,MAR,1965,0.8
Morocco,MAR,1966,0.6091
Morocco,MAR,1967,0.5804
Morocco,MAR,1968,0.7928000000000001
Morocco,MAR,1969,0.6667000000000001
Morocco,MAR,1970,0.5475
Morocco,MAR,1971,0.6886
Morocco,MAR,1972,0.6772
Morocco,MAR,1973,0.36360000000000003
Morocco,MAR,1974,1.1354
Morocco,MAR,1975,0.7174
Morocco,MAR,1976,0.8416
Morocco,MAR,1977,0.2841
Morocco,MAR,1978,0.4802
Morocco,MAR,1979,0.5900000000000001
Morocco,MAR,1980,0.5822
Morocco,MAR,1981,0.2444
Morocco,MAR,1982,0.6412
Morocco,MAR,1983,0.46680000000000005
Morocco,MAR,1984,0.4839
Morocco,MAR,1985,0.8439000000000001
Morocco,MAR,1986,0.8412000000000001
Morocco,MAR,1987,0.496
Morocco,MAR,1988,0.8441000000000001
Morocco,MAR,1989,0.7629
Morocco,MAR,1990,0.9091
Morocco,MAR,1991,1.0919
Morocco,MAR,1992,0.25
Morocco,MAR,1993,1.3095
Morocco,MAR,1994,0.6862
Morocco,MAR,1995,0.1401
Morocco,MAR,1996,0.921
Morocco,MAR,1997,0.42050000000000004
Morocco,MAR,1998,0.5689000000000001
Morocco,MAR,1999,0.3884
Morocco,MAR,2000,0.2023
Morocco,MAR,2001,0.4651
Morocco,MAR,2002,0.5461
Morocco,MAR,2003,0.6873
Morocco,MAR,2004,0.6737000000000001
Morocco,MAR,2005,0.3934
Morocco,MAR,2006,0.675
Morocco,MAR,2007,0.31930000000000003
Morocco,MAR,2008,0.4108
Morocco,MAR,2009,0.7074
Morocco,MAR,2010,0.5995
Morocco,MAR,2011,0.792
Morocco,MAR,2012,0.5675
Morocco,MAR,2013,0.6654
Morocco,MAR,2014,0.5644
Morocco,MAR,2015,0.6985
Morocco,MAR,2016,0.4212
Morocco,MAR,2017,0.6838000000000001
Morocco,MAR,2018,0.859
Myanmar,MMR,1961,0.4572
Myanmar,MMR,1962,0.37310000000000004
Myanmar,MMR,1963,0.6093000000000001
Myanmar,MMR,1964,0.5603
Myanmar,MMR,1965,0.6575000000000001
Myanmar,MMR,1966,0.6711
Myanmar,MMR,1967,0.638
Myanmar,MMR,1968,0.7207
Myanmar,MMR,1969,0.7203
Myanmar,MMR,1970,0.6237
Myanmar,MMR,1971,0.6148
Myanmar,MMR,1972,0.5505
Myanmar,MMR,1973,0.5311
Myanmar,MMR,1974,0.5538000000000001
Myanmar,MMR,1975,0.5661
Myanmar,MMR,1976,0.6706000000000001
Myanmar,MMR,1977,0.6453
Myanmar,MMR,1978,0.6903
Myanmar,MMR,1979,0.7989
Myanmar,MMR,1980,0.799
Myanmar,MMR,1981,0.6729
Myanmar,MMR,1982,0.8230000000000001
Myanmar,MMR,1983,0.9132
Myanmar,MMR,1984,0.8436
Myanmar,MMR,1985,0.8136
Myanmar,MMR,1986,0.7903
Myanmar,MMR,1987,0.8131
Myanmar,MMR,1988,0.7513000000000001
Myanmar,MMR,1989,0.5754
Myanmar,MMR,1990,0.6012000000000001
Myanmar,MMR,1991,0.5399
Myanmar,MMR,1992,0.5830000000000001
Myanmar,MMR,1993,0.5941000000000001
Myanmar,MMR,1994,0.6047
Myanmar,MMR,1995,0.6793
Myanmar,MMR,1996,0.6667000000000001
Myanmar,MMR,1997,0.6486000000000001
Myanmar,MMR,1998,0.767
Myanmar,MMR,1999,0.7365
Myanmar,MMR,2000,0.7692
Myanmar,MMR,2001,0.8065
Myanmar,MMR,2002,0.7857000000000001
Myanmar,MMR,2003,0.9153
Myanmar,MMR,2004,0.9467000000000001
Myanmar,MMR,2005,0.9581000000000001
Myanmar,MMR,2006,1.018
Myanmar,MMR,2007,1.0627
Myanmar,MMR,2008,1.0952
Myanmar,MMR,2009,1.1454
Myanmar,MMR,2010,1.1961000000000002
Myanmar,MMR,2011,1.2138
Myanmar,MMR,2012,1.2172
Myanmar,MMR,2013,1.2438
Myanmar,MMR,2014,1.2788000000000002
Myanmar,MMR,2015,1.3125
Myanmar,MMR,2016,1.33
Myanmar,MMR,2017,1.3577000000000001
Myanmar,MMR,2018,1.3853
Net Food Importing Developing Countries,,1961,0.6015
Net Food Importing Developing Countries,,1962,0.6518
Net Food Importing Developing Countries,,1963,0.6357
Net Food Importing Developing Countries,,1964,0.6398
Net Food Importing Developing Countries,,1965,0.6308
Net Food Importing Developing Countries,,1966,0.6316
Net Food Importing Developing Countries,,1967,0.6268
Net Food Importing Developing Countries,,1968,0.6393
Net Food Importing Developing Countries,,1969,0.6502
Net Food Importing Developing Countries,,1970,0.6484
Net Food Importing Developing Countries,,1971,0.678
Net Food Importing Developing Countries,,1972,0.6383
Net Food Importing Developing Countries,,1973,0.531
Net Food Importing Developing Countries,,1974,0.6144000000000001
Net Food Importing Developing Countries,,1975,0.5918
Net Food Importing Developing Countries,,1976,0.6058
Net Food Importing Developing Countries,,1977,0.5693
Net Food Importing Developing Countries,,1978,0.5903
Net Food Importing Developing Countries,,1979,0.6665
Net Food Importing Developing Countries,,1980,0.7487
Net Food Importing Developing Countries,,1981,0.628
Net Food Importing Developing Countries,,1982,0.6561
Net Food Importing Developing Countries,,1983,0.6207
Net Food Importing Developing Countries,,1984,0.5900000000000001
Net Food Importing Developing Countries,,1985,0.5986
Net Food Importing Developing Countries,,1986,0.6169
Net Food Importing Developing Countries,,1987,0.6316
Net Food Importing Developing Countries,,1988,0.6266
Net Food Importing Developing Countries,,1989,0.6289
Net Food Importing Developing Countries,,1990,0.629
Net Food Importing Developing Countries,,1991,0.7353000000000001
Net Food Importing Developing Countries,,1992,0.5518000000000001
Net Food Importing Developing Countries,,1993,0.6289
Net Food Importing Developing Countries,,1994,0.5678000000000001
Net Food Importing Developing Countries,,1995,0.6461
Net Food Importing Developing Countries,,1996,0.6198
Net Food Importing Developing Countries,,1997,0.6298
Net Food Importing Developing Countries,,1998,0.6196
Net Food Importing Developing Countries,,1999,0.6206
Net Food Importing Developing Countries,,2000,0.6357
Net Food Importing Developing Countries,,2001,0.6448
Net Food Importing Developing Countries,,2002,0.7248
Net Food Importing Developing Countries,,2003,0.6834
Net Food Importing Developing Countries,,2004,0.7343000000000001
Net Food Importing Developing Countries,,2005,0.7092
Net Food Importing Developing Countries,,2006,0.7422000000000001
Net Food Importing Developing Countries,,2007,0.7585000000000001
Net Food Importing Developing Countries,,2008,0.7811
Net Food Importing Developing Countries,,2009,0.7753
Net Food Importing Developing Countries,,2010,0.8477
Net Food Importing Developing Countries,,2011,0.86
Net Food Importing Developing Countries,,2012,0.8916000000000001
Net Food Importing Developing Countries,,2013,0.9706
Net Food Importing Developing Countries,,2014,0.9604
Net Food Importing Developing Countries,,2015,0.9696
Net Food Importing Developing Countries,,2016,1.0062
Net Food Importing Developing Countries,,2017,1.0359
Net Food Importing Developing Countries,,2018,1.0422
Netherlands,NLD,1961,3.5884
Netherlands,NLD,1962,4.2827
Netherlands,NLD,1963,3.6422000000000003
Netherlands,NLD,1964,3.5393000000000003
Netherlands,NLD,1965,2.7712000000000003
Netherlands,NLD,1966,2.4386
Netherlands,NLD,1967,4.1791
Netherlands,NLD,1968,3.2350000000000003
Netherlands,NLD,1969,3.3285
Netherlands,NLD,1970,3.0306
Netherlands,NLD,1971,3.3918000000000004
Netherlands,NLD,1972,2.2762000000000002
Netherlands,NLD,1973,3.1693000000000002
Netherlands,NLD,1974,3.6636
Netherlands,NLD,1975,3.6455
Netherlands,NLD,1976,3.5324
Netherlands,NLD,1977,3.7817000000000003
Netherlands,NLD,1978,4.211
Netherlands,NLD,1979,3.5556
Netherlands,NLD,1980,3.6734
Netherlands,NLD,1981,3.9486000000000003
Netherlands,NLD,1982,4.7079
Netherlands,NLD,1983,4.1768
Netherlands,NLD,1984,5.1512
Netherlands,NLD,1985,3.6525000000000003
Netherlands,NLD,1986,5.5478000000000005
Netherlands,NLD,1987,3.4476
Netherlands,NLD,1988,3.8571
Netherlands,NLD,1989,4.6875
Netherlands,NLD,1990,5.0833
Netherlands,NLD,1991,4.2857
Netherlands,NLD,1992,4.1887
Netherlands,NLD,1993,4.3438
Netherlands,NLD,1994,4.5652
Netherlands,NLD,1995,4.5455000000000005
Netherlands,NLD,1996,4.776
Netherlands,NLD,1997,4.25
Netherlands,NLD,1998,4.3592
Netherlands,NLD,1999,4.7333
Netherlands,NLD,2000,5
Netherlands,NLD,2001,4.6667000000000005
Netherlands,NLD,2002,4.1176
Netherlands,NLD,2003,3.4483
Netherlands,NLD,2004,3.963
Netherlands,NLD,2005,4.222300000000001
Netherlands,NLD,2006,4.3561000000000005
Netherlands,NLD,2007,3.7778
Netherlands,NLD,2008,4.6667000000000005
Netherlands,NLD,2009,4.6167
Netherlands,NLD,2010,4.736800000000001
Netherlands,NLD,2011,4.6972000000000005
Netherlands,NLD,2012,4.7549
Netherlands,NLD,2013,5
Netherlands,NLD,2014,4.9202
Netherlands,NLD,2015,4.844
Netherlands,NLD,2016,4.9476
Netherlands,NLD,2017,5.004300000000001
Netherlands,NLD,2018,5.061100000000001
