Entity,Code,Year,Oil Consumption (terawatt-hours)
Middle East,,1967,544.3645559109498
Middle East,,1968,562.5628930720374
Middle East,,1969,580.842072233343
Middle East,,1970,607.4570915953951
Middle East,,1971,639.131154822706
Middle East,,1972,688.2935927456499
Middle East,,1973,741.2528477473071
Middle East,,1974,788.6863902111071
Middle East,,1975,759.1824830049867
Middle East,,1976,870.0344151996347
Middle East,,1977,985.9965657336986
Middle East,,1978,1024.2716317473037
Middle East,,1979,1163.543847655798
Middle East,,1980,1113.2546706092462
Middle East,,1981,1219.1737412020987
Middle East,,1982,1339.5408518193055
Middle East,,1983,1493.7380099500872
Middle East,,1984,1629.6350584195861
Middle East,,1985,1726.969686805156
Middle East,,1986,1712.4488136419598
Middle East,,1987,1809.894156437979
Middle East,,1988,1890.715828516337
Middle East,,1989,1943.0010480267522
Middle East,,1990,1981.6133215257623
Middle East,,1991,2077.3436489546184
Middle East,,1992,2195.6724228344638
Middle East,,1993,2356.3627276270954
Middle East,,1994,2605.962385752008
Middle East,,1995,2610.5174420555268
Middle East,,1996,2672.320617322152
Middle East,,1997,2794.060398746777
Middle East,,1998,2737.671875817181
Middle East,,1999,2726.5584392194532
Middle East,,2000,2851.1275505985373
Middle East,,2001,2956.0839261859473
Middle East,,2002,3016.7029101836915
Middle East,,2003,3133.739272231808
Middle East,,2004,3321.5450972845274
Middle East,,2005,3547.6671435110916
Middle East,,2006,3706.3078168408506
Middle East,,2007,3845.9444042746077
Middle East,,2008,4082.7481671829864
Middle East,,2009,4219.340737792382
Middle East,,2010,4290.414819031549
Middle East,,2011,4437.031616508531
Middle East,,2012,4614.773651380526
Middle East,,2013,4777.560946592712
Middle East,,2014,4829.3299526481715
Middle East,,2015,4845.054173801408
Middle East,,2016,4854.088373242223
Middle East,,2017,4797.2552340656275
Middle East,,2018,4792.162583369382
Morocco,MAR,1965,11.54596487452857
Morocco,MAR,1966,16.513163683310456
Morocco,MAR,1967,18.142166933490397
Morocco,MAR,1968,19.909144428543343
Morocco,MAR,1969,21.551185213381252
Morocco,MAR,1970,22.55748073570577
Morocco,MAR,1971,23.806575833333316
Morocco,MAR,1972,25.32997833333338
Morocco,MAR,1973,30.294248888888912
Morocco,MAR,1974,32.4807052777778
Morocco,MAR,1975,33.623360000000005
Morocco,MAR,1976,36.71665888888889
Morocco,MAR,1977,41.40305000000004
Morocco,MAR,1978,44.40628777777777
Morocco,MAR,1979,50.361396666666614
Morocco,MAR,1980,51.02236027777781
Morocco,MAR,1981,50.17695916666667
Morocco,MAR,1982,52.811638333333306
Morocco,MAR,1983,53.351724722222194
Morocco,MAR,1984,55.48339777777783
Morocco,MAR,1985,55.25038083333332
Morocco,MAR,1986,54.291436944444484
Morocco,MAR,1987,54.27465916666671
Morocco,MAR,1988,58.01528888888886
Morocco,MAR,1989,63.670050833333356
Morocco,MAR,1990,65.89839638888888
Morocco,MAR,1991,65.97015777777771
Morocco,MAR,1992,77.84267805555555
Morocco,MAR,1993,79.18833416666669
Morocco,MAR,1994,86.09112777777783
Morocco,MAR,1995,81.52535888888886
Morocco,MAR,1996,76.85733222222223
Morocco,MAR,1997,81.73913888888887
Morocco,MAR,1998,81.00672472222226
Morocco,MAR,1999,89.25713388888886
Morocco,MAR,2000,83.48258611111112
Morocco,MAR,2001,83.63728277777774
Morocco,MAR,2002,87.03640666666666
Morocco,MAR,2003,87.08411694444449
Morocco,MAR,2004,100.61574963611113
Morocco,MAR,2005,109.33424951666666
Morocco,MAR,2006,110.8730293527778
Morocco,MAR,2007,115.91704316666674
Morocco,MAR,2008,127.78347719444498
Morocco,MAR,2009,129.12227144138913
Morocco,MAR,2010,143.61846551888908
Morocco,MAR,2011,153.23884937222206
Morocco,MAR,2012,154.19064860027828
Morocco,MAR,2013,155.9626632899997
Morocco,MAR,2014,148.58481879555612
Morocco,MAR,2015,145.22493117370982
Morocco,MAR,2016,148.71854055555505
Morocco,MAR,2017,157.45384330697513
Morocco,MAR,2018,153.44778982157285
Netherlands,NLD,1965,295.9045380555556
Netherlands,NLD,1966,320.8774338888887
Netherlands,NLD,1967,327.9666947222217
Netherlands,NLD,1968,353.75811916666714
Netherlands,NLD,1969,385.8373800000001
Netherlands,NLD,1970,429.0313244444449
Netherlands,NLD,1971,423.7892252777781
Netherlands,NLD,1972,472.7686988888892
Netherlands,NLD,1973,487.9266580555551
Netherlands,NLD,1974,418.3254497222226
Netherlands,NLD,1975,412.4856975
Netherlands,NLD,1976,464.2084344444442
Netherlands,NLD,1977,445.5194322222217
Netherlands,NLD,1978,455.18343914939135
Netherlands,NLD,1979,490.4418113091621
Netherlands,NLD,1980,458.6754644405341
Netherlands,NLD,1981,426.86794389217175
Netherlands,NLD,1982,373.0677054848329
Netherlands,NLD,1983,353.5344957482564
Netherlands,NLD,1984,349.0068808978028
Netherlands,NLD,1985,353.1458750103684
Netherlands,NLD,1986,391.56680811607487
Netherlands,NLD,1987,394.37206758031135
Netherlands,NLD,1988,418.44597564230827
Netherlands,NLD,1989,412.8923645612009
Netherlands,NLD,1990,428.51980757837225
Netherlands,NLD,1991,411.3497577397259
Netherlands,NLD,1992,431.8918441887394
Netherlands,NLD,1993,426.7470441729341
Netherlands,NLD,1994,424.0554279053614
Netherlands,NLD,1995,447.47480774420774
Netherlands,NLD,1996,447.37653622535623
Netherlands,NLD,1997,464.74841457856917
Netherlands,NLD,1998,470.2668045060343
Netherlands,NLD,1999,479.2935503774203
Netherlands,NLD,2000,486.1824761543514
Netherlands,NLD,2001,509.7186101899408
Netherlands,NLD,2002,512.0508679564024
Netherlands,NLD,2003,512.8083927097988
Netherlands,NLD,2004,536.421461869815
Netherlands,NLD,2005,569.4229070315035
Netherlands,NLD,2006,567.5496343603908
Netherlands,NLD,2007,587.3739190286341
Netherlands,NLD,2008,558.2442443972087
Netherlands,NLD,2009,534.4861282906468
Netherlands,NLD,2010,542.6643012371741
Netherlands,NLD,2011,550.2770355578355
Netherlands,NLD,2012,522.8349290193426
Netherlands,NLD,2013,496.80117393243387
Netherlands,NLD,2014,474.82392129891673
Netherlands,NLD,2015,463.00156628537104
Netherlands,NLD,2016,476.91489255709985
Netherlands,NLD,2017,460.64423913618157
Netherlands,NLD,2018,475.54689134867664
New Zealand,NZL,1965,32.63617833333336
New Zealand,NZL,1966,36.13348055555557
New Zealand,NZL,1967,37.95180833333329
New Zealand,NZL,1968,38.99597249999997
New Zealand,NZL,1969,40.50510861111113
New Zealand,NZL,1970,47.609864722222184
New Zealand,NZL,1971,49.17648944444442
New Zealand,NZL,1972,52.9431522222222
New Zealand,NZL,1973,55.96275777777773
New Zealand,NZL,1974,53.51967839674952
New Zealand,NZL,1975,51.48092923809547
New Zealand,NZL,1976,53.08601739040786
New Zealand,NZL,1977,53.1557668413563
New Zealand,NZL,1978,50.566518123373264
New Zealand,NZL,1979,51.14449767572382
New Zealand,NZL,1980,49.526984950696075
New Zealand,NZL,1981,47.002591316265764
New Zealand,NZL,1982,46.93629591163179
New Zealand,NZL,1983,45.050136103362696
New Zealand,NZL,1984,45.678847444064765
New Zealand,NZL,1985,43.34708589005087
New Zealand,NZL,1986,33.95442188878191
New Zealand,NZL,1987,42.56270023453461
New Zealand,NZL,1988,39.55920040540578
New Zealand,NZL,1989,40.65851948492333
New Zealand,NZL,1990,45.12965269918931
New Zealand,NZL,1991,47.914475781940425
New Zealand,NZL,1992,49.55970674920387
New Zealand,NZL,1993,49.70613784492108
New Zealand,NZL,1994,59.29902708400114
New Zealand,NZL,1995,63.33748142318621
New Zealand,NZL,1996,66.53954490867496
New Zealand,NZL,1997,70.99949761295538
New Zealand,NZL,1998,72.17623536494048
New Zealand,NZL,1999,72.84539007880483
New Zealand,NZL,2000,74.61600804868624
New Zealand,NZL,2001,75.19572808083318
New Zealand,NZL,2002,77.8733444500899
New Zealand,NZL,2003,82.27984741216319
New Zealand,NZL,2004,82.70680567052955
New Zealand,NZL,2005,84.82256019309352
New Zealand,NZL,2006,85.99076186864244
New Zealand,NZL,2007,86.56735687483139
New Zealand,NZL,2008,87.40567411358161
New Zealand,NZL,2009,83.31900983727597
New Zealand,NZL,2010,85.15635603353199
New Zealand,NZL,2011,84.90240584150555
New Zealand,NZL,2012,84.28003401661644
New Zealand,NZL,2013,85.48788958002922
New Zealand,NZL,2014,87.18380783699551
New Zealand,NZL,2015,90.65522593412047
New Zealand,NZL,2016,92.44291437294643
New Zealand,NZL,2017,99.0771471742865
New Zealand,NZL,2018,97.81018794152321
North America,,1965,7402.327253335175
North America,,1966,7774.249596865883
North America,,1967,8100.489298364423
North America,,1968,8662.743489881686
North America,,1969,9124.927922772107
North America,,1970,9519.152943966772
North America,,1971,9846.354346661921
North America,,1972,10626.306225763243
North America,,1973,11221.272996513884
North America,,1974,10881.579891842235
North America,,1975,10713.509798590743
North America,,1976,11493.442707799855
North America,,1977,12074.138118492681
North America,,1978,12026.520272819047
North America,,1979,11887.599550968987
North America,,1980,11179.76753030919
North America,,1981,10531.503897541217
North America,,1982,9978.894044443427
North America,,1983,9852.964077308832
North America,,1984,10200.597807640614
North America,,1985,10195.393167870043
North America,,1986,10559.9141465848
North America,,1987,10814.8882470044
North America,,1988,11238.760438504301
North America,,1989,11324.401231307731
North America,,1990,11155.431125119158
North America,,1991,10943.279639506767
North America,,1992,11162.195827738866
North America,,1993,11246.834434045668
North America,,1994,11582.596801752858
North America,,1995,11532.102257346884
North America,,1996,11921.42293568465
North America,,1997,12130.024084984643
North America,,1998,12377.068165473203
North America,,1999,12675.700708744016
North America,,2000,12845.86701604205
North America,,2001,12828.995112337561
North America,,2002,12828.124151676577
North America,,2003,13073.182375753338
North America,,2004,13569.110175276617
North America,,2005,13614.300808378173
North America,,2006,13491.971329053496
North America,,2007,13538.78505904573
North America,,2008,12854.763145415875
North America,,2009,12249.775812480868
North America,,2010,12535.569761033319
North America,,2011,12414.233627806781
North America,,2012,12185.202838663416
North America,,2013,12343.3097308689
North America,,2014,12389.541902288729
North America,,2015,12559.987619762242
North America,,2016,12689.428517944389
North America,,2017,12753.61744423096
North America,,2018,12938.698509841059
Norway,NOR,1965,60.31652027777773
Norway,NOR,1966,68.08451277777775
Norway,NOR,1967,70.49037111111114
Norway,NOR,1968,78.40631666666671
Norway,NOR,1969,86.18964472222227
Norway,NOR,1970,97.02358805555558
Norway,NOR,1971,96.00080138888893
Norway,NOR,1972,100.55224388888884
Norway,NOR,1973,102.16668638888893
Norway,NOR,1974,92.95791916666661
Norway,NOR,1975,96.23275222222229
Norway,NOR,1976,106.44092972222221
Norway,NOR,1977,104.85936472222221
Norway,NOR,1978,116.65633083333371
Norway,NOR,1979,116.01387250000005
Norway,NOR,1980,112.08449722222225
Norway,NOR,1981,104.18350805555556
Norway,NOR,1982,100.11226972222225
Norway,NOR,1983,98.31226555555563
Norway,NOR,1984,102.18022999999997
Norway,NOR,1985,107.21479777777782
Norway,NOR,1986,114.97385999999992
Norway,NOR,1987,114.59487027777777
Norway,NOR,1988,107.59319388888893
Norway,NOR,1989,108.83678722222226
Norway,NOR,1990,104.73779965451557
Norway,NOR,1991,96.91612165727412
Norway,NOR,1992,99.84340376778505
Norway,NOR,1993,105.48894666371667
Norway,NOR,1994,107.6343262968276
Norway,NOR,1995,106.41788604195486
Norway,NOR,1996,113.95960149790443
Norway,NOR,1997,115.51258775672065
Norway,NOR,1998,115.73517479270672
Norway,NOR,1999,114.74084607981128
Norway,NOR,2000,106.31958390006174
Norway,NOR,2001,120.64126183866452
Norway,NOR,2002,116.79221823298927
Norway,NOR,2003,120.55917718769454
Norway,NOR,2004,117.99325216063626
Norway,NOR,2005,117.61478180747014
Norway,NOR,2006,120.31463083869801
Norway,NOR,2007,119.93916492187844
Norway,NOR,2008,118.94803323509218
Norway,NOR,2009,120.29753993446565
Norway,NOR,2010,123.12289553685717
Norway,NOR,2011,122.11806702543267
Norway,NOR,2012,122.35783553889567
Norway,NOR,2013,123.3148347095045
Norway,NOR,2014,115.78296079727606
Norway,NOR,2015,118.56649510667124
Norway,NOR,2016,115.37615565246323
Norway,NOR,2017,116.89268256262693
Norway,NOR,2018,121.0875116322773
Oman,OMN,1965,5.291939166666668
Oman,OMN,1966,5.5202780555555515
Oman,OMN,1967,5.759781666666671
Oman,OMN,1968,6.022882500000005
Oman,OMN,1969,6.273933333333329
Oman,OMN,1970,6.561514722222218
Oman,OMN,1971,15.471502777777827
Oman,OMN,1972,17.677216666666723
Oman,OMN,1973,15.375913888888883
Oman,OMN,1974,14.127883333333378
Oman,OMN,1975,12.904697222222245
Oman,OMN,1976,14.856397222222265
Oman,OMN,1977,14.312168888888948
Oman,OMN,1978,13.616951388888896
Oman,OMN,1979,14.083726944444484
Oman,OMN,1980,10.59754027777778
Oman,OMN,1981,10.412597499999999
Oman,OMN,1982,15.550249444444452
Oman,OMN,1983,12.001436388888907
Oman,OMN,1984,19.487094722222224
Oman,OMN,1985,17.011296111111108
Oman,OMN,1986,12.100618611111098
Oman,OMN,1987,13.748310000000039
Oman,OMN,1988,12.565489166666653
Oman,OMN,1989,16.371587499999983
Oman,OMN,1990,24.387266666666623
Oman,OMN,1991,40.05222166666668
Oman,OMN,1992,35.36574861111108
Oman,OMN,1993,33.80615805555551
Oman,OMN,1994,29.58331194444447
Oman,OMN,1995,32.555462777777834
Oman,OMN,1996,31.35179750000004
Oman,OMN,1997,27.59346138888891
Oman,OMN,1998,27.72760472222217
Oman,OMN,1999,35.44929055555551
Oman,OMN,2000,37.844926111111114
Oman,OMN,2001,42.2079372222222
Oman,OMN,2002,49.360309111332334
Oman,OMN,2003,47.33402516700005
Oman,OMN,2004,46.23677733952495
Oman,OMN,2005,51.53972076137527
Oman,OMN,2006,53.67273738064398
Oman,OMN,2007,51.76779492237028
Oman,OMN,2008,70.15721042658912
Oman,OMN,2009,66.96846238853666
Oman,OMN,2010,76.53600048609073
Oman,OMN,2011,80.79763813053174
Oman,OMN,2012,87.65479882654162
Oman,OMN,2013,101.05799052677322
Oman,OMN,2014,103.92539358052088
Oman,OMN,2015,104.52135965333339
Oman,OMN,2016,107.1382748156319
Oman,OMN,2017,107.45070205963268
Oman,OMN,2018,107.04707925613911
Other Asia & Pacific,,1965,35.45363801092048
Other Asia & Pacific,,1966,37.48791056346695
Other Asia & Pacific,,1967,40.21462011441256
Other Asia & Pacific,,1968,42.51325655011054
Other Asia & Pacific,,1969,44.484745013432466
Other Asia & Pacific,,1970,46.604918465691576
Other Asia & Pacific,,1971,48.0426519758798
Other Asia & Pacific,,1972,54.22282053082908
Other Asia & Pacific,,1973,53.78366486755136
Other Asia & Pacific,,1974,59.03897379406443
Other Asia & Pacific,,1975,58.46071859114361
Other Asia & Pacific,,1976,62.2087950101995
Other Asia & Pacific,,1977,63.45322258827229
Other Asia & Pacific,,1978,73.1750096118708
Other Asia & Pacific,,1979,80.54718845403342
Other Asia & Pacific,,1980,90.35358366654351
Other Asia & Pacific,,1981,90.12270142892893
Other Asia & Pacific,,1982,89.27768314036217
Other Asia & Pacific,,1983,91.4885598596677
Other Asia & Pacific,,1984,86.18937064978113
Other Asia & Pacific,,1985,96.96231019367849
Other Asia & Pacific,,1986,100.62748609738851
Other Asia & Pacific,,1987,97.89208425246062
Other Asia & Pacific,,1988,97.9469128406934
Other Asia & Pacific,,1989,97.9544082362918
Other Asia & Pacific,,1990,104.92207269732775
Other Asia & Pacific,,1991,96.96998666469716
Other Asia & Pacific,,1992,90.14432474919994
Other Asia & Pacific,,1993,94.09948596064164
Other Asia & Pacific,,1994,93.51693026692875
Other Asia & Pacific,,1995,99.04216742764675
Other Asia & Pacific,,1996,106.29590375219037
Other Asia & Pacific,,1997,108.48278393130381
Other Asia & Pacific,,1998,114.3488943576786
Other Asia & Pacific,,1999,109.78715477405079
Other Asia & Pacific,,2000,118.62716002497041
Other Asia & Pacific,,2001,125.94408758642429
Other Asia & Pacific,,2002,128.43120413083653
Other Asia & Pacific,,2003,135.68078091941447
Other Asia & Pacific,,2004,136.71876660282445
Other Asia & Pacific,,2005,130.5117585445483
Other Asia & Pacific,,2006,135.6709412388349
Other Asia & Pacific,,2007,145.4352396126405
Other Asia & Pacific,,2008,143.84570587977998
Other Asia & Pacific,,2009,153.3596888203617
Other Asia & Pacific,,2010,162.6975073993976
Other Asia & Pacific,,2011,173.1576330577167
Other Asia & Pacific,,2012,188.00786715069015
Other Asia & Pacific,,2013,207.18269313958766
Other Asia & Pacific,,2014,221.13635834261382
Other Asia & Pacific,,2015,232.52627975812828
Other Asia & Pacific,,2016,247.95603167702808
Other Asia & Pacific,,2017,254.5596800227571
Other Asia & Pacific,,2018,261.58162844665674
Other CIS,,1985,174.68222017123617
Other CIS,,1986,165.95862988707614
Other CIS,,1987,163.9849272907185
Other CIS,,1988,164.1040571446866
Other CIS,,1989,156.04229076077078
Other CIS,,1990,164.27149117449855
Other CIS,,1991,122.11327565285477
Other CIS,,1992,97.2398684951822
Other CIS,,1993,59.79550483288167
Other CIS,,1994,27.975559089882587
Other CIS,,1995,26.698232423215867
Other CIS,,1996,23.881172113068345
Other CIS,,1997,23.498437513550083
Other CIS,,1998,22.722745349292374
Other CIS,,1999,18.079018585516426
Other CIS,,2000,17.192533895663953
Other CIS,,2001,18.109483340108394
Other CIS,,2002,18.546086085516393
Other CIS,,2003,20.460310000000028
Other CIS,,2004,22.5286008333333
Other CIS,,2005,24.24407099999998
Other CIS,,2006,26.601997777777832
Other CIS,,2007,31.859999166666686
Other CIS,,2008,34.289362388888904
Other CIS,,2009,36.1143884444444
Other CIS,,2010,35.62548688888893
Other CIS,,2011,36.97910794444451
Other CIS,,2012,41.25730623895256
Other CIS,,2013,42.80133055555553
Other CIS,,2014,41.502003791201005
Other CIS,,2015,42.75647572222229
Other CIS,,2016,46.74550919330287
Other CIS,,2017,41.323724317058435
Other CIS,,2018,42.61341126776739
Other Caribbean,,1965,173.07190149241217
Other Caribbean,,1966,180.93145897573092
Other Caribbean,,1967,188.65070885275708
Other Caribbean,,1968,194.12018057475433
Other Caribbean,,1969,206.10857635250528
Other Caribbean,,1970,222.9515850184336
Other Caribbean,,1971,316.3119227073185
Other Caribbean,,1972,326.94417184870736
Other Caribbean,,1973,356.3611448401004
Other Caribbean,,1974,354.6431592420827
Other Caribbean,,1975,342.4055366819506
Other Caribbean,,1976,354.8006319336334
Other Caribbean,,1977,366.5304757087774
Other Caribbean,,1978,377.87334698086704
Other Caribbean,,1979,397.8198562605646
Other Caribbean,,1980,441.08118325507286
Other Caribbean,,1981,445.0820343512718
Other Caribbean,,1982,403.0801557970363
Other Caribbean,,1983,397.54336216989094
Other Caribbean,,1984,403.08918746279005
Other Caribbean,,1985,373.07723777885445
Other Caribbean,,1986,371.4534719362476
Other Caribbean,,1987,381.2237276954221
Other Caribbean,,1988,381.36289761339907
Other Caribbean,,1989,399.89295841795933
Other Caribbean,,1990,399.2811526617829
Other Caribbean,,1991,388.3221965671514
Other Caribbean,,1992,367.6681507630355
Other Caribbean,,1993,365.673635023313
Other Caribbean,,1994,386.2217045484771
Other Caribbean,,1995,388.54679687030466
Other Caribbean,,1996,402.43138377924305
Other Caribbean,,1997,438.8225269953518
Other Caribbean,,1998,453.1928255860552
Other Caribbean,,1999,427.8461356094048
Other Caribbean,,2000,473.4350443966531
Other Caribbean,,2001,479.0937028609121
Other Caribbean,,2002,481.6406595060087
Other Caribbean,,2003,480.46528742555586
Other Caribbean,,2004,484.2511069080766
Other Caribbean,,2005,488.1143573821942
Other Caribbean,,2006,490.14266985344983
Other Caribbean,,2007,472.422192994139
Other Caribbean,,2008,449.8936571369453
Other Caribbean,,2009,425.32431100302387
Other Caribbean,,2010,423.470757269652
Other Caribbean,,2011,424.69914555883287
Other Caribbean,,2012,406.13633798965645
Other Caribbean,,2013,385.3626446354248
Other Caribbean,,2014,384.2150414977426
Other Caribbean,,2015,395.08000109590307
Other Caribbean,,2016,407.1651395492495
Other Caribbean,,2017,410.7231475561611
Other Caribbean,,2018,413.67731805951894
Other Middle East,,1965,67.91254946918187
Other Middle East,,1966,70.62934007771892
Other Middle East,,1967,73.4390166297107
Other Middle East,,1968,76.40720189538754
Other Middle East,,1969,79.46670662912322
Other Middle East,,1970,77.15354652989582
Other Middle East,,1971,80.42452995079161
Other Middle East,,1972,78.47861935807433
Other Middle East,,1973,84.45017362520818
Other Middle East,,1974,90.52507681778211
Other Middle East,,1975,99.78737416399126
Other Middle East,,1976,112.3264152832529
Other Middle East,,1977,123.69139192974657
Other Middle East,,1978,130.14272680530016
Other Middle East,,1979,150.90106152920032
Other Middle East,,1980,148.42227257015458
Other Middle East,,1981,159.13510035947468
Other Middle East,,1982,179.25836460274343
Other Middle East,,1983,193.28764856459193
Other Middle East,,1984,209.0751519008124
Other Middle East,,1985,213.43337882082454
Other Middle East,,1986,209.94659428667615
Other Middle East,,1987,225.75863020363857
Other Middle East,,1988,226.3212142855372
Other Middle East,,1989,223.96628053712539
Other Middle East,,1990,235.64950201444748
Other Middle East,,1991,254.3359039432677
Other Middle East,,1992,257.3504232989954
Other Middle East,,1993,263.56419646338423
Other Middle East,,1994,271.4132621486483
Other Middle East,,1995,292.53887276854584
Other Middle East,,1996,293.0501288427275
Other Middle East,,1997,309.3142758218306
Other Middle East,,1998,320.80194139901045
Other Middle East,,1999,323.0110103504968
Other Middle East,,2000,327.2405416445594
Other Middle East,,2001,335.6655802794684
Other Middle East,,2002,344.23074339961863
Other Middle East,,2003,354.0135185263633
Other Middle East,,2004,376.27640048828124
Other Middle East,,2005,423.15266991633024
Other Middle East,,2006,429.46014975292064
Other Middle East,,2007,447.42999249555083
Other Middle East,,2008,459.7562455353516
Other Middle East,,2009,444.504753377718
Other Middle East,,2010,412.6713595335412
Other Middle East,,2011,402.02119092381463
Other Middle East,,2012,373.0801872108079
Other Middle East,,2013,358.2230537453674
Other Middle East,,2014,358.4965470012974
Other Middle East,,2015,329.26236513794646
Other Middle East,,2016,314.3926149926542
Other Middle East,,2017,309.829419059235
Other Middle East,,2018,312.2395545937011
Other Northern Africa,,1965,16.634104808366807
Other Northern Africa,,1966,18.4397798809178
Other Northern Africa,,1967,19.722839446519913
Other Northern Africa,,1968,22.48297476820611
Other Northern Africa,,1969,25.02506350232068
Other Northern Africa,,1970,27.121419136747736
Other Northern Africa,,1971,25.36672762053903
Other Northern Africa,,1972,29.53426262682819
Other Northern Africa,,1973,37.961680321464264
Other Northern Africa,,1974,41.41394027579853
Other Northern Africa,,1975,42.60037158304666
Other Northern Africa,,1976,55.447719682342814
Other Northern Africa,,1977,62.99453094713559
Other Northern Africa,,1978,69.0730955403308
Other Northern Africa,,1979,75.33158267199892
Other Northern Africa,,1980,84.59649703719464
Other Northern Africa,,1981,94.55962033232672
Other Northern Africa,,1982,102.25709162516449
Other Northern Africa,,1983,108.15843606960894
Other Northern Africa,,1984,104.24556459613143
Other Northern Africa,,1985,108.89643701397758
Other Northern Africa,,1986,105.08030819220231
Other Northern Africa,,1987,121.53070819580988
Other Northern Africa,,1988,124.45330841368902
Other Northern Africa,,1989,125.5867738771722
Other Northern Africa,,1990,126.67377785567574
Other Northern Africa,,1991,128.82778354350606
Other Northern Africa,,1992,124.29897260871927
Other Northern Africa,,1993,138.20105041473974
Other Northern Africa,,1994,148.75208374807335
Other Northern Africa,,1995,156.17998649397015
Other Northern Africa,,1996,157.51590561071538
Other Northern Africa,,1997,164.0365978828594
Other Northern Africa,,1998,171.37082454952557
Other Northern Africa,,1999,178.36289919442896
Other Northern Africa,,2000,187.59361677047588
Other Northern Africa,,2001,186.72530940899287
Other Northern Africa,,2002,185.33076190899249
Other Northern Africa,,2003,196.96635190899278
Other Northern Africa,,2004,196.77917438158738
Other Northern Africa,,2005,210.39000923934776
Other Northern Africa,,2006,218.55759925343776
Other Northern Africa,,2007,201.10938360343775
Other Northern Africa,,2008,209.04632281492133
Other Northern Africa,,2009,222.31249888121533
Other Northern Africa,,2010,224.82095769232674
Other Northern Africa,,2011,148.95254706454858
Other Northern Africa,,2012,189.44352169534903
Other Northern Africa,,2013,199.5176405326633
Other Northern Africa,,2014,203.7691757074733
Other Northern Africa,,2015,180.62651095359453
Other Northern Africa,,2016,164.47995492972382
Other Northern Africa,,2017,173.91759412970066
Other Northern Africa,,2018,180.8306138172308
Other South America,,1965,27.16388165269693
Other South America,,1966,28.140720517302743
Other South America,,1967,30.134443913336455
Other South America,,1968,31.222879841476054
Other South America,,1969,33.489300776451465
Other South America,,1970,34.812828824490865
Other South America,,1971,37.54388994466414
Other South America,,1972,43.70239765526986
Other South America,,1973,44.14272475088176
Other South America,,1974,39.214924065753586
Other South America,,1975,44.92571317076075
Other South America,,1976,45.83443788264919
Other South America,,1977,48.359561549476915
Other South America,,1978,54.92091195067336
Other South America,,1979,57.826760770333685
Other South America,,1980,56.35753426809521
Other South America,,1981,54.158896425634055
Other South America,,1982,50.95548610095894
Other South America,,1983,44.27562250910464
Other South America,,1984,44.27983953834644
Other South America,,1985,46.77110027435845
Other South America,,1986,46.39878135229135
Other South America,,1987,47.60665104314801
Other South America,,1988,52.78408322127366
Other South America,,1989,52.92088470459701
Other South America,,1990,49.86001350281169
Other South America,,1991,51.87776757713846
Other South America,,1992,54.22156501973741
Other South America,,1993,56.59238743901123
Other South America,,1994,62.39005489584413
Other South America,,1995,71.05191644519711
Other South America,,1996,73.4246162395573
Other South America,,1997,74.73407603548532
Other South America,,1998,76.28744661487282
Other South America,,1999,82.479844635281
Other South America,,2000,70.19802835458354
Other South America,,2001,68.55701946199619
Other South America,,2002,67.84752859451888
Other South America,,2003,72.17797968914186
Other South America,,2004,77.52229964658765
Other South America,,2005,76.37091096160997
Other South America,,2006,76.38434642115652
Other South America,,2007,82.12957403296257
Other South America,,2008,90.96623377108673
Other South America,,2009,96.96953257150173
Other South America,,2010,104.72919239770026
Other South America,,2011,104.47566745822797
Other South America,,2012,109.53896946436772
Other South America,,2013,109.19214575680111
Other South America,,2014,110.76780999299213
Other South America,,2015,114.89761353684486
Other South America,,2016,121.04958930296671
Other South America,,2017,121.43782104991053
Other South America,,2018,126.07017122474132
Other Southern Africa,,1965,0.7484224793301563
Other Southern Africa,,1966,0.7585106089555947
Other Southern Africa,,1967,0.8043281376459696
Other Southern Africa,,1968,0.8161163896232525
Other Southern Africa,,1969,0.8323869642356692
Other Southern Africa,,1970,0.8592974818601176
Other Southern Africa,,1971,0.8988518054046388
Other Southern Africa,,1972,0.9664478958766616
Other Southern Africa,,1973,1.0820503503888015
Other Southern Africa,,1974,1.2469411552009533
Other Southern Africa,,1975,1.415738725900157
Other Southern Africa,,1976,1.5902360903882304
Other Southern Africa,,1977,1.7034118492409267
Other Southern Africa,,1978,1.8270184971439725
Other Southern Africa,,1979,1.8723420646028146
Other Southern Africa,,1980,1.8891469110134056
Other Southern Africa,,1981,3.751937807431407
Other Southern Africa,,1982,3.7141878074314034
Other Southern Africa,,1983,3.696157251875848
Other Southern Africa,,1984,3.740907744346745
Other Southern Africa,,1985,4.389500253094727
Other Southern Africa,,1986,4.602869108322238
Other Southern Africa,,1987,4.936934619629418
Other Southern Africa,,1988,5.34838133518957
Other Southern Africa,,1989,6.092809782674082
Other Southern Africa,,1990,7.152582402441941
Other Southern Africa,,1991,11.282493495799137
Other Southern Africa,,1992,12.795086754932361
Other Southern Africa,,1993,13.220004106841673
Other Southern Africa,,1994,13.503971480654375
Other Southern Africa,,1995,14.967301758432052
Other Southern Africa,,1996,15.755170598374606
Other Southern Africa,,1997,16.341604813987647
Other Southern Africa,,1998,16.966400925098824
Other Southern Africa,,1999,17.630408074380274
Other Southern Africa,,2000,18.479842890627904
Other Southern Africa,,2001,20.718972666004003
Other Southern Africa,,2002,19.975549656621745
Other Southern Africa,,2003,20.796274192332298
