Entity,Code,Year, (%), (%)
Slovakia,SVK,1988,,0
Slovakia,SVK,1992,,0
Slovakia,SVK,1996,0.5,1.95
Slovakia,SVK,2004,0,0.48
Slovakia,SVK,2005,0.2,0.45
Slovakia,SVK,2006,0.2,0.04
Slovakia,SVK,2007,0.2,0.86
Slovakia,SVK,2008,0.5,0.53
Slovakia,SVK,2009,0.4,0
Slovakia,SVK,2010,0.5,0.51
Slovakia,SVK,2011,0.5,0.53
Slovakia,SVK,2012,0.2,0.42
Slovakia,SVK,2013,0.2,
Slovakia,SVK,2014,0.7,
Slovakia,SVK,2015,0.7,
Slovenia,SVN,1987,,0.06
Slovenia,SVN,1993,0,0.1
Slovenia,SVN,1998,,0.06
Slovenia,SVN,2002,,0.13
Slovenia,SVN,2003,,0
Slovenia,SVN,2004,0,0.21
Slovenia,SVN,2005,0,0.18
Slovenia,SVN,2006,0,0.1
Slovenia,SVN,2007,0,0.09
Slovenia,SVN,2008,0,0.01
Slovenia,SVN,2009,0,0.03
Slovenia,SVN,2010,0,0.01
Slovenia,SVN,2011,0,0.01
Slovenia,SVN,2012,0,0.05
Slovenia,SVN,2013,0,
Slovenia,SVN,2014,0,
Slovenia,SVN,2015,0,
Solomon Islands,SLB,2005,45.6,69.26
Solomon Islands,SLB,2013,25.1,
South Africa,ZAF,1993,29.3,46.67
South Africa,ZAF,1996,33.8,52.86
South Africa,ZAF,2000,32.6,49.97
South Africa,ZAF,2005,25,
South Africa,ZAF,2006,,46.84
South Africa,ZAF,2008,16.9,35.75
South Africa,ZAF,2010,16.5,
South Africa,ZAF,2011,,34.68
South Africa,ZAF,2014,18.9,
South Asia,,1981,55.6,84.02
South Asia,,1984,52.8,82.87
South Asia,,1987,50.1,80.65
South Asia,,1990,47.3,78.42
South Asia,,1993,44.9,78.8
South Asia,,1996,40.3,75.59
South Asia,,2002,38.6,73.76
South Asia,,2005,33.7,69.5
South Asia,,2008,29.5,65.85
South Asia,,2010,24.6,61.8
South Asia,,2011,19.8,56.71
South Asia,,2012,18.2,53.31
South Asia,,2013,16.2,50.3
South Korea,KOR,2006,0.2,
South Korea,KOR,2008,0.2,
South Korea,KOR,2010,0.5,
South Korea,KOR,2012,0.2,
South Sudan,SSD,2009,42.7,63.46
Spain,ESP,2003,0.7,
Spain,ESP,2004,0.7,
Spain,ESP,2005,0.7,
Spain,ESP,2006,0.7,
Spain,ESP,2007,0.4,
Spain,ESP,2008,0.5,
Spain,ESP,2009,0.7,
Spain,ESP,2010,0.7,
Spain,ESP,2011,1.2,
Spain,ESP,2012,1,
Spain,ESP,2013,1.2,
Spain,ESP,2014,0.7,
Spain,ESP,2015,1,
Sri Lanka,LKA,1985,13.3,43.07
Sri Lanka,LKA,1990,8.7,40.45
Sri Lanka,LKA,1995,8.8,38.94
Sri Lanka,LKA,2002,8.3,33.9
Sri Lanka,LKA,2006,3.8,21.66
Sri Lanka,LKA,2009,2.4,16.73
Sri Lanka,LKA,2012,1.9,14.59
Sri Lanka,LKA,2016,0.7,
Sub-Saharan Africa,,1990,54.3,73.76
Sub-Saharan Africa,,1993,58.9,76.62
Sub-Saharan Africa,,1996,58.2,76.53
Sub-Saharan Africa,,1999,57.7,76.84
Sub-Saharan Africa,,2002,56.4,76.53
Sub-Saharan Africa,,2005,50.7,73.06
Sub-Saharan Africa,,2008,47.8,70.28
Sub-Saharan Africa,,2010,46.6,69.13
Sub-Saharan Africa,,2011,45.1,67.86
Sub-Saharan Africa,,2012,43.8,66.5
Sub-Saharan Africa,,2013,42.5,64.99
Sub-Saharan Africa,,2015,41.1,
Sudan,SDN,2009,14.9,38.94
Suriname,SUR,1999,23.4,40.76
Swaziland,SWZ,1994,81.7,91.44
Swaziland,SWZ,2000,48.4,70.28
Swaziland,SWZ,2009,42,63.12
Sweden,SWE,2003,0.2,
Sweden,SWE,2004,0.5,
Sweden,SWE,2005,0.9,
Sweden,SWE,2006,0.2,
Sweden,SWE,2007,0.5,
Sweden,SWE,2008,0.5,
Sweden,SWE,2009,0.5,
Sweden,SWE,2010,0.5,
Sweden,SWE,2011,0.5,
Sweden,SWE,2012,0.5,
Sweden,SWE,2013,0.7,
Sweden,SWE,2014,0.5,
Sweden,SWE,2015,0.5,
Switzerland,CHE,2006,0,
Switzerland,CHE,2007,0,
Switzerland,CHE,2008,0,
Switzerland,CHE,2009,0,
Switzerland,CHE,2010,0,
Switzerland,CHE,2011,0,
Switzerland,CHE,2012,0,
Switzerland,CHE,2013,0,
Switzerland,CHE,2014,0,
Switzerland,CHE,2015,0,
Syrian Arab Republic,,2004,1.7,
Tajikistan,TJK,1999,54.4,86.06
Tajikistan,TJK,2003,30.8,64.78
Tajikistan,TJK,2004,15.4,46.29
Tajikistan,TJK,2007,10.4,32.65
Tajikistan,TJK,2009,4.7,23.43
Tajikistan,TJK,2012,,63.34
Tajikistan,TJK,2013,,60.82
Tajikistan,TJK,2014,,56.67
Tajikistan,TJK,2015,4.8,
Tanzania,TZA,1991,72.1,88.66
Tanzania,TZA,2000,86,95.26
Tanzania,TZA,2007,59.9,77.89
Tanzania,TZA,2011,49.1,76.1
Thailand,THA,1981,19.6,41.53
Thailand,THA,1988,14.3,38.22
Thailand,THA,1990,9.4,34.31
Thailand,THA,1992,6.6,27.36
Thailand,THA,1994,3.2,17.87
Thailand,THA,1996,2.2,13.93
Thailand,THA,1998,1.5,12.93
Thailand,THA,1999,2.5,17.16
Thailand,THA,2000,2.5,16.97
Thailand,THA,2002,1.1,10.75
Thailand,THA,2004,0.8,8.01
Thailand,THA,2006,0.7,5.51
Thailand,THA,2007,0.3,3.74
Thailand,THA,2008,0.1,2.97
Thailand,THA,2009,0.2,2.59
Thailand,THA,2010,0.1,2.09
Thailand,THA,2011,0,1.17
Thailand,THA,2012,0.1,1.23
Thailand,THA,2013,0,0.92
Thailand,THA,2014,0,
Thailand,THA,2015,0,
Timor,TLS,2001,46,72.84
Timor,TLS,2007,47,80.01
Timor,TLS,2014,30.3,
Togo,TGO,2006,55.6,76.69
Togo,TGO,2011,54.2,74.54
Togo,TGO,2015,49.2,
Tonga,TON,2001,2.8,7.58
Tonga,TON,2009,1.1,8.19
Trinidad and Tobago,TTO,1988,0.7,7.7
Trinidad and Tobago,TTO,1992,3.4,12.24
Tunisia,TUN,1985,13.9,34.59
Tunisia,TUN,1990,9.8,27.42
Tunisia,TUN,1995,10.9,28.69
Tunisia,TUN,2000,5.3,20.15
Tunisia,TUN,2005,3.1,13.26
Tunisia,TUN,2010,2,8.41
Turkey,TUR,1987,1.7,9.75
Turkey,TUR,1994,2.6,12.08
Turkey,TUR,2002,1.7,9.94
Turkey,TUR,2003,3.7,13.2
Turkey,TUR,2004,2.1,9.08
Turkey,TUR,2005,2.6,9.34
Turkey,TUR,2006,1.9,7.76
Turkey,TUR,2007,1.4,6.32
Turkey,TUR,2008,0.6,5.36
Turkey,TUR,2009,0.9,4.57
Turkey,TUR,2010,0.8,4.25
Turkey,TUR,2011,0.3,3.99
Turkey,TUR,2012,0.3,3.1
Turkey,TUR,2013,0.3,2.62
Turkey,TUR,2014,0.3,
Turkey,TUR,2015,0.3,
Turkey,TUR,2016,0.2,
Turkmenistan,TKM,1988,,76.22
Turkmenistan,TKM,1998,51.4,69.14
Tuvalu,TUV,2010,3.3,16.28
Uganda,UGA,1989,56.8,95.29
Uganda,UGA,1992,62.9,87.8
Uganda,UGA,1996,61.3,83.37
Uganda,UGA,1999,66,84.64
Uganda,UGA,2002,64.1,82.48
Uganda,UGA,2005,55.4,76.33
Uganda,UGA,2009,43.5,69.37
Uganda,UGA,2012,35.9,64.95
Uganda,UGA,2016,41.6,
Ukraine,UKR,1988,,6.64
Ukraine,UKR,1992,3,11.79
Ukraine,UKR,1993,1.3,8.3
Ukraine,UKR,1995,5.4,18.96
Ukraine,UKR,1996,5.4,21.37
Ukraine,UKR,1999,,34.65
Ukraine,UKR,2002,1.7,10.58
Ukraine,UKR,2003,0.6,6.25
Ukraine,UKR,2004,0.6,4.97
Ukraine,UKR,2005,0.3,2.26
Ukraine,UKR,2006,0.1,1.4
Ukraine,UKR,2007,0.1,1.03
Ukraine,UKR,2008,0,0.4
Ukraine,UKR,2009,0.1,0.55
Ukraine,UKR,2010,0,0.25
Ukraine,UKR,2011,0,0.17
Ukraine,UKR,2012,0,0.2
Ukraine,UKR,2013,0,0.08
Ukraine,UKR,2014,0,0.12
Ukraine,UKR,2015,0.1,
Ukraine,UKR,2016,0.1,
United Kingdom,GBR,2004,0.5,
United Kingdom,GBR,2005,0.5,
United Kingdom,GBR,2006,0.2,
United Kingdom,GBR,2007,0.2,
United Kingdom,GBR,2008,0.2,
United Kingdom,GBR,2009,0.2,
United Kingdom,GBR,2010,0.2,
United Kingdom,GBR,2011,0.2,
United Kingdom,GBR,2012,0.2,
United Kingdom,GBR,2013,0.2,
United Kingdom,GBR,2014,0.2,
United Kingdom,GBR,2015,0.2,
United States,USA,1979,0.5,
United States,USA,1986,0.5,
United States,USA,1991,0.5,
United States,USA,1994,0.7,
United States,USA,1997,0.7,
United States,USA,2000,0.7,
United States,USA,2004,1,
United States,USA,2007,1,
United States,USA,2010,1,
United States,USA,2013,1,
United States,USA,2016,1.2,
Upper middle income,,1981,55.5,67.75
Upper middle income,,1984,47.9,66.34
Upper middle income,,1987,38.6,61.56
Upper middle income,,1990,41.8,62.08
Upper middle income,,1993,36.5,57.03
Upper middle income,,1996,28,50.45
Upper middle income,,1999,26.9,48.13
Upper middle income,,2002,21.1,40.76
Upper middle income,,2005,13.1,30.62
Upper middle income,,2008,9.9,23.58
Upper middle income,,2010,7.8,19.82
Upper middle income,,2011,5.8,16.64
Upper middle income,,2012,4.9,14.55
Upper middle income,,2013,2.4,9.91
Upper middle income,,2015,1.7,
Uruguay,URY,1981,0,3.92
Uruguay,URY,1989,0.6,2.11
Uruguay,URY,1992,,2.02
Uruguay,URY,1995,,2.28
Uruguay,URY,1996,,2.76
Uruguay,URY,1997,,2.37
Uruguay,URY,1998,,2.53
Uruguay,URY,2000,,2.63
Uruguay,URY,2001,,3.35
Uruguay,URY,2002,,4.32
Uruguay,URY,2003,,5.22
Uruguay,URY,2004,,6.88
Uruguay,URY,2005,,6.11
Uruguay,URY,2006,0.5,4.67
Uruguay,URY,2007,0.3,3.78
Uruguay,URY,2008,0.2,2.55
Uruguay,URY,2009,0.2,2.11
Uruguay,URY,2010,0.1,1.61
Uruguay,URY,2011,0.1,1.61
Uruguay,URY,2012,0.1,1.67
Uruguay,URY,2013,0.2,1.56
Uruguay,URY,2014,0.1,1.3
Uruguay,URY,2015,0.1,
Uruguay,URY,2016,0.1,
Uzbekistan,UZB,1988,,3.36
Uzbekistan,UZB,1998,40.2,69.15
Uzbekistan,UZB,2000,62,88.71
Uzbekistan,UZB,2002,58.2,87.99
Uzbekistan,UZB,2003,62.1,87.82
Vanuatu,VUT,2010,13.2,38.8
Venezuela,VEN,1981,5.8,9.52
Venezuela,VEN,1987,6.1,10.24
Venezuela,VEN,1989,7.4,13.91
Venezuela,VEN,1992,4.8,8.53
Venezuela,VEN,1995,10.4,18.34
Venezuela,VEN,1998,12.8,20.29
Venezuela,VEN,1999,12,20.47
Venezuela,VEN,2001,11,19.05
Venezuela,VEN,2002,18.2,27.83
Venezuela,VEN,2003,22.7,33.58
Venezuela,VEN,2004,19.8,29.08
Venezuela,VEN,2005,18.9,23.97
Venezuela,VEN,2006,10.2,14.9
Vietnam,VNM,1992,52.9,77.09
Vietnam,VNM,1998,35.5,69.11
Vietnam,VNM,2002,38,69.32
Vietnam,VNM,2004,26.5,58.46
Vietnam,VNM,2006,19.5,51.15
Vietnam,VNM,2008,14.8,45.61
Vietnam,VNM,2010,4.2,18.05
Vietnam,VNM,2012,2.8,13.86
Vietnam,VNM,2014,2.6,12.02
Vietnam,VNM,2016,2,
World,OWID_WRL,1981,42.2,
World,OWID_WRL,1984,39.2,
World,OWID_WRL,1987,35.4,
World,OWID_WRL,1990,35.9,
World,OWID_WRL,1993,33.9,
World,OWID_WRL,1996,29.4,
World,OWID_WRL,1999,28.6,
World,OWID_WRL,2002,25.6,
World,OWID_WRL,2005,20.7,
World,OWID_WRL,2008,18.1,
World,OWID_WRL,2010,15.7,
World,OWID_WRL,2011,13.7,
World,OWID_WRL,2012,12.8,
World,OWID_WRL,2013,11.2,
World,OWID_WRL,2015,10,
Yemen,YEM,1998,7.4,
Yemen,YEM,2005,9.8,
Yemen,YEM,2014,18.8,
Zambia,ZMB,1991,54.1,68.17
Zambia,ZMB,1993,54.5,72.87
Zambia,ZMB,1996,41.7,63.29
Zambia,ZMB,1998,42.1,64.25
Zambia,ZMB,2002,49.4,75.08
Zambia,ZMB,2004,56.7,74.02
Zambia,ZMB,2006,60.5,76.86
Zambia,ZMB,2010,64.4,78.87
Zambia,ZMB,2015,57.5,
Zimbabwe,ZWE,2011,21.4,45.5
