Entity,Code,Year,Solar (kilowatt-hours)
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.24838264738598445
Ireland,IRL,2010,0.2751233047870004
Ireland,IRL,2011,0.3107218841211066
Ireland,IRL,2012,0.36888401475694443
Ireland,IRL,2013,0.3988497789815818
Ireland,IRL,2014,0.538154560190188
Ireland,IRL,2015,0.9145025000000001
Ireland,IRL,2016,2.9939498317717206
Ireland,IRL,2017,5.980156766252895
Ireland,IRL,2018,12.108849985474164
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,8.784129294853965
Israel,ISR,2010,25.076303297032403
Israel,ISR,2011,67.48539649525846
Israel,ISR,2012,127.51840185292188
Israel,ISR,2013,186.80473168196508
Israel,ISR,2014,315.94683627069
Israel,ISR,2015,411.08428489721734
Israel,ISR,2016,530.5276691293624
Israel,ISR,2017,509.1724981574479
Israel,ISR,2018,562.9954268026725
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.09322129495519824
Italy,ITA,1990,0.18451677534707614
Italy,ITA,1991,0.2304843618623879
Italy,ITA,1992,0.41445823571616075
Italy,ITA,1993,0.5060906391831883
Italy,ITA,1994,0.5059491100080401
Italy,ITA,1995,0.5983581502081365
Italy,ITA,1996,0.6456165272934373
Italy,ITA,1997,0.6936891146492339
Italy,ITA,1998,0.7420344999383185
Italy,ITA,1999,0.7896223150240046
Italy,ITA,2000,0.8355397609892049
Italy,ITA,2001,0.8791208506373627
Italy,ITA,2002,0.9664262959271114
Italy,ITA,2003,1.097157815165465
Italy,ITA,2004,1.3169702579899218
Italy,ITA,2005,1.39975204629296
Italy,ITA,2006,1.5732924860359054
Italy,ITA,2007,1.746979897358208
Italy,ITA,2008,8.619781097213265
Italy,ITA,2009,30.142099822014686
Italy,ITA,2010,84.53434475617362
Italy,ITA,2011,476.761429860377
Italy,ITA,2012,828.9392380863075
Italy,ITA,2013,944.240285684844
Italy,ITA,2014,971.7108531160405
Italy,ITA,2015,996.635916174684
Italy,ITA,2016,958.8910955119267
Italy,ITA,2017,1057.3201388118468
Italy,ITA,2018,1008.3543229511605
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.021136325850367458
Japan,JPN,1991,0.021064422076362763
Japan,JPN,1992,0.2204688180896985
Japan,JPN,1993,0.4710201346782598
Japan,JPN,1994,0.6054262295225024
Japan,JPN,1995,0.8225962089977447
Japan,JPN,1996,1.1324741427150122
Japan,JPN,1997,1.9971829743169445
Japan,JPN,1998,2.9654870553899166
Japan,JPN,1999,4.506149573535649
Japan,JPN,2000,7.100040582008093
Japan,JPN,2001,10.297251756737712
Japan,JPN,2002,14.292786678395222
Japan,JPN,2003,19.603678776413812
Japan,JPN,2004,26.101946946741137
Japan,JPN,2005,33.42819257765379
Japan,JPN,2006,40.893437279459285
Japan,JPN,2007,47.35972720018056
Japan,JPN,2008,53.10637357735786
Japan,JPN,2009,62.34301735249504
Japan,JPN,2010,81.50886477143658
Japan,JPN,2011,111.3903814579102
Japan,JPN,2012,151.06011427926245
Japan,JPN,2013,264.74490442921274
Japan,JPN,2014,483.4933451138731
Japan,JPN,2015,710.2018936000313
Japan,JPN,2016,999.854704449645
Japan,JPN,2017,1276.2337099966276
Japan,JPN,2018,1483.101802448075
Kazakhstan,KAZ,1985,0
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.003297665950334289
Kazakhstan,KAZ,2013,0.12170242393985671
Kazakhstan,KAZ,2014,0.1884371871929723
Kazakhstan,KAZ,2015,6.914559183928978
Kazakhstan,KAZ,2016,13.04692612360496
Kazakhstan,KAZ,2017,13.055353631084072
Kazakhstan,KAZ,2018,16.474718368449786
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.1494154849688032
Kuwait,KWT,2014,2.3528079219723654
Kuwait,KWT,2015,3.4987108680917625
Kuwait,KWT,2016,32.454145435936326
Kuwait,KWT,2017,57.18827699211046
Kuwait,KWT,2018,56.06856453468698
Latvia,LVA,1985,0
Latvia,LVA,1986,0
Latvia,LVA,1987,0
Latvia,LVA,1988,0
Latvia,LVA,1989,0
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0.2515945558739255
Latvia,LVA,2012,0.25463460608989846
Latvia,LVA,2013,0.25762298288508556
Latvia,LVA,2014,0.26068233547748637
Latvia,LVA,2015,0.2636831831831832
Latvia,LVA,2016,0.7998718085106384
Latvia,LVA,2017,1.251444033828806
Latvia,LVA,2018,1.725203127593361
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0.08525397340253002
Lithuania,LTU,2012,1.9870767531188447
Lithuania,LTU,2013,39.18070471585244
Lithuania,LTU,2014,64.66013422080107
Lithuania,LTU,2015,65.78947409959072
Lithuania,LTU,2016,60.553631256055375
Lithuania,LTU,2017,61.51142155711776
Lithuania,LTU,2018,75.16112750803286
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0
Luxembourg,LUX,1970,0
Luxembourg,LUX,1971,0
Luxembourg,LUX,1972,0
Luxembourg,LUX,1973,0
Luxembourg,LUX,1974,0
Luxembourg,LUX,1975,0
Luxembourg,LUX,1976,0
Luxembourg,LUX,1977,0
Luxembourg,LUX,1978,0
Luxembourg,LUX,1979,0
Luxembourg,LUX,1980,0
Luxembourg,LUX,1981,0
Luxembourg,LUX,1982,0
Luxembourg,LUX,1983,0
Luxembourg,LUX,1984,0
Luxembourg,LUX,1985,0
Luxembourg,LUX,1986,0
Luxembourg,LUX,1987,0
Luxembourg,LUX,1988,0
Luxembourg,LUX,1989,0
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0.24140252293577982
Luxembourg,LUX,2001,0.27489090909090913
Luxembourg,LUX,2002,0.3509954954954955
Luxembourg,LUX,2003,8.236199485458615
Luxembourg,LUX,2004,53.55728212389381
Luxembourg,LUX,2005,101.68926655021835
Luxembourg,LUX,2006,119.23425399141631
Luxembourg,LUX,2007,115.79501315789474
Luxembourg,LUX,2008,108.68693006185566
Luxembourg,LUX,2009,107.57174350100605
Luxembourg,LUX,2010,109.55242509842522
Luxembourg,LUX,2011,130.5344253371869
Luxembourg,LUX,2012,189.69668907721282
Luxembourg,LUX,2013,357.3616281767956
Luxembourg,LUX,2014,449.22237072072073
Luxembourg,LUX,2015,481.39328791887124
Luxembourg,LUX,2016,455.81310360967177
Luxembourg,LUX,2017,482.14349554054064
Luxembourg,LUX,2018,511.8549002980133
Macedonia,MKD,1990,0
Macedonia,MKD,1991,0
Macedonia,MKD,1992,0
Macedonia,MKD,1993,0
Macedonia,MKD,1994,0
Macedonia,MKD,1995,0
Macedonia,MKD,1996,0
Macedonia,MKD,1997,0
Macedonia,MKD,1998,0
Macedonia,MKD,1999,0
Macedonia,MKD,2000,0
Macedonia,MKD,2001,0
Macedonia,MKD,2002,0
Macedonia,MKD,2003,0
Macedonia,MKD,2004,0
Macedonia,MKD,2005,0
Macedonia,MKD,2006,0
Macedonia,MKD,2007,0
Macedonia,MKD,2008,0
Macedonia,MKD,2009,0
Macedonia,MKD,2010,0.033019990342829555
Macedonia,MKD,2011,1.4897906515444017
Macedonia,MKD,2012,3.5984363934426233
Macedonia,MKD,2013,11.473230289017343
Macedonia,MKD,2014,18.21336354186718
Macedonia,MKD,2015,28.60686872534873
Macedonia,MKD,2016,29.97040940413263
Macedonia,MKD,2017,30.02047654658982
Macedonia,MKD,2018,28.789448046087376
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0.0009967327844311378
Malaysia,MYS,2008,0.000977849170215891
Malaysia,MYS,2009,0.0009602559942311161
Malaysia,MYS,2010,0.0009441541406693138
Malaysia,MYS,2011,0.0009295556874105617
Malaysia,MYS,2012,4.254995618549608
Malaysia,MYS,2013,12.591286650039024
Malaysia,MYS,2014,20.00095173837346
Malaysia,MYS,2015,23.732980355125367
Malaysia,MYS,2016,26.585937052957476
Malaysia,MYS,2017,30.70527025590741
Malaysia,MYS,2018,38.36964745559503
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.03134958543297237
Mexico,MEX,1991,0.06154802778524903
Mexico,MEX,1992,0.09066591731266149
Mexico,MEX,1993,0.1187736304654443
Mexico,MEX,1994,0.1459458189138826
Mexico,MEX,1995,0.14354637367312875
Mexico,MEX,1996,0.16951130471190698
Mexico,MEX,1997,0.16688830579953706
Mexico,MEX,1998,0.19177404586907637
Mexico,MEX,1999,0.18896289429142946
Mexico,MEX,2000,0.1862593301314459
Mexico,MEX,2001,0.20990075574787137
Mexico,MEX,2002,0.2070376751733294
Mexico,MEX,2003,0.20423381612518313
Mexico,MEX,2004,0.22661068631296946
Mexico,MEX,2005,0.22342545993113536
Mexico,MEX,2006,0.2446615296578654
Mexico,MEX,2007,0.21694603768400036
Mexico,MEX,2008,0.45120243992239323
Mexico,MEX,2009,0.6317811567257078
Mexico,MEX,2010,0.7150215088568098
Mexico,MEX,2011,0.9325790354812221
Mexico,MEX,2012,1.548330795999113
Mexico,MEX,2013,2.3475082622636267
Mexico,MEX,2014,4.832195957293009
Mexico,MEX,2015,5.3124819375830885
Mexico,MEX,2016,5.382861853356362
Mexico,MEX,2017,25.023718296080215
Mexico,MEX,2018,46.771206009303356
Morocco,MAR,1965,0
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0
Morocco,MAR,2001,0
Morocco,MAR,2002,0.009041826515022916
Morocco,MAR,2003,0.008942248933955614
Morocco,MAR,2004,0.008843665947202392
Morocco,MAR,2005,0.008744648016811137
Morocco,MAR,2006,0.008645577016718066
Morocco,MAR,2007,0.008545982543960981
Morocco,MAR,2008,0.008444905983448015
Morocco,MAR,2009,0.008341225844843246
Morocco,MAR,2010,0.008234455678199302
Morocco,MAR,2011,0.00812418400341651
Morocco,MAR,2012,0.008011762228506107
Morocco,MAR,2013,0.007899128010440147
Morocco,MAR,2014,0.007789161207299953
Morocco,MAR,2015,0.43272564735748903
Morocco,MAR,2016,30.079683206456753
Morocco,MAR,2017,30.71568343104466
Morocco,MAR,2018,69.40315623692027
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0
Netherlands,NLD,1987,0
Netherlands,NLD,1988,0
Netherlands,NLD,1989,0
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0.1735182810233417
Netherlands,NLD,1993,0.1723590679853288
Netherlands,NLD,1994,0.0017101828355781119
Netherlands,NLD,1995,0.1701304790535299
Netherlands,NLD,1996,0.3381839298335797
Netherlands,NLD,1997,0.3361965186841265
Netherlands,NLD,1998,0.5849440931030102
Netherlands,NLD,1999,0.8757531005304371
Netherlands,NLD,2000,1.2739844926535226
Netherlands,NLD,2001,2.1456122961668123
Netherlands,NLD,2002,2.7834950347610183
Netherlands,NLD,2003,4.993193805937905
Netherlands,NLD,2004,5.354609237428625
Netherlands,NLD,2005,5.498709050528503
Netherlands,NLD,2006,5.638205607055961
Netherlands,NLD,2007,5.6932784909432375
Netherlands,NLD,2008,6.176936017020763
Netherlands,NLD,2009,7.034638365812582
Netherlands,NLD,2010,9.376705799316671
Netherlands,NLD,2011,15.776267316883738
Netherlands,NLD,2012,39.767213509409245
Netherlands,NLD,2013,80.60030716516269
Netherlands,NLD,2014,122.24963964186348
Netherlands,NLD,2015,174.24368113590745
Netherlands,NLD,2016,241.66700236558503
Netherlands,NLD,2017,340.8090313430469
Netherlands,NLD,2018,493.7989757831184
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0
New Zealand,NZL,1993,0
New Zealand,NZL,1994,0
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0
New Zealand,NZL,1997,0
New Zealand,NZL,1998,0
New Zealand,NZL,1999,0
New Zealand,NZL,2000,0
New Zealand,NZL,2001,0
New Zealand,NZL,2002,0
New Zealand,NZL,2003,0
New Zealand,NZL,2004,0
New Zealand,NZL,2005,0
New Zealand,NZL,2006,0
New Zealand,NZL,2007,2.1173825820930783
New Zealand,NZL,2008,2.1256964936886398
New Zealand,NZL,2009,2.1852885681239886
New Zealand,NZL,2010,2.305505118993135
New Zealand,NZL,2011,2.4575987531115637
New Zealand,NZL,2012,2.8406353088630256
New Zealand,NZL,2013,3.9891054414693516
New Zealand,NZL,2014,10.512659461471106
New Zealand,NZL,2015,20.421728110509207
New Zealand,NZL,2016,31.525382837518784
New Zealand,NZL,2017,42.210963802637174
New Zealand,NZL,2018,54.50929997680793
North America,,1965,0
North America,,1966,0
North America,,1967,0
North America,,1968,0
North America,,1969,0
North America,,1970,0
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.03021121679333226
North America,,1984,0.05287724446299185
North America,,1985,0.1060817273846074
North America,,1986,0.1386802619750888
North America,,1987,0.1027319134195536
North America,,1988,0.08812728957345972
North America,,1989,2.4045861687627244
North America,,1990,3.496998710066622
North America,,1991,4.472887660466038
North America,,1992,3.817210754152941
North America,,1993,4.393935020216444
North America,,1994,4.598740490202062
North America,,1995,4.67693148875239
North America,,1996,4.886845264233695
North America,,1997,4.761235103355765
North America,,1998,4.669453875129371
North America,,1999,4.587324176145832
North America,,2000,4.564718469089587
North America,,2001,5.018840355400234
North America,,2002,5.223199009878602
North America,,2003,5.2515306030202344
North America,,2004,5.853886133873096
North America,,2005,6.242503540959378
North America,,2006,6.826267285284523
North America,,2007,8.938587754804177
North America,,2008,13.179127233510366
North America,,2009,17.11359684396132
North America,,2010,25.283711085623146
North America,,2011,40.67253313154254
North America,,2012,75.28542750488673
North America,,2013,131.97758778534157
North America,,2014,234.28228489398077
North America,,2015,313.75177410890325
North America,,2016,429.6882479747055
North America,,2017,600.090819365387
North America,,2018,743.3749124544328
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,3.1001045876861526
Norway,NOR,2001,3.0836547733804998
Norway,NOR,2002,3.0680533523977123
Norway,NOR,2003,3.5701936870897155
Norway,NOR,2004,3.5484526207046545
Norway,NOR,2005,3.5224061204663215
Norway,NOR,2006,3.9983332741279694
Norway,NOR,2007,3.9593582093663913
Norway,NOR,2008,4.0816765981974426
Norway,NOR,2009,4.197878255645328
Norway,NOR,2010,4.362625796152272
Norway,NOR,2011,4.520699462409055
Norway,NOR,2012,4.671131280414839
Norway,NOR,2013,5.077668533175823
Norway,NOR,2014,5.936662646830026
Norway,NOR,2015,6.781376957692308
Norway,NOR,2016,11.927551700628452
Norway,NOR,2017,20.250423472432026
Norway,NOR,2018,31.792188928437614
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.8387500398406376
Oman,OMN,2014,0.7841802582567668
Oman,OMN,2015,2.2818948535270684
Oman,OMN,2016,2.173888220584952
Oman,OMN,2017,4.911723373339049
Oman,OMN,2018,7.476035663698489
Pakistan,PAK,1965,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
