Entity,Code,Year,Pump price for gasoline (US$ per liter) (US$ per liter)
Palestine,PSE,2000,1.08
Palestine,PSE,2002,0.99
Palestine,PSE,2004,1.17
Palestine,PSE,2006,1.29
Palestine,PSE,2008,1.34
Palestine,PSE,2010,1.71
Palestine,PSE,2012,1.87
Palestine,PSE,2014,1.77
Palestine,PSE,2016,1.54
Panama,PAN,1992,0.43
Panama,PAN,1998,0.41
Panama,PAN,2000,0.53
Panama,PAN,2002,0.51
Panama,PAN,2004,0.54
Panama,PAN,2006,0.7
Panama,PAN,2008,0.67
Panama,PAN,2010,0.85
Panama,PAN,2012,1.05
Panama,PAN,2014,0.96
Panama,PAN,2016,0.74
Papua New Guinea,PNG,1998,0.41
Papua New Guinea,PNG,2000,0.53
Papua New Guinea,PNG,2004,0.94
Papua New Guinea,PNG,2008,0.94
Papua New Guinea,PNG,2014,1.36
Paraguay,PRY,1992,0.43
Paraguay,PRY,1995,0.44
Paraguay,PRY,1998,0.47
Paraguay,PRY,2000,0.72
Paraguay,PRY,2002,0.56
Paraguay,PRY,2004,0.62
Paraguay,PRY,2006,0.97
Paraguay,PRY,2008,1.17
Paraguay,PRY,2010,1.28
Paraguay,PRY,2012,1.74
Paraguay,PRY,2014,1.59
Paraguay,PRY,2016,1.04
Peru,PER,1992,0.56
Peru,PER,1995,0.68
Peru,PER,1998,0.55
Peru,PER,2000,0.8
Peru,PER,2002,0.74
Peru,PER,2004,1.12
Peru,PER,2006,1.22
Peru,PER,2008,1.42
Peru,PER,2010,1.41
Peru,PER,2012,1.63
Peru,PER,2014,1.46
Peru,PER,2016,0.99
Philippines,PHL,1991,0.4
Philippines,PHL,1995,0.34
Philippines,PHL,1998,0.34
Philippines,PHL,2000,0.37
Philippines,PHL,2002,0.35
Philippines,PHL,2004,0.52
Philippines,PHL,2006,0.76
Philippines,PHL,2008,0.91
Philippines,PHL,2010,1.05
Philippines,PHL,2012,1.25
Philippines,PHL,2014,1.05
Philippines,PHL,2016,0.86
Poland,POL,1995,0.55
Poland,POL,1998,0.54
Poland,POL,2000,0.76
Poland,POL,2002,0.83
Poland,POL,2004,1.2
Poland,POL,2006,1.3
Poland,POL,2008,1.43
Poland,POL,2010,1.57
Poland,POL,2012,1.74
Poland,POL,2014,1.42
Poland,POL,2016,1.07
Portugal,PRT,1998,1.02
Portugal,PRT,2000,0.77
Portugal,PRT,2002,0.97
Portugal,PRT,2004,1.38
Portugal,PRT,2006,1.56
Portugal,PRT,2008,1.61
Portugal,PRT,2010,1.85
Portugal,PRT,2012,2.15
Portugal,PRT,2014,1.89
Portugal,PRT,2016,1.54
Post-demographic dividend,,1995,0.905
Post-demographic dividend,,1998,0.775
Post-demographic dividend,,2000,0.795
Post-demographic dividend,,2002,0.88
Post-demographic dividend,,2004,1.21
Post-demographic dividend,,2006,1.3
Post-demographic dividend,,2008,1.37
Post-demographic dividend,,2010,1.63
Post-demographic dividend,,2012,1.86
Post-demographic dividend,,2014,1.69
Post-demographic dividend,,2016,1.29
Pre-demographic dividend,,1991,0.71
Pre-demographic dividend,,1992,0.7
Pre-demographic dividend,,1995,0.625
Pre-demographic dividend,,1998,0.635
Pre-demographic dividend,,2000,0.68
Pre-demographic dividend,,2002,0.665
Pre-demographic dividend,,2004,0.92
Pre-demographic dividend,,2006,1.12
Pre-demographic dividend,,2008,1.22
Pre-demographic dividend,,2010,1.275
Pre-demographic dividend,,2012,1.39
Pre-demographic dividend,,2014,1.35
Pre-demographic dividend,,2016,0.97
Qatar,QAT,1998,0.16
Qatar,QAT,2004,0.21
Qatar,QAT,2006,0.19
Qatar,QAT,2008,0.22
Qatar,QAT,2010,0.19
Qatar,QAT,2012,0.27
Qatar,QAT,2014,0.23
Qatar,QAT,2016,0.4
Romania,ROU,1995,0.29
Romania,ROU,1998,0.53
Romania,ROU,2000,0.46
Romania,ROU,2002,0.64
Romania,ROU,2004,0.96
Romania,ROU,2006,1.26
Romania,ROU,2008,1.11
Romania,ROU,2010,1.46
Romania,ROU,2012,1.7
Romania,ROU,2014,1.59
Romania,ROU,2016,1.16
Russia,RUS,1995,0.35
Russia,RUS,1998,0.28
Russia,RUS,2000,0.33
Russia,RUS,2002,0.35
Russia,RUS,2004,0.55
Russia,RUS,2006,0.77
Russia,RUS,2008,0.89
Russia,RUS,2010,0.84
Russia,RUS,2012,0.99
Russia,RUS,2014,0.81
Russia,RUS,2016,0.59
Rwanda,RWA,1991,0.81
Rwanda,RWA,1992,0.93
Rwanda,RWA,1998,0.72
Rwanda,RWA,2000,0.89
Rwanda,RWA,2002,0.84
Rwanda,RWA,2004,0.98
Rwanda,RWA,2006,1.11
Rwanda,RWA,2008,1.37
Rwanda,RWA,2010,1.63
Rwanda,RWA,2012,1.73
Rwanda,RWA,2014,1.41
Rwanda,RWA,2016,1.17
Saint Lucia,LCA,2014,1.3
Samoa,WSM,2010,1.03
Samoa,WSM,2016,0.91
Saudi Arabia,SAU,1995,0.16
Saudi Arabia,SAU,1998,0.16
Saudi Arabia,SAU,2000,0.24
Saudi Arabia,SAU,2002,0.24
Saudi Arabia,SAU,2004,0.24
Saudi Arabia,SAU,2006,0.16
Saudi Arabia,SAU,2008,0.16
Saudi Arabia,SAU,2010,0.16
Saudi Arabia,SAU,2012,0.16
Saudi Arabia,SAU,2014,0.16
Saudi Arabia,SAU,2016,0.24
Senegal,SEN,1991,1.19
Senegal,SEN,1992,1.23
Senegal,SEN,1995,0.94
Senegal,SEN,1998,0.71
Senegal,SEN,2000,0.73
Senegal,SEN,2002,0.75
Senegal,SEN,2004,1.1
Senegal,SEN,2006,1.31
Senegal,SEN,2008,1.35
Senegal,SEN,2010,1.57
Senegal,SEN,2012,1.72
Senegal,SEN,2014,1.7
Senegal,SEN,2016,1.14
Serbia,SRB,1995,0.76
Serbia,SRB,1998,0.61
Serbia,SRB,2000,0.56
Serbia,SRB,2002,0.74
Serbia,SRB,2004,1
Serbia,SRB,2006,1.45
Serbia,SRB,2008,1.29
Serbia,SRB,2010,1.5
Serbia,SRB,2012,1.78
Serbia,SRB,2014,1.55
Serbia,SRB,2016,1.16
Sierra Leone,SLE,1991,0.45
Sierra Leone,SLE,1992,0.49
Sierra Leone,SLE,1998,0.61
Sierra Leone,SLE,2002,0.51
Sierra Leone,SLE,2004,0.76
Sierra Leone,SLE,2006,0.98
Sierra Leone,SLE,2008,0.91
Sierra Leone,SLE,2010,0.94
Sierra Leone,SLE,2012,1.05
Sierra Leone,SLE,2014,1.04
Sierra Leone,SLE,2016,1.08
Singapore,SGP,1991,0.61
Singapore,SGP,1995,0.85
Singapore,SGP,1998,0.72
Singapore,SGP,2000,0.84
Singapore,SGP,2002,0.85
Singapore,SGP,2004,0.89
Singapore,SGP,2006,0.92
Singapore,SGP,2008,1.07
Singapore,SGP,2010,1.42
Singapore,SGP,2012,1.68
Singapore,SGP,2014,1.58
Singapore,SGP,2016,1.25
Slovakia,SVK,1995,0.66
Slovakia,SVK,1998,0.61
Slovakia,SVK,2000,0.69
Slovakia,SVK,2002,0.74
Slovakia,SVK,2004,1.17
Slovakia,SVK,2006,1.35
Slovakia,SVK,2008,1.57
Slovakia,SVK,2010,1.7
Slovakia,SVK,2012,1.98
Slovakia,SVK,2014,1.77
Slovakia,SVK,2016,1.32
Slovenia,SVN,1995,0.59
Slovenia,SVN,1998,0.66
Slovenia,SVN,2000,0.63
Slovenia,SVN,2002,0.76
Slovenia,SVN,2004,1.12
Slovenia,SVN,2006,1.23
Slovenia,SVN,2008,1.18
Slovenia,SVN,2010,1.67
Slovenia,SVN,2012,1.86
Slovenia,SVN,2014,1.78
Slovenia,SVN,2016,1.32
Small states,,2004,0.745
Small states,,2008,0.91
Small states,,2010,1.08
Small states,,2012,1.4
Small states,,2014,1.32
Small states,,2016,1
Somalia,SOM,2002,0.35
Somalia,SOM,2004,1.36
Somalia,SOM,2006,0.74
Somalia,SOM,2008,1.12
Somalia,SOM,2016,1.41
South Africa,ZAF,1992,0.52
South Africa,ZAF,1995,0.51
South Africa,ZAF,1998,0.43
South Africa,ZAF,2000,0.5
South Africa,ZAF,2002,0.43
South Africa,ZAF,2004,0.81
South Africa,ZAF,2006,0.85
South Africa,ZAF,2008,0.87
South Africa,ZAF,2010,1.19
South Africa,ZAF,2012,1.38
South Africa,ZAF,2014,1.19
South Africa,ZAF,2016,0.92
South Asia,,1995,0.48
South Asia,,1998,0.575
South Asia,,2000,0.59
South Asia,,2002,0.53
South Asia,,2004,0.72
South Asia,,2006,0.91
South Asia,,2008,1.09
South Asia,,2010,1.12
South Asia,,2012,1.22
South Asia,,2014,1.185
South Asia,,2016,0.91
South Asia (IDA & IBRD),,1995,0.48
South Asia (IDA & IBRD),,1998,0.575
South Asia (IDA & IBRD),,2000,0.59
South Asia (IDA & IBRD),,2002,0.53
South Asia (IDA & IBRD),,2004,0.72
South Asia (IDA & IBRD),,2006,0.91
South Asia (IDA & IBRD),,2008,1.09
South Asia (IDA & IBRD),,2010,1.12
South Asia (IDA & IBRD),,2012,1.22
South Asia (IDA & IBRD),,2014,1.185
South Asia (IDA & IBRD),,2016,0.91
South Korea,KOR,1991,0.54
South Korea,KOR,1995,0.79
South Korea,KOR,1998,0.93
South Korea,KOR,2000,0.92
South Korea,KOR,2002,1.09
South Korea,KOR,2004,1.35
South Korea,KOR,2006,1.65
South Korea,KOR,2008,1.51
South Korea,KOR,2010,1.52
South Korea,KOR,2012,1.8
South Korea,KOR,2014,1.55
South Korea,KOR,2016,1.22
South Sudan,SSD,2006,1.76
South Sudan,SSD,2008,1.59
South Sudan,SSD,2010,1.5
South Sudan,SSD,2012,1.97
South Sudan,SSD,2014,1.98
South Sudan,SSD,2016,0.28
Spain,ESP,1995,0.89
Spain,ESP,1998,0.84
Spain,ESP,2000,0.73
Spain,ESP,2002,0.83
Spain,ESP,2004,1.21
Spain,ESP,2006,1.15
Spain,ESP,2008,1.23
Spain,ESP,2010,1.56
Spain,ESP,2012,1.75
Spain,ESP,2014,1.63
Spain,ESP,2016,1.26
Sri Lanka,LKA,1991,0.75
Sri Lanka,LKA,1995,0.75
Sri Lanka,LKA,1998,0.84
Sri Lanka,LKA,2000,0.66
Sri Lanka,LKA,2002,0.54
Sri Lanka,LKA,2004,0.72
Sri Lanka,LKA,2006,0.88
Sri Lanka,LKA,2008,1.43
Sri Lanka,LKA,2010,1.19
Sri Lanka,LKA,2012,1.29
Sri Lanka,LKA,2014,1.27
Sri Lanka,LKA,2016,0.88
Sub-Saharan Africa,,1991,0.68
Sub-Saharan Africa,,1992,0.62
Sub-Saharan Africa,,1995,0.56
Sub-Saharan Africa,,1998,0.59
Sub-Saharan Africa,,2000,0.615
Sub-Saharan Africa,,2002,0.66
Sub-Saharan Africa,,2004,0.88
Sub-Saharan Africa,,2006,1.035
Sub-Saharan Africa,,2008,1.14
Sub-Saharan Africa,,2010,1.245
Sub-Saharan Africa,,2012,1.355
Sub-Saharan Africa,,2014,1.32
Sub-Saharan Africa,,2016,0.95
Sub-Saharan Africa (IDA & IBRD),,1991,0.68
Sub-Saharan Africa (IDA & IBRD),,1992,0.62
Sub-Saharan Africa (IDA & IBRD),,1995,0.56
Sub-Saharan Africa (IDA & IBRD),,1998,0.59
Sub-Saharan Africa (IDA & IBRD),,2000,0.615
Sub-Saharan Africa (IDA & IBRD),,2002,0.66
Sub-Saharan Africa (IDA & IBRD),,2004,0.88
Sub-Saharan Africa (IDA & IBRD),,2006,1.035
Sub-Saharan Africa (IDA & IBRD),,2008,1.14
Sub-Saharan Africa (IDA & IBRD),,2010,1.245
Sub-Saharan Africa (IDA & IBRD),,2012,1.355
Sub-Saharan Africa (IDA & IBRD),,2014,1.32
Sub-Saharan Africa (IDA & IBRD),,2016,0.95
Sub-Saharan Africa (excluding high income),,1991,0.68
Sub-Saharan Africa (excluding high income),,1992,0.62
Sub-Saharan Africa (excluding high income),,1995,0.56
Sub-Saharan Africa (excluding high income),,1998,0.59
Sub-Saharan Africa (excluding high income),,2000,0.615
Sub-Saharan Africa (excluding high income),,2002,0.66
Sub-Saharan Africa (excluding high income),,2004,0.88
Sub-Saharan Africa (excluding high income),,2006,1.035
Sub-Saharan Africa (excluding high income),,2008,1.14
Sub-Saharan Africa (excluding high income),,2010,1.245
Sub-Saharan Africa (excluding high income),,2012,1.355
Sub-Saharan Africa (excluding high income),,2014,1.32
Sub-Saharan Africa (excluding high income),,2016,0.95
Sudan,SDN,1991,0.07
Sudan,SDN,1992,0.58
Sudan,SDN,1995,0.5
Sudan,SDN,1998,0.33
Sudan,SDN,2000,0.28
Sudan,SDN,2002,0.3
Sudan,SDN,2004,0.47
Sudan,SDN,2006,0.72
Sudan,SDN,2008,0.65
Sudan,SDN,2010,0.62
Sudan,SDN,2012,0.63
Sudan,SDN,2014,0.82
Sudan,SDN,2016,0.95
Suriname,SUR,1998,0.56
Suriname,SUR,2000,0.56
Suriname,SUR,2002,0.56
Suriname,SUR,2004,0.5
Suriname,SUR,2006,0.94
Suriname,SUR,2008,0.91
Suriname,SUR,2010,1.14
Suriname,SUR,2012,1.57
Suriname,SUR,2014,1.29
Swaziland,SWZ,1991,0.46
Swaziland,SWZ,1992,0.43
Swaziland,SWZ,1998,0.37
Swaziland,SWZ,2000,0.47
Swaziland,SWZ,2004,0.76
Swaziland,SWZ,2006,0.8
Swaziland,SWZ,2008,0.86
Swaziland,SWZ,2010,1.07
Swaziland,SWZ,2012,1.3
Swaziland,SWZ,2014,1.14
Swaziland,SWZ,2016,0.77
Sweden,SWE,1995,1.17
Sweden,SWE,1998,1.09
Sweden,SWE,2000,0.94
Sweden,SWE,2002,1.06
Sweden,SWE,2004,1.51
Sweden,SWE,2006,1.46
Sweden,SWE,2008,1.38
Sweden,SWE,2010,1.87
Sweden,SWE,2012,2.1
Sweden,SWE,2014,1.82
Sweden,SWE,2016,1.42
Switzerland,CHE,1995,1.02
Switzerland,CHE,1998,0.86
Switzerland,CHE,2000,0.78
Switzerland,CHE,2002,0.89
Switzerland,CHE,2004,1.29
Switzerland,CHE,2006,1.27
Switzerland,CHE,2008,1.3
Switzerland,CHE,2010,1.66
Switzerland,CHE,2012,1.88
Switzerland,CHE,2014,1.74
Switzerland,CHE,2016,1.45
Syrian Arab Republic,,1998,0.45
Syrian Arab Republic,,2000,0.44
Syrian Arab Republic,,2002,0.53
Syrian Arab Republic,,2004,0.46
Syrian Arab Republic,,2006,0.6
Syrian Arab Republic,,2008,0.85
Syrian Arab Republic,,2010,0.96
Syrian Arab Republic,,2012,0.79
Syrian Arab Republic,,2014,0.83
Tajikistan,TJK,1998,0.26
Tajikistan,TJK,2000,0.45
Tajikistan,TJK,2002,0.36
Tajikistan,TJK,2004,0.67
Tajikistan,TJK,2006,0.8
Tajikistan,TJK,2008,1.03
Tajikistan,TJK,2010,1.02
Tajikistan,TJK,2012,1.45
Tajikistan,TJK,2014,1.32
Tajikistan,TJK,2016,0.71
Tanzania,TZA,1991,0.42
Tanzania,TZA,1992,0.43
Tanzania,TZA,1995,0.56
Tanzania,TZA,1998,0.63
Tanzania,TZA,2000,0.75
Tanzania,TZA,2002,0.67
Tanzania,TZA,2004,0.93
Tanzania,TZA,2006,1.04
Tanzania,TZA,2008,1.11
Tanzania,TZA,2010,1.22
Tanzania,TZA,2012,1.31
Tanzania,TZA,2014,1.29
Tanzania,TZA,2016,0.87
Thailand,THA,1991,0.36
Thailand,THA,1995,0.34
Thailand,THA,1998,0.3
Thailand,THA,2000,0.39
Thailand,THA,2002,0.36
Thailand,THA,2004,0.54
Thailand,THA,2006,0.7
Thailand,THA,2008,0.87
Thailand,THA,2010,1.41
Thailand,THA,2012,1.56
Thailand,THA,2014,1.29
Thailand,THA,2016,0.71
Timor,TLS,2004,0.65
Timor,TLS,2006,0.98
Timor,TLS,2008,1.22
Timor,TLS,2010,1.4
Timor,TLS,2012,1.65
Timor,TLS,2014,1.17
Timor,TLS,2016,1.1
Togo,TGO,1991,0.81
Togo,TGO,1992,0.72
Togo,TGO,1995,0.47
Togo,TGO,1998,0.42
Togo,TGO,2000,0.48
Togo,TGO,2002,0.56
Togo,TGO,2004,0.85
Togo,TGO,2006,1.03
Togo,TGO,2008,0.89
Togo,TGO,2010,1.18
Togo,TGO,2012,1.16
Togo,TGO,2014,1.25
Togo,TGO,2016,0.71
Trinidad and Tobago,TTO,1998,0.39
Trinidad and Tobago,TTO,2000,0.39
Trinidad and Tobago,TTO,2002,0.4
Trinidad and Tobago,TTO,2004,0.35
Trinidad and Tobago,TTO,2006,0.43
Trinidad and Tobago,TTO,2008,0.36
Trinidad and Tobago,TTO,2016,0.54
Tunisia,TUN,1991,0.58
Tunisia,TUN,1992,0.52
Tunisia,TUN,1995,0.64
Tunisia,TUN,1998,0.6
Tunisia,TUN,2000,0.49
Tunisia,TUN,2002,0.29
Tunisia,TUN,2004,0.68
Tunisia,TUN,2006,0.83
Tunisia,TUN,2008,0.96
Tunisia,TUN,2010,0.94
Tunisia,TUN,2012,0.93
Tunisia,TUN,2014,0.91
Tunisia,TUN,2016,0.73
Turkey,TUR,1995,0.56
Turkey,TUR,1998,0.78
Turkey,TUR,2000,0.88
Turkey,TUR,2002,1.02
Turkey,TUR,2004,1.44
Turkey,TUR,2006,1.88
Turkey,TUR,2008,1.87
Turkey,TUR,2010,2.52
Turkey,TUR,2012,2.54
Turkey,TUR,2014,2.06
Turkey,TUR,2016,1.42
Turkmenistan,TKM,1998,0.09
Turkmenistan,TKM,2000,0.02
Turkmenistan,TKM,2002,0.02
Turkmenistan,TKM,2004,0.02
Turkmenistan,TKM,2006,0.02
Turkmenistan,TKM,2008,0.22
Turkmenistan,TKM,2010,0.22
Turkmenistan,TKM,2012,0.22
Turkmenistan,TKM,2014,0.22
Turkmenistan,TKM,2016,0.29
Uganda,UGA,1991,0.69
Uganda,UGA,1992,0.79
Uganda,UGA,1995,0.98
Uganda,UGA,1998,0.86
Uganda,UGA,2000,0.86
Uganda,UGA,2002,0.83
Uganda,UGA,2004,1.02
Uganda,UGA,2006,1.17
Uganda,UGA,2008,1.3
Uganda,UGA,2010,1.42
Uganda,UGA,2014,1.4
Uganda,UGA,2016,0.94
Ukraine,UKR,1998,0.49
Ukraine,UKR,2000,0.37
Ukraine,UKR,2002,0.47
Ukraine,UKR,2004,0.55
Ukraine,UKR,2006,0.81
Ukraine,UKR,2008,0.88
Ukraine,UKR,2010,1.01
Ukraine,UKR,2012,1.35
Ukraine,UKR,2014,1.17
Ukraine,UKR,2016,0.83
United Arab Emirates,ARE,1998,0.23
United Arab Emirates,ARE,2000,0.25
United Arab Emirates,ARE,2002,0.29
United Arab Emirates,ARE,2004,0.28
United Arab Emirates,ARE,2006,0.37
United Arab Emirates,ARE,2008,0.45
United Arab Emirates,ARE,2010,0.47
United Arab Emirates,ARE,2012,0.47
United Arab Emirates,ARE,2014,0.47
United Arab Emirates,ARE,2016,0.49
United Kingdom,GBR,1995,0.92
United Kingdom,GBR,1998,1.11
United Kingdom,GBR,2000,1.17
United Kingdom,GBR,2002,1.18
United Kingdom,GBR,2004,1.56
United Kingdom,GBR,2006,1.63
United Kingdom,GBR,2008,1.44
United Kingdom,GBR,2010,1.92
United Kingdom,GBR,2012,2.17
United Kingdom,GBR,2014,1.92
United Kingdom,GBR,2016,1.46
United States,USA,1992,0.32
United States,USA,1995,0.34
United States,USA,1998,0.32
United States,USA,2000,0.47
United States,USA,2002,0.4
United States,USA,2004,0.54
United States,USA,2006,0.63
United States,USA,2008,0.56
United States,USA,2010,0.76
United States,USA,2012,0.97
United States,USA,2014,0.76
United States,USA,2016,0.71
Upper middle income,,1998,0.41
Upper middle income,,2000,0.53
Upper middle income,,2002,0.52
Upper middle income,,2004,0.68
Upper middle income,,2006,0.865
Upper middle income,,2008,0.91
Upper middle income,,2010,1.095
Upper middle income,,2012,1.37
Upper middle income,,2014,1.27
Upper middle income,,2016,0.905
Uruguay,URY,1995,0.89
Uruguay,URY,1998,0.9
Uruguay,URY,2000,1.19
Uruguay,URY,2002,0.46
Uruguay,URY,2004,1.13
Uruguay,URY,2006,1.23
Uruguay,URY,2008,1.18
Uruguay,URY,2010,1.49
Uruguay,URY,2012,1.97
Uruguay,URY,2014,1.8
Uruguay,URY,2016,1.5
Uzbekistan,UZB,1995,0.32
Uzbekistan,UZB,1998,0.11
Uzbekistan,UZB,2000,0.14
Uzbekistan,UZB,2002,0.38
Uzbekistan,UZB,2004,0.35
Uzbekistan,UZB,2006,0.85
Uzbekistan,UZB,2008,1.35
Uzbekistan,UZB,2010,0.92
Uzbekistan,UZB,2012,1.02
Uzbekistan,UZB,2014,1.02
Uzbekistan,UZB,2016,1.03
Vanuatu,VUT,2016,1.31
Venezuela,VEN,1995,0.03
Venezuela,VEN,1998,0.14
Venezuela,VEN,2000,0.12
Venezuela,VEN,2002,0.05
Venezuela,VEN,2004,0.04
Venezuela,VEN,2006,0.03
Venezuela,VEN,2008,0.02
Venezuela,VEN,2010,0.023
Venezuela,VEN,2012,0.023
Venezuela,VEN,2014,0.015
Venezuela,VEN,2016,0.00008
Vietnam,VNM,1995,0.34
Vietnam,VNM,1998,0.35
Vietnam,VNM,2000,0.38
Vietnam,VNM,2002,0.34
Vietnam,VNM,2004,0.48
Vietnam,VNM,2006,0.67
Vietnam,VNM,2008,0.8
Vietnam,VNM,2010,0.88
Vietnam,VNM,2012,1.15
Vietnam,VNM,2014,1.04
Vietnam,VNM,2016,0.8
World,OWID_WRL,1998,0.54
World,OWID_WRL,2000,0.6
World,OWID_WRL,2002,0.58
World,OWID_WRL,2004,0.805
World,OWID_WRL,2006,0.98
World,OWID_WRL,2008,1.11
World,OWID_WRL,2010,1.22
World,OWID_WRL,2012,1.41
World,OWID_WRL,2014,1.34
World,OWID_WRL,2016,0.97
Yemen,YEM,1998,0.26
Yemen,YEM,2000,0.21
Yemen,YEM,2002,0.21
Yemen,YEM,2004,0.19
Yemen,YEM,2006,0.3
Yemen,YEM,2008,0.3
Yemen,YEM,2010,0.35
Yemen,YEM,2012,0.58
Yemen,YEM,2014,0.7
Yemen,YEM,2016,0.92
Zambia,ZMB,1991,0.4
Zambia,ZMB,1992,0.72
Zambia,ZMB,1995,0.6
Zambia,ZMB,1998,0.53
Zambia,ZMB,2002,0.72
Zambia,ZMB,2004,1.1
Zambia,ZMB,2006,1.31
Zambia,ZMB,2008,1.7
Zambia,ZMB,2010,1.66
Zambia,ZMB,2012,1.48
Zambia,ZMB,2014,1.68
Zambia,ZMB,2016,1.4
Zimbabwe,ZWE,1991,0.68
Zimbabwe,ZWE,1992,0.47
Zimbabwe,ZWE,1995,0.38
Zimbabwe,ZWE,1998,0.26
Zimbabwe,ZWE,2000,0.85
Zimbabwe,ZWE,2002,0.05
Zimbabwe,ZWE,2004,0.61
Zimbabwe,ZWE,2008,1.3
Zimbabwe,ZWE,2010,1.29
Zimbabwe,ZWE,2012,1.52
Zimbabwe,ZWE,2014,1.56
Zimbabwe,ZWE,2016,1.34
