Entity,Code,Year,Girls (%),Boys (%)
Togo,TGO,2017,6.690000000000001,7.859999999999999
Tonga,TON,1990,2.45,1.9800000000000002
Tonga,TON,2000,1.94,1.55
Tonga,TON,2010,1.92,1.54
Tonga,TON,2015,1.85,1.4900000000000002
Tonga,TON,2017,1.7600000000000002,1.42
Trinidad and Tobago,TTO,1990,2.9800000000000004,3.5600000000000005
Trinidad and Tobago,TTO,2000,2.97,3.5600000000000005
Trinidad and Tobago,TTO,2010,2.85,3.4200000000000004
Trinidad and Tobago,TTO,2015,2.5,3.02
Trinidad and Tobago,TTO,2017,2.35,2.85
Tunisia,TUN,1990,5.28,5.970000000000001
Tunisia,TUN,2000,2.8800000000000003,3.45
Tunisia,TUN,2010,1.57,1.89
Tunisia,TUN,2015,1.27,1.52
Tunisia,TUN,2017,1.1800000000000002,1.42
Turkey,TUR,1990,7.16,7.66
Turkey,TUR,2000,3.7600000000000002,4.14
Turkey,TUR,2010,1.82,2.02
Turkey,TUR,2015,1.26,1.42
Turkey,TUR,2017,1.1,1.2300000000000002
Turkmenistan,TKM,1990,7.470000000000001,9.36
Turkmenistan,TKM,2000,7.120000000000001,8.959999999999999
Turkmenistan,TKM,2010,5.2,6.65
Turkmenistan,TKM,2015,4.39,5.66
Turkmenistan,TKM,2017,4.11,5.33
Tuvalu,TUV,1990,5.28,6.08
Tuvalu,TUV,2000,3.83,4.54
Tuvalu,TUV,2010,2.8100000000000005,3.41
Tuvalu,TUV,2015,2.39,2.92
Tuvalu,TUV,2017,2.23,2.7300000000000004
Uganda,UGA,1990,16.87,19.310000000000002
Uganda,UGA,2000,13.480000000000002,15.680000000000001
Uganda,UGA,2010,7.109999999999999,8.459999999999999
Uganda,UGA,2015,4.98,6.050000000000001
Uganda,UGA,2017,4.38,5.38
Ukraine,UKR,1990,1.7100000000000002,2.15
Ukraine,UKR,2000,1.64,2.0500000000000003
Ukraine,UKR,2010,1.04,1.3
Ukraine,UKR,2015,0.8400000000000001,1.04
Ukraine,UKR,2017,0.78,0.97
United Arab Emirates,ARE,1990,1.46,1.8600000000000003
United Arab Emirates,ARE,2000,0.9900000000000001,1.25
United Arab Emirates,ARE,2010,0.75,0.9300000000000002
United Arab Emirates,ARE,2015,0.77,0.97
United Arab Emirates,ARE,2017,0.81,1.01
United Kingdom,GBR,1990,0.81,1.04
United Kingdom,GBR,2000,0.58,0.7200000000000001
United Kingdom,GBR,2010,0.45999999999999996,0.5599999999999999
United Kingdom,GBR,2015,0.4,0.49000000000000005
United Kingdom,GBR,2017,0.39,0.47000000000000003
United States,USA,1990,1,1.25
United States,USA,2000,0.76,0.9300000000000002
United States,USA,2010,0.66,0.8
United States,USA,2015,0.6200000000000001,0.7400000000000001
United States,USA,2017,0.6000000000000001,0.7200000000000001
Upper middle income,,1990,4.9,5.5
Upper middle income,,2000,3.29,3.8100000000000005
Upper middle income,,2010,1.77,2.07
Upper middle income,,2015,1.37,1.6
Upper middle income,,2017,1.26,1.4800000000000002
Uruguay,URY,1990,2.04,2.5500000000000003
Uruguay,URY,2000,1.5,1.9000000000000001
Uruguay,URY,2010,0.9500000000000001,1.1800000000000002
Uruguay,URY,2015,0.79,0.9900000000000001
Uruguay,URY,2017,0.73,0.9
Uzbekistan,UZB,1990,6.34,8.03
Uzbekistan,UZB,2000,5.45,6.96
Uzbekistan,UZB,2010,3.1100000000000003,4.1000000000000005
Uzbekistan,UZB,2015,2.19,2.91
Uzbekistan,UZB,2017,1.92,2.5500000000000003
Vanuatu,VUT,1990,3.2600000000000002,3.85
Vanuatu,VUT,2000,2.6100000000000003,3.1
Vanuatu,VUT,2010,2.67,3.1500000000000004
Vanuatu,VUT,2015,2.58,3.0500000000000003
Vanuatu,VUT,2017,2.45,2.92
Venezuela,VEN,1990,2.66,3.25
Venezuela,VEN,2000,1.9100000000000001,2.41
Venezuela,VEN,2010,1.4800000000000002,1.8399999999999999
Venezuela,VEN,2015,1.99,2.5
Venezuela,VEN,2017,2.74,3.4200000000000004
Vietnam,VNM,1990,4.37,5.9
Vietnam,VNM,2000,2.47,3.45
Vietnam,VNM,2010,1.9000000000000001,2.66
Vietnam,VNM,2015,1.8,2.5100000000000002
Vietnam,VNM,2017,1.7300000000000002,2.42
World,OWID_WRL,1990,9.06,9.57
World,OWID_WRL,2000,7.490000000000001,7.91
World,OWID_WRL,2010,4.95,5.34
World,OWID_WRL,2015,3.98,4.39
World,OWID_WRL,2017,3.7,4.11
Yemen,YEM,1990,12.040000000000001,13.14
Yemen,YEM,2000,9.040000000000001,9.98
Yemen,YEM,2010,5.220000000000001,6.03
Yemen,YEM,2015,5.13,5.94
Yemen,YEM,2017,5.140000000000001,5.93
Zambia,ZMB,1990,17.6,19.35
Zambia,ZMB,2000,15.590000000000002,17.380000000000003
Zambia,ZMB,2010,7.640000000000001,8.81
Zambia,ZMB,2015,5.970000000000001,6.98
Zambia,ZMB,2017,5.510000000000001,6.470000000000001
Zimbabwe,ZWE,1990,7.090000000000001,8.38
Zimbabwe,ZWE,2000,9.459999999999999,10.850000000000001
Zimbabwe,ZWE,2010,8.1,9.370000000000001
Zimbabwe,ZWE,2015,5.18,6.2
Zimbabwe,ZWE,2017,4.54,5.5
