Entity,Code,Year,"Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%) (%)"
Iraq,IRQ,1972,25.012300491333
Iraq,IRQ,1973,35.675350189209
Iraq,IRQ,1974,41.9678688049316
Iraq,IRQ,1975,32.6456413269043
Iraq,IRQ,1976,40.9815101623535
Iraq,IRQ,1977,39.5833511352539
Iraq,IRQ,1978,45.9180717468262
Iraq,IRQ,1979,44.7389297485352
Iraq,IRQ,1980,40.4882888793945
Iraq,IRQ,1983,30.0558700561523
Iraq,IRQ,1985,42.768180847168
Iraq,IRQ,1986,37.8204116821289
Iraq,IRQ,1987,32.8730201721191
Iraq,IRQ,1988,27.7514801025391
Iraq,IRQ,1989,35.0464096069336
Iraq,IRQ,1993,36.8792304992676
Iraq,IRQ,1999,12.7230596542358
Ireland,IRL,1996,1.09470999240875
Ireland,IRL,1997,1.89207994937897
Ireland,IRL,1998,2.07371997833252
Ireland,IRL,1999,1.92156994342804
Ireland,IRL,2000,1.80201995372772
Ireland,IRL,2001,1.32400000095367
Ireland,IRL,2002,1.16592001914978
Ireland,IRL,2003,0.878189980983734
Ireland,IRL,2004,0.935630023479462
Ireland,IRL,2005,0.632969975471497
Ireland,IRL,2006,0.653159976005554
Ireland,IRL,2007,0.571290016174316
Ireland,IRL,2008,0.61829000711441
Ireland,IRL,2009,1.03086996078491
Ireland,IRL,2010,0.929929971694946
Israel,ISR,2001,7.35055017471313
Israel,ISR,2002,7.6942400932312
Israel,ISR,2003,7.84238004684448
Israel,ISR,2004,5.90896987915039
Israel,ISR,2005,9.13916015625
Israel,ISR,2006,9.57964992523193
Israel,ISR,2007,10.5237998962402
Israel,ISR,2008,10.1573896408081
Israel,ISR,2009,8.37582969665527
Israel,ISR,2010,3.95910000801086
Israel,ISR,2011,4.31632995605469
Israel,ISR,2012,2.81576991081238
Israel,ISR,2013,2.51110005378723
Italy,ITA,1971,24.9347705841064
Italy,ITA,1972,23.1868591308594
Italy,ITA,1973,20.8329391479492
Italy,ITA,1974,19.2726898193359
Italy,ITA,1975,17.6670894622803
Italy,ITA,1976,20.4167995452881
Italy,ITA,1977,14.9852504730225
Italy,ITA,1978,8.59337997436523
Italy,ITA,1979,7.27942991256714
Italy,ITA,1980,6.97346019744873
Italy,ITA,1981,9.83425998687744
Italy,ITA,1982,8.48968029022217
Italy,ITA,1983,7.46966981887817
Italy,ITA,1984,9.3236198425293
Italy,ITA,1985,4.53913021087646
Italy,ITA,1986,4.11716985702515
Italy,ITA,1987,2.29948997497559
Italy,ITA,1988,2.67319989204407
Italy,ITA,1989,2.54088997840881
Italy,ITA,1990,1.62768995761871
Italy,ITA,1991,1.63714003562927
Italy,ITA,1992,1.37949001789093
Italy,ITA,1993,3.18660998344421
Italy,ITA,1994,0.113580003380775
Italy,ITA,1995,0.833710014820099
Italy,ITA,1996,0.925520002841949
Italy,ITA,1997,0.95618999004364
Italy,ITA,2001,1.98723995685577
Italy,ITA,2002,0.79202002286911
Italy,ITA,2003,0.895160019397736
Italy,ITA,2004,0.645439982414246
Italy,ITA,2005,0.71204000711441
Italy,ITA,2006,0.72368997335434
Italy,ITA,2007,0.495900005102158
Italy,ITA,2008,0.258560001850128
Italy,ITA,2009,0.483489990234375
Italy,ITA,2010,1.00607001781464
Italy,ITA,2011,0.904940009117126
Italy,ITA,2012,1.69077003002167
Jamaica,JAM,1976,21.8572597503662
Jamaica,JAM,1977,22.35133934021
Jamaica,JAM,1980,13.108229637146
Jamaica,JAM,1981,9.3976001739502
Jamaica,JAM,1983,10.9295101165771
Jamaica,JAM,1984,9.22828960418701
Jamaica,JAM,1985,13.1546201705933
Jamaica,JAM,1986,10.7203998565674
Jamaica,JAM,1990,5.5796799659729
Jamaica,JAM,1991,6.79476976394653
Jamaica,JAM,1993,6.10525989532471
Jamaica,JAM,2000,3.26220989227295
Jamaica,JAM,2002,3.58059000968933
Japan,JPN,1972,5.04268980026245
Japan,JPN,1973,5.07434988021851
Japan,JPN,1975,1.08767998218536
Japan,JPN,1976,2.76811003684998
Japan,JPN,1977,3.47353005409241
Japan,JPN,1978,6.79742002487183
Japan,JPN,1979,5.1574501991272
Japan,JPN,1980,0.299360007047653
Japan,JPN,1981,16.1640300750732
Japan,JPN,1982,17.3332901000977
Japan,JPN,1983,1.73435997962952
Japan,JPN,1984,2.70206999778748
Japan,JPN,1985,6.15310001373291
Japan,JPN,1986,5.4523401260376
Japan,JPN,1987,2.18426990509033
Japan,JPN,1988,0.295890003442764
Japan,JPN,1989,0.130740001797676
Japan,JPN,1990,0.138539999723434
Japan,JPN,1991,0.162489995360374
Japan,JPN,1992,0.0909600034356117
Japan,JPN,1994,0.0797699987888336
Jordan,JOR,1988,52.4163513183594
Jordan,JOR,1989,35.9808616638184
Jordan,JOR,2002,8.5034704208374
Jordan,JOR,2003,9.40404987335205
Jordan,JOR,2006,8.40771961212158
Jordan,JOR,2007,4.91846990585327
Jordan,JOR,2010,8.55805015563965
Jordan,JOR,2011,7.38724994659424
Kazakhstan,KAZ,1994,14.6811800003052
Kazakhstan,KAZ,1997,47.2890205383301
Kazakhstan,KAZ,2001,7.48425006866455
Kazakhstan,KAZ,2002,4.01116991043091
Kazakhstan,KAZ,2003,0.987529993057251
Kazakhstan,KAZ,2004,1.19995999336243
Kazakhstan,KAZ,2005,0.747120022773743
Kazakhstan,KAZ,2006,0.911409974098206
Kazakhstan,KAZ,2007,0.842029988765717
Kazakhstan,KAZ,2008,1.22731995582581
Kazakhstan,KAZ,2009,0.950209975242615
Kazakhstan,KAZ,2010,0.432709991931915
Kazakhstan,KAZ,2011,0.59060001373291
Kazakhstan,KAZ,2012,0.835129976272583
Kazakhstan,KAZ,2013,1.27196002006531
Kazakhstan,KAZ,2014,1.56349003314972
Kenya,KEN,1971,74.593391418457
Kenya,KEN,1972,72.0393371582031
Kiribati,KIR,1979,26.6081600189209
Kiribati,KIR,1980,22.3304290771484
Kiribati,KIR,1981,19.0358295440674
Kiribati,KIR,1982,25.4793701171875
Kiribati,KIR,1983,16.533519744873
Kiribati,KIR,1984,27.7945594787598
Kiribati,KIR,1986,20.4653205871582
Kiribati,KIR,1989,3.83575010299683
Kiribati,KIR,1990,24.4438095092773
Kiribati,KIR,1991,1.32227003574371
Kiribati,KIR,1992,10.6581296920776
Kuwait,KWT,1973,32.9198684692383
Kuwait,KWT,1974,30.342960357666
Kuwait,KWT,1975,28.8936290740967
Kuwait,KWT,1976,40.9090881347656
Kuwait,KWT,1977,32.4206390380859
Kuwait,KWT,1978,34.3705406188965
Kuwait,KWT,1979,38.2974090576172
Kuwait,KWT,1980,31.3948593139648
Kuwait,KWT,1981,35.3137588500977
Kuwait,KWT,1982,26.0251998901367
Kuwait,KWT,1983,20.5721397399902
Kuwait,KWT,1984,12.6446104049683
Kuwait,KWT,1985,17.4043102264404
Kuwait,KWT,1988,11.2331199645996
Kuwait,KWT,1992,15.1733503341675
Kuwait,KWT,1994,23.5380992889404
Kuwait,KWT,1995,27.2144203186035
Kuwait,KWT,1996,17.6906890869141
Kuwait,KWT,1997,28.1351890563965
Kuwait,KWT,1999,13.2554702758789
Kuwait,KWT,2000,10.9444599151611
Kuwait,KWT,2001,10.5583000183105
Kuwait,KWT,2002,4.91195011138916
Kuwait,KWT,2003,8.7703104019165
Kuwait,KWT,2004,24.8069896697998
Kuwait,KWT,2005,13.641770362854
Kuwait,KWT,2006,6.70209980010986
Kuwait,KWT,2007,9.03503036499023
Kuwait,KWT,2008,5.00228023529053
Kuwait,KWT,2009,5.86119985580444
Kuwait,KWT,2011,8.69902038574219
Kuwait,KWT,2012,7.48823022842407
Kyrgyzstan,KGZ,1995,26.1408405303955
Kyrgyzstan,KGZ,1999,9.64768981933594
Kyrgyzstan,KGZ,2000,8.6129903793335
Kyrgyzstan,KGZ,2001,10.3593997955322
Kyrgyzstan,KGZ,2002,9.97025966644287
Kyrgyzstan,KGZ,2003,7.53292989730835
Kyrgyzstan,KGZ,2004,8.12572956085205
Kyrgyzstan,KGZ,2005,6.8167200088501
Kyrgyzstan,KGZ,2006,7.88597011566162
Kyrgyzstan,KGZ,2007,4.30595016479492
Kyrgyzstan,KGZ,2008,7.46072006225586
Kyrgyzstan,KGZ,2009,5.48217010498047
Kyrgyzstan,KGZ,2010,7.89190006256104
Kyrgyzstan,KGZ,2011,4.97878980636597
Kyrgyzstan,KGZ,2012,4.52026987075806
Kyrgyzstan,KGZ,2013,3.42207002639771
Laos,LAO,1971,67.164176940918
Laos,LAO,1972,65.5783309936523
Laos,LAO,1973,64.8572769165039
Laos,LAO,1988,34.0373001098633
Laos,LAO,1990,34.0746612548828
Laos,LAO,1992,31.711950302124
Laos,LAO,1993,34.0101089477539
Laos,LAO,1994,40.2702713012695
Laos,LAO,1997,42.4571304321289
Laos,LAO,1999,28.4434299468994
Laos,LAO,2000,26.7636699676514
Laos,LAO,2001,20.6493606567383
Laos,LAO,2002,18.5962505340576
Laos,LAO,2003,18.193380355835
Laos,LAO,2004,21.753719329834
Laos,LAO,2005,24.0996494293213
Laos,LAO,2006,23.3184108734131
Laos,LAO,2007,23.5086307525635
Laos,LAO,2008,21.9128093719482
Laos,LAO,2009,24.7797393798828
Laos,LAO,2010,31.3234004974365
Laos,LAO,2011,29.7002391815186
Laos,LAO,2012,25.0592498779297
Laos,LAO,2013,18.2866191864014
Latvia,LVA,1995,22.3493003845215
Latvia,LVA,1996,16.2221393585205
Latvia,LVA,1997,11.9609003067017
Latvia,LVA,2013,2.82261991500854
Lebanon,LBN,1973,47.8418006896973
Lebanon,LBN,1997,29.558500289917
Lebanon,LBN,1999,24.6938591003418
Lebanon,LBN,2001,15.4498701095581
Lebanon,LBN,2002,17.0377502441406
Lebanon,LBN,2003,16.1925201416016
Lebanon,LBN,2004,17.1622295379639
Lebanon,LBN,2005,14.4992504119873
Lebanon,LBN,2006,17.0010604858398
Lebanon,LBN,2007,19.8799304962158
Lebanon,LBN,2008,14.8974504470825
Lebanon,LBN,2009,19.972110748291
Lebanon,LBN,2010,18.4725399017334
Lebanon,LBN,2011,17.305269241333
Lebanon,LBN,2012,15.6364803314209
Lesotho,LSO,1972,47.4360084533691
Lesotho,LSO,1973,24.5990600585938
Lesotho,LSO,1986,44.8699188232422
Lesotho,LSO,1987,49.5284690856934
Lesotho,LSO,1998,36.8321990966797
Lesotho,LSO,1999,38.9612007141113
Lesotho,LSO,2000,35.8510284423828
Lesotho,LSO,2001,34.7881088256836
Lesotho,LSO,2002,36.9132499694824
Lesotho,LSO,2003,34.6305885314941
Lesotho,LSO,2004,36.0778617858887
Lesotho,LSO,2005,37.7539291381836
Lesotho,LSO,2006,42.4626007080078
Lesotho,LSO,2007,38.8464393615723
Lesotho,LSO,2008,32.9475593566895
Lesotho,LSO,2009,25.1874294281006
Lesotho,LSO,2011,36.4631500244141
Lesotho,LSO,2012,34.8032417297363
Lesotho,LSO,2013,32.6025314331055
Liberia,LBR,1978,13.2568302154541
Liberia,LBR,2008,8.1908597946167
Liechtenstein,LIE,2004,35.9980583190918
Liechtenstein,LIE,2005,31.4104690551758
Liechtenstein,LIE,2006,7.62506008148193
Liechtenstein,LIE,2007,7.45582008361816
Lithuania,LTU,1995,22.4337005615234
Lithuania,LTU,1996,18.1767501831055
Lithuania,LTU,1997,23.4514102935791
Lithuania,LTU,1999,9.87989044189453
Lithuania,LTU,2000,7.23912000656128
Lithuania,LTU,2001,1.99826002120972
Lithuania,LTU,2002,7.09733009338379
Lithuania,LTU,2011,4.16326999664307
Lithuania,LTU,2012,3.18038010597229
Lithuania,LTU,2013,3.61996006965637
Luxembourg,LUX,1971,22.630989074707
Luxembourg,LUX,1972,20.4949207305908
Luxembourg,LUX,1973,25.2972297668457
Luxembourg,LUX,1974,28.811279296875
Luxembourg,LUX,1975,54.2912483215332
Luxembourg,LUX,1976,53.8509216308594
Luxembourg,LUX,1977,39.3781318664551
Luxembourg,LUX,1978,37.7222709655762
Luxembourg,LUX,1979,31.1305503845215
Luxembourg,LUX,1980,29.853479385376
Luxembourg,LUX,1985,13.6795902252197
Luxembourg,LUX,1987,38.7847900390625
Luxembourg,LUX,1988,36.8382415771484
Luxembourg,LUX,2006,1.14964997768402
Luxembourg,LUX,2010,1.33047997951508
Luxembourg,LUX,2012,1.4081699848175
Macao,MAC,1990,21.6680297851563
Macao,MAC,1992,20.0077095031738
Macao,MAC,1993,31.997200012207
Macao,MAC,1999,5.85641002655029
Macao,MAC,2000,6.14381980895996
Macao,MAC,2001,6.14394998550415
Macao,MAC,2002,5.99509000778198
Macao,MAC,2003,2.86351990699768
Macao,MAC,2004,4.65124988555908
Macao,MAC,2005,4.47370004653931
Macao,MAC,2007,17.4085006713867
Macao,MAC,2008,10.9033403396606
Macao,MAC,2009,3.56329989433289
Macao,MAC,2010,4.83008003234863
Macao,MAC,2011,4.629310131073
Macao,MAC,2012,3.58046007156372
Macao,MAC,2013,1.6343400478363
Macedonia,MKD,1993,8.92393970489502
Macedonia,MKD,1994,8.24394989013672
Macedonia,MKD,1995,8.4780101776123
Macedonia,MKD,1996,6.53796005249023
Macedonia,MKD,1997,5.98689985275269
Macedonia,MKD,1999,5.02526998519897
Macedonia,MKD,2000,4.71221017837524
Macedonia,MKD,2001,6.66894006729126
Macedonia,MKD,2002,5.76950979232788
Macedonia,MKD,2003,5.41908979415894
Macedonia,MKD,2004,2.90904998779297
Macedonia,MKD,2005,5.37409019470215
Macedonia,MKD,2006,2.87522006034851
Macedonia,MKD,2007,6.00193977355957
Macedonia,MKD,2008,3.91318011283875
Macedonia,MKD,2009,4.00738000869751
Madagascar,MDG,1971,43.0296096801758
Madagascar,MDG,1972,37.8546104431152
Madagascar,MDG,1974,49.6071815490723
Madagascar,MDG,1975,48.5184593200684
Madagascar,MDG,1985,28.8745994567871
Madagascar,MDG,1988,44.8954887390137
Madagascar,MDG,1989,29.6348896026611
Madagascar,MDG,1990,38.5975799560547
Madagascar,MDG,1991,38.055850982666
Madagascar,MDG,1994,30.8649501800537
Madagascar,MDG,1996,33.6776809692383
Madagascar,MDG,2000,29.9876804351807
Madagascar,MDG,2001,34.9785804748535
Madagascar,MDG,2002,32.38916015625
Madagascar,MDG,2003,19.1305599212646
Madagascar,MDG,2004,19.5628890991211
Madagascar,MDG,2005,20.4798908233643
Madagascar,MDG,2006,25.5105991363525
Madagascar,MDG,2007,25.619909286499
Madagascar,MDG,2008,35.0491790771484
Madagascar,MDG,2009,33.6605415344238
Madagascar,MDG,2010,24.0122394561768
Madagascar,MDG,2011,31.5165996551514
Madagascar,MDG,2012,35.3889083862305
Madagascar,MDG,2013,32.0033988952637
Malawi,MWI,1974,5.3877100944519
Malawi,MWI,1975,6.72178983688354
Malawi,MWI,1976,5.60080003738403
Malawi,MWI,1977,5.44731998443604
Malawi,MWI,1978,6.48479986190796
Malawi,MWI,1979,16.8545799255371
Malawi,MWI,1980,17.171760559082
Malawi,MWI,1981,9.62395000457764
Malawi,MWI,1982,10.1486902236938
Malawi,MWI,1983,10.3951196670532
Malawi,MWI,1984,11.0298795700073
Malawi,MWI,1985,10.5071296691895
Malawi,MWI,1986,11.2790203094482
Malawi,MWI,1987,11.4771900177002
Malawi,MWI,1988,10.9762601852417
Malawi,MWI,1989,10.0318698883057
Malawi,MWI,1990,9.47842979431152
Malawi,MWI,1991,7.08248996734619
Malawi,MWI,1992,27.0069808959961
Malawi,MWI,1993,7.78626012802124
Malawi,MWI,1994,22.9127998352051
Malawi,MWI,1995,7.776780128479
Malawi,MWI,1996,11.541449546814
Malawi,MWI,1998,2.99656009674072
Malawi,MWI,2004,66.3561401367188
Malawi,MWI,2005,63.1315612792969
Malawi,MWI,2006,64.0839385986328
Malawi,MWI,2007,56.9859390258789
Malawi,MWI,2008,63.5193481445313
Malawi,MWI,2009,66.0434188842773
Malawi,MWI,2010,67.3447570800781
Malawi,MWI,2011,68.9438171386719
Malaysia,MYS,1998,17.6070499420166
Malaysia,MYS,1999,14.8669500350952
Malaysia,MYS,2000,15.3039503097534
Malaysia,MYS,2001,11.1955003738403
Malaysia,MYS,2002,5.89653015136719
Malaysia,MYS,2003,9.03055953979492
Malaysia,MYS,2004,22.4094505310059
Malaysia,MYS,2005,6.25437021255493
Malaysia,MYS,2006,14.0305995941162
Malaysia,MYS,2007,8.49242973327637
Malaysia,MYS,2008,8.48857975006104
Malaysia,MYS,2009,9.2787504196167
Malaysia,MYS,2010,8.91837978363037
Malaysia,MYS,2011,9.1666898727417
Malaysia,MYS,2012,9.49853992462158
Malaysia,MYS,2013,9.70289039611816
Maldives,MDV,2005,20.6471004486084
Maldives,MDV,2006,20.1112594604492
Maldives,MDV,2007,19.6103096008301
Maldives,MDV,2012,24.1314907073975
Maldives,MDV,2013,4.51461982727051
Mali,MLI,1971,27.9023609161377
Mali,MLI,1972,27.8917999267578
Mali,MLI,1973,30.7537899017334
Mali,MLI,1974,41.8239288330078
Mali,MLI,1976,31.0353202819824
Mali,MLI,1978,38.4068489074707
Mali,MLI,1981,31.1425495147705
Mali,MLI,1982,30.5235290527344
Mali,MLI,1983,23.8131504058838
Mali,MLI,1984,44.2453384399414
Mali,MLI,1985,24.8004302978516
Mali,MLI,1986,38.9293899536133
Mali,MLI,1987,30.9577598571777
Mali,MLI,1988,31.7949905395508
Mali,MLI,2001,17.8287601470947
Mali,MLI,2007,14.122670173645
Mali,MLI,2008,15.6641502380371
Mali,MLI,2009,13.9701795578003
Mali,MLI,2010,8.18220043182373
Mali,MLI,2012,36.6301612854004
Mali,MLI,2013,22.6550102233887
Malta,MLT,1971,88.3729400634766
Malta,MLT,1972,80.0512924194336
Malta,MLT,1973,69.8372573852539
Malta,MLT,1974,68.9301910400391
Malta,MLT,1975,56.6386604309082
Malta,MLT,1976,62.039249420166
Malta,MLT,1977,58.6108512878418
Malta,MLT,1978,56.2048606872559
Malta,MLT,1979,36.9028091430664
Malta,MLT,1980,49.0123405456543
Malta,MLT,1981,66.3484878540039
Malta,MLT,1982,60.0650405883789
Malta,MLT,1983,59.3627281188965
Malta,MLT,1984,58.1157188415527
Malta,MLT,1985,56.2594604492188
Malta,MLT,1986,46.5029983520508
Malta,MLT,1987,58.4332504272461
Malta,MLT,1988,54.5714302062988
Malta,MLT,1989,56.0038681030273
Malta,MLT,1990,53.2358818054199
Malta,MLT,1991,45.6117401123047
Malta,MLT,1992,38.4020614624023
Malta,MLT,1993,38.1412391662598
Malta,MLT,1994,36.764949798584
Malta,MLT,1995,31.4748497009277
Malta,MLT,1996,40.9448013305664
Malta,MLT,1997,31.2621803283691
Malta,MLT,1998,19.0362205505371
Malta,MLT,1999,15.7280797958374
Malta,MLT,2000,10.445969581604
Malta,MLT,2001,10.4592199325562
Malta,MLT,2002,9.21247005462646
Malta,MLT,2003,18.9117393493652
Malta,MLT,2004,24.7402496337891
Malta,MLT,2005,5.02898979187012
Malta,MLT,2006,12.59202003479
Malta,MLT,2007,10.9230403900146
Malta,MLT,2008,11.1014003753662
Malta,MLT,2009,21.9219799041748
Malta,MLT,2010,18.5592308044434
Malta,MLT,2012,3.92693996429443
Malta,MLT,2013,1.40582001209259
Marshall Islands,MHL,2006,6.06618022918701
Marshall Islands,MHL,2007,4.96780014038086
Marshall Islands,MHL,2008,3.28305006027222
Mauritania,MRT,1978,40.9806709289551
Mauritania,MRT,1979,40.2472114562988
Mauritania,MRT,1981,47.2391891479492
Mauritania,MRT,1983,33.5076789855957
Mauritania,MRT,1985,22.2138404846191
Mauritania,MRT,1986,25.8929901123047
Mauritania,MRT,1987,16.223970413208
Mauritania,MRT,1988,15.9925699234009
Mauritania,MRT,1989,26.6321392059326
Mauritania,MRT,1991,19.6625900268555
Mauritania,MRT,1992,28.6366901397705
Mauritania,MRT,1993,36.3133392333984
Mauritania,MRT,1994,29.638219833374
Mauritania,MRT,1995,28.7610607147217
Mauritania,MRT,2000,24.5918807983398
Mauritania,MRT,2001,28.7681407928467
Mauritania,MRT,2002,36.3392486572266
Mauritania,MRT,2003,32.9599685668945
Mauritania,MRT,2004,25.6342391967773
Mauritania,MRT,2005,24.6080799102783
Mauritania,MRT,2006,39.2504501342773
Mauritania,MRT,2008,23.9813594818115
Mauritania,MRT,2011,25.9828796386719
Mauritius,MUS,1973,21.7770595550537
Mauritius,MUS,1974,25.3371505737305
Mauritius,MUS,1975,27.3131198883057
Mauritius,MUS,1976,27.9506702423096
Mauritius,MUS,1977,38.7491989135742
Mauritius,MUS,1978,20.3329696655273
Mauritius,MUS,1979,6.86155986785889
Mauritius,MUS,1981,7.00300979614258
Mauritius,MUS,1982,6.97876977920532
Mauritius,MUS,1984,9.47611045837402
Mauritius,MUS,1985,6.61574983596802
Mauritius,MUS,1986,15.6721200942993
Mauritius,MUS,1987,33.0326309204102
Mauritius,MUS,1988,25.717529296875
Mauritius,MUS,1989,13.6109304428101
Mauritius,MUS,1990,7.65576982498169
Mauritius,MUS,1991,16.4628200531006
Mauritius,MUS,1992,22.9114303588867
Mauritius,MUS,1993,21.2078094482422
Mauritius,MUS,1994,11.9870500564575
Mauritius,MUS,1995,3.88590002059937
Mauritius,MUS,1996,8.29528045654297
Mauritius,MUS,1997,5.34702014923096
Mauritius,MUS,1998,3.90635991096497
Mauritius,MUS,1999,2.5221700668335
Mauritius,MUS,2000,3.45557999610901
Mauritius,MUS,2001,3.87751007080078
Mauritius,MUS,2002,4.8315601348877
Mauritius,MUS,2003,5.2717399597168
Mauritius,MUS,2004,1.18655002117157
Mauritius,MUS,2005,2.57441997528076
Mauritius,MUS,2006,1.69402003288269
Mauritius,MUS,2007,3.01082992553711
Mauritius,MUS,2008,2.83748006820679
Mauritius,MUS,2009,2.41812992095947
Mauritius,MUS,2010,1.06146001815796
Mauritius,MUS,2011,0.526189982891083
Mauritius,MUS,2012,3.54010009765625
Mauritius,MUS,2013,1.68134999275208
Mexico,MEX,1977,34.504768371582
Mexico,MEX,1978,33.3969383239746
Mexico,MEX,1979,33.466968536377
Mexico,MEX,1980,30.8813991546631
Mexico,MEX,1981,31.3002605438232
Mexico,MEX,1982,33.7228584289551
Mexico,MEX,1983,32.2080917358398
Mexico,MEX,1985,25.3949508666992
Mexico,MEX,1986,25.3889503479004
Mexico,MEX,1987,24.2171401977539
Mexico,MEX,1988,22.0425090789795
Mexico,MEX,1989,19.4507598876953
Mexico,MEX,1990,18.6829395294189
Mexico,MEX,1991,18.5337505340576
Mexico,MEX,1992,18.7600898742676
Mexico,MEX,1993,21.6910400390625
Mexico,MEX,1994,22.5283393859863
Mexico,MEX,1995,23.9590091705322
Mexico,MEX,1997,20.1138095855713
Mexico,MEX,2002,14.1684303283691
Mexico,MEX,2003,13.9210901260376
Mexico,MEX,2004,13.7137298583984
Mexico,MEX,2005,13.5679302215576
Mexico,MEX,2006,13.9284601211548
Mexico,MEX,2007,12.9495401382446
Mexico,MEX,2008,12.4158201217651
Mexico,MEX,2009,11.4464197158813
Mexico,MEX,2010,10.9222803115845
Mexico,MEX,2011,10.519510269165
Mexico,MEX,2012,10.6656103134155
Mexico,MEX,2013,10.2019395828247
Moldova,MDA,1995,20.0596504211426
Moldova,MDA,1996,26.8855094909668
Moldova,MDA,1999,5.78945016860962
Moldova,MDA,2000,12.7513198852539
Moldova,MDA,2001,11.025839805603
Moldova,MDA,2002,9.0815896987915
Moldova,MDA,2003,9.01778984069824
Moldova,MDA,2004,8.49038982391357
Moldova,MDA,2005,7.12392997741699
Moldova,MDA,2006,6.15275001525879
Moldova,MDA,2007,8.25273036956787
Moldova,MDA,2008,7.55682992935181
Moldova,MDA,2009,7.21687984466553
Moldova,MDA,2010,6.78116989135742
Moldova,MDA,2011,7.00298023223877
Moldova,MDA,2012,7.76213979721069
Moldova,MDA,2013,6.8763599395752
Monaco,MCO,1992,32.8399887084961
Mongolia,MNG,1974,58.0414085388184
Mongolia,MNG,1975,51.2106590270996
Mongolia,MNG,1976,39.7371788024902
Mongolia,MNG,1978,21.8902492523193
Mongolia,MNG,1979,18.8934707641602
Mongolia,MNG,1980,19.9563999176025
Mongolia,MNG,1995,69.7600021362305
Mongolia,MNG,1996,51.191349029541
Mongolia,MNG,1997,47.3642997741699
Mongolia,MNG,1999,9.7472095489502
Mongolia,MNG,2000,6.95303010940552
Mongolia,MNG,2001,6.87657022476196
Mongolia,MNG,2002,0.467180013656616
Mongolia,MNG,2003,1.31756997108459
Mongolia,MNG,2004,3.63946008682251
Mongolia,MNG,2005,7.21987009048462
Mongolia,MNG,2006,7.83767986297607
Mongolia,MNG,2007,6.24095010757446
Mongolia,MNG,2008,4.29849004745483
Montenegro,MNE,2011,21.3484001159668
Morocco,MAR,1971,27.7529907226563
Morocco,MAR,1972,35.8314781188965
Morocco,MAR,1973,46.727481842041
Morocco,MAR,1975,41.5406303405762
Morocco,MAR,1976,45.9090614318848
Morocco,MAR,1977,42.5276298522949
Morocco,MAR,1978,35.9565505981445
Morocco,MAR,1979,29.7699108123779
Morocco,MAR,1980,31.0164604187012
Morocco,MAR,1981,32.5390090942383
Morocco,MAR,1983,32.5907783508301
Morocco,MAR,1985,31.6820392608643
Morocco,MAR,1986,37.9374008178711
Morocco,MAR,1987,41.0281791687012
Morocco,MAR,1988,39.6209182739258
Morocco,MAR,1989,27.8384094238281
Morocco,MAR,1990,25.9936008453369
Morocco,MAR,1991,11.0147304534912
Morocco,MAR,1992,25.9353504180908
Morocco,MAR,1993,32.4147796630859
Morocco,MAR,1994,28.4754600524902
Morocco,MAR,1995,26.6970596313477
Morocco,MAR,1997,27.6001796722412
Morocco,MAR,1999,21.0385894775391
Morocco,MAR,2000,22.5708694458008
Morocco,MAR,2001,20.5493907928467
Morocco,MAR,2002,22.1411209106445
Morocco,MAR,2003,22.3302803039551
Morocco,MAR,2005,18.5581092834473
Morocco,MAR,2006,19.3394794464111
Morocco,MAR,2007,20.2905006408691
Morocco,MAR,2008,17.393669128418
Morocco,MAR,2009,18.0998706817627
Morocco,MAR,2010,13.5470304489136
Morocco,MAR,2011,13.3292503356934
Morocco,MAR,2012,12.0128898620605
Morocco,MAR,2013,14.1333503723145
Mozambique,MOZ,1983,28.2035007476807
Mozambique,MOZ,1985,32.1387710571289
Mozambique,MOZ,1986,30.1373996734619
Mozambique,MOZ,1990,39.4244117736816
Mozambique,MOZ,1992,33.7366790771484
Mozambique,MOZ,1993,31.5404300689697
Mozambique,MOZ,1994,34.0905799865723
Mozambique,MOZ,1995,32.153018951416
Mozambique,MOZ,1998,42.1652488708496
Mozambique,MOZ,1999,19.2232494354248
Mozambique,MOZ,2004,20.5684700012207
Mozambique,MOZ,2005,30.9765796661377
Mozambique,MOZ,2006,24.6285495758057
Mozambique,MOZ,2007,27.7774696350098
Mozambique,MOZ,2008,26.9876594543457
Mozambique,MOZ,2009,25.5245895385742
Mozambique,MOZ,2010,32.2406883239746
Mozambique,MOZ,2011,34.2684783935547
Mozambique,MOZ,2012,30.5741004943848
Mozambique,MOZ,2013,30.0922298431396
Myanmar,MMR,1971,51.8697814941406
Myanmar,MMR,1972,58.3293800354004
Myanmar,MMR,1973,52.8847999572754
Myanmar,MMR,1974,49.9246292114258
Myanmar,MMR,1999,14.0741996765137
Myanmar,MMR,2000,26.2867698669434
Myanmar,MMR,2001,23.6759395599365
Myanmar,MMR,2002,32.6869201660156
Myanmar,MMR,2003,14.1036796569824
Myanmar,MMR,2004,24.7987594604492
Myanmar,MMR,2005,22.0515003204346
Myanmar,MMR,2006,34.266471862793
Myanmar,MMR,2008,33.3801918029785
Myanmar,MMR,2009,30.7277393341064
Namibia,NAM,1992,26.8526306152344
Namibia,NAM,1994,27.0747394561768
Namibia,NAM,1995,24.2700290679932
Namibia,NAM,1996,20.7624492645264
Namibia,NAM,1997,27.8266296386719
Namibia,NAM,1998,25.7985992431641
