Entity,Code,Year, (Annual hours worked per worker)
Latvia,LVA,2008,2002.25
Latvia,LVA,2009,1952.22
Latvia,LVA,2010,1935.14
Latvia,LVA,2011,1951.9
Latvia,LVA,2012,1934.28
Latvia,LVA,2013,1927.75
Latvia,LVA,2014,1938.48
Latvia,LVA,2015,1903.48
Latvia,LVA,2016,1903.48
Lithuania,LTU,1990,1746.15
Lithuania,LTU,1991,1739.85
Lithuania,LTU,1992,1716.76
Lithuania,LTU,1993,1715.97
Lithuania,LTU,1994,1737.87
Lithuania,LTU,1995,1729.36
Lithuania,LTU,1996,1727.04
Lithuania,LTU,1997,1732.69
Lithuania,LTU,1998,1779.59
Lithuania,LTU,1999,1726.01
Lithuania,LTU,2000,1846.23
Lithuania,LTU,2001,1831.22
Lithuania,LTU,2002,1802.17
Lithuania,LTU,2003,1785.89
Lithuania,LTU,2004,1878.56
Lithuania,LTU,2005,1878.97
Lithuania,LTU,2006,1874.21
Lithuania,LTU,2007,1903.76
Lithuania,LTU,2008,1933.57
Lithuania,LTU,2009,1862.94
Lithuania,LTU,2010,1884.29
Lithuania,LTU,2011,1858.87
Lithuania,LTU,2012,1857.29
Lithuania,LTU,2013,1841.25
Lithuania,LTU,2014,1833.53
Lithuania,LTU,2015,1859.5
Lithuania,LTU,2016,1861.36
Luxembourg,LUX,1950,2139.99
Luxembourg,LUX,1951,2129.55
Luxembourg,LUX,1952,2119.16
Luxembourg,LUX,1953,2108.81
Luxembourg,LUX,1954,2098.52
Luxembourg,LUX,1955,2088.28
Luxembourg,LUX,1956,2078.09
Luxembourg,LUX,1957,2067.95
Luxembourg,LUX,1958,2057.86
Luxembourg,LUX,1959,2047.81
Luxembourg,LUX,1960,2037.82
Luxembourg,LUX,1961,2025.73
Luxembourg,LUX,1962,2013.72
Luxembourg,LUX,1963,2001.77
Luxembourg,LUX,1964,1989.9
Luxembourg,LUX,1965,1978.09
Luxembourg,LUX,1966,1966.36
Luxembourg,LUX,1967,1954.69
Luxembourg,LUX,1968,1943.1
Luxembourg,LUX,1969,1931.57
Luxembourg,LUX,1970,1920.11
Luxembourg,LUX,1971,1916.46
Luxembourg,LUX,1972,1895.05
Luxembourg,LUX,1973,1864.61
Luxembourg,LUX,1974,1840.17
Luxembourg,LUX,1975,1811.43
Luxembourg,LUX,1976,1828.56
Luxembourg,LUX,1977,1802.45
Luxembourg,LUX,1978,1784.14
Luxembourg,LUX,1979,1766.86
Luxembourg,LUX,1980,1750
Luxembourg,LUX,1981,1724.77
Luxembourg,LUX,1982,1706.42
Luxembourg,LUX,1983,1700.57
Luxembourg,LUX,1984,1686.54
Luxembourg,LUX,1985,1700.52
Luxembourg,LUX,1986,1692.23
Luxembourg,LUX,1987,1690.33
Luxembourg,LUX,1988,1711.35
Luxembourg,LUX,1989,1699.85
Luxembourg,LUX,1990,1699.69
Luxembourg,LUX,1991,1681.51
Luxembourg,LUX,1992,1660.2
Luxembourg,LUX,1993,1666.63
Luxembourg,LUX,1994,1644.88
Luxembourg,LUX,1995,1656.98
Luxembourg,LUX,1996,1630.21
Luxembourg,LUX,1997,1617.95
Luxembourg,LUX,1998,1611.99
Luxembourg,LUX,1999,1609.2
Luxembourg,LUX,2000,1602.8
Luxembourg,LUX,2001,1586.11
Luxembourg,LUX,2002,1580.76
Luxembourg,LUX,2003,1579.45
Luxembourg,LUX,2004,1578.52
Luxembourg,LUX,2005,1554.54
Luxembourg,LUX,2006,1556.16
Luxembourg,LUX,2007,1569.96
Luxembourg,LUX,2008,1570.43
Luxembourg,LUX,2009,1519.32
Luxembourg,LUX,2010,1520.91
Luxembourg,LUX,2011,1519.09
Luxembourg,LUX,2012,1513.14
Luxembourg,LUX,2013,1503.11
Luxembourg,LUX,2014,1508.83
Luxembourg,LUX,2015,1507.09
Luxembourg,LUX,2016,1519.15
Malaysia,MYS,1970,2217.23
Malaysia,MYS,1971,2217.23
Malaysia,MYS,1972,2217.23
Malaysia,MYS,1973,2217.23
Malaysia,MYS,1974,2217.23
Malaysia,MYS,1975,2217.23
Malaysia,MYS,1976,2217.23
Malaysia,MYS,1977,2217.23
Malaysia,MYS,1978,2217.23
Malaysia,MYS,1979,2217.23
Malaysia,MYS,1980,2217.23
Malaysia,MYS,1981,2217.23
Malaysia,MYS,1982,2200.19
Malaysia,MYS,1983,2194.68
Malaysia,MYS,1984,2185.38
Malaysia,MYS,1985,2183.53
Malaysia,MYS,1986,2184.65
Malaysia,MYS,1987,2177.3
Malaysia,MYS,1988,2199.84
Malaysia,MYS,1989,2208.84
Malaysia,MYS,1990,2245.02
Malaysia,MYS,1991,2275.84
Malaysia,MYS,1992,2283.3
Malaysia,MYS,1993,2284.71
Malaysia,MYS,1994,2280.06
Malaysia,MYS,1995,2312.06
Malaysia,MYS,1996,2337.62
Malaysia,MYS,1997,2345.09
Malaysia,MYS,1998,2344.38
Malaysia,MYS,1999,2337.99
Malaysia,MYS,2000,2340.34
Malaysia,MYS,2001,2346.43
Malaysia,MYS,2002,2352.49
Malaysia,MYS,2003,2347.59
Malaysia,MYS,2004,2345.96
Malaysia,MYS,2005,2344.33
Malaysia,MYS,2006,2345.96
Malaysia,MYS,2007,2337.8
Malaysia,MYS,2008,2323.1
Malaysia,MYS,2009,2316.57
Malaysia,MYS,2010,2300.25
Malaysia,MYS,2011,2287.19
Malaysia,MYS,2012,2264.33
Malaysia,MYS,2013,2252.9
Malaysia,MYS,2014,2252.9
Malaysia,MYS,2015,2252.9
Malaysia,MYS,2016,2252.9
Malta,MLT,1950,2554.08
Malta,MLT,1951,2551.53
Malta,MLT,1952,2548.98
Malta,MLT,1953,2546.43
Malta,MLT,1954,2543.89
Malta,MLT,1955,2541.34
Malta,MLT,1956,2538.81
Malta,MLT,1957,2536.27
Malta,MLT,1958,2533.73
Malta,MLT,1959,2531.2
Malta,MLT,1960,2528.67
Malta,MLT,1961,2534.01
Malta,MLT,1962,2539.35
Malta,MLT,1963,2544.71
Malta,MLT,1964,2550.08
Malta,MLT,1965,2555.46
Malta,MLT,1966,2560.85
Malta,MLT,1967,2566.25
Malta,MLT,1968,2571.66
Malta,MLT,1969,2577.08
Malta,MLT,1970,2582.52
Malta,MLT,1971,2582.67
Malta,MLT,1972,2577.31
Malta,MLT,1973,2561.99
Malta,MLT,1974,2569.98
Malta,MLT,1975,2582.69
Malta,MLT,1976,2595.77
Malta,MLT,1977,2587.76
Malta,MLT,1978,2552.55
Malta,MLT,1979,2496.03
Malta,MLT,1980,2480.86
Malta,MLT,1981,2436.69
Malta,MLT,1982,2409.47
Malta,MLT,1983,2367.86
Malta,MLT,1984,2310.87
Malta,MLT,1985,2297.94
Malta,MLT,1986,2287.56
Malta,MLT,1987,2277.18
Malta,MLT,1988,2271.92
Malta,MLT,1989,2256.38
Malta,MLT,1990,2258.92
Malta,MLT,1991,2270.57
Malta,MLT,1992,2260.26
Malta,MLT,1993,2249.9
Malta,MLT,1994,2248.55
Malta,MLT,1995,2247.36
Malta,MLT,1996,2240.48
Malta,MLT,1997,2242.95
Malta,MLT,1998,2267.36
Malta,MLT,1999,2244.47
Malta,MLT,2000,2241.28
Malta,MLT,2001,2149.82
Malta,MLT,2002,2210.26
Malta,MLT,2003,2195.32
Malta,MLT,2004,2091.4
Malta,MLT,2005,2165.88
Malta,MLT,2006,2164.09
Malta,MLT,2007,2159.05
Malta,MLT,2008,2164.56
Malta,MLT,2009,2156.34
Malta,MLT,2010,2112.95
Malta,MLT,2011,2041.18
Malta,MLT,2012,2014.34
Malta,MLT,2013,1996.8
Malta,MLT,2014,1954.75
Malta,MLT,2015,1944.26
Malta,MLT,2016,1934.54
Mexico,MEX,1950,2274.72
Mexico,MEX,1951,2274.3
Mexico,MEX,1952,2273.87
Mexico,MEX,1953,2273.45
Mexico,MEX,1954,2273.03
Mexico,MEX,1955,2272.61
Mexico,MEX,1956,2272.18
Mexico,MEX,1957,2271.76
Mexico,MEX,1958,2271.34
Mexico,MEX,1959,2270.92
Mexico,MEX,1960,2270.49
Mexico,MEX,1961,2261.46
Mexico,MEX,1962,2252.47
Mexico,MEX,1963,2243.51
Mexico,MEX,1964,2234.59
Mexico,MEX,1965,2225.7
Mexico,MEX,1966,2216.85
Mexico,MEX,1967,2208.03
Mexico,MEX,1968,2199.25
Mexico,MEX,1969,2190.5
Mexico,MEX,1970,2181.79
Mexico,MEX,1971,2180.02
Mexico,MEX,1972,2178.26
Mexico,MEX,1973,2176.51
Mexico,MEX,1974,2174.99
Mexico,MEX,1975,2173.48
Mexico,MEX,1976,2171.97
Mexico,MEX,1977,2170.47
Mexico,MEX,1978,2168.96
Mexico,MEX,1979,2167.45
Mexico,MEX,1980,2165.95
Mexico,MEX,1981,2166.88
Mexico,MEX,1982,2167.82
Mexico,MEX,1983,2168.76
Mexico,MEX,1984,2169.7
Mexico,MEX,1985,2170.64
Mexico,MEX,1986,2171.57
Mexico,MEX,1987,2172.51
Mexico,MEX,1988,2173.45
Mexico,MEX,1989,2174.39
Mexico,MEX,1990,2175.45
Mexico,MEX,1991,2112.67
Mexico,MEX,1992,2103.69
Mexico,MEX,1993,2111.97
Mexico,MEX,1994,2145.88
Mexico,MEX,1995,2161.47
Mexico,MEX,1996,2192.09
Mexico,MEX,1997,2240.54
Mexico,MEX,1998,2168.15
Mexico,MEX,1999,2242.38
Mexico,MEX,2000,2173.99
Mexico,MEX,2001,2145.48
Mexico,MEX,2002,2196.15
Mexico,MEX,2003,2142.68
Mexico,MEX,2004,2123.36
Mexico,MEX,2005,2188.8
Mexico,MEX,2006,2141.32
Mexico,MEX,2007,2125.25
Mexico,MEX,2008,2173.36
Mexico,MEX,2009,2081.58
Mexico,MEX,2010,2128.04
Mexico,MEX,2011,2132.34
Mexico,MEX,2012,2106.86
Mexico,MEX,2013,2132.91
Mexico,MEX,2014,2125.1
Mexico,MEX,2015,2124.3
Mexico,MEX,2016,2125.36
Netherlands,NLD,1950,1993.99
Netherlands,NLD,1951,1979.34
Netherlands,NLD,1952,1964.8
Netherlands,NLD,1953,1950.36
Netherlands,NLD,1954,1936.02
Netherlands,NLD,1955,1921.8
Netherlands,NLD,1956,1907.67
Netherlands,NLD,1957,1893.65
Netherlands,NLD,1958,1879.74
Netherlands,NLD,1959,1865.92
Netherlands,NLD,1960,1852.21
Netherlands,NLD,1961,1850.54
Netherlands,NLD,1962,1848.87
Netherlands,NLD,1963,1847.21
Netherlands,NLD,1964,1845.54
Netherlands,NLD,1965,1843.88
Netherlands,NLD,1966,1842.22
Netherlands,NLD,1967,1840.56
Netherlands,NLD,1968,1838.9
Netherlands,NLD,1969,1875.04
Netherlands,NLD,1970,1835.58
Netherlands,NLD,1971,1802.1
Netherlands,NLD,1972,1800.35
Netherlands,NLD,1973,1773.94
Netherlands,NLD,1974,1720.46
Netherlands,NLD,1975,1667.37
Netherlands,NLD,1976,1651.49
Netherlands,NLD,1977,1631.27
Netherlands,NLD,1978,1602.72
Netherlands,NLD,1979,1581.29
Netherlands,NLD,1980,1578.36
Netherlands,NLD,1981,1577.84
Netherlands,NLD,1982,1563.33
Netherlands,NLD,1983,1548.41
Netherlands,NLD,1984,1540.29
Netherlands,NLD,1985,1523.84
Netherlands,NLD,1986,1508.9
Netherlands,NLD,1987,1487.64
Netherlands,NLD,1988,1484.44
Netherlands,NLD,1989,1479.69
Netherlands,NLD,1990,1473.87
Netherlands,NLD,1991,1464.77
Netherlands,NLD,1992,1471.18
Netherlands,NLD,1993,1460.86
Netherlands,NLD,1994,1468.49
Netherlands,NLD,1995,1479.24
Netherlands,NLD,1996,1494.45
Netherlands,NLD,1997,1480.08
Netherlands,NLD,1998,1476.34
Netherlands,NLD,1999,1475.29
Netherlands,NLD,2000,1462.02
Netherlands,NLD,2001,1451.9
Netherlands,NLD,2002,1434.81
Netherlands,NLD,2003,1426.55
Netherlands,NLD,2004,1447.53
Netherlands,NLD,2005,1433.58
Netherlands,NLD,2006,1430.46
Netherlands,NLD,2007,1429.75
Netherlands,NLD,2008,1430.04
Netherlands,NLD,2009,1421.98
Netherlands,NLD,2010,1421.34
Netherlands,NLD,2011,1422.44
Netherlands,NLD,2012,1413.14
Netherlands,NLD,2013,1414.66
Netherlands,NLD,2014,1419.59
Netherlands,NLD,2015,1418.77
Netherlands,NLD,2016,1423.02
New Zealand,NZL,1950,2147.14
New Zealand,NZL,1951,2127.28
New Zealand,NZL,1952,2107.61
New Zealand,NZL,1953,2088.12
New Zealand,NZL,1954,2068.81
New Zealand,NZL,1955,2049.68
New Zealand,NZL,1956,2030.72
New Zealand,NZL,1957,2011.94
New Zealand,NZL,1958,1993.34
New Zealand,NZL,1959,1974.9
New Zealand,NZL,1960,1956.64
New Zealand,NZL,1961,1950.97
New Zealand,NZL,1962,1945.32
New Zealand,NZL,1963,1939.68
New Zealand,NZL,1964,1934.07
New Zealand,NZL,1965,1928.46
New Zealand,NZL,1966,1922.88
New Zealand,NZL,1967,1917.31
New Zealand,NZL,1968,1911.75
New Zealand,NZL,1969,1906.22
New Zealand,NZL,1970,1900.69
New Zealand,NZL,1971,1896.72
New Zealand,NZL,1972,1892.94
New Zealand,NZL,1973,1889.16
New Zealand,NZL,1974,1885.38
New Zealand,NZL,1975,1881.6
New Zealand,NZL,1976,1877.83
New Zealand,NZL,1977,1874.07
New Zealand,NZL,1978,1870.37
New Zealand,NZL,1979,1866.34
New Zealand,NZL,1980,1864.45
New Zealand,NZL,1981,1861.29
New Zealand,NZL,1982,1846.84
New Zealand,NZL,1983,1844.52
New Zealand,NZL,1984,1852.91
New Zealand,NZL,1985,1837.23
New Zealand,NZL,1986,1834
New Zealand,NZL,1987,1838
New Zealand,NZL,1988,1829
New Zealand,NZL,1989,1820
New Zealand,NZL,1990,1809
New Zealand,NZL,1991,1792
New Zealand,NZL,1992,1799
New Zealand,NZL,1993,1853
New Zealand,NZL,1994,1848
New Zealand,NZL,1995,1841
New Zealand,NZL,1996,1834
New Zealand,NZL,1997,1826
New Zealand,NZL,1998,1829
New Zealand,NZL,1999,1845
New Zealand,NZL,2000,1836
New Zealand,NZL,2001,1825
New Zealand,NZL,2002,1826
New Zealand,NZL,2003,1823
New Zealand,NZL,2004,1830
New Zealand,NZL,2005,1815
New Zealand,NZL,2006,1795
New Zealand,NZL,2007,1774
New Zealand,NZL,2008,1761
New Zealand,NZL,2009,1740
New Zealand,NZL,2010,1755
New Zealand,NZL,2011,1746
New Zealand,NZL,2012,1734
New Zealand,NZL,2013,1752
New Zealand,NZL,2014,1762
New Zealand,NZL,2015,1742.8
New Zealand,NZL,2016,1736.69
Nigeria,NGA,2010,1996.66
Nigeria,NGA,2011,1984.21
Nigeria,NGA,2012,1880.98
Nigeria,NGA,2013,1893.63
Nigeria,NGA,2014,1909.65
Nigeria,NGA,2015,1703.48
Nigeria,NGA,2016,1703.48
Norway,NOR,1950,2129.35
Norway,NOR,1951,2118.57
Norway,NOR,1952,2107.84
Norway,NOR,1953,2097.17
Norway,NOR,1954,2086.55
Norway,NOR,1955,2075.98
Norway,NOR,1956,2065.47
Norway,NOR,1957,2055.01
Norway,NOR,1958,2044.61
Norway,NOR,1959,2034.25
Norway,NOR,1960,2023.95
Norway,NOR,1961,2009.37
Norway,NOR,1962,1994.89
Norway,NOR,1963,1985.89
Norway,NOR,1964,1995.89
Norway,NOR,1965,1950.89
Norway,NOR,1966,1951.89
Norway,NOR,1967,1935.89
Norway,NOR,1968,1896.89
Norway,NOR,1969,1848.9
Norway,NOR,1970,1834.9
Norway,NOR,1971,1813.36
Norway,NOR,1972,1780.48
Norway,NOR,1973,1766.09
Norway,NOR,1974,1744.89
Norway,NOR,1975,1727.95
Norway,NOR,1976,1674.41
Norway,NOR,1977,1638.32
Norway,NOR,1978,1601.89
Norway,NOR,1979,1580.04
Norway,NOR,1980,1579.76
Norway,NOR,1981,1570.19
Norway,NOR,1982,1558.93
Norway,NOR,1983,1553.21
Norway,NOR,1984,1548.26
Norway,NOR,1985,1542.2
Norway,NOR,1986,1538.23
Norway,NOR,1987,1510.77
Norway,NOR,1988,1513.33
Norway,NOR,1989,1510.45
Norway,NOR,1990,1502.57
Norway,NOR,1991,1500.29
Norway,NOR,1992,1510.08
Norway,NOR,1993,1506.83
Norway,NOR,1994,1504.98
Norway,NOR,1995,1487.76
Norway,NOR,1996,1482.59
Norway,NOR,1997,1477.56
Norway,NOR,1998,1475.54
Norway,NOR,1999,1474.4
Norway,NOR,2000,1456.57
Norway,NOR,2001,1431.05
Norway,NOR,2002,1416.51
Norway,NOR,2003,1404.22
Norway,NOR,2004,1424.11
Norway,NOR,2005,1427.58
Norway,NOR,2006,1425.37
Norway,NOR,2007,1434.49
Norway,NOR,2008,1438.52
Norway,NOR,2009,1416.89
Norway,NOR,2010,1426.05
Norway,NOR,2011,1430.15
Norway,NOR,2012,1428.01
Norway,NOR,2013,1418.19
Norway,NOR,2014,1423.36
Norway,NOR,2015,1423.93
Norway,NOR,2016,1423.93
Pakistan,PAK,1970,2379.97
Pakistan,PAK,1971,2421.11
Pakistan,PAK,1972,2371.34
Pakistan,PAK,1973,2404.37
Pakistan,PAK,1974,2437.41
Pakistan,PAK,1975,2470.44
Pakistan,PAK,1976,2430.64
Pakistan,PAK,1977,2390.84
Pakistan,PAK,1978,2351.03
Pakistan,PAK,1979,2311.83
Pakistan,PAK,1980,2305.67
Pakistan,PAK,1981,2301.41
Pakistan,PAK,1982,2297.17
Pakistan,PAK,1983,2290.13
Pakistan,PAK,1984,2315.01
Pakistan,PAK,1985,2338.91
Pakistan,PAK,1986,2345.31
Pakistan,PAK,1987,2312.26
Pakistan,PAK,1988,2307.05
Pakistan,PAK,1989,2312.05
Pakistan,PAK,1990,2339.75
Pakistan,PAK,1991,2355.69
Pakistan,PAK,1992,2371.78
Pakistan,PAK,1993,2393.63
Pakistan,PAK,1994,2373.33
Pakistan,PAK,1995,2379.34
Pakistan,PAK,1996,2377.39
Pakistan,PAK,1997,2353.25
Pakistan,PAK,1998,2344.09
Pakistan,PAK,1999,2343.44
Pakistan,PAK,2000,2352.72
Pakistan,PAK,2001,2339.45
Pakistan,PAK,2002,2320.08
Pakistan,PAK,2003,2331.88
Pakistan,PAK,2004,2336.59
Pakistan,PAK,2005,2311.61
Pakistan,PAK,2006,2290.79
Pakistan,PAK,2007,2296.73
Pakistan,PAK,2008,2301.33
Pakistan,PAK,2009,2281.32
Pakistan,PAK,2010,2301.99
Pakistan,PAK,2011,2286.57
Pakistan,PAK,2012,2269.82
Pakistan,PAK,2013,2250.52
Pakistan,PAK,2014,2250.52
Pakistan,PAK,2015,2250.52
Pakistan,PAK,2016,2250.52
Peru,PER,1950,2157
Peru,PER,1951,2151.73
Peru,PER,1952,2146.47
Peru,PER,1953,2141.23
Peru,PER,1954,2136
Peru,PER,1955,2130.78
Peru,PER,1956,2125.57
Peru,PER,1957,2120.38
Peru,PER,1958,2115.2
Peru,PER,1959,2110.03
Peru,PER,1960,2104.88
Peru,PER,1961,2099.74
Peru,PER,1962,2094.61
Peru,PER,1963,2089.49
Peru,PER,1964,2084.38
Peru,PER,1965,2079.29
Peru,PER,1966,2074.21
Peru,PER,1967,2069.15
Peru,PER,1968,2064.09
Peru,PER,1969,2059.05
Peru,PER,1970,2054.02
Peru,PER,1971,2049
Peru,PER,1972,2043.99
Peru,PER,1973,2039
Peru,PER,1974,2032.42
Peru,PER,1975,2025.86
Peru,PER,1976,2019.33
Peru,PER,1977,2012.81
Peru,PER,1978,2006.32
Peru,PER,1979,1999.84
Peru,PER,1980,1993.39
Peru,PER,1981,1986.96
Peru,PER,1982,1980.55
Peru,PER,1983,1974.16
Peru,PER,1984,1967.79
Peru,PER,1985,1961.44
Peru,PER,1986,1955.11
Peru,PER,1987,1948.8
Peru,PER,1988,1942.51
Peru,PER,1989,1936.25
Peru,PER,1990,1930
Peru,PER,1991,1929
Peru,PER,1992,1928
Peru,PER,1993,1927.67
Peru,PER,1994,1927.33
Peru,PER,1995,1927
Peru,PER,1996,1926.67
Peru,PER,1997,1926.33
Peru,PER,1998,1926
Peru,PER,1999,1937.2
Peru,PER,2000,1911.12
Peru,PER,2001,1890.19
Peru,PER,2002,1850.8
Peru,PER,2003,1867.75
Peru,PER,2004,1854.83
Peru,PER,2005,1851.26
Peru,PER,2006,1853.26
Peru,PER,2007,1857.64
Peru,PER,2008,1868.77
Peru,PER,2009,1815.02
Peru,PER,2010,1811.82
Peru,PER,2011,1818.7
Peru,PER,2012,1793.97
Peru,PER,2013,1780.95
Peru,PER,2014,1773.25
Peru,PER,2015,1773.25
Peru,PER,2016,1773.25
Philippines,PHL,1970,2334.74
Philippines,PHL,1971,2327.64
Philippines,PHL,1972,2321.41
Philippines,PHL,1973,2283.48
Philippines,PHL,1974,2319.57
Philippines,PHL,1975,2297.48
Philippines,PHL,1976,2264.1
Philippines,PHL,1977,2250.39
Philippines,PHL,1978,2251.99
Philippines,PHL,1979,2245.71
Philippines,PHL,1980,2243.54
Philippines,PHL,1981,2241.39
Philippines,PHL,1982,2239.7
Philippines,PHL,1983,2236.33
Philippines,PHL,1984,2227.21
Philippines,PHL,1985,2224.05
Philippines,PHL,1986,2223.29
Philippines,PHL,1987,2211.35
Philippines,PHL,1988,2164.75
Philippines,PHL,1989,2168.69
Philippines,PHL,1990,2178.26
Philippines,PHL,1991,2171.67
Philippines,PHL,1992,2037.63
Philippines,PHL,1993,2116.94
Philippines,PHL,1994,2135.73
Philippines,PHL,1995,2131.51
Philippines,PHL,1996,2109.72
Philippines,PHL,1997,2107.25
Philippines,PHL,1998,2104.99
Philippines,PHL,1999,2122.75
Philippines,PHL,2000,2124.54
Philippines,PHL,2001,2063.83
Philippines,PHL,2002,2075.32
Philippines,PHL,2003,2102.3
Philippines,PHL,2004,2108.96
Philippines,PHL,2005,2105.94
Philippines,PHL,2006,2103.97
Philippines,PHL,2007,2072.91
Philippines,PHL,2008,2107.09
Philippines,PHL,2009,2092.35
Philippines,PHL,2010,2104.36
Philippines,PHL,2011,2114.49
Philippines,PHL,2012,2132.8
Philippines,PHL,2013,2116.48
Philippines,PHL,2014,2116.48
Philippines,PHL,2015,2116.48
Philippines,PHL,2016,2116.48
Poland,POL,1990,2107.25
Poland,POL,1991,2099.64
Poland,POL,1992,2071.78
Poland,POL,1993,2070.82
Poland,POL,1994,2084.62
Poland,POL,1995,2081.91
Poland,POL,1996,2082.04
Poland,POL,1997,2081.88
Poland,POL,1998,2081.81
Poland,POL,1999,2080
Poland,POL,2000,2081.7
Poland,POL,2001,2083.69
Poland,POL,2002,2078.48
Poland,POL,2003,2084.17
Poland,POL,2004,2084.53
Poland,POL,2005,2079.05
Poland,POL,2006,2080.58
Poland,POL,2007,2077.61
Poland,POL,2008,2069.6
Poland,POL,2009,2054
Poland,POL,2010,2048.8
Poland,POL,2011,2043.6
Poland,POL,2012,2038.4
Poland,POL,2013,2034.75
Poland,POL,2014,2041.32
Poland,POL,2015,2044.28
Poland,POL,2016,2046.32
Portugal,PRT,1950,2251.4
Portugal,PRT,1951,2237.1
Portugal,PRT,1952,2222.88
Portugal,PRT,1953,2208.76
Portugal,PRT,1954,2194.72
Portugal,PRT,1955,2180.78
Portugal,PRT,1956,2166.92
Portugal,PRT,1957,2153.16
Portugal,PRT,1958,2139.47
Portugal,PRT,1959,2125.88
Portugal,PRT,1960,2112.37
Portugal,PRT,1961,2100.74
Portugal,PRT,1962,2089.17
Portugal,PRT,1963,2077.66
Portugal,PRT,1964,2066.22
Portugal,PRT,1965,2054.84
Portugal,PRT,1966,2043.52
Portugal,PRT,1967,2032.27
Portugal,PRT,1968,2021.08
Portugal,PRT,1969,2009.95
Portugal,PRT,1970,1967.9
Portugal,PRT,1971,1967.67
Portugal,PRT,1972,1967.3
Portugal,PRT,1973,1966.03
Portugal,PRT,1974,1975.22
Portugal,PRT,1975,1975.35
Portugal,PRT,1976,1971.27
Portugal,PRT,1977,1972.14
Portugal,PRT,1978,1958.44
Portugal,PRT,1979,1944.39
Portugal,PRT,1980,1926.8
Portugal,PRT,1981,1910.56
Portugal,PRT,1982,1891.75
Portugal,PRT,1983,1874.9
Portugal,PRT,1984,1858.99
Portugal,PRT,1985,1845.49
Portugal,PRT,1986,1833.88
Portugal,PRT,1987,1855.06
Portugal,PRT,1988,1861.76
Portugal,PRT,1989,1888.37
Portugal,PRT,1990,1885.3
Portugal,PRT,1991,1819.2
Portugal,PRT,1992,1804.75
Portugal,PRT,1993,1806.99
Portugal,PRT,1994,1831.84
Portugal,PRT,1995,1893.4
Portugal,PRT,1996,1894.42
Portugal,PRT,1997,1889.63
Portugal,PRT,1998,1905.31
Portugal,PRT,1999,1907.09
Portugal,PRT,2000,1916.81
Portugal,PRT,2001,1900.45
Portugal,PRT,2002,1893.59
Portugal,PRT,2003,1886.64
Portugal,PRT,2004,1892.81
Portugal,PRT,2005,1894.85
Portugal,PRT,2006,1882.98
Portugal,PRT,2007,1899.98
Portugal,PRT,2008,1886.89
Portugal,PRT,2009,1887.1
Portugal,PRT,2010,1889.76
Portugal,PRT,2011,1866.58
Portugal,PRT,2012,1849.05
Portugal,PRT,2013,1859.13
Portugal,PRT,2014,1865.31
Portugal,PRT,2015,1868.3
Portugal,PRT,2016,1845.88
Romania,ROU,1990,1906.59
Romania,ROU,1991,1899.71
Romania,ROU,1992,1874.5
Romania,ROU,1993,1873.63
Romania,ROU,1994,1897.55
Romania,ROU,1995,1822.65
Romania,ROU,1996,1861.46
Romania,ROU,1997,1860.52
Romania,ROU,1998,1859.15
Romania,ROU,1999,1850.04
Romania,ROU,2000,1853
Romania,ROU,2001,1852.48
Romania,ROU,2002,1867.18
Romania,ROU,2003,1837.06
Romania,ROU,2004,1845.96
Romania,ROU,2005,1852.91
Romania,ROU,2006,1869.29
Romania,ROU,2007,1878.15
Romania,ROU,2008,1878.43
Romania,ROU,2009,1867.85
Romania,ROU,2010,1860.67
Romania,ROU,2011,1893.8
Romania,ROU,2012,1811.54
Romania,ROU,2013,1806.46
Romania,ROU,2014,1809.24
Romania,ROU,2015,1817.33
Romania,ROU,2016,1820.05
Russia,RUS,1990,1943.64
Russia,RUS,1991,1938.31
Russia,RUS,1992,1933
Russia,RUS,1993,1939
Russia,RUS,1994,1895
Russia,RUS,1995,1891
Russia,RUS,1996,1894
Russia,RUS,1997,1951
Russia,RUS,1998,1946
Russia,RUS,1999,1964
Russia,RUS,2000,1982
Russia,RUS,2001,1980
Russia,RUS,2002,1982
Russia,RUS,2003,1993
Russia,RUS,2004,1993
Russia,RUS,2005,1989
Russia,RUS,2006,1998
Russia,RUS,2007,1999
Russia,RUS,2008,1997
Russia,RUS,2009,1974
Russia,RUS,2010,1976
Russia,RUS,2011,1979
Russia,RUS,2012,1982
Russia,RUS,2013,1980
Russia,RUS,2014,1985
Russia,RUS,2015,1985
Russia,RUS,2016,1985
Saint Lucia,LCA,1985,1959.81
Saint Lucia,LCA,1986,1943.39
Saint Lucia,LCA,1987,1924.84
Saint Lucia,LCA,1988,1898.25
Saint Lucia,LCA,1989,1880.49
Saint Lucia,LCA,1990,1881.8
Saint Lucia,LCA,1991,1897.35
Saint Lucia,LCA,1992,1928.9
Saint Lucia,LCA,1993,1995.79
Saint Lucia,LCA,1994,1962.67
Saint Lucia,LCA,1995,1986.11
Saint Lucia,LCA,1996,1972.07
Saint Lucia,LCA,1997,2011.28
Saint Lucia,LCA,1998,1972.3
Saint Lucia,LCA,1999,1997.8
Saint Lucia,LCA,2000,1979.14
Saint Lucia,LCA,2001,1981.82
Saint Lucia,LCA,2002,1940.52
Saint Lucia,LCA,2003,1958.29
Saint Lucia,LCA,2004,1944.75
Saint Lucia,LCA,2005,1941
Saint Lucia,LCA,2006,1943.1
Saint Lucia,LCA,2007,1947.69
