Entity,Code,Year,"New business density (new registrations per 1,000 people ages 15-64) (new registrations per 1,000 people ages 15-64)"
Portugal,PRT,2015,5.05569391338806
Portugal,PRT,2016,5.01385849505552
Post-demographic dividend,,2006,5.02072478292397
Post-demographic dividend,,2007,5.30073457135836
Post-demographic dividend,,2008,5.00283478413024
Post-demographic dividend,,2009,4.58962065433844
Post-demographic dividend,,2010,5.06355973767434
Post-demographic dividend,,2011,5.30662968676524
Post-demographic dividend,,2012,5.78400924419525
Post-demographic dividend,,2013,6.49281728929897
Post-demographic dividend,,2014,6.55511660879766
Post-demographic dividend,,2015,6.49958284353282
Post-demographic dividend,,2016,6.6836380869275
Pre-demographic dividend,,2006,0.367994206473929
Pre-demographic dividend,,2007,0.483081762490183
Pre-demographic dividend,,2008,0.531524379157809
Pre-demographic dividend,,2009,0.669415470609813
Pre-demographic dividend,,2010,1.30518305457514
Pre-demographic dividend,,2011,0.975699740233889
Pre-demographic dividend,,2012,0.998368324303912
Pre-demographic dividend,,2013,1.16294784507874
Pre-demographic dividend,,2014,0.934605608867302
Pre-demographic dividend,,2015,0.600970440981778
Pre-demographic dividend,,2016,0.597040482400616
Qatar,QAT,2006,2.20649907021319
Qatar,QAT,2007,2.18354730516205
Qatar,QAT,2008,1.91903589344104
Qatar,QAT,2009,1.40058147651333
Qatar,QAT,2010,1.50782802305427
Qatar,QAT,2011,2.06217333383059
Qatar,QAT,2012,1.73695463436337
Qatar,QAT,2013,1.65573646509718
Qatar,QAT,2014,1.69812870142218
Romania,ROU,2006,6.15702652549456
Romania,ROU,2007,6.80327468305129
Romania,ROU,2008,6.668192715447
Romania,ROU,2009,3.76092461027925
Romania,ROU,2010,3.44837996161359
Romania,ROU,2011,4.3927621168067
Romania,ROU,2012,4.12290355258263
Romania,ROU,2013,4.3263313288687
Romania,ROU,2014,4.06648109859109
Romania,ROU,2015,4.84005316326786
Romania,ROU,2016,5.60741819330927
Russia,RUS,2006,4.12631675073934
Russia,RUS,2007,3.97022729584197
Russia,RUS,2008,4.07688349108402
Russia,RUS,2009,2.51799748419574
Russia,RUS,2010,2.52051494973093
Russia,RUS,2011,1.53126925301085
Russia,RUS,2012,3.87274094166602
Russia,RUS,2013,3.90396681392276
Russia,RUS,2014,4.1990697099727
Russia,RUS,2015,4.52884329422918
Russia,RUS,2016,4.34208141570943
Rwanda,RWA,2006,0.112951346886589
Rwanda,RWA,2007,0.158324877345566
Rwanda,RWA,2008,0.20983296483266
Rwanda,RWA,2009,0.544003368940282
Rwanda,RWA,2010,0.560238714949184
Rwanda,RWA,2011,0.776563784972224
Rwanda,RWA,2012,1.07339350250961
Rwanda,RWA,2013,1.35792605512081
Rwanda,RWA,2014,1.48788648041205
Rwanda,RWA,2015,2.01808647477348
Rwanda,RWA,2016,1.94630107853562
Saint Lucia,LCA,2006,4.45131148144061
Saint Lucia,LCA,2007,5.21208411349561
Saint Lucia,LCA,2008,5.13340683572216
Saint Lucia,LCA,2009,3.69552988013328
Saint Lucia,LCA,2010,3.39389609063999
Saint Lucia,LCA,2011,3.09021933020124
Saint Lucia,LCA,2012,3.12979999009034
Saint Lucia,LCA,2013,1.93267442998336
Saint Lucia,LCA,2014,2.47440960747965
Saint Lucia,LCA,2015,3.05115458310627
Saint Lucia,LCA,2016,2.73959038172726
Saint Vincent and the Grenadines,VCT,2006,2.2521884472648
Saint Vincent and the Grenadines,VCT,2007,2.94703752561116
Saint Vincent and the Grenadines,VCT,2008,2.336936109836
Saint Vincent and the Grenadines,VCT,2009,1.80779421505851
Saint Vincent and the Grenadines,VCT,2010,1.9047619047619
Saint Vincent and the Grenadines,VCT,2011,1.85248246271198
Saint Vincent and the Grenadines,VCT,2012,1.72121704953581
Saint Vincent and the Grenadines,VCT,2013,1.80873321185125
Saint Vincent and the Grenadines,VCT,2014,1.68083046471601
Saint Vincent and the Grenadines,VCT,2015,1.59557571707172
Saint Vincent and the Grenadines,VCT,2016,1.57423589524661
Samoa,WSM,2006,0.504660689900849
Samoa,WSM,2007,0.391711387050022
Samoa,WSM,2008,0.707357486846058
Samoa,WSM,2009,1.03540510224625
Samoa,WSM,2010,1.1476918115509
Samoa,WSM,2011,1.20113356980651
Samoa,WSM,2012,0.984114900056633
Samoa,WSM,2013,0.938112187180973
Samoa,WSM,2014,1.12760075658373
Samoa,WSM,2015,1.22121835754928
Samoa,WSM,2016,1.01182234529769
Sao Tome and Principe,STP,2010,0.583561980425079
Sao Tome and Principe,STP,2011,2.36745250174077
Sao Tome and Principe,STP,2012,3.53131258405008
Sao Tome and Principe,STP,2013,2.8817358220481
Sao Tome and Principe,STP,2014,3.04132352537032
Saudi Arabia,SAU,2006,0.195503943729665
Saudi Arabia,SAU,2007,0.235462829596127
Saudi Arabia,SAU,2008,0.27840555596591
Saudi Arabia,SAU,2009,0.28300029880148
Saudi Arabia,SAU,2010,0.309357474319484
Saudi Arabia,SAU,2011,0.354375386184347
Saudi Arabia,SAU,2012,0.424835038128158
Saudi Arabia,SAU,2013,0.438685856141304
Saudi Arabia,SAU,2014,0.492817926136407
Saudi Arabia,SAU,2015,0.493986027295085
Saudi Arabia,SAU,2016,0.438606400541805
Senegal,SEN,2006,0.172729251143597
Senegal,SEN,2007,0.488785665583752
Senegal,SEN,2008,0.270366632233519
Senegal,SEN,2009,0.349537587165936
Senegal,SEN,2010,0.260037083549306
Senegal,SEN,2011,0.255324054872176
Senegal,SEN,2012,0.265857623290109
Senegal,SEN,2013,0.280475456810681
Senegal,SEN,2014,0.304482846462057
Senegal,SEN,2015,0.407721346702323
Senegal,SEN,2016,0.416057937467636
Serbia,SRB,2007,2.21898562520167
Serbia,SRB,2008,2.12810156437285
Serbia,SRB,2009,1.92064543795375
Serbia,SRB,2010,1.83138527120353
Serbia,SRB,2011,1.63534858495765
Serbia,SRB,2012,1.67880921033243
Serbia,SRB,2013,1.70575530080799
Serbia,SRB,2014,1.62415660229272
Serbia,SRB,2015,1.66774079121234
Serbia,SRB,2016,1.76159743263644
Sierra Leone,SLE,2006,0.114789270340107
Sierra Leone,SLE,2007,0.125928343750126
Sierra Leone,SLE,2008,0.182238838609941
Sierra Leone,SLE,2009,0.221159570487541
Sierra Leone,SLE,2010,0.284633890052061
Sierra Leone,SLE,2011,0.25553041934356
Sierra Leone,SLE,2012,0.321323624891189
Sierra Leone,SLE,2013,0.307824238833941
Sierra Leone,SLE,2014,0.195961807560908
Sierra Leone,SLE,2015,0.247862162497134
Sierra Leone,SLE,2016,0.264852419434195
Singapore,SGP,2006,6.10070035728444
Singapore,SGP,2007,7.10641415704967
Singapore,SGP,2008,6.63306746407722
Singapore,SGP,2009,6.6093117822969
Singapore,SGP,2010,7.35072869383946
Singapore,SGP,2011,7.79126188827371
Singapore,SGP,2012,8.04432632753325
Singapore,SGP,2013,8.73085213327772
Singapore,SGP,2014,9.50910186326862
Singapore,SGP,2015,8.45942238156623
Singapore,SGP,2016,8.62311371695819
Slovakia,SVK,2006,3.48291445702171
Slovakia,SVK,2007,4.1094340755197
Slovakia,SVK,2008,4.50025814246707
Slovakia,SVK,2009,4.02282594428939
Slovakia,SVK,2010,4.45235342306392
Slovakia,SVK,2011,4.8626802707214
Slovakia,SVK,2012,5.10806214250724
Slovakia,SVK,2013,5.59306733696916
Slovakia,SVK,2014,3.09863059438469
Slovakia,SVK,2015,2.7072656064673
Slovakia,SVK,2016,4.70404879441606
Slovenia,SVN,2006,2.7463030672138
Slovenia,SVN,2007,3.52058117889944
Slovenia,SVN,2008,4.41777170004499
Slovenia,SVN,2009,4.11204259162964
Slovenia,SVN,2010,3.82900850648249
Slovenia,SVN,2011,4.05835167726159
Slovenia,SVN,2012,4.36049899250861
Slovenia,SVN,2013,4.32864839424652
Slovenia,SVN,2014,4.44323294839074
Slovenia,SVN,2015,3.99952012957517
Slovenia,SVN,2016,3.13175691635687
Small states,,2006,5.41079970314611
Small states,,2007,6.20872175364803
Small states,,2008,5.34853288702866
Small states,,2009,4.82115047683345
Small states,,2010,5.19573627509757
Small states,,2011,5.21082603107886
Small states,,2012,5.41487360290026
Small states,,2013,5.3478035314864
Small states,,2014,5.62524038834369
Small states,,2015,6.77462854557312
Small states,,2016,7.07764175382243
South Africa,ZAF,2006,9.87903649426116
South Africa,ZAF,2007,10.4047715467349
South Africa,ZAF,2008,9.06656975624723
South Africa,ZAF,2009,8.7074502167848
South Africa,ZAF,2010,6.35879575612964
South Africa,ZAF,2011,5.4964576614713
South Africa,ZAF,2012,6.63608199182552
South Africa,ZAF,2013,6.95965118436011
South Africa,ZAF,2014,6.71497569946167
South Africa,ZAF,2015,8.73050123433859
South Africa,ZAF,2016,10.2183962596678
South Asia,,2006,0.815857878168909
South Asia,,2007,0.813301379389182
South Asia,,2008,0.836097438093779
South Asia,,2009,0.789631369480251
South Asia,,2010,0.31684034149137
South Asia,,2011,0.277952158486369
South Asia,,2012,0.426270452458212
South Asia,,2013,0.213959856481849
South Asia,,2014,0.220016662732019
South Asia,,2015,0.224930964255608
South Asia,,2016,0.283477693337145
South Asia (IDA & IBRD),,2006,0.815857878168909
South Asia (IDA & IBRD),,2007,0.813301379389182
South Asia (IDA & IBRD),,2008,0.836097438093779
South Asia (IDA & IBRD),,2009,0.789631369480251
South Asia (IDA & IBRD),,2010,0.31684034149137
South Asia (IDA & IBRD),,2011,0.277952158486369
South Asia (IDA & IBRD),,2012,0.426270452458212
South Asia (IDA & IBRD),,2013,0.213959856481849
South Asia (IDA & IBRD),,2014,0.220016662732019
South Asia (IDA & IBRD),,2015,0.224930964255608
South Asia (IDA & IBRD),,2016,0.283477693337145
South Korea,KOR,2006,1.44868569129262
South Korea,KOR,2007,1.52160983559084
South Korea,KOR,2008,1.42842686264968
South Korea,KOR,2009,1.58046382097895
South Korea,KOR,2010,1.67947272041694
South Korea,KOR,2011,1.79587030920247
South Korea,KOR,2012,2.03347019220382
South Korea,KOR,2013,2.06311672855325
South Korea,KOR,2014,2.30338410929578
South Korea,KOR,2015,2.52200868800597
South Korea,KOR,2016,2.58162712718101
South Sudan,SSD,2006,0.0751192094481468
South Sudan,SSD,2007,0.25346788684728
South Sudan,SSD,2008,0.662655758048562
South Sudan,SSD,2009,0.491573295540734
South Sudan,SSD,2010,0.175337121638117
South Sudan,SSD,2011,0.79540346345675
South Sudan,SSD,2012,0.753437238507956
South Sudan,SSD,2013,0.590173633411215
South Sudan,SSD,2014,0.305438296947081
South Sudan,SSD,2015,0.117314739635903
South Sudan,SSD,2016,0.264039061624623
Spain,ESP,2006,4.74661288410473
Spain,ESP,2007,4.57312057049292
Spain,ESP,2008,3.23165728344431
Spain,ESP,2009,2.39714391058691
Spain,ESP,2010,2.39733241123164
Spain,ESP,2011,2.61472556585696
Spain,ESP,2012,2.73171584997461
Spain,ESP,2013,2.91416313153355
Spain,ESP,2014,2.98736000565918
Spain,ESP,2015,2.99829015712485
Spain,ESP,2016,3.22846286730878
Sri Lanka,LKA,2007,0.212460367969821
Sri Lanka,LKA,2008,0.31709216286282
Sri Lanka,LKA,2009,0.295225823407134
Sri Lanka,LKA,2010,0.440824027809864
Sri Lanka,LKA,2011,0.548864169227245
Sri Lanka,LKA,2012,0.514918993460713
Sub-Saharan Africa,,2006,1.58222686695993
Sub-Saharan Africa,,2007,1.81334582467703
Sub-Saharan Africa,,2008,1.87052958691673
Sub-Saharan Africa,,2009,1.83777532277622
Sub-Saharan Africa,,2010,1.94852790121441
Sub-Saharan Africa,,2011,2.07866298121624
Sub-Saharan Africa,,2012,2.41908286008236
Sub-Saharan Africa,,2013,2.40203960000631
Sub-Saharan Africa,,2014,2.4655422990396
Sub-Saharan Africa,,2015,3.06746151833895
Sub-Saharan Africa,,2016,3.20275673693835
Sub-Saharan Africa (IDA & IBRD),,2006,1.58222686695993
Sub-Saharan Africa (IDA & IBRD),,2007,1.81334582467703
Sub-Saharan Africa (IDA & IBRD),,2008,1.87052958691673
Sub-Saharan Africa (IDA & IBRD),,2009,1.83777532277622
Sub-Saharan Africa (IDA & IBRD),,2010,1.94852790121441
Sub-Saharan Africa (IDA & IBRD),,2011,2.07866298121624
Sub-Saharan Africa (IDA & IBRD),,2012,2.41908286008236
Sub-Saharan Africa (IDA & IBRD),,2013,2.40203960000631
Sub-Saharan Africa (IDA & IBRD),,2014,2.4655422990396
Sub-Saharan Africa (IDA & IBRD),,2015,3.06746151833895
Sub-Saharan Africa (IDA & IBRD),,2016,3.20275673693835
Sub-Saharan Africa (excluding high income),,2006,1.58222686695993
Sub-Saharan Africa (excluding high income),,2007,1.81334582467703
Sub-Saharan Africa (excluding high income),,2008,1.87052958691673
Sub-Saharan Africa (excluding high income),,2009,1.83777532277622
Sub-Saharan Africa (excluding high income),,2010,1.94852790121441
Sub-Saharan Africa (excluding high income),,2011,2.07866298121624
Sub-Saharan Africa (excluding high income),,2012,2.41908286008236
Sub-Saharan Africa (excluding high income),,2013,2.40203960000631
Sub-Saharan Africa (excluding high income),,2014,2.4655422990396
Sub-Saharan Africa (excluding high income),,2015,3.06746151833895
Sub-Saharan Africa (excluding high income),,2016,3.20275673693835
Suriname,SUR,2006,0.351784535058106
Suriname,SUR,2007,0.487665120361848
Suriname,SUR,2008,0.394430995652226
Suriname,SUR,2009,0.422219447070927
Suriname,SUR,2010,0.630872246902857
Suriname,SUR,2011,1.20950823941319
Suriname,SUR,2012,1.62559890485969
Suriname,SUR,2013,1.7143644064224
Suriname,SUR,2014,1.37971923544715
Suriname,SUR,2015,1.12275106039115
Suriname,SUR,2016,1.40833313137352
Sweden,SWE,2006,4.02007175695172
Sweden,SWE,2007,4.66740449694103
Sweden,SWE,2008,4.55607494019893
Sweden,SWE,2009,3.98059439712872
Sweden,SWE,2010,5.66852056970036
Sweden,SWE,2011,7.16787375906624
Sweden,SWE,2012,6.40838883119168
Sweden,SWE,2013,6.39898837874909
Sweden,SWE,2014,6.87139957152574
Sweden,SWE,2015,7.40792164791095
Sweden,SWE,2016,8.09180473160021
Switzerland,CHE,2006,3.78390125583786
Switzerland,CHE,2007,4.14744024594774
Switzerland,CHE,2008,4.23126323529694
Switzerland,CHE,2009,3.94421698787664
Switzerland,CHE,2010,4.16835949921834
Switzerland,CHE,2011,4.41204023881914
Switzerland,CHE,2012,4.35245773528635
Switzerland,CHE,2013,4.5084876159995
Switzerland,CHE,2014,4.54936363316514
Switzerland,CHE,2015,4.35702645493509
Switzerland,CHE,2016,4.30771833893952
Syrian Arab Republic,,2006,0.0155314254324457
Syrian Arab Republic,,2007,0.0255736268171963
Syrian Arab Republic,,2008,0.0388236020850577
Syrian Arab Republic,,2009,0.0394780434176363
Syrian Arab Republic,,2010,0.0546987617213002
Syrian Arab Republic,,2011,0.0448713946809839
Tajikistan,TJK,2006,0.215133647490532
Tajikistan,TJK,2007,0.209578470205046
Tajikistan,TJK,2008,0.247498942973264
Tajikistan,TJK,2009,0.412046690332141
Tajikistan,TJK,2010,0.469796891575278
Tajikistan,TJK,2011,0.260633292734417
Tajikistan,TJK,2012,0.260151161732419
Tajikistan,TJK,2013,1.110777400209
Tajikistan,TJK,2014,0.295787875158761
Tajikistan,TJK,2015,0.229226842751343
Tajikistan,TJK,2016,0.181855177854918
Thailand,THA,2006,0.650623118690061
Thailand,THA,2007,0.538789803053865
Thailand,THA,2008,0.587750589126718
Thailand,THA,2009,0.58082574341263
Thailand,THA,2010,0.66505494616132
Thailand,THA,2011,0.703082915533654
Thailand,THA,2012,0.84917318145826
Thailand,THA,2013,0.920138905767801
Thailand,THA,2014,0.898750032500281
Thailand,THA,2015,0.908755831438118
Thailand,THA,2016,0.990838045336488
Timor,TLS,2008,0.768497971653887
Timor,TLS,2009,2.13366207534198
Timor,TLS,2010,7.84617611443944
Timor,TLS,2011,3.76554222446173
Timor,TLS,2012,2.76125917348929
Timor,TLS,2013,5.95009980705081
Timor,TLS,2014,4.63044586273108
Togo,TGO,2006,0.00837654233085667
Togo,TGO,2007,0.0178345479599154
Togo,TGO,2008,0.0188492874817322
Togo,TGO,2009,0.152193597348344
Togo,TGO,2010,0.160912928003246
Togo,TGO,2011,0.171874751096016
Togo,TGO,2012,0.196571178750085
Togo,TGO,2013,0.195158687580334
Togo,TGO,2014,0.256288535041855
Tonga,TON,2006,1.8812856037696
Tonga,TON,2007,2.5077933160342
Tonga,TON,2008,1.77622956473753
Tonga,TON,2009,9.63740131916203
Tonga,TON,2010,11.8847803604428
Tonga,TON,2011,13.7667239578068
Tonga,TON,2012,15.6294544783753
Tonga,TON,2013,17.4478732276897
Tonga,TON,2014,17.8000761677678
Tonga,TON,2015,19.0778127294347
Tonga,TON,2016,19.5825194130087
Tunisia,TUN,2006,0.92377962227452
Tunisia,TUN,2007,1.28326530472523
Tunisia,TUN,2008,1.16422782663066
Tunisia,TUN,2009,1.26250572154938
Tunisia,TUN,2010,1.5422658102006
Tunisia,TUN,2011,1.52031592237474
Tunisia,TUN,2012,1.67155646189168
Tunisia,TUN,2013,1.6745317717037
Turkey,TUR,2006,1.14000398120033
Turkey,TUR,2007,1.18868879590775
Turkey,TUR,2008,1.03721245849896
Turkey,TUR,2009,0.898318595664965
Turkey,TUR,2010,1.05491657477247
Turkey,TUR,2011,1.09883740149974
Turkey,TUR,2012,0.78611818513309
Turkey,TUR,2013,0.976451864593812
Turkey,TUR,2014,1.04765562151397
Turkey,TUR,2015,1.24954717787931
Turkey,TUR,2016,1.17814311982013
Uganda,UGA,2006,0.559315967877648
Uganda,UGA,2007,0.582270120665632
Uganda,UGA,2008,0.617907811845414
Uganda,UGA,2009,0.698916034626677
Ukraine,UKR,2006,0.948969032300379
Ukraine,UKR,2007,1.1741552968377
Ukraine,UKR,2008,0.968927661500112
Ukraine,UKR,2009,0.667211833213933
Ukraine,UKR,2010,0.97500269792082
Ukraine,UKR,2011,1.0707419059703
Ukraine,UKR,2012,0.921248967136801
Ukraine,UKR,2013,1.09805401173065
Ukraine,UKR,2014,1.04569642674581
Ukraine,UKR,2015,1.2090566258155
Ukraine,UKR,2016,1.5443459527424
United Arab Emirates,ARE,2006,19.6030259860283
United Arab Emirates,ARE,2007,18.5494968865934
United Arab Emirates,ARE,2008,17.613009544578
United Arab Emirates,ARE,2009,16.0580851308532
United Arab Emirates,ARE,2010,16.4146017834119
United Arab Emirates,ARE,2011,19.0293028508775
United Arab Emirates,ARE,2012,20.3323810077318
United Arab Emirates,ARE,2013,22.3805957995191
United Arab Emirates,ARE,2014,24.7286477098727
United Arab Emirates,ARE,2015,27.7016749385717
United Arab Emirates,ARE,2016,29.6937435776704
United Kingdom,GBR,2006,10.0731861143975
United Kingdom,GBR,2007,11.2023721720226
United Kingdom,GBR,2008,8.92357836669764
United Kingdom,GBR,2009,8.92229756972748
United Kingdom,GBR,2010,9.77580280604488
United Kingdom,GBR,2011,11.0252642164352
United Kingdom,GBR,2012,11.9350940580717
United Kingdom,GBR,2013,12.5555630510538
United Kingdom,GBR,2014,14.0560721330966
United Kingdom,GBR,2015,14.5639978719955
United Kingdom,GBR,2016,15.7421014439638
United States Virgin Islands,VIR,2006,3803.54229783267
United States Virgin Islands,VIR,2007,4388.96803236652
United States Virgin Islands,VIR,2008,3449.17006650646
United States Virgin Islands,VIR,2009,2604.76216601745
Upper middle income,,2006,2.838860484131
Upper middle income,,2007,3.09527738822791
Upper middle income,,2008,3.14895413370183
Upper middle income,,2009,2.81926563768022
Upper middle income,,2010,2.82079479127988
Upper middle income,,2011,2.87949856921777
Upper middle income,,2012,3.17460886825914
Upper middle income,,2013,3.32333814024811
Upper middle income,,2014,3.43024515734916
Upper middle income,,2015,3.76674015108793
Upper middle income,,2016,3.69544207848373
Uruguay,URY,2006,3.03355641846356
Uruguay,URY,2007,4.00372001427558
Uruguay,URY,2008,3.0675034932046
Uruguay,URY,2009,2.1879333412144
Uruguay,URY,2010,3.12832276496931
Uruguay,URY,2011,3.35431925946417
Uruguay,URY,2012,2.98224566369594
Uruguay,URY,2013,3.17605541160147
Uruguay,URY,2014,2.48801366583459
Uruguay,URY,2015,2.44667147066205
Uruguay,URY,2016,2.06647905152635
Uzbekistan,UZB,2006,0.453717564960174
Uzbekistan,UZB,2007,0.502958130269955
Uzbekistan,UZB,2008,0.516046876416658
Uzbekistan,UZB,2009,0.726091827584066
Uzbekistan,UZB,2010,0.770385543744785
Uzbekistan,UZB,2011,0.821523494498761
Uzbekistan,UZB,2012,0.643409336658092
Uzbekistan,UZB,2013,0.835045998718217
Uzbekistan,UZB,2014,0.828500813978409
Uzbekistan,UZB,2015,0.850360494534275
Uzbekistan,UZB,2016,1.00701754022634
Vanuatu,VUT,2006,1.88080117244748
Vanuatu,VUT,2007,1.86292074263155
Vanuatu,VUT,2008,1.70677458218776
Vanuatu,VUT,2009,1.3311573548324
Vanuatu,VUT,2010,1.22895056400053
Vanuatu,VUT,2011,1.2221637983714
Vanuatu,VUT,2012,1.03443282048453
Vanuatu,VUT,2013,1.15342574151193
Vanuatu,VUT,2014,1.22862101917039
Vanuatu,VUT,2015,1.0903529048868
Vanuatu,VUT,2016,1.52068126520681
World,OWID_WRL,2006,34.4294193246816
World,OWID_WRL,2007,38.9004846692816
World,OWID_WRL,2008,29.8590442450844
World,OWID_WRL,2009,22.8964693770428
World,OWID_WRL,2010,3.56270635803214
World,OWID_WRL,2011,3.71507714867838
World,OWID_WRL,2012,3.96698193036924
World,OWID_WRL,2013,4.33452410767662
World,OWID_WRL,2014,4.35069524362642
World,OWID_WRL,2015,4.58902758481151
World,OWID_WRL,2016,4.6593808213886
Zambia,ZMB,2006,0.572297952916129
Zambia,ZMB,2007,0.831209286600536
Zambia,ZMB,2008,1.00065828587459
Zambia,ZMB,2009,0.852116470981147
Zambia,ZMB,2010,1.04516846984606
Zambia,ZMB,2011,1.23998995928983
Zambia,ZMB,2012,1.35739959557209
Zambia,ZMB,2013,1.37431482418648
Zambia,ZMB,2014,1.33342799913755
Zambia,ZMB,2015,1.18195892920412
Zambia,ZMB,2016,1.11835750888973
