Entity,Code,Year,Pupil-teacher ratio in pre-primary education (headcount basis) (headcount basis)
Latin America & Caribbean,,1992,22.4598598480225
Latin America & Caribbean,,1993,22.2780704498291
Latin America & Caribbean,,1994,21.5149803161621
Latin America & Caribbean,,1995,21.1846008300781
Latin America & Caribbean,,1996,20.6823501586914
Latin America & Caribbean,,1997,20.2228393554688
Latin America & Caribbean,,1998,21.7516403198242
Latin America & Caribbean,,1999,20.3388595581055
Latin America & Caribbean,,2000,20.5389709472656
Latin America & Caribbean,,2001,19.6636295318604
Latin America & Caribbean,,2002,20.8577499389648
Latin America & Caribbean,,2003,18.6237697601318
Latin America & Caribbean,,2004,19.8938999176025
Latin America & Caribbean,,2005,19.4448890686035
Latin America & Caribbean,,2006,20.55299949646
Latin America & Caribbean,,2007,20.193359375
Latin America & Caribbean,,2008,19.6924304962158
Latin America & Caribbean,,2009,19.0134105682373
Latin America & Caribbean,,2010,18.3508701324463
Latin America & Caribbean,,2011,17.6516094207764
Latin America & Caribbean,,2012,17.0901107788086
Latin America & Caribbean,,2013,20.4003105163574
Latin America & Caribbean,,2014,20.2042102813721
Latin America & Caribbean (all income levels),,1970,26.2567501068115
Latin America & Caribbean (all income levels),,1971,25.6905994415283
Latin America & Caribbean (all income levels),,1972,25.8634395599365
Latin America & Caribbean (all income levels),,1973,25.9332408905029
Latin America & Caribbean (all income levels),,1974,26.1415100097656
Latin America & Caribbean (all income levels),,1975,27.2378997802734
Latin America & Caribbean (all income levels),,1976,27.2657699584961
Latin America & Caribbean (all income levels),,1977,27.4225292205811
Latin America & Caribbean (all income levels),,1978,27.0111408233643
Latin America & Caribbean (all income levels),,1979,27.55299949646
Latin America & Caribbean (all income levels),,1980,26.8388690948486
Latin America & Caribbean (all income levels),,1981,26.3881206512451
Latin America & Caribbean (all income levels),,1982,26.6914291381836
Latin America & Caribbean (all income levels),,1983,26.5844402313232
Latin America & Caribbean (all income levels),,1984,25.8181591033936
Latin America & Caribbean (all income levels),,1985,25.465669631958
Latin America & Caribbean (all income levels),,1986,25.6205196380615
Latin America & Caribbean (all income levels),,1987,24.746000289917
Latin America & Caribbean (all income levels),,1988,24.1823806762695
Latin America & Caribbean (all income levels),,1989,23.8442306518555
Latin America & Caribbean (all income levels),,1990,22.9700603485107
Latin America & Caribbean (all income levels),,1991,22.1412792205811
Latin America & Caribbean (all income levels),,1992,22.4355907440186
Latin America & Caribbean (all income levels),,1993,22.275110244751
Latin America & Caribbean (all income levels),,1994,21.5384197235107
Latin America & Caribbean (all income levels),,1995,21.2319393157959
Latin America & Caribbean (all income levels),,1996,20.7306709289551
Latin America & Caribbean (all income levels),,1997,20.2646198272705
Latin America & Caribbean (all income levels),,1998,21.7869491577148
Latin America & Caribbean (all income levels),,1999,20.4073295593262
Latin America & Caribbean (all income levels),,2000,20.5657196044922
Latin America & Caribbean (all income levels),,2001,19.723669052124
Latin America & Caribbean (all income levels),,2002,20.8800392150879
Latin America & Caribbean (all income levels),,2003,18.6831302642822
Latin America & Caribbean (all income levels),,2004,19.8729496002197
Latin America & Caribbean (all income levels),,2005,19.4192695617676
Latin America & Caribbean (all income levels),,2006,20.4596290588379
Latin America & Caribbean (all income levels),,2007,20.0913906097412
Latin America & Caribbean (all income levels),,2008,19.4853496551514
Latin America & Caribbean (all income levels),,2009,18.7671699523926
Latin America & Caribbean (all income levels),,2010,17.9140300750732
Latin America & Caribbean (all income levels),,2011,17.2439804077148
Latin America & Caribbean (all income levels),,2012,16.7321605682373
Latin America & Caribbean (all income levels),,2013,19.7451992034912
Latin America & Caribbean (all income levels),,2014,19.5470199584961
Latvia,LVA,1990,12.2631397247314
Latvia,LVA,1991,9.03192043304443
Latvia,LVA,1992,7.91349983215332
Latvia,LVA,1993,6.53960990905762
Latvia,LVA,1994,7.12662982940674
Latvia,LVA,1995,7.86133003234863
Latvia,LVA,1996,8.0808801651001
Latvia,LVA,1997,7.84589004516602
Latvia,LVA,1998,8.84191036224365
Latvia,LVA,1999,8.72838973999023
Latvia,LVA,2000,8.65610980987549
Latvia,LVA,2001,8.38230991363525
Latvia,LVA,2002,8.28946018218994
Latvia,LVA,2003,10.2014303207397
Latvia,LVA,2004,10.2334403991699
Latvia,LVA,2005,10.9103698730469
Latvia,LVA,2006,10.3435697555542
Latvia,LVA,2007,10.3674402236938
Latvia,LVA,2008,10.1319103240967
Latvia,LVA,2009,9.94565963745117
Latvia,LVA,2010,11.2218904495239
Latvia,LVA,2011,11.3647699356079
Latvia,LVA,2012,11.4244003295898
Latvia,LVA,2013,13.747540473938
Latvia,LVA,2014,10.8565902709961
Least developed countries: UN classification,,1979,30.2824802398682
Least developed countries: UN classification,,1980,30.4093494415283
Least developed countries: UN classification,,1981,30.6928005218506
Least developed countries: UN classification,,1982,30.8425998687744
Least developed countries: UN classification,,1983,31.436279296875
Least developed countries: UN classification,,1984,31.8051605224609
Least developed countries: UN classification,,1985,32.1384696960449
Least developed countries: UN classification,,1986,31.7590503692627
Least developed countries: UN classification,,1987,31.7087898254395
Least developed countries: UN classification,,1988,31.6670303344727
Least developed countries: UN classification,,1989,31.2476902008057
Least developed countries: UN classification,,1990,30.7763404846191
Least developed countries: UN classification,,1991,30.3831596374512
Least developed countries: UN classification,,1992,29.9084606170654
Least developed countries: UN classification,,1993,29.5116405487061
Least developed countries: UN classification,,1994,29.1814498901367
Least developed countries: UN classification,,1995,28.6909694671631
Least developed countries: UN classification,,1996,28.3436908721924
Least developed countries: UN classification,,1997,27.9739208221436
Least developed countries: UN classification,,1998,28.6517505645752
Least developed countries: UN classification,,1999,26.8644504547119
Least developed countries: UN classification,,2000,26.5945091247559
Least developed countries: UN classification,,2001,28.1494903564453
Least developed countries: UN classification,,2002,26.9905300140381
Least developed countries: UN classification,,2003,28.1245098114014
Least developed countries: UN classification,,2004,29.1674404144287
Least developed countries: UN classification,,2005,31.0712203979492
Least developed countries: UN classification,,2006,30.6484909057617
Least developed countries: UN classification,,2007,28.202220916748
Least developed countries: UN classification,,2008,30.0261192321777
Least developed countries: UN classification,,2009,30.3423690795898
Least developed countries: UN classification,,2010,27.5340595245361
Least developed countries: UN classification,,2011,26.6760196685791
Least developed countries: UN classification,,2012,26.5603294372559
Least developed countries: UN classification,,2013,26.5105991363525
Least developed countries: UN classification,,2014,26.3250999450684
Lebanon,LBN,1981,18.7053298950195
Lebanon,LBN,1982,17.8575000762939
Lebanon,LBN,1987,24.6509399414063
Lebanon,LBN,1999,13.3924598693848
Lebanon,LBN,2001,18.6200504302979
Lebanon,LBN,2002,18.3941307067871
Lebanon,LBN,2003,18.3843803405762
Lebanon,LBN,2004,16.2445793151855
Lebanon,LBN,2005,15.9709701538086
Lebanon,LBN,2006,15.6007604598999
Lebanon,LBN,2007,15.8104295730591
Lebanon,LBN,2008,15.8342800140381
Lebanon,LBN,2009,16.0660591125488
Lebanon,LBN,2010,15.8355398178101
Lebanon,LBN,2011,15.1979503631592
Lebanon,LBN,2012,15.6386499404907
Lebanon,LBN,2013,13.9609699249268
Lesotho,LSO,1998,18.3142108917236
Lesotho,LSO,2000,18.66748046875
Lesotho,LSO,2001,20.3865394592285
Lesotho,LSO,2002,20.4762401580811
Lesotho,LSO,2003,20.4806308746338
Lesotho,LSO,2005,19.4204406738281
Lesotho,LSO,2010,24.3844394683838
Lesotho,LSO,2013,18.3481006622314
Lesotho,LSO,2014,13.0799999237061
Liberia,LBR,1999,18.1211395263672
Liberia,LBR,2000,35.8914909362793
Libya,LBY,1971,24.8181800842285
Libya,LBY,1972,25.8627490997314
Libya,LBY,1973,23.8430194854736
Libya,LBY,1974,20.5641994476318
Libya,LBY,1975,17.9029407501221
Libya,LBY,1976,21.2280197143555
Libya,LBY,1977,19.8937206268311
Libya,LBY,1978,17.6431007385254
Libya,LBY,1980,19.2695198059082
Libya,LBY,1981,17.4912605285645
Libya,LBY,1983,17.8216800689697
Libya,LBY,1984,16.19407081604
Libya,LBY,1985,16.4331798553467
Libya,LBY,1986,14.2987604141235
Libya,LBY,1999,8.3632698059082
Libya,LBY,2002,9.56573963165283
Libya,LBY,2006,8.94851016998291
Liechtenstein,LIE,2003,11.9264698028564
Liechtenstein,LIE,2004,13.4516096115112
Liechtenstein,LIE,2005,9.64772987365723
Liechtenstein,LIE,2006,9.62650966644287
Liechtenstein,LIE,2007,8.3617000579834
Liechtenstein,LIE,2008,7.66666984558105
Liechtenstein,LIE,2009,7.60637998580933
Liechtenstein,LIE,2010,7.71133995056152
Liechtenstein,LIE,2011,10.8208999633789
Liechtenstein,LIE,2012,10.6714296340942
Lithuania,LTU,1981,7.72779989242554
Lithuania,LTU,1986,7.20612001419067
Lithuania,LTU,1989,6.83485984802246
Lithuania,LTU,1990,6.32848978042603
Lithuania,LTU,1991,6.11845016479492
Lithuania,LTU,1992,6.07785987854004
Lithuania,LTU,1993,6.35897016525269
Lithuania,LTU,1994,5.93558979034424
Lithuania,LTU,1995,6.50995016098022
Lithuania,LTU,1996,6.83120012283325
Lithuania,LTU,1997,7.02856016159058
Lithuania,LTU,1998,7.48867988586426
Lithuania,LTU,1999,7.35163021087646
Lithuania,LTU,2000,8.08269023895264
Lithuania,LTU,2002,8.00914001464844
Lithuania,LTU,2003,8.1303596496582
Lithuania,LTU,2004,7.93537998199463
Lithuania,LTU,2005,7.82728004455566
Lithuania,LTU,2006,8.05745029449463
Lithuania,LTU,2007,7.14934015274048
Lithuania,LTU,2008,6.86284017562866
Lithuania,LTU,2009,7.31326007843018
Lithuania,LTU,2010,7.35266017913818
Lithuania,LTU,2011,7.28173017501831
Lithuania,LTU,2012,7.11050987243652
Lithuania,LTU,2014,7.83283996582031
Low & middle income,,1973,17.4022197723389
Low & middle income,,1974,17.6753807067871
Low & middle income,,1975,17.7434406280518
Low & middle income,,1976,18.6269397735596
Low & middle income,,1977,19.9335098266602
Low & middle income,,1978,18.9899997711182
Low & middle income,,1979,18.9859199523926
Low & middle income,,1980,19.382080078125
Low & middle income,,1981,20.0204105377197
Low & middle income,,1982,19.6890907287598
Low & middle income,,1983,19.6406192779541
Low & middle income,,1984,19.5312805175781
Low & middle income,,1985,19.367639541626
Low & middle income,,1986,19.407169342041
Low & middle income,,1987,19.4465808868408
Low & middle income,,1988,19.6186695098877
Low & middle income,,1989,19.6972198486328
Low & middle income,,1990,19.2460594177246
Low & middle income,,1991,19.0356292724609
Low & middle income,,1992,19.4144706726074
Low & middle income,,1993,20.0131092071533
Low & middle income,,1994,20.0905303955078
Low & middle income,,1995,20.2286701202393
Low & middle income,,1996,20.3010597229004
Low & middle income,,1997,20.0820503234863
Low & middle income,,1998,20.0382499694824
Low & middle income,,1999,19.0946407318115
Low & middle income,,2000,18.0667304992676
Low & middle income,,2001,18.4621601104736
Low & middle income,,2002,18.0518398284912
Low & middle income,,2003,17.4724502563477
Low & middle income,,2004,17.3451499938965
Low & middle income,,2005,17.0013008117676
Low & middle income,,2006,17.8867607116699
Low & middle income,,2007,17.4013996124268
Low & middle income,,2008,16.9546699523926
Low & middle income,,2009,17.1728897094727
Low & middle income,,2010,17.2648601531982
Low & middle income,,2011,17.2487201690674
Low & middle income,,2012,17.419189453125
Low & middle income,,2013,17.6124496459961
Low & middle income,,2014,17.3033790588379
Low income,,1995,25.7628707885742
Low income,,1996,25.7979106903076
Low income,,1997,25.7936706542969
Low income,,1998,25.6395206451416
Low income,,1999,25.41575050354
Low income,,2000,25.9390506744385
Low income,,2001,25.8842391967773
Low income,,2002,25.7767391204834
Low income,,2003,25.7920398712158
Low income,,2004,26.365140914917
Low income,,2005,28.8633193969727
Low income,,2006,27.698429107666
Low income,,2007,28.5854892730713
Low income,,2008,30.2926197052002
Low income,,2009,30.1630096435547
Low income,,2010,28.2617607116699
Low income,,2011,28.2611999511719
Low income,,2012,27.8279495239258
Low income,,2013,27.7439308166504
Low income,,2014,27.282039642334
Lower middle income,,1976,20.9643001556396
Lower middle income,,1977,20.9561004638672
Lower middle income,,1978,20.4972801208496
Lower middle income,,1979,20.5607795715332
Lower middle income,,1980,20.8462390899658
Lower middle income,,1981,22.0342407226563
Lower middle income,,1982,22.2966594696045
Lower middle income,,1983,21.9555206298828
Lower middle income,,1984,22.1650199890137
Lower middle income,,1985,21.6444396972656
Lower middle income,,1986,21.335470199585
Lower middle income,,1987,20.9346904754639
Lower middle income,,1988,20.9225196838379
Lower middle income,,1989,21.5937404632568
Lower middle income,,1990,21.0365600585938
Lower middle income,,1991,20.8512496948242
Lower middle income,,1992,20.3579502105713
Lower middle income,,1993,19.863130569458
Lower middle income,,1994,19.8750801086426
Lower middle income,,1995,19.8790798187256
Lower middle income,,1996,19.4643802642822
Lower middle income,,1997,19.0220909118652
Lower middle income,,1998,18.5212497711182
Lower middle income,,1999,16.7603702545166
Lower middle income,,2000,14.3291501998901
Lower middle income,,2001,15.5190601348877
Lower middle income,,2002,15.116189956665
Lower middle income,,2003,15.0970497131348
Lower middle income,,2004,14.7249402999878
Lower middle income,,2005,14.4853096008301
Lower middle income,,2006,14.9787702560425
Lower middle income,,2007,14.6480903625488
Lower middle income,,2008,13.9815397262573
Lower middle income,,2009,14.4674596786499
Lower middle income,,2010,14.4582901000977
Lower middle income,,2011,14.7639398574829
Lower middle income,,2012,15.1279201507568
Lower middle income,,2013,14.8541498184204
Lower middle income,,2014,14.5728101730347
Luxembourg,LUX,1970,25.6379299163818
Luxembourg,LUX,1971,24.6498394012451
Luxembourg,LUX,1972,24.3746299743652
Luxembourg,LUX,1973,24.147310256958
Luxembourg,LUX,1974,23.1290302276611
Luxembourg,LUX,1975,22.5119400024414
Luxembourg,LUX,1976,21.8908596038818
Luxembourg,LUX,1977,21.1949405670166
Luxembourg,LUX,1978,17.9567394256592
Luxembourg,LUX,1979,17.8556709289551
Luxembourg,LUX,1980,18.7481498718262
Luxembourg,LUX,1981,18.3638591766357
Luxembourg,LUX,1982,17.7253494262695
Luxembourg,LUX,1983,18.3510894775391
Luxembourg,LUX,1984,18.3732395172119
Luxembourg,LUX,1985,18.0117607116699
Luxembourg,LUX,1986,17.6795501708984
Luxembourg,LUX,1987,18.2346496582031
Luxembourg,LUX,1988,17.3543491363525
Luxembourg,LUX,1989,16.8098297119141
Luxembourg,LUX,1990,17.2467803955078
Luxembourg,LUX,1992,17.4128303527832
Luxembourg,LUX,1994,19.1609001159668
Luxembourg,LUX,1995,19.29128074646
Luxembourg,LUX,1996,17.6464290618896
Luxembourg,LUX,1997,17.0068492889404
Luxembourg,LUX,1998,16.1521396636963
Luxembourg,LUX,2001,18.4047908782959
Luxembourg,LUX,2002,15.3548698425293
Luxembourg,LUX,2003,13.8622303009033
Luxembourg,LUX,2004,13.2277297973633
Luxembourg,LUX,2005,13.5904502868652
Luxembourg,LUX,2006,12.0794801712036
Luxembourg,LUX,2007,11.9388799667358
Luxembourg,LUX,2008,11.7383003234863
Luxembourg,LUX,2010,10.9439697265625
Luxembourg,LUX,2011,10.2340097427368
Luxembourg,LUX,2012,10.1731700897217
Macao,MAC,1971,40.1306800842285
Macao,MAC,1972,35.5625
Macao,MAC,1974,40.98291015625
Macao,MAC,1975,34.6050415039063
Macao,MAC,1976,39.015380859375
Macao,MAC,1977,38.9523811340332
Macao,MAC,1978,36.8947410583496
Macao,MAC,1979,37.1784210205078
Macao,MAC,1999,31.3614692687988
Macao,MAC,2000,30.4369106292725
Macao,MAC,2001,30.0546607971191
Macao,MAC,2002,28.8559303283691
Macao,MAC,2003,27.4164905548096
Macao,MAC,2004,25.8692798614502
Macao,MAC,2005,24.1453704833984
Macao,MAC,2006,22.614860534668
Macao,MAC,2007,19.4989490509033
Macao,MAC,2008,18.0938091278076
Macao,MAC,2009,17.5857391357422
Macao,MAC,2010,17.1508808135986
Macao,MAC,2011,16.6728401184082
Macao,MAC,2012,16.6954708099365
Macao,MAC,2013,16.5607795715332
Macao,MAC,2014,16.041919708252
Macedonia,MKD,1993,10.4300603866577
Macedonia,MKD,1994,10.3580703735352
Macedonia,MKD,1995,10.564920425415
Macedonia,MKD,1996,10.7309598922729
Macedonia,MKD,1997,10.564920425415
Macedonia,MKD,1998,10.3187198638916
Macedonia,MKD,1999,10.4300899505615
Macedonia,MKD,2000,11.4319896697998
Macedonia,MKD,2001,11.6633996963501
Macedonia,MKD,2002,11.5353899002075
Macedonia,MKD,2003,11.274959564209
Macedonia,MKD,2004,11.2784595489502
Macedonia,MKD,2005,11.4866895675659
Macedonia,MKD,2006,10.7799396514893
Macedonia,MKD,2007,11.3231601715088
Macedonia,MKD,2008,7.52889013290405
Macedonia,MKD,2009,7.63615989685059
Macedonia,MKD,2010,7.44120979309082
Macedonia,MKD,2011,7.43556022644043
Macedonia,MKD,2012,7.9939398765564
Madagascar,MDG,1998,17.8223896026611
Madagascar,MDG,2005,36.745418548584
Madagascar,MDG,2006,36.749870300293
Madagascar,MDG,2007,30.8304691314697
Madagascar,MDG,2008,26.3346996307373
Madagascar,MDG,2009,28.385139465332
Madagascar,MDG,2010,23.1421909332275
Madagascar,MDG,2013,26.7645797729492
Madagascar,MDG,2014,19.3919792175293
Malaysia,MYS,1974,33.8964004516602
Malaysia,MYS,1983,32.390998840332
Malaysia,MYS,1984,30.8149795532227
Malaysia,MYS,1985,32.4426918029785
Malaysia,MYS,1987,30.9591598510742
Malaysia,MYS,1988,31.7970104217529
Malaysia,MYS,1989,21.2908592224121
Malaysia,MYS,1990,30.5219497680664
Malaysia,MYS,1991,34.1424293518066
Malaysia,MYS,1992,33.8343200683594
Malaysia,MYS,1993,24.0449199676514
Malaysia,MYS,1996,24.5594806671143
Malaysia,MYS,1998,25.4740200042725
Malaysia,MYS,1999,26.9351596832275
Malaysia,MYS,2000,27.3809108734131
Malaysia,MYS,2002,22.5346794128418
Malaysia,MYS,2003,21.3789596557617
Malaysia,MYS,2004,22.7898807525635
Malaysia,MYS,2005,22.6309204101563
Malaysia,MYS,2006,22.3721809387207
Malaysia,MYS,2007,23.8836803436279
Malaysia,MYS,2008,22.5478000640869
Malaysia,MYS,2009,18.1105003356934
Malaysia,MYS,2010,17.8233795166016
Malaysia,MYS,2012,19.5023498535156
Malaysia,MYS,2013,18.9759998321533
Malaysia,MYS,2014,17.9005508422852
Maldives,MDV,1970,28.5666694641113
Maldives,MDV,1971,25.15625
Maldives,MDV,1977,46.5925903320313
Maldives,MDV,1978,39.28125
Maldives,MDV,1998,32.2352905273438
Maldives,MDV,1999,30.9280204772949
Maldives,MDV,2000,31.3722591400146
Maldives,MDV,2001,22.237850189209
Maldives,MDV,2002,22.9696998596191
Maldives,MDV,2003,22.4569091796875
Maldives,MDV,2004,24.3029708862305
Maldives,MDV,2005,26.1724796295166
Maldives,MDV,2006,23.4533596038818
Maldives,MDV,2007,24.3060607910156
Maldives,MDV,2008,20.8817195892334
Maldives,MDV,2009,18.9494705200195
Maldives,MDV,2010,19.1679306030273
Maldives,MDV,2011,25.0139904022217
Maldives,MDV,2012,25.3728408813477
Maldives,MDV,2013,19.313570022583
Maldives,MDV,2014,16.6227207183838
Mali,MLI,1995,31.6262397766113
Mali,MLI,1996,32.3258018493652
Mali,MLI,1997,42.3375015258789
Mali,MLI,1998,34.885929107666
Mali,MLI,2001,21.1797008514404
Mali,MLI,2002,21.173999786377
Mali,MLI,2003,21.1714305877686
Mali,MLI,2006,35.1114883422852
Mali,MLI,2007,36.1529808044434
Mali,MLI,2008,37.5540618896484
Mali,MLI,2009,37.4951782226563
Mali,MLI,2010,37.4906883239746
Mali,MLI,2011,44.0148315429688
Mali,MLI,2013,20.5417308807373
Mali,MLI,2014,19.6665992736816
Malta,MLT,1973,18.3945598602295
Malta,MLT,1974,17.7481994628906
Malta,MLT,1976,15.3620700836182
Malta,MLT,1977,17.3423004150391
Malta,MLT,1980,17.974479675293
Malta,MLT,1981,17.9696292877197
Malta,MLT,1982,18.8659992218018
Malta,MLT,1983,21.0606098175049
Malta,MLT,1984,18.7053108215332
Malta,MLT,1985,19.1421604156494
Malta,MLT,1986,24.3796291351318
Malta,MLT,1987,23.34375
Malta,MLT,1988,21.8859405517578
Malta,MLT,1989,21.2819499969482
Malta,MLT,1990,17.9365100860596
Malta,MLT,1991,16.4433097839355
Malta,MLT,1992,17.0086708068848
Malta,MLT,1993,17.2525100708008
Malta,MLT,1994,16.5439796447754
Malta,MLT,1995,14.5536603927612
Malta,MLT,1996,13.6597299575806
Malta,MLT,1997,13.4752702713013
Malta,MLT,1998,12.8156604766846
Malta,MLT,1999,12.5516796112061
Malta,MLT,2000,10.9956197738647
Malta,MLT,2001,10.5881700515747
Malta,MLT,2002,11.090069770813
Malta,MLT,2003,10.6940603256226
Malta,MLT,2004,11.1611700057983
Malta,MLT,2005,9.7837495803833
Malta,MLT,2006,12.0247497558594
Malta,MLT,2007,11.8018999099731
Malta,MLT,2008,14.3120803833008
Malta,MLT,2009,11.2891101837158
Malta,MLT,2010,14.1680498123169
Malta,MLT,2011,12.4289798736572
Malta,MLT,2012,12.6763896942139
Malta,MLT,2013,14.5917997360229
Malta,MLT,2014,9.81818008422852
Marshall Islands,MHL,1999,11.287670135498
Marshall Islands,MHL,2002,11.8548402786255
Mauritania,MRT,1993,7.40741014480591
Mauritania,MRT,2004,19.3785991668701
Mauritania,MRT,2014,7.01701021194458
Mauritius,MUS,1970,26.2600002288818
Mauritius,MUS,1971,25.0253791809082
Mauritius,MUS,1972,23.9531307220459
Mauritius,MUS,1973,25.9883708953857
Mauritius,MUS,1974,26.0270309448242
Mauritius,MUS,1975,25.7905006408691
Mauritius,MUS,1976,28.4538993835449
Mauritius,MUS,1977,26.0328903198242
Mauritius,MUS,1978,25.7836608886719
Mauritius,MUS,1979,26.5130405426025
Mauritius,MUS,1980,25.8366394042969
Mauritius,MUS,1981,21.1927509307861
Mauritius,MUS,1982,19.552490234375
Mauritius,MUS,1990,17.9757308959961
Mauritius,MUS,1993,19.1883792877197
Mauritius,MUS,1996,13.950590133667
Mauritius,MUS,1997,16.5780506134033
Mauritius,MUS,1998,16.5734996795654
Mauritius,MUS,1999,16.3700904846191
Mauritius,MUS,2000,16.0261402130127
Mauritius,MUS,2001,15.7066802978516
Mauritius,MUS,2002,15.2755098342896
Mauritius,MUS,2003,15.3987197875977
Mauritius,MUS,2004,15.1507701873779
Mauritius,MUS,2005,14.936429977417
Mauritius,MUS,2006,14.6929197311401
Mauritius,MUS,2007,14.5113401412964
Mauritius,MUS,2008,14.2628898620605
Mauritius,MUS,2009,14.2867403030396
Mauritius,MUS,2010,14.4668998718262
Mauritius,MUS,2011,13.9572496414185
Mauritius,MUS,2012,13.1908702850342
Mauritius,MUS,2013,12.9562902450562
Mauritius,MUS,2014,12.5382699966431
Mexico,MEX,1971,35.3176803588867
Mexico,MEX,1972,37.6664695739746
Mexico,MEX,1974,38.5021591186523
Mexico,MEX,1975,37.2827491760254
Mexico,MEX,1976,38.1645698547363
Mexico,MEX,1977,39.0254211425781
Mexico,MEX,1978,38.4449310302734
Mexico,MEX,1980,33.475399017334
Mexico,MEX,1981,33.1073608398438
Mexico,MEX,1982,32.4209403991699
Mexico,MEX,1983,31.7462501525879
Mexico,MEX,1984,31.0754203796387
Mexico,MEX,1985,29.692289352417
Mexico,MEX,1986,29.5720996856689
Mexico,MEX,1987,28.6258602142334
Mexico,MEX,1988,28.1046600341797
Mexico,MEX,1989,27.63916015625
Mexico,MEX,1990,27.0255908966064
Mexico,MEX,1991,26.045560836792
Mexico,MEX,1992,25.2017707824707
Mexico,MEX,1993,25.0044994354248
Mexico,MEX,1994,24.5089893341064
Mexico,MEX,1995,23.8688793182373
Mexico,MEX,1996,23.6203899383545
Mexico,MEX,1997,22.1429290771484
Mexico,MEX,1998,22.8380603790283
Mexico,MEX,1999,22.3938999176025
Mexico,MEX,2000,22.3576908111572
Mexico,MEX,2001,21.9028205871582
Mexico,MEX,2002,21.5864105224609
Mexico,MEX,2003,22.2676296234131
Mexico,MEX,2004,28.3095302581787
Mexico,MEX,2005,28.8758392333984
Mexico,MEX,2006,28.0915908813477
Mexico,MEX,2007,28.3922595977783
Mexico,MEX,2008,27.0804500579834
Mexico,MEX,2009,25.8520793914795
Mexico,MEX,2010,25.3727397918701
Mexico,MEX,2011,25.2088508605957
Mexico,MEX,2012,25.2556591033936
Mexico,MEX,2014,25.1797695159912
Middle East & North Africa,,1976,21.4972896575928
Middle East & North Africa,,1977,21.2139205932617
Middle East & North Africa,,1978,21.24294090271
Middle East & North Africa,,1979,20.3071804046631
Middle East & North Africa,,1980,20.5998706817627
Middle East & North Africa,,1981,20.7654991149902
Middle East & North Africa,,1982,21.933780670166
Middle East & North Africa,,1983,21.5627403259277
Middle East & North Africa,,1984,22.5222797393799
Middle East & North Africa,,1985,22.4428596496582
Middle East & North Africa,,1986,22.3110504150391
Middle East & North Africa,,1987,22.5119590759277
Middle East & North Africa,,1988,22.4704895019531
Middle East & North Africa,,1989,22.3372707366943
Middle East & North Africa,,1990,22.4672508239746
Middle East & North Africa,,1991,21.8272304534912
Middle East & North Africa,,1992,22.1228809356689
Middle East & North Africa,,1993,22.0740203857422
Middle East & North Africa,,1994,21.6020603179932
Middle East & North Africa,,1995,21.8768901824951
Middle East & North Africa,,1996,21.2070407867432
Middle East & North Africa,,1997,21.0032405853271
Middle East & North Africa,,1998,20.7417907714844
Middle East & North Africa,,1999,20.3668193817139
Middle East & North Africa,,2000,18.9410991668701
Middle East & North Africa,,2001,19.7338600158691
Middle East & North Africa,,2002,20.7524700164795
Middle East & North Africa,,2003,20.0752201080322
Middle East & North Africa,,2004,20.6933193206787
Middle East & North Africa,,2005,20.3847808837891
Middle East & North Africa,,2006,20.8558006286621
Middle East & North Africa,,2007,20.6118392944336
Middle East & North Africa,,2008,21.8001403808594
Middle East & North Africa,,2009,22.5880298614502
Middle East & North Africa,,2010,22.2973899841309
Middle East & North Africa,,2011,19.9727897644043
Middle East & North Africa,,2012,19.3739204406738
Middle East & North Africa,,2013,20.500150680542
Middle East & North Africa,,2014,21.810230255127
Middle East & North Africa (all income levels),,1972,21.7343997955322
Middle East & North Africa (all income levels),,1973,21.7584991455078
Middle East & North Africa (all income levels),,1974,21.757640838623
Middle East & North Africa (all income levels),,1975,23.0688400268555
Middle East & North Africa (all income levels),,1976,22.8514099121094
Middle East & North Africa (all income levels),,1977,22.4009990692139
Middle East & North Africa (all income levels),,1978,22.3694591522217
Middle East & North Africa (all income levels),,1979,21.7662906646729
Middle East & North Africa (all income levels),,1980,21.9668807983398
Middle East & North Africa (all income levels),,1981,22.1104202270508
Middle East & North Africa (all income levels),,1982,23.0538101196289
Middle East & North Africa (all income levels),,1983,22.711009979248
Middle East & North Africa (all income levels),,1984,23.4079494476318
Middle East & North Africa (all income levels),,1985,23.3535308837891
Middle East & North Africa (all income levels),,1986,23.1939697265625
Middle East & North Africa (all income levels),,1987,23.3381500244141
Middle East & North Africa (all income levels),,1988,23.202320098877
Middle East & North Africa (all income levels),,1989,23.0672702789307
Middle East & North Africa (all income levels),,1990,23.0710105895996
Middle East & North Africa (all income levels),,1991,22.4714603424072
Middle East & North Africa (all income levels),,1992,22.6616306304932
Middle East & North Africa (all income levels),,1993,22.6397705078125
Middle East & North Africa (all income levels),,1994,22.2049407958984
Middle East & North Africa (all income levels),,1995,22.2315406799316
Middle East & North Africa (all income levels),,1996,21.6032009124756
Middle East & North Africa (all income levels),,1997,21.3424491882324
Middle East & North Africa (all income levels),,1998,20.7266502380371
Middle East & North Africa (all income levels),,1999,20.3580303192139
Middle East & North Africa (all income levels),,2000,19.1623191833496
Middle East & North Africa (all income levels),,2001,19.6530609130859
Middle East & North Africa (all income levels),,2002,20.3060607910156
Middle East & North Africa (all income levels),,2003,19.7271995544434
Middle East & North Africa (all income levels),,2004,19.9410305023193
