Entity,Code,Year,Political competition (%),Political participation (%)
Western Offshoots,,1922,40.299999,25.15
Western Offshoots,,1923,40.200001,25.139999
Western Offshoots,,1924,45.799999,25.48
Western Offshoots,,1925,45.400002,25.940001
Western Offshoots,,1926,45.599998,25.959999
Western Offshoots,,1927,45.599998,25.950001
Western Offshoots,,1928,42.200001,30.190001
Western Offshoots,,1929,42,30.280001
Western Offshoots,,1930,41.599998,30.540001
Western Offshoots,,1931,41.799999,30.620001
Western Offshoots,,1932,42.400002,31.870001
Western Offshoots,,1933,42.400002,31.85
Western Offshoots,,1934,42.5,31.950001
Western Offshoots,,1935,42.799999,32.130001
Western Offshoots,,1936,39.799999,35.189999
Western Offshoots,,1937,39.599998,35.169998
Western Offshoots,,1938,39.599998,35.150002
Western Offshoots,,1939,39.599998,35.130001
Western Offshoots,,1940,44.099998,36.860001
Western Offshoots,,1941,44.099998,36.860001
Western Offshoots,,1942,44.099998,36.860001
Western Offshoots,,1943,43.900002,36.900002
Western Offshoots,,1944,45,34.299999
Western Offshoots,,1945,46,34.5
Western Offshoots,,1946,46,34.529999
Western Offshoots,,1947,46,34.529999
Western Offshoots,,1948,49.599998,33.330002
Western Offshoots,,1949,49,33.43
Western Offshoots,,1950,49,33.43
Western Offshoots,,1951,49,33.330002
Western Offshoots,,1952,44.099998,38.43
Western Offshoots,,1953,44.099998,37.98
Western Offshoots,,1954,44,37.880001
Western Offshoots,,1955,44.099998,37.799999
Western Offshoots,,1956,42,35.75
Western Offshoots,,1957,42.799999,35.869999
Western Offshoots,,1958,41.700001,36.16
Western Offshoots,,1959,41.700001,36.150002
Western Offshoots,,1960,48.299999,37.32
Western Offshoots,,1961,48.099998,37.279999
Western Offshoots,,1962,49.400002,37.150002
Western Offshoots,,1963,49.099998,37.150002
Western Offshoots,,1964,39.299999,36.02
Western Offshoots,,1965,39.400002,35.790001
Western Offshoots,,1966,39.5,35.75
Western Offshoots,,1967,39.5,35.720001
Western Offshoots,,1968,54.099998,35.32
Western Offshoots,,1969,53.900002,35.299999
Western Offshoots,,1970,53.799999,35.27
Western Offshoots,,1971,53.799999,35.259998
Western Offshoots,,1972,39.700001,36.450001
Western Offshoots,,1973,39.700001,36.439999
Western Offshoots,,1974,39.299999,36.389999
Western Offshoots,,1975,39.400002,36.400002
Western Offshoots,,1976,48.299999,36.889999
Western Offshoots,,1977,48.400002,36.860001
Western Offshoots,,1978,48.299999,36.84
Western Offshoots,,1979,48.599998,37.389999
Western Offshoots,,1980,47.599998,37.049999
Western Offshoots,,1981,47.599998,37.040001
Western Offshoots,,1982,47.599998,37.029999
Western Offshoots,,1983,47.5,37.009998
Western Offshoots,,1984,40.299999,38.459999
Western Offshoots,,1985,40.200001,38.439999
Western Offshoots,,1986,40.200001,38.43
Western Offshoots,,1987,40.200001,38.41
Western Offshoots,,1988,44.900002,36.099998
Western Offshoots,,1989,44.900002,36.09
Western Offshoots,,1990,45,36.09
Western Offshoots,,1991,45,36.080002
Western Offshoots,,1992,54.200001,39.990002
Western Offshoots,,1993,54.299999,39.630001
Western Offshoots,,1994,54.299999,39.619999
Western Offshoots,,1995,54.299999,39.610001
Western Offshoots,,1996,49.099998,35.650002
Western Offshoots,,1997,49.299999,35.349998
Western Offshoots,,1998,49.299999,35.330002
Western Offshoots,,1999,49.299999,35.32
Western Offshoots,,2000,49.5,35.900002
World,OWID_WRL,1820,0.30000001,0.0099999998
World,OWID_WRL,1821,0.30000001,0.0099999998
World,OWID_WRL,1822,0.30000001,0.0099999998
World,OWID_WRL,1823,0.30000001,0.0099999998
World,OWID_WRL,1824,1,0.039999999
World,OWID_WRL,1825,1,0.039999999
World,OWID_WRL,1826,1,0.039999999
World,OWID_WRL,1827,1,0.039999999
World,OWID_WRL,1828,0.80000001,0.12
World,OWID_WRL,1829,0.89999998,0.12
World,OWID_WRL,1830,1.7,0.12
World,OWID_WRL,1831,1.9,0.14
World,OWID_WRL,1832,2,0.15000001
World,OWID_WRL,1833,2,0.16
World,OWID_WRL,1834,2,0.16
World,OWID_WRL,1835,2.3,0.16
World,OWID_WRL,1836,2.4000001,0.18000001
World,OWID_WRL,1837,2.4000001,0.18000001
World,OWID_WRL,1838,2.4000001,0.19
World,OWID_WRL,1839,2.5999999,0.19
World,OWID_WRL,1840,2.5999999,0.25999999
World,OWID_WRL,1841,2.5999999,0.25999999
World,OWID_WRL,1842,2.5999999,0.27000001
World,OWID_WRL,1843,2.5999999,0.28
World,OWID_WRL,1844,2.7,0.28999999
World,OWID_WRL,1845,2.7,0.28999999
World,OWID_WRL,1846,2.5,0.30000001
World,OWID_WRL,1847,2.7,0.30000001
World,OWID_WRL,1848,3.0999999,0.87
World,OWID_WRL,1849,3.3,0.86000001
World,OWID_WRL,1850,3.5,0.87
World,OWID_WRL,1851,2.8,0.31999999
World,OWID_WRL,1852,2.8,0.92000002
World,OWID_WRL,1853,2.7,0.93000001
World,OWID_WRL,1854,2.7,0.93000001
World,OWID_WRL,1855,2.5,0.94
World,OWID_WRL,1856,2.7,0.98000002
World,OWID_WRL,1857,2.8,1
World,OWID_WRL,1858,2.8,1.05
World,OWID_WRL,1859,2.9000001,1.04
World,OWID_WRL,1860,3,1.0700001
World,OWID_WRL,1861,4.0999999,1.09
World,OWID_WRL,1862,4.1999998,1.0599999
World,OWID_WRL,1863,4.4000001,1.09
World,OWID_WRL,1864,3.8,1.03
World,OWID_WRL,1865,3.7,1.05
World,OWID_WRL,1866,3.8,1.0599999
World,OWID_WRL,1867,5.1999998,1.21
World,OWID_WRL,1868,5.4000001,1.34
World,OWID_WRL,1869,6.0999999,1.58
World,OWID_WRL,1870,6.0999999,1.59
World,OWID_WRL,1871,7.0999999,1.55
World,OWID_WRL,1872,6.5999999,1.51
World,OWID_WRL,1873,6.4000001,1.55
World,OWID_WRL,1874,6.5999999,1.47
World,OWID_WRL,1875,6.5999999,1.49
World,OWID_WRL,1876,6.5,1.65
World,OWID_WRL,1877,6.6999998,1.73
World,OWID_WRL,1878,6.8000002,1.75
World,OWID_WRL,1879,7,1.71
World,OWID_WRL,1880,7.0999999,1.77
World,OWID_WRL,1881,6.5999999,1.6799999
World,OWID_WRL,1882,6.5999999,1.72
World,OWID_WRL,1883,6.5999999,1.73
World,OWID_WRL,1884,6.6999998,1.75
World,OWID_WRL,1885,7.3000002,1.95
World,OWID_WRL,1886,7.1999998,1.86
World,OWID_WRL,1887,7.1999998,1.9400001
World,OWID_WRL,1888,7.3000002,1.98
World,OWID_WRL,1889,7.4000001,2
World,OWID_WRL,1890,8.1999998,2
World,OWID_WRL,1891,8.5,2.0799999
World,OWID_WRL,1892,8.6000004,2.1600001
World,OWID_WRL,1893,8.8000002,2.1400001
World,OWID_WRL,1894,8.6999998,2.24
World,OWID_WRL,1895,8.6000004,2.1700001
World,OWID_WRL,1896,8.6000004,2.24
World,OWID_WRL,1897,8.6000004,2.27
World,OWID_WRL,1898,8.5,2.29
World,OWID_WRL,1899,8.6000004,2.3099999
World,OWID_WRL,1900,8.6000004,2.24
World,OWID_WRL,1901,8.8000002,2.28
World,OWID_WRL,1902,9.3999996,2.3599999
World,OWID_WRL,1903,9.3999996,2.4200001
World,OWID_WRL,1904,9.5,2.3499999
World,OWID_WRL,1905,9.6000004,2.3800001
World,OWID_WRL,1906,10.5,2.51
World,OWID_WRL,1907,10.6,2.6099999
World,OWID_WRL,1908,10.8,2.6600001
World,OWID_WRL,1909,11.2,2.7
World,OWID_WRL,1910,11.8,2.6800001
World,OWID_WRL,1911,11.5,2.71
World,OWID_WRL,1912,18.1,2.6800001
World,OWID_WRL,1913,23.6,2.8800001
World,OWID_WRL,1914,11.8,2.8900001
World,OWID_WRL,1915,12.2,2.9100001
World,OWID_WRL,1916,11.9,3.0699999
World,OWID_WRL,1917,11.2,3.1900001
World,OWID_WRL,1918,11.7,3.49
World,OWID_WRL,1919,13.5,4.48
World,OWID_WRL,1920,13,5.02
World,OWID_WRL,1921,13.3,5.1999998
World,OWID_WRL,1922,13.6,5.6399999
World,OWID_WRL,1923,13.4,5.6399999
World,OWID_WRL,1924,13.3,5.9000001
World,OWID_WRL,1925,13.1,6.3699999
World,OWID_WRL,1926,11.5,5.8899999
World,OWID_WRL,1927,11.4,5.9200001
World,OWID_WRL,1928,11.4,6.6900001
World,OWID_WRL,1929,11.6,7.4099998
World,OWID_WRL,1930,11.3,7.4099998
World,OWID_WRL,1931,11.8,7.6799998
World,OWID_WRL,1932,11.9,7.8499999
World,OWID_WRL,1933,11,8.1899996
World,OWID_WRL,1934,10.1,6.1500001
World,OWID_WRL,1935,9.8999996,5.9099998
World,OWID_WRL,1936,9.6999998,6.1100001
World,OWID_WRL,1937,9.5,6.1599998
World,OWID_WRL,1938,9.1000004,6.0999999
World,OWID_WRL,1939,8.1999998,5.6700001
World,OWID_WRL,1940,6.5999999,4.96
World,OWID_WRL,1941,6.9000001,4.96
World,OWID_WRL,1942,6.1999998,5.0300002
World,OWID_WRL,1943,6.1999998,4.5999999
World,OWID_WRL,1944,6.1999998,4.4200001
World,OWID_WRL,1945,11.6,7.29
World,OWID_WRL,1946,14.1,9.1400003
World,OWID_WRL,1947,20.700001,10.62
World,OWID_WRL,1948,20.799999,10.78
World,OWID_WRL,1949,19.5,11.32
World,OWID_WRL,1950,19.799999,11.78
World,OWID_WRL,1951,20.200001,11.88
World,OWID_WRL,1952,23.6,15.84
World,OWID_WRL,1953,23.5,15.91
World,OWID_WRL,1954,23,15.77
World,OWID_WRL,1955,23.5,16.049999
World,OWID_WRL,1956,23,16.209999
World,OWID_WRL,1957,23.4,16.6
World,OWID_WRL,1958,22.1,16.76
World,OWID_WRL,1959,21,16.08
World,OWID_WRL,1960,21.700001,16.67
World,OWID_WRL,1961,22.200001,16.74
World,OWID_WRL,1962,22,15.71
World,OWID_WRL,1963,23.1,16.35
World,OWID_WRL,1964,20.799999,16.030001
World,OWID_WRL,1965,21.1,16.280001
World,OWID_WRL,1966,19.9,15.66
World,OWID_WRL,1967,20.5,16.1
World,OWID_WRL,1968,21.4,15.94
World,OWID_WRL,1969,21.1,15.98
World,OWID_WRL,1970,21.299999,16.370001
World,OWID_WRL,1971,20.9,16.549999
World,OWID_WRL,1972,19.9,16.629999
World,OWID_WRL,1973,21.200001,17.18
World,OWID_WRL,1974,21.299999,17.559999
World,OWID_WRL,1975,21.1,17.280001
World,OWID_WRL,1976,21.4,17.389999
World,OWID_WRL,1977,21.1,17.940001
World,OWID_WRL,1978,22.5,18.469999
World,OWID_WRL,1979,23.6,18.889999
World,OWID_WRL,1980,23.299999,18.76
World,OWID_WRL,1981,23.799999,19.299999
World,OWID_WRL,1982,23.299999,19.049999
World,OWID_WRL,1983,23,19.309999
World,OWID_WRL,1984,21.6,20.030001
World,OWID_WRL,1985,21.200001,19.860001
World,OWID_WRL,1986,21.9,20.450001
World,OWID_WRL,1987,22.1,20.860001
World,OWID_WRL,1988,24.4,21.16
World,OWID_WRL,1989,26.700001,22.27
World,OWID_WRL,1990,28.1,22.450001
World,OWID_WRL,1991,29.4,23.15
World,OWID_WRL,1992,31.4,23.360001
World,OWID_WRL,1993,33.400002,24.719999
World,OWID_WRL,1994,33.599998,25.35
World,OWID_WRL,1995,33.799999,25.870001
World,OWID_WRL,1996,36.700001,26.41
World,OWID_WRL,1997,35.900002,26.389999
World,OWID_WRL,1998,35,26.67
World,OWID_WRL,1999,31.5,25.41
World,OWID_WRL,2000,31,25.16
