Entity,Code,Year,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Wine (litres pure alcohol)"
Libya,LBY,1981,0
Libya,LBY,1982,0
Libya,LBY,1983,0
Libya,LBY,1984,0
Libya,LBY,1985,0
Libya,LBY,1986,0
Libya,LBY,1987,0
Libya,LBY,1988,0
Libya,LBY,1989,0
Libya,LBY,1990,0
Libya,LBY,1991,0
Libya,LBY,1992,0
Libya,LBY,1993,0
Libya,LBY,1994,0
Libya,LBY,1995,0
Libya,LBY,1996,0
Libya,LBY,1997,0
Libya,LBY,1998,0
Libya,LBY,1999,0
Libya,LBY,2000,0
Libya,LBY,2001,0
Libya,LBY,2002,0
Libya,LBY,2003,0
Libya,LBY,2004,0
Libya,LBY,2005,0
Libya,LBY,2006,0
Libya,LBY,2007,0
Libya,LBY,2008,0
Libya,LBY,2009,0
Libya,LBY,2010,0
Libya,LBY,2011,0
Lithuania,LTU,1990,0.31
Lithuania,LTU,1991,0.63
Lithuania,LTU,1992,0.25
Lithuania,LTU,1993,0.39
Lithuania,LTU,1994,0.25
Lithuania,LTU,1995,0.55
Lithuania,LTU,1996,1.26
Lithuania,LTU,1997,0.89
Lithuania,LTU,1998,0.95
Lithuania,LTU,1999,1.12
Lithuania,LTU,2000,2.1
Lithuania,LTU,2001,1.89
Lithuania,LTU,2002,2.06
Lithuania,LTU,2003,2.24
Lithuania,LTU,2004,2.37
Lithuania,LTU,2005,1.4
Lithuania,LTU,2006,1.4
Lithuania,LTU,2007,0.9
Lithuania,LTU,2008,0.9
Lithuania,LTU,2009,0.9
Lithuania,LTU,2010,1
Lithuania,LTU,2011,1.04
Lithuania,LTU,2012,1.44
Lithuania,LTU,2013,1.48
Lithuania,LTU,2014,1.5
Luxembourg,LUX,1961,11.21
Luxembourg,LUX,1962,10.93
Luxembourg,LUX,1963,10.65
Luxembourg,LUX,1964,10.34
Luxembourg,LUX,1965,10
Luxembourg,LUX,1966,9.82
Luxembourg,LUX,1967,9.69
Luxembourg,LUX,1968,9.65
Luxembourg,LUX,1969,9.46
Luxembourg,LUX,1970,9.22
Luxembourg,LUX,1971,9.31
Luxembourg,LUX,1972,9.3
Luxembourg,LUX,1973,9.34
Luxembourg,LUX,1974,9.08
Luxembourg,LUX,1975,9.27
Luxembourg,LUX,1976,9.08
Luxembourg,LUX,1977,9.07
Luxembourg,LUX,1978,8.64
Luxembourg,LUX,1979,8.39
Luxembourg,LUX,1980,8.32
Luxembourg,LUX,1981,8.09
Luxembourg,LUX,1982,7.99
Luxembourg,LUX,1983,7.87
Luxembourg,LUX,1984,7.57
Luxembourg,LUX,1985,7.38
Luxembourg,LUX,1986,6.97
Luxembourg,LUX,1987,7.04
Luxembourg,LUX,1988,6.98
Luxembourg,LUX,1989,6.99
Luxembourg,LUX,1990,6.72
Luxembourg,LUX,1991,6.11
Luxembourg,LUX,1992,5.95
Luxembourg,LUX,1993,5.89
Luxembourg,LUX,1994,5.75
Luxembourg,LUX,1995,5.81
Luxembourg,LUX,1996,5.62
Luxembourg,LUX,1997,5.56
Luxembourg,LUX,1998,5.47
Luxembourg,LUX,1999,5.4
Luxembourg,LUX,2000,5.88
Luxembourg,LUX,2001,5.81
Luxembourg,LUX,2002,5.86
Luxembourg,LUX,2003,5.75
Luxembourg,LUX,2004,5.58
Luxembourg,LUX,2005,5.07
Luxembourg,LUX,2006,5.06
Luxembourg,LUX,2007,5.07
Luxembourg,LUX,2008,4.92
Luxembourg,LUX,2009,4.86
Luxembourg,LUX,2010,4.86
Luxembourg,LUX,2011,5.05
Luxembourg,LUX,2012,4.95
Luxembourg,LUX,2013,4.79
Luxembourg,LUX,2014,4.75
Macedonia,MKD,1992,2.01
Macedonia,MKD,1993,1.73
Macedonia,MKD,1994,1.81
Macedonia,MKD,1995,1.17
Macedonia,MKD,1996,1.12
Macedonia,MKD,1997,1.08
Macedonia,MKD,1998,1.07
Macedonia,MKD,1999,0.96
Macedonia,MKD,2000,0.76
Macedonia,MKD,2001,0.88
Macedonia,MKD,2002,0.67
Macedonia,MKD,2003,0.59
Macedonia,MKD,2004,0.39
Macedonia,MKD,2005,0.36
Macedonia,MKD,2006,0.36
Macedonia,MKD,2007,0.34
Macedonia,MKD,2008,0.35
Macedonia,MKD,2009,0.35
Macedonia,MKD,2010,0.33
Macedonia,MKD,2011,0.23
Macedonia,MKD,2012,0.2
Macedonia,MKD,2013,0.2
Macedonia,MKD,2014,0.26
Madagascar,MDG,1961,0.96
Madagascar,MDG,1962,0.89
Madagascar,MDG,1963,0.77
Madagascar,MDG,1964,0.74
Madagascar,MDG,1965,0.69
Madagascar,MDG,1966,0.58
Madagascar,MDG,1967,0.57
Madagascar,MDG,1968,0.69
Madagascar,MDG,1969,0.58
Madagascar,MDG,1970,0.52
Madagascar,MDG,1971,0.55
Madagascar,MDG,1972,0.38
Madagascar,MDG,1973,0.43
Madagascar,MDG,1974,0.21
Madagascar,MDG,1975,0.36
Madagascar,MDG,1976,0.27
Madagascar,MDG,1977,0.33
Madagascar,MDG,1978,0.32
Madagascar,MDG,1979,0.19
Madagascar,MDG,1980,0.21
Madagascar,MDG,1981,0.17
Madagascar,MDG,1982,0.17
Madagascar,MDG,1983,0.18
Madagascar,MDG,1984,0.19
Madagascar,MDG,1985,0.19
Madagascar,MDG,1986,0.19
Madagascar,MDG,1987,0.19
Madagascar,MDG,1988,0.18
Madagascar,MDG,1989,0.19
Madagascar,MDG,1990,0.11
Madagascar,MDG,1991,0.11
Madagascar,MDG,1992,0.1
Madagascar,MDG,1993,0.1
Madagascar,MDG,1994,0.1
Madagascar,MDG,1995,0.1
Madagascar,MDG,1996,0.09
Madagascar,MDG,1997,0.09
Madagascar,MDG,1998,0.09
Madagascar,MDG,1999,0.09
Madagascar,MDG,2000,0.13
Madagascar,MDG,2001,0.12
Madagascar,MDG,2002,0.22
Madagascar,MDG,2003,0.22
Madagascar,MDG,2004,0.13
Madagascar,MDG,2005,0.15
Madagascar,MDG,2006,0.17
Madagascar,MDG,2007,0.17
Madagascar,MDG,2008,0.17
Madagascar,MDG,2009,0.17
Madagascar,MDG,2010,0.17
Madagascar,MDG,2011,0.17
Madagascar,MDG,2012,0.1
Madagascar,MDG,2013,0.1
Malawi,MWI,1961,0
Malawi,MWI,1962,0
Malawi,MWI,1963,0
Malawi,MWI,1964,0
Malawi,MWI,1965,0
Malawi,MWI,1966,0.01
Malawi,MWI,1967,0.01
Malawi,MWI,1968,0.01
Malawi,MWI,1969,0.01
Malawi,MWI,1970,0.01
Malawi,MWI,1971,0.01
Malawi,MWI,1972,0.01
Malawi,MWI,1973,0.01
Malawi,MWI,1974,0.01
Malawi,MWI,1975,0.01
Malawi,MWI,1976,0.01
Malawi,MWI,1977,0
Malawi,MWI,1978,0.01
Malawi,MWI,1979,0.01
Malawi,MWI,1980,0.01
Malawi,MWI,1981,0.01
Malawi,MWI,1982,0.01
Malawi,MWI,1983,0.01
Malawi,MWI,1984,0.01
Malawi,MWI,1985,0.01
Malawi,MWI,1986,0
Malawi,MWI,1987,0.01
Malawi,MWI,1988,0.01
Malawi,MWI,1989,0.01
Malawi,MWI,1990,0.01
Malawi,MWI,1991,0.01
Malawi,MWI,1992,0.01
Malawi,MWI,1993,0
Malawi,MWI,1994,0.01
Malawi,MWI,1995,0
Malawi,MWI,1996,0.01
Malawi,MWI,1997,0.01
Malawi,MWI,1998,0.01
Malawi,MWI,1999,0.01
Malawi,MWI,2000,0
Malawi,MWI,2001,0.01
Malawi,MWI,2002,0.01
Malawi,MWI,2003,0.02
Malawi,MWI,2004,0.01
Malawi,MWI,2005,0.01
Malawi,MWI,2006,0.01
Malawi,MWI,2007,0
Malawi,MWI,2008,0.15
Malawi,MWI,2009,0.02
Malawi,MWI,2010,0.02
Malawi,MWI,2011,0.02
Malaysia,MYS,1961,0.02
Malaysia,MYS,1962,0.01
Malaysia,MYS,1963,0.01
Malaysia,MYS,1964,0.01
Malaysia,MYS,1965,0.01
Malaysia,MYS,1966,0.01
Malaysia,MYS,1967,0.01
Malaysia,MYS,1968,0.01
Malaysia,MYS,1969,0.01
Malaysia,MYS,1970,0.01
Malaysia,MYS,1971,0.01
Malaysia,MYS,1972,0.01
Malaysia,MYS,1973,0.01
Malaysia,MYS,1974,0.01
Malaysia,MYS,1975,0.01
Malaysia,MYS,1976,0.01
Malaysia,MYS,1977,0.01
Malaysia,MYS,1978,0.01
Malaysia,MYS,1979,0.01
Malaysia,MYS,1980,0.01
Malaysia,MYS,1981,0.01
Malaysia,MYS,1982,0.03
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0.02
Malaysia,MYS,1986,0.01
Malaysia,MYS,1987,0.03
Malaysia,MYS,1988,0.02
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0.02
Malaysia,MYS,1991,0.02
Malaysia,MYS,1992,0.06
Malaysia,MYS,1993,0.03
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0.04
Malaysia,MYS,1996,0.02
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0.08
Malaysia,MYS,2000,0.02
Malaysia,MYS,2001,0.04
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0.01
Malaysia,MYS,2005,0.01
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0.01
Malaysia,MYS,2008,0.01
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0.01
Malaysia,MYS,2014,0.01
Maldives,MDV,2000,0.04
Maldives,MDV,2001,0.15
Maldives,MDV,2002,0.19
Maldives,MDV,2003,0.34
Maldives,MDV,2004,0.36
Maldives,MDV,2005,0.31
Maldives,MDV,2006,0.29
Maldives,MDV,2007,0.37
Maldives,MDV,2008,0.37
Maldives,MDV,2009,0.33
Maldives,MDV,2010,0.46
Maldives,MDV,2011,0.54
Mali,MLI,1961,0.06
Mali,MLI,1962,0.02
Mali,MLI,1963,0.02
Mali,MLI,1964,0.02
Mali,MLI,1965,0.02
Mali,MLI,1966,0.01
Mali,MLI,1967,0.01
Mali,MLI,1968,0.01
Mali,MLI,1969,0.01
Mali,MLI,1970,0.01
Mali,MLI,1971,0.01
Mali,MLI,1972,0.01
Mali,MLI,1973,0
Mali,MLI,1974,0
Mali,MLI,1975,0
Mali,MLI,1976,0
Mali,MLI,1977,0
Mali,MLI,1978,0
Mali,MLI,1979,0
Mali,MLI,1980,0.01
Mali,MLI,1981,0.01
Mali,MLI,1982,0.01
Mali,MLI,1983,0.01
Mali,MLI,1984,0
Mali,MLI,1985,0.01
Mali,MLI,1986,0
Mali,MLI,1987,0.01
Mali,MLI,1988,0.01
Mali,MLI,1989,0.01
Mali,MLI,1990,0.02
Mali,MLI,1991,0.01
Mali,MLI,1992,0.01
Mali,MLI,1993,0.01
Mali,MLI,1994,0
Mali,MLI,1995,0.01
Mali,MLI,1996,0.01
Mali,MLI,1997,0
Mali,MLI,1998,0
Mali,MLI,1999,0.01
Mali,MLI,2000,0.01
Mali,MLI,2001,0.02
Mali,MLI,2002,0.05
Mali,MLI,2003,0.01
Mali,MLI,2004,0
Mali,MLI,2005,0
Mali,MLI,2006,0
Mali,MLI,2007,0
Mali,MLI,2008,0
Mali,MLI,2009,0
Mali,MLI,2010,0.01
Mali,MLI,2011,0.01
Malta,MLT,1961,0.47
Malta,MLT,1962,0
Malta,MLT,1963,0
Malta,MLT,1964,0
Malta,MLT,1965,0.05
Malta,MLT,1966,0.07
Malta,MLT,1967,0.12
Malta,MLT,1968,0.16
Malta,MLT,1969,0.14
Malta,MLT,1970,0.81
Malta,MLT,1971,0.33
Malta,MLT,1972,0
Malta,MLT,1973,0.28
Malta,MLT,1974,0.66
Malta,MLT,1975,0.33
Malta,MLT,1976,1.41
Malta,MLT,1977,0.34
Malta,MLT,1978,0.99
Malta,MLT,1979,0.61
Malta,MLT,1980,0.48
Malta,MLT,1981,0.95
Malta,MLT,1982,0.83
Malta,MLT,1983,1.05
Malta,MLT,1984,1.26
Malta,MLT,1985,1.17
Malta,MLT,1986,1.49
Malta,MLT,1987,1.24
Malta,MLT,1988,1.89
Malta,MLT,1989,1.89
Malta,MLT,1990,1.88
Malta,MLT,1991,1.95
Malta,MLT,1992,1.95
Malta,MLT,1993,2.02
Malta,MLT,1994,2.09
Malta,MLT,1995,2.16
Malta,MLT,1996,2.22
Malta,MLT,1997,2.09
Malta,MLT,1998,2.5
Malta,MLT,1999,2.47
Malta,MLT,2000,0.97
Malta,MLT,2001,1.15
Malta,MLT,2002,1.29
Malta,MLT,2003,3.08
Malta,MLT,2004,3.01
Malta,MLT,2005,2.96
Malta,MLT,2006,4.9
Malta,MLT,2007,3.25
Malta,MLT,2008,2.72
Malta,MLT,2009,2.91
Malta,MLT,2010,3.1
Malta,MLT,2011,2.28
Malta,MLT,2012,2.4
Malta,MLT,2013,3.26
Malta,MLT,2014,3.25
Mauritania,MRT,1961,0.07
Mauritania,MRT,1962,0.08
Mauritania,MRT,1963,0.05
Mauritania,MRT,1964,0.03
Mauritania,MRT,1965,0.03
Mauritania,MRT,1966,0.02
Mauritania,MRT,1967,0.02
Mauritania,MRT,1968,0.02
Mauritania,MRT,1969,0.02
Mauritania,MRT,1970,0.05
Mauritania,MRT,1971,0.05
Mauritania,MRT,1972,0.08
Mauritania,MRT,1973,0.06
Mauritania,MRT,1974,0.06
Mauritania,MRT,1975,0.03
Mauritania,MRT,1976,0.05
Mauritania,MRT,1977,0.04
Mauritania,MRT,1978,0.03
Mauritania,MRT,1979,0.03
Mauritania,MRT,1980,0.03
Mauritania,MRT,1981,0.03
Mauritania,MRT,1982,0.02
Mauritania,MRT,1983,0.01
Mauritania,MRT,1984,0.02
Mauritania,MRT,1985,0.03
Mauritania,MRT,1986,0.02
Mauritania,MRT,1987,0.01
Mauritania,MRT,1988,0
Mauritania,MRT,1989,0
Mauritania,MRT,1990,0
Mauritania,MRT,1991,0.01
Mauritania,MRT,1992,0.01
Mauritania,MRT,1993,0.01
Mauritania,MRT,1994,0.01
Mauritania,MRT,1995,0.01
Mauritania,MRT,1996,0.01
Mauritania,MRT,1997,0.01
Mauritania,MRT,1998,0.01
Mauritania,MRT,1999,0.01
Mauritania,MRT,2000,0.01
Mauritania,MRT,2001,0
Mauritania,MRT,2002,0
Mauritania,MRT,2003,0
Mauritania,MRT,2004,0
Mauritania,MRT,2005,0
Mauritania,MRT,2006,0
Mauritania,MRT,2007,0
Mauritania,MRT,2008,0
Mauritania,MRT,2009,0
Mauritania,MRT,2010,0
Mauritania,MRT,2011,0
Mauritius,MUS,1961,0.15
Mauritius,MUS,1962,0.17
Mauritius,MUS,1963,0.19
Mauritius,MUS,1964,0.14
Mauritius,MUS,1965,0.14
Mauritius,MUS,1966,0.09
Mauritius,MUS,1967,0.07
Mauritius,MUS,1968,0.08
Mauritius,MUS,1969,0.08
Mauritius,MUS,1970,0.08
Mauritius,MUS,1971,0.09
Mauritius,MUS,1972,0.13
Mauritius,MUS,1973,0.13
Mauritius,MUS,1974,0.15
Mauritius,MUS,1975,0.12
Mauritius,MUS,1976,0.13
Mauritius,MUS,1977,0.12
Mauritius,MUS,1978,0.1
Mauritius,MUS,1979,0.05
Mauritius,MUS,1980,0.06
Mauritius,MUS,1981,0.07
Mauritius,MUS,1982,0.05
Mauritius,MUS,1983,0.05
Mauritius,MUS,1984,0.06
Mauritius,MUS,1985,0.05
Mauritius,MUS,1986,0.11
Mauritius,MUS,1987,0.13
Mauritius,MUS,1988,0.15
Mauritius,MUS,1989,0.13
Mauritius,MUS,1990,0.14
Mauritius,MUS,1991,0.16
Mauritius,MUS,1992,0.25
Mauritius,MUS,1993,0.16
Mauritius,MUS,1994,0.22
Mauritius,MUS,1995,0.2
Mauritius,MUS,1996,0.2
Mauritius,MUS,1997,0.24
Mauritius,MUS,1998,0.24
Mauritius,MUS,1999,0.43
Mauritius,MUS,2000,0.29
Mauritius,MUS,2001,0.26
Mauritius,MUS,2002,0.42
Mauritius,MUS,2003,0.27
Mauritius,MUS,2004,0.3
Mauritius,MUS,2005,0.31
Mauritius,MUS,2006,0.3
Mauritius,MUS,2007,0.32
Mauritius,MUS,2008,0.35
Mauritius,MUS,2009,0.26
Mauritius,MUS,2010,0.35
Mauritius,MUS,2011,0.3
Mexico,MEX,1961,0.2
Mexico,MEX,1962,0.19
Mexico,MEX,1963,0.04
Mexico,MEX,1964,0.04
Mexico,MEX,1965,0.06
Mexico,MEX,1966,0.04
Mexico,MEX,1967,0.04
Mexico,MEX,1968,0.04
Mexico,MEX,1969,0.04
Mexico,MEX,1970,0.06
Mexico,MEX,1971,0.04
Mexico,MEX,1972,0.06
Mexico,MEX,1973,0.04
Mexico,MEX,1974,0.04
Mexico,MEX,1975,0.04
Mexico,MEX,1976,0.04
Mexico,MEX,1977,0.04
Mexico,MEX,1978,0.04
Mexico,MEX,1979,0.04
Mexico,MEX,1980,0.06
Mexico,MEX,1981,0.06
Mexico,MEX,1982,0.04
Mexico,MEX,1983,0.04
Mexico,MEX,1984,0.1
Mexico,MEX,1985,0.06
Mexico,MEX,1986,0.06
Mexico,MEX,1987,0.06
Mexico,MEX,1988,0.04
Mexico,MEX,1989,0.04
Mexico,MEX,1990,0.04
Mexico,MEX,1991,0.02
Mexico,MEX,1992,0.05
Mexico,MEX,1993,0.03
Mexico,MEX,1994,0.03
Mexico,MEX,1995,0.03
Mexico,MEX,1996,0.03
Mexico,MEX,1997,0.03
Mexico,MEX,1998,0.03
Mexico,MEX,1999,0.03
Mexico,MEX,2000,0.06
Mexico,MEX,2001,0.06
Mexico,MEX,2002,0.07
Mexico,MEX,2003,0.11
Mexico,MEX,2004,0.11
Mexico,MEX,2005,0.09
Mexico,MEX,2006,0.09
Mexico,MEX,2007,0.12
Mexico,MEX,2008,0.12
Mexico,MEX,2009,0.12
Mexico,MEX,2010,0.12
Mexico,MEX,2011,0.12
Mexico,MEX,2012,0.12
Mexico,MEX,2013,0.22
Mexico,MEX,2014,0.23
Micronesia (country),FSM,1961,0
Micronesia (country),FSM,1962,0
Micronesia (country),FSM,1963,0
Micronesia (country),FSM,1964,0
Micronesia (country),FSM,1965,0
Micronesia (country),FSM,1966,0
Micronesia (country),FSM,1967,0
Micronesia (country),FSM,1968,0
Micronesia (country),FSM,1969,0
Micronesia (country),FSM,1970,0
Micronesia (country),FSM,1971,0
Micronesia (country),FSM,1972,0
Micronesia (country),FSM,1973,0
Micronesia (country),FSM,1974,0
Micronesia (country),FSM,1975,0
Micronesia (country),FSM,1976,0
Micronesia (country),FSM,1977,0
Micronesia (country),FSM,1978,0
Micronesia (country),FSM,1979,0
Micronesia (country),FSM,1980,0
Micronesia (country),FSM,1981,0
Micronesia (country),FSM,1982,0
Micronesia (country),FSM,1983,0
Micronesia (country),FSM,1984,0
Micronesia (country),FSM,1985,0
Micronesia (country),FSM,1986,0
Micronesia (country),FSM,1987,0
Micronesia (country),FSM,1988,0
Micronesia (country),FSM,1989,0
Micronesia (country),FSM,1990,0
Micronesia (country),FSM,1991,0
Micronesia (country),FSM,1992,0
Micronesia (country),FSM,1993,0
Micronesia (country),FSM,1994,0
Micronesia (country),FSM,1995,0
Micronesia (country),FSM,1996,0
Micronesia (country),FSM,1997,0
Micronesia (country),FSM,1998,0
Micronesia (country),FSM,1999,0
Micronesia (country),FSM,2000,0.01
Micronesia (country),FSM,2001,0.02
Micronesia (country),FSM,2002,0.04
Micronesia (country),FSM,2003,0.04
Micronesia (country),FSM,2004,0.19
Micronesia (country),FSM,2005,0.16
Micronesia (country),FSM,2006,0.09
Micronesia (country),FSM,2007,0.14
Micronesia (country),FSM,2008,0.18
Micronesia (country),FSM,2009,0.03
Micronesia (country),FSM,2010,0.31
Micronesia (country),FSM,2011,0.47
Micronesia (country),FSM,2012,1.39
Micronesia (country),FSM,2013,0.27
Micronesia (country),FSM,2014,0.14
Moldova,MDA,1992,7.55
Moldova,MDA,1993,7.34
Moldova,MDA,1994,7.77
Moldova,MDA,1995,5.35
Moldova,MDA,1996,4.8
Moldova,MDA,1997,2.87
Moldova,MDA,1998,1.99
Moldova,MDA,1999,2.41
Moldova,MDA,2000,5.82
Moldova,MDA,2001,6.69
Moldova,MDA,2002,2
Moldova,MDA,2003,2.88
Moldova,MDA,2004,6.14
Moldova,MDA,2005,4.15
Moldova,MDA,2006,1.91
Moldova,MDA,2007,3.06
Moldova,MDA,2008,2.75
Moldova,MDA,2009,2.74
Moldova,MDA,2010,2.59
Moldova,MDA,2011,3.59
Moldova,MDA,2012,4.89
Moldova,MDA,2013,4.89
Moldova,MDA,2014,4.9
Mongolia,MNG,1961,0
Mongolia,MNG,1962,0
Mongolia,MNG,1963,0
Mongolia,MNG,1964,0
Mongolia,MNG,1965,0
Mongolia,MNG,1966,0
Mongolia,MNG,1967,0
Mongolia,MNG,1968,0
Mongolia,MNG,1969,0
Mongolia,MNG,1970,0
Mongolia,MNG,1971,0
Mongolia,MNG,1972,0
Mongolia,MNG,1973,0
Mongolia,MNG,1974,0
Mongolia,MNG,1975,0
Mongolia,MNG,1976,0
Mongolia,MNG,1977,0
Mongolia,MNG,1978,0
Mongolia,MNG,1979,0
Mongolia,MNG,1980,0
Mongolia,MNG,1981,0
Mongolia,MNG,1982,0
Mongolia,MNG,1983,0
Mongolia,MNG,1984,0
Mongolia,MNG,1985,0
Mongolia,MNG,1986,0
Mongolia,MNG,1987,0
Mongolia,MNG,1988,0
Mongolia,MNG,1989,0
Mongolia,MNG,1990,0
Mongolia,MNG,1991,0
Mongolia,MNG,1992,0
Mongolia,MNG,1993,0
Mongolia,MNG,1994,0
Mongolia,MNG,1995,0
Mongolia,MNG,1996,0.05
Mongolia,MNG,1997,0.08
Mongolia,MNG,1998,0.06
Mongolia,MNG,1999,0.04
Mongolia,MNG,2000,0.08
Mongolia,MNG,2001,0.05
Mongolia,MNG,2002,0.76
Mongolia,MNG,2003,0.7
Mongolia,MNG,2004,0.71
Mongolia,MNG,2005,0.05
Mongolia,MNG,2006,0.15
Mongolia,MNG,2007,0.28
Mongolia,MNG,2008,0.22
Mongolia,MNG,2009,0.11
Mongolia,MNG,2010,0.16
Montenegro,MNE,2006,2.85
Montenegro,MNE,2007,1.95
Montenegro,MNE,2008,2.93
Montenegro,MNE,2009,3.22
Montenegro,MNE,2010,3.22
Montenegro,MNE,2011,3.18
Morocco,MAR,1961,1.3
Morocco,MAR,1962,1.07
Morocco,MAR,1963,0.58
Morocco,MAR,1964,0.39
Morocco,MAR,1965,0.41
Morocco,MAR,1966,0.21
Morocco,MAR,1967,0.48
Morocco,MAR,1968,0.48
Morocco,MAR,1969,0.29
Morocco,MAR,1970,0.29
Morocco,MAR,1971,0.25
Morocco,MAR,1972,0.39
Morocco,MAR,1973,0.35
Morocco,MAR,1974,0.39
Morocco,MAR,1975,0.38
Morocco,MAR,1976,0.38
Morocco,MAR,1977,0.38
Morocco,MAR,1978,0.36
Morocco,MAR,1979,0.25
Morocco,MAR,1980,0.25
Morocco,MAR,1981,0.25
Morocco,MAR,1982,0.25
Morocco,MAR,1983,0.25
Morocco,MAR,1984,0.25
Morocco,MAR,1985,0.25
Morocco,MAR,1986,0.3
Morocco,MAR,1987,0.3
Morocco,MAR,1988,0.3
Morocco,MAR,1989,0.3
Morocco,MAR,1990,0.35
Morocco,MAR,1991,0.35
Morocco,MAR,1992,0.27
Morocco,MAR,1993,0.27
Morocco,MAR,1994,0.2
Morocco,MAR,1995,0.14
Morocco,MAR,1996,0.18
Morocco,MAR,1997,0.24
Morocco,MAR,1998,0.24
Morocco,MAR,1999,0.19
Morocco,MAR,2000,0.19
Morocco,MAR,2001,0.18
Morocco,MAR,2002,0.18
Morocco,MAR,2003,0.3
Morocco,MAR,2004,0.28
Morocco,MAR,2005,0.17
Morocco,MAR,2006,0.29
Morocco,MAR,2007,0.26
Morocco,MAR,2008,0.17
Morocco,MAR,2009,0.29
Morocco,MAR,2010,0.27
Morocco,MAR,2011,0.27
Morocco,MAR,2012,0.28
Morocco,MAR,2013,0.2
Morocco,MAR,2014,0.21
Mozambique,MOZ,1961,1.14
Mozambique,MOZ,1962,0.95
Mozambique,MOZ,1963,1.08
Mozambique,MOZ,1964,1.24
Mozambique,MOZ,1965,1.37
Mozambique,MOZ,1966,1.45
Mozambique,MOZ,1967,1.27
Mozambique,MOZ,1968,1.18
Mozambique,MOZ,1969,0.99
Mozambique,MOZ,1970,0.8
Mozambique,MOZ,1971,0.47
Mozambique,MOZ,1972,0.53
Mozambique,MOZ,1973,0.34
Mozambique,MOZ,1974,0.24
Mozambique,MOZ,1975,0.18
Mozambique,MOZ,1976,0.04
Mozambique,MOZ,1977,0.05
Mozambique,MOZ,1978,0.06
Mozambique,MOZ,1979,0.01
Mozambique,MOZ,1980,0.06
Mozambique,MOZ,1981,0.07
Mozambique,MOZ,1982,0.02
Mozambique,MOZ,1983,0.07
Mozambique,MOZ,1984,0.01
Mozambique,MOZ,1985,0.02
Mozambique,MOZ,1986,0.03
Mozambique,MOZ,1987,0.03
Mozambique,MOZ,1988,0.03
Mozambique,MOZ,1989,0.03
Mozambique,MOZ,1990,0.02
Mozambique,MOZ,1991,0.08
Mozambique,MOZ,1992,0.18
Mozambique,MOZ,1993,0.1
Mozambique,MOZ,1994,0.11
Mozambique,MOZ,1995,0.08
Mozambique,MOZ,1996,0.08
Mozambique,MOZ,1997,0.08
Mozambique,MOZ,1998,0.08
Mozambique,MOZ,1999,0.04
Mozambique,MOZ,2000,0.07
Mozambique,MOZ,2001,0.07
Mozambique,MOZ,2002,0.09
Mozambique,MOZ,2003,0.06
Mozambique,MOZ,2004,0.08
Mozambique,MOZ,2005,0.09
Mozambique,MOZ,2006,0.09
Mozambique,MOZ,2007,0.09
Mozambique,MOZ,2008,0.11
Mozambique,MOZ,2009,0.11
Mozambique,MOZ,2010,0.1
Mozambique,MOZ,2011,0.11
Mozambique,MOZ,2012,0.11
Mozambique,MOZ,2013,0.11
Myanmar,MMR,1961,0
Myanmar,MMR,1962,0
Myanmar,MMR,1963,0
Myanmar,MMR,1964,0
Myanmar,MMR,1965,0
Myanmar,MMR,1966,0
Myanmar,MMR,1967,0
Myanmar,MMR,1968,0
Myanmar,MMR,1969,0
Myanmar,MMR,1970,0
Myanmar,MMR,1971,0
Myanmar,MMR,1972,0
Myanmar,MMR,1973,0
Myanmar,MMR,1974,0
Myanmar,MMR,1975,0
Myanmar,MMR,1976,0
Myanmar,MMR,1977,0
Myanmar,MMR,1978,0
Myanmar,MMR,1979,0
Myanmar,MMR,1980,0
Myanmar,MMR,1981,0
Myanmar,MMR,1982,0
Myanmar,MMR,1983,0
Myanmar,MMR,1984,0
Myanmar,MMR,1985,0
Myanmar,MMR,1986,0
Myanmar,MMR,1987,0
Myanmar,MMR,1988,0
Myanmar,MMR,1989,0
Myanmar,MMR,1990,0
Myanmar,MMR,1991,0
Myanmar,MMR,1992,0
Myanmar,MMR,1993,0
Myanmar,MMR,1994,0
Myanmar,MMR,1995,0
Myanmar,MMR,1996,0
Myanmar,MMR,1997,0
Myanmar,MMR,1998,0
Myanmar,MMR,1999,0
Myanmar,MMR,2000,0
Myanmar,MMR,2001,0
Myanmar,MMR,2002,0
Myanmar,MMR,2003,0
Myanmar,MMR,2004,0
Myanmar,MMR,2005,0
Myanmar,MMR,2006,0
Myanmar,MMR,2007,0
Myanmar,MMR,2008,0
Myanmar,MMR,2009,0
Myanmar,MMR,2010,0
Myanmar,MMR,2011,0
Myanmar,MMR,2012,0
Myanmar,MMR,2013,0
Namibia,NAM,1961,0
Namibia,NAM,1962,0
Namibia,NAM,1963,0
