Entity,Code,Year,Pesticides Use - Insecticides - 1309 - Agricultural Use - 5157 - tonnes (tonnes)
Paraguay,PRY,2015,3011.82
Paraguay,PRY,2016,2787.68
Paraguay,PRY,2017,2833.5
Peru,PER,1995,395.25
Peru,PER,1996,444.54
Peru,PER,1997,558.93
Peru,PER,1998,510.57
Peru,PER,1999,386.26
Peru,PER,2000,546.22
Peru,PER,2001,882.73
Peru,PER,2002,889.57
Peru,PER,2003,853.7
Peru,PER,2004,934.33
Peru,PER,2005,1037.48
Peru,PER,2006,1277.85
Peru,PER,2007,1216.84
Peru,PER,2008,1377.26
Peru,PER,2009,1030.45
Peru,PER,2010,1349.17
Peru,PER,2011,1161.43
Peru,PER,2012,1357.75
Peru,PER,2013,1081.78
Peru,PER,2014,1222.58
Peru,PER,2015,1406.19
Peru,PER,2016,1509.14
Peru,PER,2017,1561.56
Poland,POL,1991,334
Poland,POL,1992,363
Poland,POL,1993,560
Poland,POL,1994,500
Poland,POL,1995,445
Poland,POL,1996,434
Poland,POL,1997,581
Poland,POL,1998,648
Poland,POL,1999,406
Poland,POL,2000,571
Poland,POL,2001,549
Poland,POL,2002,463
Poland,POL,2003,560
Poland,POL,2004,494
Poland,POL,2005,500
Poland,POL,2006,498
Poland,POL,2007,981
Poland,POL,2008,1077.02
Poland,POL,2009,925.03
Poland,POL,2010,888.02
Poland,POL,2011,972.73
Poland,POL,2012,1272.7
Poland,POL,2013,1296.58
Poland,POL,2014,1467.11
Poland,POL,2015,1517.41
Poland,POL,2016,1458.1
Poland,POL,2017,1791.7
Portugal,PRT,1991,680
Portugal,PRT,1992,630
Portugal,PRT,1993,383
Portugal,PRT,1994,347
Portugal,PRT,1995,396
Portugal,PRT,1996,366
Portugal,PRT,1997,444
Portugal,PRT,1998,449
Portugal,PRT,1999,462
Portugal,PRT,2000,476
Portugal,PRT,2001,415
Portugal,PRT,2002,443
Portugal,PRT,2003,505
Portugal,PRT,2004,409
Portugal,PRT,2005,425
Portugal,PRT,2006,493
Portugal,PRT,2007,641.12
Portugal,PRT,2008,380.17
Portugal,PRT,2009,396.12
Portugal,PRT,2010,389.35
Portugal,PRT,2011,360.87
Portugal,PRT,2012,416.13
Portugal,PRT,2013,360.62
Portugal,PRT,2014,401.57
Portugal,PRT,2015,398.06
Portugal,PRT,2016,570.54
Portugal,PRT,2017,2082.11
Qatar,QAT,2000,60
Romania,ROU,1990,5797
Romania,ROU,1991,3921
Romania,ROU,1992,2514
Romania,ROU,1993,5078
Romania,ROU,1994,3935
Romania,ROU,1995,3624
Romania,ROU,1996,3194
Romania,ROU,1997,2816
Romania,ROU,1998,2063
Romania,ROU,1999,1446
Romania,ROU,2000,1239.3
Romania,ROU,2001,1109.7
Romania,ROU,2002,1057.8
Romania,ROU,2003,1031.7
Romania,ROU,2004,876.3
Romania,ROU,2005,1136.2
Romania,ROU,2006,855.6
Romania,ROU,2007,863.1
Romania,ROU,2008,847.6
Romania,ROU,2009,1046.3
Romania,ROU,2010,1327.7
Romania,ROU,2011,993.3
Romania,ROU,2012,832.6
Romania,ROU,2013,850.1
Romania,ROU,2014,635.1
Romania,ROU,2015,716.31
Romania,ROU,2016,803.27
Romania,ROU,2017,1001.43
Russia,RUS,1997,1686
Rwanda,RWA,1990,19
Rwanda,RWA,1991,11
Rwanda,RWA,1992,25
Rwanda,RWA,1997,90
Rwanda,RWA,1998,103
Rwanda,RWA,2000,36
Rwanda,RWA,2001,69
Rwanda,RWA,2003,73.63
Rwanda,RWA,2004,94.07
Rwanda,RWA,2005,69.82
Rwanda,RWA,2006,64.06
Rwanda,RWA,2007,75
Rwanda,RWA,2008,50.54
Rwanda,RWA,2009,95.04
Rwanda,RWA,2010,63.23
Rwanda,RWA,2011,67.8
Rwanda,RWA,2012,91.2
Rwanda,RWA,2013,332.78
Rwanda,RWA,2014,233.7
Rwanda,RWA,2015,309.32
Rwanda,RWA,2016,316.6
Saint Kitts and Nevis,KNA,2000,2.85
Saint Kitts and Nevis,KNA,2001,2.75
Saint Kitts and Nevis,KNA,2002,3.65
Saint Kitts and Nevis,KNA,2003,3.65
Saint Kitts and Nevis,KNA,2004,4.15
Saint Kitts and Nevis,KNA,2005,4.2
Saint Kitts and Nevis,KNA,2006,4.15
Saint Kitts and Nevis,KNA,2007,4.2
Saint Kitts and Nevis,KNA,2008,4.56
Saint Kitts and Nevis,KNA,2009,4.58
Saint Kitts and Nevis,KNA,2010,4.42
Saint Kitts and Nevis,KNA,2011,4.48
Saint Kitts and Nevis,KNA,2012,0.33
Saint Kitts and Nevis,KNA,2013,0.39
Saint Kitts and Nevis,KNA,2014,0.31
Saint Lucia,LCA,1997,66
Saint Lucia,LCA,1998,28
Saint Lucia,LCA,1999,138
Samoa,WSM,1991,2
Samoa,WSM,1992,1
Samoa,WSM,1993,0.17
Samoa,WSM,1994,1.42
Samoa,WSM,1995,0.12
Samoa,WSM,1996,0.55
Samoa,WSM,1997,5.13
Samoa,WSM,1998,0.47
Samoa,WSM,1999,0.66
Samoa,WSM,2000,0.59
Samoa,WSM,2017,1.61
Saudi Arabia,SAU,1996,432
Saudi Arabia,SAU,1997,1073
Saudi Arabia,SAU,2007,2529.63
Saudi Arabia,SAU,2012,2889.7
Saudi Arabia,SAU,2013,3130.5
Senegal,SEN,1992,269
Senegal,SEN,1993,239
Senegal,SEN,1994,427
Senegal,SEN,1995,312
Senegal,SEN,1996,288
Senegal,SEN,1997,314.28
Senegal,SEN,1998,321.14
Senegal,SEN,2000,346.28
Senegal,SEN,2001,198.22
Senegal,SEN,2012,345.3
Senegal,SEN,2013,441.54
Senegal,SEN,2014,249.74
Serbia and Montenegro,OWID_SRM,1992,605.74
Serbia and Montenegro,OWID_SRM,1993,391.53
Serbia and Montenegro,OWID_SRM,1994,340.38
Serbia and Montenegro,OWID_SRM,1995,286.44
Serbia and Montenegro,OWID_SRM,1996,288.61
Serbia and Montenegro,OWID_SRM,1997,252.65
Serbia and Montenegro,OWID_SRM,1998,225.99
Serbia and Montenegro,OWID_SRM,1999,195.92
Serbia and Montenegro,OWID_SRM,2000,186.31
Serbia and Montenegro,OWID_SRM,2001,195.61
Serbia and Montenegro,OWID_SRM,2002,172.98
Serbia and Montenegro,OWID_SRM,2003,160.89
Serbia and Montenegro,OWID_SRM,2004,135.78
Seychelles,SYC,1990,4.18
Seychelles,SYC,1991,3.4
Seychelles,SYC,1992,1.54
Seychelles,SYC,1993,11.25
Seychelles,SYC,1994,12.53
Seychelles,SYC,1995,12.13
Seychelles,SYC,1996,11.75
Seychelles,SYC,1997,5.79
Seychelles,SYC,1998,3.76
Slovakia,SVK,1993,281
Slovakia,SVK,1994,261
Slovakia,SVK,1995,616
Slovakia,SVK,1996,224
Slovakia,SVK,1997,152
Slovakia,SVK,1998,170
Slovakia,SVK,1999,138
Slovakia,SVK,2000,39.66
Slovakia,SVK,2001,50.11
Slovakia,SVK,2002,82.48
Slovakia,SVK,2003,56.72
Slovakia,SVK,2004,73.45
Slovakia,SVK,2005,54.62
Slovakia,SVK,2006,65.65
Slovakia,SVK,2007,82.29
Slovakia,SVK,2008,94.42
Slovakia,SVK,2009,91.29
Slovakia,SVK,2010,89.81
Slovakia,SVK,2011,57.2
Slovakia,SVK,2012,68.6
Slovakia,SVK,2013,81.09
Slovakia,SVK,2014,85.44
Slovakia,SVK,2015,91.08
Slovakia,SVK,2016,96.03
Slovakia,SVK,2017,132.99
Slovenia,SVN,1992,152
Slovenia,SVN,1993,140
Slovenia,SVN,1994,118
Slovenia,SVN,1995,122
Slovenia,SVN,1996,114
Slovenia,SVN,1997,86
Slovenia,SVN,1998,71
Slovenia,SVN,1999,90
Slovenia,SVN,2000,99
Slovenia,SVN,2001,81
Slovenia,SVN,2002,100.7
Slovenia,SVN,2003,118.5
Slovenia,SVN,2004,99.99
Slovenia,SVN,2005,97.12
Slovenia,SVN,2006,109.99
Slovenia,SVN,2007,106.46
Slovenia,SVN,2008,42.19
Slovenia,SVN,2009,69.29
Slovenia,SVN,2010,61.84
Slovenia,SVN,2011,38.63
Slovenia,SVN,2012,41.74
Slovenia,SVN,2013,26.87
Slovenia,SVN,2014,33.57
Slovenia,SVN,2015,38.05
Slovenia,SVN,2016,40.53
Slovenia,SVN,2017,50.34
South Africa,ZAF,1994,4285
South Africa,ZAF,1995,4104
South Africa,ZAF,1996,4564
South Africa,ZAF,1997,3569
South Africa,ZAF,1998,6311
South Africa,ZAF,1999,7210
South Africa,ZAF,2000,6158
South Korea,KOR,1990,9332
South Korea,KOR,1991,10503
South Korea,KOR,1992,9878
South Korea,KOR,1993,7642
South Korea,KOR,1994,8804
South Korea,KOR,1995,8892
South Korea,KOR,1996,8407
South Korea,KOR,1997,9017
South Korea,KOR,1998,8546
South Korea,KOR,1999,9294
South Korea,KOR,2000,8625
South Korea,KOR,2001,9880
South Korea,KOR,2002,9556
South Korea,KOR,2003,9332
South Korea,KOR,2004,8958
South Korea,KOR,2005,8734
South Korea,KOR,2006,8334
South Korea,KOR,2007,8568
South Korea,KOR,2008,9960
South Korea,KOR,2009,8810
South Korea,KOR,2010,7414
South Korea,KOR,2011,6634
South Korea,KOR,2012,5047
South Korea,KOR,2013,5991
South Korea,KOR,2014,6620
South Korea,KOR,2015,6274
South Korea,KOR,2016,7092
South Korea,KOR,2017,6282
Spain,ESP,1990,9194
Spain,ESP,1991,9178
Spain,ESP,1992,6742
Spain,ESP,1993,5857
Spain,ESP,1994,10646
Spain,ESP,1995,9538
Spain,ESP,1996,9758
Spain,ESP,1997,9944
Spain,ESP,1998,10173
Spain,ESP,1999,9985
Spain,ESP,2000,10470
Spain,ESP,2001,11781
Spain,ESP,2002,11630
Spain,ESP,2003,11645
Spain,ESP,2004,12452
Spain,ESP,2005,14144
Spain,ESP,2006,13438
Spain,ESP,2007,12740
Spain,ESP,2008,13294
Spain,ESP,2009,12624
Spain,ESP,2010,14335
Spain,ESP,2011,8146
Spain,ESP,2012,7704
Spain,ESP,2013,6909
Spain,ESP,2014,7609
Spain,ESP,2015,6825
Spain,ESP,2016,7599
Spain,ESP,2017,6663
Sri Lanka,LKA,1990,306.2
Sri Lanka,LKA,1991,303
Sri Lanka,LKA,1992,554.31
Sri Lanka,LKA,1993,471.2
Sri Lanka,LKA,1994,453.2
Sri Lanka,LKA,1995,424.8
Sri Lanka,LKA,1996,371.9
Sri Lanka,LKA,1997,350.9
Sri Lanka,LKA,1998,374.11
Sri Lanka,LKA,1999,414.01
Sri Lanka,LKA,2000,377.71
Sri Lanka,LKA,2006,384.03
Sri Lanka,LKA,2007,276.68
Sri Lanka,LKA,2008,395.04
Sri Lanka,LKA,2009,357.41
Sri Lanka,LKA,2010,439.12
Sri Lanka,LKA,2011,393.97
Sri Lanka,LKA,2012,249.05
Sri Lanka,LKA,2013,344.05
Sri Lanka,LKA,2014,211.5
Sri Lanka,LKA,2015,579.58
Sri Lanka,LKA,2016,292.67
Sri Lanka,LKA,2017,244.64
Sudan,SDN,2012,653.84
Sudan (former),,1992,1104
Sudan (former),,1993,360
Sudan (former),,1994,743
Sudan (former),,1995,796
Sudan (former),,1996,1132
Sudan (former),,1997,905
Sudan (former),,2000,252
Sudan (former),,2005,629.59
Sudan (former),,2006,638.91
Sudan (former),,2007,315.93
Sudan (former),,2008,299
Sudan (former),,2009,567.57
Sudan (former),,2010,372.12
Suriname,SUR,1990,28
Suriname,SUR,1991,59
Suriname,SUR,1995,46
Suriname,SUR,1996,47
Suriname,SUR,1997,45
Suriname,SUR,2000,58
Suriname,SUR,2002,238.04
Suriname,SUR,2003,222.46
Suriname,SUR,2004,143.97
Suriname,SUR,2005,156.45
Suriname,SUR,2006,132.93
Suriname,SUR,2007,105.12
Suriname,SUR,2008,95.64
Suriname,SUR,2009,127.26
Suriname,SUR,2010,97.62
Suriname,SUR,2011,68.17
Suriname,SUR,2012,29.97
Suriname,SUR,2013,27.3
Suriname,SUR,2014,73.78
Suriname,SUR,2015,79.2
Suriname,SUR,2016,75.33
Suriname,SUR,2017,86.06
Sweden,SWE,1990,63
Sweden,SWE,1991,48
Sweden,SWE,1992,53
Sweden,SWE,1993,30
Sweden,SWE,1994,53
Sweden,SWE,1995,32
Sweden,SWE,1996,26
Sweden,SWE,1997,15
Sweden,SWE,1998,27
Sweden,SWE,1999,57
Sweden,SWE,2000,22
Sweden,SWE,2001,21
Sweden,SWE,2002,46
Sweden,SWE,2003,41
Sweden,SWE,2004,28
Sweden,SWE,2005,36
Sweden,SWE,2006,62
Sweden,SWE,2007,54
Sweden,SWE,2008,36
Sweden,SWE,2009,44
Sweden,SWE,2010,34
Sweden,SWE,2011,33
Sweden,SWE,2012,35
Sweden,SWE,2013,28
Sweden,SWE,2014,44
Sweden,SWE,2015,33.2
Sweden,SWE,2016,29.2
Sweden,SWE,2017,31.8
Switzerland,CHE,1990,223
Switzerland,CHE,1991,123
Switzerland,CHE,1992,127
Switzerland,CHE,1993,123
Switzerland,CHE,1994,111
Switzerland,CHE,1995,95
Switzerland,CHE,1996,111
Switzerland,CHE,1997,98
Switzerland,CHE,1998,94.7
Switzerland,CHE,1999,94.8
Switzerland,CHE,2000,97.1
Switzerland,CHE,2001,94.5
Switzerland,CHE,2002,90.2
Switzerland,CHE,2003,89.4
Switzerland,CHE,2004,75.5
Switzerland,CHE,2005,77.8
Switzerland,CHE,2006,83.7
Switzerland,CHE,2007,80.2
Switzerland,CHE,2008,71.38
Switzerland,CHE,2009,130.1
Switzerland,CHE,2010,68.2
Switzerland,CHE,2011,79.77
Switzerland,CHE,2012,94.93
Switzerland,CHE,2013,92.66
Switzerland,CHE,2014,104.95
Switzerland,CHE,2015,104.71
Switzerland,CHE,2016,110.67
Switzerland,CHE,2017,107.83
Syria,SYR,1997,137.64
Syria,SYR,1998,338.52
Syria,SYR,1999,345.34
Syria,SYR,2000,377.89
Syria,SYR,2001,308.14
Taiwan,TWN,1996,3358
Taiwan,TWN,1997,3303
Taiwan,TWN,1998,3402
Taiwan,TWN,1999,4270
Taiwan,TWN,2000,2623
Taiwan,TWN,2001,2821
Taiwan,TWN,2002,3507
Taiwan,TWN,2003,3506
Taiwan,TWN,2004,3297
Taiwan,TWN,2005,3177
Taiwan,TWN,2006,2948
Taiwan,TWN,2007,3029
Taiwan,TWN,2008,3006
Taiwan,TWN,2009,2756
Taiwan,TWN,2010,2917
Taiwan,TWN,2011,2964
Taiwan,TWN,2012,3049
Taiwan,TWN,2013,3291
Taiwan,TWN,2014,2644
Taiwan,TWN,2015,2675
Taiwan,TWN,2016,2483
Taiwan,TWN,2017,2830
Tajikistan,TJK,1993,85
Tajikistan,TJK,1994,13
Tajikistan,TJK,1995,2
Tajikistan,TJK,1996,52
Tajikistan,TJK,2004,59.8
Tajikistan,TJK,2005,61.7
Tajikistan,TJK,2006,63.4
Tajikistan,TJK,2007,65.1
Tajikistan,TJK,2008,66.7
Tajikistan,TJK,2009,68
Tajikistan,TJK,2010,69.1
Tajikistan,TJK,2011,69.8
Tanzania,TZA,1993,1
Tanzania,TZA,1994,179
Tanzania,TZA,1995,275
Tanzania,TZA,1997,25
Tanzania,TZA,1998,1
Thailand,THA,1993,5518
Thailand,THA,1994,5686
Thailand,THA,1995,6827
Thailand,THA,1996,6513
Thailand,THA,1997,6165
Thailand,THA,1998,7374
Thailand,THA,1999,8551
Thailand,THA,2000,5278
Thailand,THA,2003,9790
Thailand,THA,2004,18783
Thailand,THA,2005,6650
Thailand,THA,2006,5187
Thailand,THA,2007,8773
Thailand,THA,2008,9471
Thailand,THA,2009,8112
Thailand,THA,2010,9995
Thailand,THA,2011,10671
Thailand,THA,2012,4770
Thailand,THA,2013,1675
Thailand,THA,2014,6838
Thailand,THA,2017,21601
Timor,TLS,2002,0.03
Timor,TLS,2003,2.1
Timor,TLS,2004,0.8
Timor,TLS,2005,0.59
Timor,TLS,2007,1.74
Timor,TLS,2008,0.99
Timor,TLS,2009,1.08
Togo,TGO,1990,319
Togo,TGO,1991,208
Togo,TGO,1992,187
Togo,TGO,1993,201
Togo,TGO,1994,198
Togo,TGO,1995,193
Togo,TGO,1996,192
Togo,TGO,2003,261.73
Togo,TGO,2004,445.74
Togo,TGO,2005,67.7
Togo,TGO,2006,26.23
Togo,TGO,2007,70.57
Togo,TGO,2008,10.15
Togo,TGO,2009,21.47
Togo,TGO,2010,49.81
Togo,TGO,2011,25.8
Togo,TGO,2012,151.1
Togo,TGO,2013,171.6
Togo,TGO,2014,174.9
Togo,TGO,2015,575.9
Togo,TGO,2016,522
Tonga,TON,2013,0.59
Tonga,TON,2014,0.54
Tonga,TON,2016,3.55
Tonga,TON,2017,2.72
Trinidad and Tobago,TTO,1990,70.37
Trinidad and Tobago,TTO,1991,139.5
Trinidad and Tobago,TTO,1992,129.27
Trinidad and Tobago,TTO,1993,65.72
Trinidad and Tobago,TTO,2009,40.54
Trinidad and Tobago,TTO,2010,558.97
Trinidad and Tobago,TTO,2011,115.16
Trinidad and Tobago,TTO,2012,740.68
Trinidad and Tobago,TTO,2013,712.15
Trinidad and Tobago,TTO,2014,1018.55
Tunisia,TUN,1997,145
Tunisia,TUN,2009,236.22
Turkey,TUR,1990,17652
Turkey,TUR,1991,10414
Turkey,TUR,1992,13125
Turkey,TUR,1993,12266
Turkey,TUR,1994,10871
Turkey,TUR,1995,14639
Turkey,TUR,1996,15138
Turkey,TUR,1997,15161
Turkey,TUR,1998,14325
Turkey,TUR,1999,13505
Turkey,TUR,2000,13910
Turkey,TUR,2001,13169
Turkey,TUR,2002,13086
Turkey,TUR,2003,11913
Turkey,TUR,2004,13768
Turkey,TUR,2005,16032
Turkey,TUR,2006,8530
Turkey,TUR,2007,22012
Turkey,TUR,2008,9988
Turkey,TUR,2009,11447
Turkey,TUR,2010,8216
Turkey,TUR,2011,7182
Turkey,TUR,2012,8123
Turkey,TUR,2013,8599
Turkey,TUR,2014,9099
Turkey,TUR,2015,9693
Turkey,TUR,2016,12450
Turkey,TUR,2017,13888
Turkmenistan,TKM,1992,1131
Turkmenistan,TKM,1993,1294
USSR,OWID_USS,1990,23900
USSR,OWID_USS,1991,23500
Uganda,UGA,1992,20
Uganda,UGA,1993,22
Uganda,UGA,1994,21
Uganda,UGA,1995,42
Ukraine,UKR,1992,14245
Ukraine,UKR,2003,2022.7
Ukraine,UKR,2004,2537.2
Ukraine,UKR,2005,3331.5
Ukraine,UKR,2006,4508
Ukraine,UKR,2007,5675.8
Ukraine,UKR,2008,8522.3
Ukraine,UKR,2009,5903.4
Ukraine,UKR,2010,8905.8
Ukraine,UKR,2011,11150
Ukraine,UKR,2012,12406.2
Ukraine,UKR,2013,14703.1
Ukraine,UKR,2014,12851.8
United Kingdom,GBR,1990,2083
United Kingdom,GBR,1991,1854
United Kingdom,GBR,1992,1553
United Kingdom,GBR,1993,1611
United Kingdom,GBR,1994,1771
United Kingdom,GBR,1995,1667
United Kingdom,GBR,1996,1654
United Kingdom,GBR,1997,1663
United Kingdom,GBR,1998,1413
United Kingdom,GBR,1999,1476
United Kingdom,GBR,2000,1657.47
United Kingdom,GBR,2001,1568.72
United Kingdom,GBR,2002,1519.72
United Kingdom,GBR,2003,1328.27
United Kingdom,GBR,2004,1200.59
United Kingdom,GBR,2005,1206.9
United Kingdom,GBR,2006,1373.2
United Kingdom,GBR,2007,1279.48
United Kingdom,GBR,2008,1200.61
United Kingdom,GBR,2009,1157.47
United Kingdom,GBR,2010,889.46
United Kingdom,GBR,2011,828.09
United Kingdom,GBR,2012,671.86
United Kingdom,GBR,2013,716.54
United Kingdom,GBR,2014,637.58
United Kingdom,GBR,2015,600.55
United Kingdom,GBR,2016,275.09
United Kingdom,GBR,2017,406.83
United States,USA,1990,86182.48
United States,USA,1991,88904.03
United States,USA,1992,92079.18
United States,USA,1993,91171.99
United States,USA,1994,98883.06
United States,USA,1995,104326.16
United States,USA,1996,111583.63
United States,USA,1997,100697.42
United States,USA,1998,81646.56
United States,USA,1999,94347.14
United States,USA,2000,100243.83
United States,USA,2001,79378.6
United States,USA,2002,90264.81
United States,USA,2003,79378.6
United States,USA,2004,91625.58
United States,USA,2005,61688.51
United States,USA,2006,74842.68
United States,USA,2007,78471.42
United States,USA,2009,63049.3
United States,USA,2012,65770.8
Uruguay,URY,1991,415
Uruguay,URY,1992,446
Uruguay,URY,1993,249
Uruguay,URY,1994,111
Uruguay,URY,1995,96
Uruguay,URY,1996,174
Uruguay,URY,1997,251
Uruguay,URY,1998,175
Uruguay,URY,1999,159
Uruguay,URY,2000,182.05
Uruguay,URY,2001,187.02
Uruguay,URY,2002,269.47
Uruguay,URY,2003,468.26
Uruguay,URY,2004,489.89
Uruguay,URY,2005,524.02
Uruguay,URY,2006,369.3
Uruguay,URY,2007,969.89
Uruguay,URY,2008,1221.37
Uruguay,URY,2009,985.5
Uruguay,URY,2010,1085.62
Uruguay,URY,2011,1329.9
Uruguay,URY,2012,1179.9
Uruguay,URY,2013,2122.2
Uruguay,URY,2014,1474
Uruguay,URY,2015,450.7
Uruguay,URY,2016,651.6
Vanuatu,VUT,1990,77
Vanuatu,VUT,1991,88
Vanuatu,VUT,1992,110
Vanuatu,VUT,1993,93
Venezuela,VEN,1990,468
Venezuela,VEN,1991,606
Venezuela,VEN,1992,767
Vietnam,VNM,1994,15226
Vietnam,VNM,1995,16452
Vietnam,VNM,1996,17352
Vietnam,VNM,1997,17851
Vietnam,VNM,1998,9714
Vietnam,VNM,1999,8567
Vietnam,VNM,2000,8428
Vietnam,VNM,2001,9661
Yemen,YEM,1997,621
Yemen,YEM,1998,945
Yemen,YEM,1999,1036
Yemen,YEM,2000,933
Yemen,YEM,2002,1292.33
Yemen,YEM,2003,653.98
Yemen,YEM,2004,468.02
Yemen,YEM,2005,622.62
Yemen,YEM,2006,582.17
Yemen,YEM,2007,97.76
Yemen,YEM,2008,31.57
Yemen,YEM,2009,33.13
Yemen,YEM,2010,20.81
Yemen,YEM,2011,21.1
Yugoslavia,OWID_YGS,1990,2274
Yugoslavia,OWID_YGS,1991,2125
Zambia,ZMB,1994,427
Zambia,ZMB,1995,244
Zambia,ZMB,1996,476
Zambia,ZMB,2017,260.32
Zimbabwe,ZWE,1990,2071
Zimbabwe,ZWE,1991,1805
Zimbabwe,ZWE,1992,961
Zimbabwe,ZWE,1993,681
Zimbabwe,ZWE,1994,649
Zimbabwe,ZWE,1995,619
Zimbabwe,ZWE,1996,599
Zimbabwe,ZWE,1997,840
Zimbabwe,ZWE,1998,940
Zimbabwe,ZWE,2012,1015.63
Zimbabwe,ZWE,2013,927.19
Zimbabwe,ZWE,2014,1092.25
