Entity,Code,Year,"Youth literacy rate, population 15-24 years, female (%) (%)"
Upper middle income,,1994,91.2642974853516
Upper middle income,,1995,97.2889862060547
Upper middle income,,1996,97.2889862060547
Upper middle income,,1997,97.2889862060547
Upper middle income,,1998,97.2889862060547
Upper middle income,,1999,97.2889862060547
Upper middle income,,2000,97.2889862060547
Upper middle income,,2001,97.2889862060547
Upper middle income,,2002,97.2889862060547
Upper middle income,,2003,97.2889862060547
Upper middle income,,2004,97.2889862060547
Upper middle income,,2005,98.525276184082
Upper middle income,,2006,98.525276184082
Upper middle income,,2007,98.525276184082
Upper middle income,,2008,98.525276184082
Upper middle income,,2009,98.525276184082
Upper middle income,,2010,98.525276184082
Upper middle income,,2011,98.525276184082
Upper middle income,,2012,98.525276184082
Upper middle income,,2013,98.525276184082
Upper middle income,,2014,98.525276184082
Uruguay,URY,1975,98.8356475830078
Uruguay,URY,1985,98.9950790405273
Uruguay,URY,1996,99.0173034667969
Uruguay,URY,2006,99.1146621704102
Uruguay,URY,2007,99.0190734863281
Uruguay,URY,2008,99.3202972412109
Uruguay,URY,2009,99.6123962402344
Uruguay,URY,2010,99.2254104614258
Uruguay,URY,2011,99.120979309082
Uruguay,URY,2012,99.2977828979492
Uruguay,URY,2013,99.3101501464844
Uruguay,URY,2014,99.3906173706055
Uruguay,URY,2015,99.405403137207
Uzbekistan,UZB,2000,99.8944778442383
Uzbekistan,UZB,2013,100
Uzbekistan,UZB,2014,100
Uzbekistan,UZB,2015,100
Vanuatu,VUT,1979,67.6440582275391
Vanuatu,VUT,1994,85.1684417724609
Vanuatu,VUT,2004,91.8640670776367
Vanuatu,VUT,2014,95.6766967773438
Vanuatu,VUT,2015,95.9514312744141
Venezuela,VEN,1981,93.8853073120117
Venezuela,VEN,1990,96.3597106933594
Venezuela,VEN,2001,98.066291809082
Venezuela,VEN,2007,98.8360977172852
Venezuela,VEN,2009,98.8049926757813
Venezuela,VEN,2011,98.2363662719727
Venezuela,VEN,2015,98.3473434448242
Vietnam,VNM,1979,94.0229415893555
Vietnam,VNM,1989,93.4022216796875
Vietnam,VNM,2000,94.0555191040039
Vietnam,VNM,2009,96.7811279296875
Vietnam,VNM,2015,97.9637298583984
World,OWID_WRL,1985,78.73095703125
World,OWID_WRL,1986,78.73095703125
World,OWID_WRL,1987,78.73095703125
World,OWID_WRL,1988,78.73095703125
World,OWID_WRL,1989,78.73095703125
World,OWID_WRL,1990,78.73095703125
World,OWID_WRL,1991,78.73095703125
World,OWID_WRL,1992,78.73095703125
World,OWID_WRL,1993,78.73095703125
World,OWID_WRL,1994,78.73095703125
World,OWID_WRL,1995,83.9862976074219
World,OWID_WRL,1996,83.9862976074219
World,OWID_WRL,1997,83.9862976074219
World,OWID_WRL,1998,83.9862976074219
World,OWID_WRL,1999,83.9862976074219
World,OWID_WRL,2000,83.9862976074219
World,OWID_WRL,2001,83.9862976074219
World,OWID_WRL,2002,83.9862976074219
World,OWID_WRL,2003,83.9862976074219
World,OWID_WRL,2004,83.9862976074219
World,OWID_WRL,2005,88.6129379272461
World,OWID_WRL,2006,88.6129379272461
World,OWID_WRL,2007,88.6129379272461
World,OWID_WRL,2008,88.6129379272461
World,OWID_WRL,2009,88.6129379272461
World,OWID_WRL,2010,88.6129379272461
World,OWID_WRL,2011,88.6129379272461
World,OWID_WRL,2012,88.6129379272461
World,OWID_WRL,2013,88.6129379272461
World,OWID_WRL,2014,88.6129379272461
Yemen,YEM,1994,35.3777313232422
Yemen,YEM,2004,60.4499702453613
Yemen,YEM,2014,81.1257095336914
Yemen,YEM,2015,82.6604766845703
Zambia,ZMB,1990,65.5243682861328
Zambia,ZMB,1999,66.226806640625
Zambia,ZMB,2002,66.3109817504883
Zambia,ZMB,2007,58.4775505065918
Zambia,ZMB,2010,86.5094528198242
Zambia,ZMB,2015,90.6282119750977
Zimbabwe,ZWE,1982,84.8122406005859
Zimbabwe,ZWE,1992,94.3534393310547
Zimbabwe,ZWE,2011,92.1245574951172
Zimbabwe,ZWE,2015,93.5023498535156
