Entity,Code,Year,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) (Rate)"
Pre-demographic dividend,,2010,26.0748695128245
Pre-demographic dividend,,2011,2.38925391196996
Pre-demographic dividend,,2015,9.71329357260169
Puerto Rico,PRI,1990,76.810035860029
Puerto Rico,PRI,2000,107.506586245475
Puerto Rico,PRI,2005,105.510731374711
Puerto Rico,PRI,2010,96.7367433628319
Qatar,QAT,2000,219.916402325156
Qatar,QAT,2005,245.863460609479
Romania,ROU,1990,6.08905778305077
Romania,ROU,1997,8.85704204116709
Romania,ROU,2002,13.2719342690356
Romania,ROU,2007,24.4547046234002
Romania,ROU,2012,26.5576274943994
Romania,ROU,2013,27.7697203463361
Russia,RUS,1994,11.8839378695186
Russia,RUS,2001,15.1059162691141
Russia,RUS,2013,27.7690788634745
Rwanda,RWA,2000,17.5086617295929
Saint Kitts and Nevis,KNA,2012,58.3407524947269
Saint Lucia,LCA,2007,30.6310209353918
Saint Vincent and the Grenadines,VCT,1995,44.9701266580621
Saint Vincent and the Grenadines,VCT,2013,88.650172554217
Saudi Arabia,SAU,1992,21.8063971232424
Saudi Arabia,SAU,2006,20.9572900294464
Senegal,SEN,1987,4.58274761489761
Senegal,SEN,2002,4.10841325215167
Serbia,SRB,2007,9.7095424165424
Serbia,SRB,2012,10.2370475869056
Serbia,SRB,2013,9.78933189585855
Seychelles,SYC,1989,41.1750968861723
Seychelles,SYC,2005,61.6560041978156
Sierra Leone,SLE,1987,5.01183101092845
Sierra Leone,SLE,2000,7.33590252222811
Sierra Leone,SLE,2005,9.41529969144476
Singapore,SGP,1975,111.886592167989
Slovakia,SVK,1997,40.3178775560822
Slovakia,SVK,2002,54.7706012567321
Slovakia,SVK,2007,123.9663158355
Slovakia,SVK,2012,140.611922881487
Slovakia,SVK,2014,174.423146517494
Slovenia,SVN,2002,43.9099751985425
Slovenia,SVN,2007,53.2613344057764
Slovenia,SVN,2012,50.6791350689919
Slovenia,SVN,2013,40.227370018585
Small states,,1980,12.3806790359391
Small states,,1982,16.9782369420171
Small states,,1985,37.644108115937
Small states,,1987,21.6969974306281
Small states,,1989,41.1750968861724
Small states,,1990,26.3721152824304
Small states,,1991,46.6428395624594
Small states,,1992,4.53895623555252
Small states,,1993,22.6445525647912
Small states,,1994,116.575295355623
Small states,,1995,14.0909104611857
Small states,,1996,17.6385143955342
Small states,,1997,33.4381832431171
Small states,,1999,39.4569477216427
Small states,,2000,17.8091837895783
Small states,,2001,47.7651273422872
Small states,,2002,29.9922138030847
Small states,,2003,25.2592642629833
Small states,,2004,10.5202483873143
Small states,,2005,112.241593284015
Small states,,2006,5.98064514256689
Small states,,2007,25.009524515491
Small states,,2008,11.4749907874857
Small states,,2010,4.24764223036454
Small states,,2011,65.7130442994096
Small states,,2012,13.1472847885323
Small states,,2013,133.287009777307
Small states,,2014,13.7171761108559
Small states,,2015,54.9439763687524
South Africa,ZAF,1990,16.7714502084521
South Africa,ZAF,1995,18.0644805018211
South Africa,ZAF,2000,20.9706718281412
South Africa,ZAF,2013,26.196735867327
South Asia,,1975,0.49717937370383
South Asia,,1980,0.619881833927955
South Asia,,1986,0.736016016307733
South Asia,,1990,0.95562079210612
South Asia,,1991,0.539326076695559
South Asia,,2000,1.1985061836797
South Asia,,2005,3.21505723827236
South Asia,,2006,1.40158402298281
South Asia,,2008,1.26381200089439
South Asia,,2010,2.55848196621577
South Asia (IDA & IBRD),,1975,0.49717937370383
South Asia (IDA & IBRD),,1980,0.619881833927955
South Asia (IDA & IBRD),,1986,0.736016016307733
South Asia (IDA & IBRD),,1990,0.95562079210612
South Asia (IDA & IBRD),,1991,0.539326076695559
South Asia (IDA & IBRD),,2000,1.1985061836797
South Asia (IDA & IBRD),,2005,3.21505723827236
South Asia (IDA & IBRD),,2006,1.40158402298281
South Asia (IDA & IBRD),,2008,1.26381200089439
South Asia (IDA & IBRD),,2010,2.55848196621577
South Korea,KOR,1990,17.6415061730011
South Korea,KOR,1997,24.3525545122728
South Korea,KOR,2002,27.343185996675
South Korea,KOR,2005,30.809518275322
Spain,ESP,1975,16.4427692398841
Spain,ESP,1980,16.3794517560008
Spain,ESP,1986,15.780766633809
Spain,ESP,1991,24.3308222626475
Spain,ESP,1997,29.0362594990443
Spain,ESP,2002,34.6356203385933
Spain,ESP,2007,41.9805058208355
Spain,ESP,2012,37.4373529407055
Sri Lanka,LKA,1990,2.1100076552197
Sri Lanka,LKA,2000,2.63437064740712
Sri Lanka,LKA,2005,3.21505723827236
Sub-Saharan Africa,,1970,31.342566027358
Sub-Saharan Africa,,1980,1.96224790612497
Sub-Saharan Africa,,1982,16.9782369420171
Sub-Saharan Africa,,1984,0.302517144983303
Sub-Saharan Africa,,1985,20.2667591125704
Sub-Saharan Africa,,1987,16.4862731527949
Sub-Saharan Africa,,1988,6.15190924742113
Sub-Saharan Africa,,1989,41.1750968861724
Sub-Saharan Africa,,1990,15.2548700226415
Sub-Saharan Africa,,1991,22.7055514794593
Sub-Saharan Africa,,1992,12.1957241708452
Sub-Saharan Africa,,1994,7.47899091401517
Sub-Saharan Africa,,1995,17.9996921315043
Sub-Saharan Africa,,1996,4.63640707133212
Sub-Saharan Africa,,1999,39.4569477216427
Sub-Saharan Africa,,2000,12.6078142574611
Sub-Saharan Africa,,2001,9.52276313136075
Sub-Saharan Africa,,2002,4.87544685739382
Sub-Saharan Africa,,2003,11.5941653910666
Sub-Saharan Africa,,2004,3.68648094294485
Sub-Saharan Africa,,2005,14.5335500010074
Sub-Saharan Africa,,2006,0.901257292453338
Sub-Saharan Africa,,2007,2.73606644315642
Sub-Saharan Africa,,2008,28.0883075145856
Sub-Saharan Africa,,2010,26.0748695128245
Sub-Saharan Africa,,2011,2.38925391196996
Sub-Saharan Africa,,2013,26.196735867327
Sub-Saharan Africa,,2015,9.71329357260169
Sub-Saharan Africa,,2016,4.9618223914913
Sub-Saharan Africa (IDA & IBRD),,1970,31.342566027358
Sub-Saharan Africa (IDA & IBRD),,1980,1.96224790612497
Sub-Saharan Africa (IDA & IBRD),,1982,16.9782369420171
Sub-Saharan Africa (IDA & IBRD),,1984,0.302517144983303
Sub-Saharan Africa (IDA & IBRD),,1985,20.2667591125704
Sub-Saharan Africa (IDA & IBRD),,1987,16.4862731527949
Sub-Saharan Africa (IDA & IBRD),,1988,6.15190924742113
Sub-Saharan Africa (IDA & IBRD),,1989,41.1750968861724
Sub-Saharan Africa (IDA & IBRD),,1990,15.2548700226415
Sub-Saharan Africa (IDA & IBRD),,1991,22.7055514794593
Sub-Saharan Africa (IDA & IBRD),,1992,12.1957241708452
Sub-Saharan Africa (IDA & IBRD),,1994,7.47899091401517
Sub-Saharan Africa (IDA & IBRD),,1995,17.9996921315043
Sub-Saharan Africa (IDA & IBRD),,1996,4.63640707133212
Sub-Saharan Africa (IDA & IBRD),,1999,39.4569477216427
Sub-Saharan Africa (IDA & IBRD),,2000,12.6078142574611
Sub-Saharan Africa (IDA & IBRD),,2001,9.52276313136075
Sub-Saharan Africa (IDA & IBRD),,2002,4.87544685739382
Sub-Saharan Africa (IDA & IBRD),,2003,11.5941653910666
Sub-Saharan Africa (IDA & IBRD),,2004,3.68648094294485
Sub-Saharan Africa (IDA & IBRD),,2005,14.5335500010074
Sub-Saharan Africa (IDA & IBRD),,2006,0.901257292453338
Sub-Saharan Africa (IDA & IBRD),,2007,2.73606644315642
Sub-Saharan Africa (IDA & IBRD),,2008,28.0883075145856
Sub-Saharan Africa (IDA & IBRD),,2010,26.0748695128245
Sub-Saharan Africa (IDA & IBRD),,2011,2.38925391196996
Sub-Saharan Africa (IDA & IBRD),,2013,26.196735867327
Sub-Saharan Africa (IDA & IBRD),,2015,9.71329357260169
Sub-Saharan Africa (IDA & IBRD),,2016,4.9618223914913
Sub-Saharan Africa (excluding high income),,1970,31.342566027358
Sub-Saharan Africa (excluding high income),,1980,1.96224790612497
Sub-Saharan Africa (excluding high income),,1982,16.9782369420171
Sub-Saharan Africa (excluding high income),,1984,0.302517144983303
Sub-Saharan Africa (excluding high income),,1985,20.2667591125704
Sub-Saharan Africa (excluding high income),,1987,16.4862731527949
Sub-Saharan Africa (excluding high income),,1988,6.15190924742113
Sub-Saharan Africa (excluding high income),,1990,15.2548700226415
Sub-Saharan Africa (excluding high income),,1991,22.7055514794593
Sub-Saharan Africa (excluding high income),,1992,12.1957241708452
Sub-Saharan Africa (excluding high income),,1994,7.47899091401517
Sub-Saharan Africa (excluding high income),,1995,17.9996921315043
Sub-Saharan Africa (excluding high income),,1996,4.63640707133212
Sub-Saharan Africa (excluding high income),,1999,39.4569477216427
Sub-Saharan Africa (excluding high income),,2000,12.6078142574611
Sub-Saharan Africa (excluding high income),,2001,9.52276313136075
Sub-Saharan Africa (excluding high income),,2002,4.87544685739382
Sub-Saharan Africa (excluding high income),,2003,11.5941653910666
Sub-Saharan Africa (excluding high income),,2004,3.68648094294485
Sub-Saharan Africa (excluding high income),,2005,14.5123125973708
Sub-Saharan Africa (excluding high income),,2006,0.901257292453338
Sub-Saharan Africa (excluding high income),,2007,2.73606644315642
Sub-Saharan Africa (excluding high income),,2008,28.0883075145856
Sub-Saharan Africa (excluding high income),,2010,26.0748695128245
Sub-Saharan Africa (excluding high income),,2011,2.38925391196996
Sub-Saharan Africa (excluding high income),,2013,26.196735867327
Sub-Saharan Africa (excluding high income),,2015,9.71329357260169
Sub-Saharan Africa (excluding high income),,2016,4.9618223914913
Sudan,SDN,2011,2.38925391196996
Suriname,SUR,1987,4.54151345331464
Suriname,SUR,2000,4.00853750787013
Suriname,SUR,2006,5.98064514256689
Swaziland,SWZ,1980,1.47162767506043
Swaziland,SWZ,2000,3.00840843231357
Sweden,SWE,1970,52.2581355059676
Sweden,SWE,1975,58.4821625742105
Sweden,SWE,1980,62.9345749908728
Sweden,SWE,1985,96.0200900604162
Sweden,SWE,1992,105.52023346831
Sweden,SWE,1997,128.182882676012
Sweden,SWE,2002,153.61655981469
Sweden,SWE,2007,185.81764557885
Sweden,SWE,2010,181.620561385244
Switzerland,CHE,1980,133.98276232374
Switzerland,CHE,1985,141.277813873167
Switzerland,CHE,1992,158.79615446386
Switzerland,CHE,1997,174.875581289495
Switzerland,CHE,2002,196.324512359101
Switzerland,CHE,2012,299.071182913947
Tajikistan,TJK,1994,0.254292472334261
Tajikistan,TJK,2000,0.220492118431811
Tajikistan,TJK,2006,0.392129551081999
Tanzania,TZA,2002,3.61793619420378
Thailand,THA,2007,5.4799172178066
Timor,TLS,2004,1.6498556636231
Togo,TGO,1987,20.4952637910387
Togo,TGO,2002,14.781781136596
Trinidad and Tobago,TTO,1997,33.4381832431171
Trinidad and Tobago,TTO,2000,39.4912257719548
Trinidad and Tobago,TTO,2005,59.202902048243
Trinidad and Tobago,TTO,2011,65.7130442994096
Tunisia,TUN,1975,8.88385229022237
Tunisia,TUN,1980,6.80046527874808
Tunisia,TUN,1985,6.89820543584572
Tunisia,TUN,1990,5.97923472788958
Tunisia,TUN,1995,7.78098821336211
Tunisia,TUN,2001,10.7684611773779
Tunisia,TUN,2011,13.4306479884159
Turkey,TUR,1992,12.2296884302991
Turkey,TUR,2000,12.4035088519359
Turkey,TUR,2003,13.7485325374097
Turkey,TUR,2008,17.7940504973419
Turkmenistan,TKM,1994,0.393027782794177
Turkmenistan,TKM,2000,0.431702189046297
Turkmenistan,TKM,2004,0.437686919905545
Uganda,UGA,2002,35.7048363079638
Uganda,UGA,2008,28.0883075145856
Ukraine,UKR,1992,6.54560424639501
Ukraine,UKR,2000,4.89067555294409
Ukraine,UKR,2005,8.57779097029496
Ukraine,UKR,2010,9.15913507778017
United Arab Emirates,ARE,1980,131.667041948415
United Arab Emirates,ARE,1995,87.8593889976915
United Arab Emirates,ARE,2000,84.933245345247
United Arab Emirates,ARE,2005,91.9167638821355
United Kingdom,GBR,1980,91.3440315568639
United Kingdom,GBR,1985,120.37548420141
United Kingdom,GBR,1990,136.647858259939
United Kingdom,GBR,1995,147.205199292143
United Kingdom,GBR,2002,139.500490685907
United Kingdom,GBR,2007,296.852830019084
United Kingdom,GBR,2012,313.499013308393
United States,USA,1980,12.6143235544822
United States,USA,1990,19.4891717168351
United States,USA,2000,26.849119774868
United States,USA,2005,30.1046674475554
United States,USA,2010,35.7400812037258
Upper middle income,,1975,4.20748960630044
Upper middle income,,1980,1.84150635012148
Upper middle income,,1985,1.3796759897523
Upper middle income,,1987,33.7177894054643
Upper middle income,,1990,2.44605337880779
Upper middle income,,1991,21.5924927668834
Upper middle income,,1992,11.8468792224706
Upper middle income,,1993,2.26333949092806
Upper middle income,,1994,9.25304512371417
Upper middle income,,1995,3.54604202579039
Upper middle income,,1996,25.3060089324005
Upper middle income,,1997,4.82078029318606
Upper middle income,,2000,5.36886165089485
Upper middle income,,2001,8.86385525361403
Upper middle income,,2002,10.0170746707421
Upper middle income,,2003,13.6797959398044
Upper middle income,,2004,3.31104131194649
Upper middle income,,2005,10.4275239248107
Upper middle income,,2006,29.9321027191107
Upper middle income,,2007,8.82601823199059
Upper middle income,,2008,17.1709444362663
Upper middle income,,2010,23.555814340343
Upper middle income,,2012,12.293153116875
Upper middle income,,2013,25.5625069988667
Upper middle income,,2014,59.8381982978202
Upper middle income,,2015,14.8261191879735
Uruguay,URY,1965,22.3652825921971
Uruguay,URY,2000,8.16487259408614
Uzbekistan,UZB,1994,0.311449599264232
Uzbekistan,UZB,2001,0.388681089047802
Uzbekistan,UZB,2005,0.530615262811319
Venezuela,VEN,1970,40.4991696480485
Venezuela,VEN,2000,31.8975112863248
Venezuela,VEN,2007,17.3150904900471
Vietnam,VNM,1985,0.515165657501422
Vietnam,VNM,2005,1.04265579074541
World,OWID_WRL,1970,28.8352034787345
World,OWID_WRL,1975,2.80656480541238
World,OWID_WRL,1976,6.99518722422986
World,OWID_WRL,1980,9.63055987452282
World,OWID_WRL,1982,16.9782369420171
World,OWID_WRL,1984,0.302517144983303
World,OWID_WRL,1985,8.55955929371484
World,OWID_WRL,1986,3.54698728742138
World,OWID_WRL,1987,18.3281887622727
World,OWID_WRL,1988,6.15190924742113
World,OWID_WRL,1989,41.1750968861724
World,OWID_WRL,1990,8.36950519213395
World,OWID_WRL,1991,17.9991221891981
World,OWID_WRL,1992,33.437211969108
World,OWID_WRL,1993,2.29230315012601
World,OWID_WRL,1994,6.38504572567162
World,OWID_WRL,1995,17.2424305242761
World,OWID_WRL,1996,31.3950895591251
World,OWID_WRL,1997,46.825356834206
World,OWID_WRL,1998,18.4299787067235
World,OWID_WRL,1999,62.3898826712642
World,OWID_WRL,2000,8.97283667730341
World,OWID_WRL,2001,19.568294056587
World,OWID_WRL,2002,42.807722722889
World,OWID_WRL,2003,14.2550682566503
World,OWID_WRL,2004,4.82638800996538
World,OWID_WRL,2005,23.1592592161157
World,OWID_WRL,2006,12.1134900538983
World,OWID_WRL,2007,26.6786615797877
World,OWID_WRL,2008,10.6956207922111
World,OWID_WRL,2009,37.3901292344887
World,OWID_WRL,2010,18.4068213711991
World,OWID_WRL,2011,8.91865433668792
World,OWID_WRL,2012,22.9790284881558
World,OWID_WRL,2013,28.7700607488957
World,OWID_WRL,2014,52.9091396795456
World,OWID_WRL,2015,16.3328781645601
World,OWID_WRL,2016,4.9618223914913
Yemen,YEM,1990,4.0131652327126
Yemen,YEM,2000,6.0123682778637
Yemen,YEM,2005,7.06276185922892
Zambia,ZMB,1992,4.7166977563732
Zambia,ZMB,1994,4.71343348730401
Zambia,ZMB,2002,6.91880036406643
Zimbabwe,ZWE,1987,8.77108208791169
Zimbabwe,ZWE,2002,3.38774653553442
Zimbabwe,ZWE,2007,2.73606644315642
