Entity,Code,Year, ($)
Swaziland,SWZ,1981,276.90068
Swaziland,SWZ,1984,304.593522
Swaziland,SWZ,1987,320.2368015
Swaziland,SWZ,1990,310.908533
Swaziland,SWZ,1993,334.473663
Swaziland,SWZ,1996,241.880317
Swaziland,SWZ,1999,156.0479025
Swaziland,SWZ,2002,130.397418
Swaziland,SWZ,2005,128.387655
Swaziland,SWZ,2008,128.9597925
Swaziland,SWZ,2010,137.324096
Swaziland,SWZ,2011,140.2194585
Swaziland,SWZ,2012,139.551618
Swaziland,SWZ,2013,138.7866875
Tajikistan,TJK,1981,17.327791
Tajikistan,TJK,1984,18.91868
Tajikistan,TJK,1987,22.87163
Tajikistan,TJK,1990,26.831515
Tajikistan,TJK,1993,180.063114
Tajikistan,TJK,1996,813.188391
Tajikistan,TJK,1999,738.6752835
Tajikistan,TJK,2002,455.6468375
Tajikistan,TJK,2005,168.6016395
Tajikistan,TJK,2008,103.574225
Tajikistan,TJK,2010,155.599208
Tajikistan,TJK,2011,234.33365
Tajikistan,TJK,2012,286.5216055
Tajikistan,TJK,2013,274.465108
Tanzania,TZA,1981,4139.562528
Tanzania,TZA,1984,4434.406827
Tanzania,TZA,1987,4733.44264
Tanzania,TZA,1990,4836.118089
Tanzania,TZA,1993,6285.243206
Tanzania,TZA,1996,8174.997418
Tanzania,TZA,1999,9887.110218
Tanzania,TZA,2002,9161.706444
Tanzania,TZA,2005,6416.106656
Tanzania,TZA,2008,5371.484832
Tanzania,TZA,2010,5141.30386
Tanzania,TZA,2011,4895.122456
Tanzania,TZA,2012,4797.653805
Tanzania,TZA,2013,4526.68255
Thailand,THA,1981,1679.541879
Thailand,THA,1984,1410.702443
Thailand,THA,1987,1115.566874
Thailand,THA,1990,698.440494
Thailand,THA,1993,323.11552
Thailand,THA,1996,141.191052
Thailand,THA,1999,154.714302
Thailand,THA,2002,97.858398
Thailand,THA,2005,50.241301
Thailand,THA,2008,9.216615
Thailand,THA,2010,4.6249515
Thailand,THA,2011,4.639515
Thailand,THA,2012,4.657546
Thailand,THA,2013,0
Timor,TLS,1981,361.725439
Timor,TLS,1984,377.530304
Timor,TLS,1987,373.2417
Timor,TLS,1990,349.687666
Timor,TLS,1993,312.597899
Timor,TLS,1996,231.943849
Timor,TLS,1999,131.421024
Timor,TLS,2002,81.595823
Timor,TLS,2005,88.895604
Timor,TLS,2008,88.2166675
Timor,TLS,2010,57.87951
Timor,TLS,2011,55.846168
Timor,TLS,2012,35.250605
Timor,TLS,2013,34.697192
Togo,TGO,1981,251.776562
Togo,TGO,1984,376.287552
Togo,TGO,1987,435.566545
Togo,TGO,1990,463.117913
Togo,TGO,1993,780.087636
Togo,TGO,1996,596.106247
Togo,TGO,1999,582.4013
Togo,TGO,2002,765.317473
Togo,TGO,2005,831.218004
Togo,TGO,2008,949.061685
Togo,TGO,2010,1040.064836
Togo,TGO,2011,1057.51607
Togo,TGO,2012,1044.8271
Togo,TGO,2013,1033.280325
Tonga,TON,1981,1.2795075
Tonga,TON,1984,1.061055
Tonga,TON,1987,0.823878
Tonga,TON,1990,1.01251
Tonga,TON,1993,0.811395
Tonga,TON,1996,0.672695
Tonga,TON,1999,0.59641
Tonga,TON,2002,0.42997
Tonga,TON,2005,0.284335
Tonga,TON,2008,0.20805
Tonga,TON,2010,0.1387
Tonga,TON,2011,0.131765
Tonga,TON,2012,0.131765
Tonga,TON,2013,0.1601985
Trinidad and Tobago,TTO,1981,0
Trinidad and Tobago,TTO,1984,0
Trinidad and Tobago,TTO,1987,0
Trinidad and Tobago,TTO,1990,5.584062
Trinidad and Tobago,TTO,1993,7.051508
Trinidad and Tobago,TTO,1996,9.000243
Trinidad and Tobago,TTO,1999,4.281669
Trinidad and Tobago,TTO,2002,3.461952
Trinidad and Tobago,TTO,2005,1.62279
Trinidad and Tobago,TTO,2008,1.739298
Trinidad and Tobago,TTO,2010,1.9369455
Trinidad and Tobago,TTO,2011,1.475768
Trinidad and Tobago,TTO,2012,1.208077
Trinidad and Tobago,TTO,2013,1.2170925
Tunisia,TUN,1981,178.334912
Tunisia,TUN,1984,164.531488
Tunisia,TUN,1987,175.76064
Tunisia,TUN,1990,137.90941
Tunisia,TUN,1993,147.393716
Tunisia,TUN,1996,139.3165215
Tunisia,TUN,1999,82.006375
Tunisia,TUN,2002,58.149975
Tunisia,TUN,2005,46.6038935
Tunisia,TUN,2008,36.5356605
Tunisia,TUN,2010,31.4606275
Tunisia,TUN,2011,23.678864
Tunisia,TUN,2012,17.942232
Tunisia,TUN,2013,12.8387655
Turkey,TUR,1981,252.443709
Turkey,TUR,1984,203.649049
Turkey,TUR,1987,134.848301
Turkey,TUR,1990,161.0008795
Turkey,TUR,1993,161.2463785
Turkey,TUR,1996,164.9143
Turkey,TUR,1999,112.33313
Turkey,TUR,2002,99.368841
Turkey,TUR,2005,225.892368
Turkey,TUR,2008,87.805422
Turkey,TUR,2010,50.146985
Turkey,TUR,2011,5.098612
Turkey,TUR,2012,5.1908475
Turkey,TUR,2013,31.715142
Turkmenistan,TKM,1981,315.9690025
Turkmenistan,TKM,1984,265.201335
Turkmenistan,TKM,1987,271.771554
Turkmenistan,TKM,1990,97.4790535
Turkmenistan,TKM,1993,188.4371265
Turkmenistan,TKM,1996,366.3060065
Turkmenistan,TKM,1999,337.3079975
Turkmenistan,TKM,2002,301.46445
Turkmenistan,TKM,2005,207.8592875
Turkmenistan,TKM,2008,80.18247
Turkmenistan,TKM,2010,49.981932
Turkmenistan,TKM,2011,28.35028
Turkmenistan,TKM,2012,17.5684355
Turkmenistan,TKM,2013,11.265214
Tuvalu,TUV,1981,0.3349605
Tuvalu,TUV,1984,0.255208
Tuvalu,TUV,1987,0.187245
Tuvalu,TUV,1990,0.133152
Tuvalu,TUV,1993,0.0936225
Tuvalu,TUV,1996,0.104025
Tuvalu,TUV,1999,0.045771
Tuvalu,TUV,2002,0.036062
Tuvalu,TUV,2005,0.052706
Tuvalu,TUV,2008,0.030514
Tuvalu,TUV,2010,0.040223
Tuvalu,TUV,2011,0.030514
Tuvalu,TUV,2012,0.030514
Tuvalu,TUV,2013,0.029127
Uganda,UGA,1981,4643.089299
Uganda,UGA,1984,5027.81952
Uganda,UGA,1987,5912.813595
Uganda,UGA,1990,4882.682453
Uganda,UGA,1993,3660.526016
Uganda,UGA,1996,3315.129728
Uganda,UGA,1999,4027.963121
Uganda,UGA,2002,4349.304668
Uganda,UGA,2005,3959.152664
Uganda,UGA,2008,3109.685901
Uganda,UGA,2010,2908.174913
Uganda,UGA,2011,2672.922375
Uganda,UGA,2012,2550.73461
Uganda,UGA,2013,2612.213385
Ukraine,UKR,1981,107.965467
Ukraine,UKR,1984,91.507325
Ukraine,UKR,1987,78.253153
Ukraine,UKR,1990,100.760002
Ukraine,UKR,1993,101.323124
Ukraine,UKR,1996,520.528617
Ukraine,UKR,1999,568.3613925
Ukraine,UKR,2002,103.62277
Ukraine,UKR,2005,13.068314
Ukraine,UKR,2008,0
Ukraine,UKR,2010,0
Ukraine,UKR,2011,0
Ukraine,UKR,2012,0
Ukraine,UKR,2013,0
Uruguay,URY,1981,0
Uruguay,URY,1984,3.732417
Uruguay,URY,1987,2.3266925
Uruguay,URY,1990,4.31357
Uruguay,URY,1993,3.749061
Uruguay,URY,1996,3.6062
Uruguay,URY,1999,3.4432275
Uruguay,URY,2002,8.313678
Uruguay,URY,2005,5.7733875
Uruguay,URY,2008,1.393935
Uruguay,URY,2010,1.869676
Uruguay,URY,2011,2.350965
Uruguay,URY,2012,2.59369
Uruguay,URY,2013,2.6013185
Uzbekistan,UZB,1981,0
Uzbekistan,UZB,1984,0
Uzbekistan,UZB,1987,0
Uzbekistan,UZB,1990,0
Uzbekistan,UZB,1993,2883.316405
Uzbekistan,UZB,1996,3476.539079
Uzbekistan,UZB,1999,3987.149953
Uzbekistan,UZB,2002,3922.037931
Uzbekistan,UZB,2005,3725.968144
Uzbekistan,UZB,2008,2512.349385
Uzbekistan,UZB,2010,1994.500452
Uzbekistan,UZB,2011,1792.596249
Uzbekistan,UZB,2012,1542.218477
Uzbekistan,UZB,2013,1333.783584
Vanuatu,VUT,1981,2.95431
Vanuatu,VUT,1984,3.2005025
Vanuatu,VUT,1987,3.446695
Vanuatu,VUT,1990,3.6928875
Vanuatu,VUT,1993,3.93908
Vanuatu,VUT,1996,4.197062
Vanuatu,VUT,1999,4.443948
Vanuatu,VUT,2002,4.690834
Vanuatu,VUT,2005,5.184606
Vanuatu,VUT,2008,6.0133385
Vanuatu,VUT,2010,6.208212
Vanuatu,VUT,2011,6.07506
Vanuatu,VUT,2012,6.206825
Vanuatu,VUT,2013,5.9814375
Venezuela,VEN,1981,6.557736
Venezuela,VEN,1984,16.563554
Venezuela,VEN,1987,2.557628
Venezuela,VEN,1990,644.572188
Venezuela,VEN,1993,461.481253
Venezuela,VEN,1996,865.4984025
Venezuela,VEN,1999,886.198684
Venezuela,VEN,2002,1662.84656
Venezuela,VEN,2005,2311.341878
Venezuela,VEN,2008,1248.07808
Venezuela,VEN,2010,1319.3144
Venezuela,VEN,2011,1328.671796
Venezuela,VEN,2012,1324.8624
Venezuela,VEN,2013,1333.44793
Vietnam,VNM,1981,15304.55746
Vietnam,VNM,1984,13438.69224
Vietnam,VNM,1987,11481.01386
Vietnam,VNM,1990,9294.32861
Vietnam,VNM,1993,7041.460572
Vietnam,VNM,1996,5276.59184
Vietnam,VNM,1999,4717.24248
Vietnam,VNM,2002,5720.194663
Vietnam,VNM,2005,3571.091563
Vietnam,VNM,2008,2396.647232
Vietnam,VNM,2010,596.8309545
Vietnam,VNM,2011,475.261098
Vietnam,VNM,2012,357.220463
Vietnam,VNM,2013,379.716216
World,OWID_WRL,1981,557044.1924
World,OWID_WRL,1984,473222.8738
World,OWID_WRL,1987,420562.2065
World,OWID_WRL,1990,442063.5373
World,OWID_WRL,1993,441609.0521
World,OWID_WRL,1996,374860.7451
World,OWID_WRL,1999,383501.3938
World,OWID_WRL,2002,354533.0971
World,OWID_WRL,2005,280147.6734
World,OWID_WRL,2008,248009.0366
World,OWID_WRL,2010,220295.3701
World,OWID_WRL,2011,193871.4341
World,OWID_WRL,2012,180514.0665
World,OWID_WRL,2013,160850.279
Zambia,ZMB,1981,1272.743101
Zambia,ZMB,1984,1535.560877
Zambia,ZMB,1987,1732.858853
Zambia,ZMB,1990,1931.749798
Zambia,ZMB,1993,1687.945019
Zambia,ZMB,1996,1044.89645
Zambia,ZMB,1999,1227.652425
Zambia,ZMB,2002,1387.515964
Zambia,ZMB,2005,2324.567616
Zambia,ZMB,2008,2844.819527
Zambia,ZMB,2010,3049.546968
Zambia,ZMB,2011,3039.127824
Zambia,ZMB,2012,3019.621056
Zambia,ZMB,2013,2995.0878
Zimbabwe,ZWE,1981,22.049139
Zimbabwe,ZWE,1984,51.4653285
Zimbabwe,ZWE,1987,62.190306
Zimbabwe,ZWE,1990,34.159036
Zimbabwe,ZWE,1993,75.745457
Zimbabwe,ZWE,1996,28.83573
Zimbabwe,ZWE,1999,28.3093635
Zimbabwe,ZWE,2002,82.724841
Zimbabwe,ZWE,2005,376.268134
Zimbabwe,ZWE,2008,886.605075
Zimbabwe,ZWE,2010,657.8284405
Zimbabwe,ZWE,2011,511.277327
Zimbabwe,ZWE,2012,427.4116785
Zimbabwe,ZWE,2013,406.092795
