Entity,Code,Year,Pri_adj_Enroll_% – Lee-Lee (2016) (%)
India,IND,1965,57.8
India,IND,1970,57
India,IND,1975,61.7
India,IND,1980,63.2
India,IND,1985,75
India,IND,1990,76.5
India,IND,1995,96
India,IND,2000,92
India,IND,2005,100
India,IND,2010,100
Indonesia,IDN,1820,0
Indonesia,IDN,1825,0
Indonesia,IDN,1830,0
Indonesia,IDN,1835,0
Indonesia,IDN,1840,0.1
Indonesia,IDN,1845,0.1
Indonesia,IDN,1850,0.1
Indonesia,IDN,1855,0.1
Indonesia,IDN,1860,0.2
Indonesia,IDN,1865,0.3
Indonesia,IDN,1870,0.3
Indonesia,IDN,1875,0.5
Indonesia,IDN,1880,0.7
Indonesia,IDN,1885,1.5
Indonesia,IDN,1890,1.7
Indonesia,IDN,1895,1.9
Indonesia,IDN,1900,2.2
Indonesia,IDN,1905,3.1
Indonesia,IDN,1910,4.3
Indonesia,IDN,1915,7.8
Indonesia,IDN,1920,9.2
Indonesia,IDN,1925,13.1
Indonesia,IDN,1930,17.2
Indonesia,IDN,1935,17.1
Indonesia,IDN,1940,25.6
Indonesia,IDN,1945,34.2
Indonesia,IDN,1950,42.7
Indonesia,IDN,1955,57.5
Indonesia,IDN,1960,59.4
Indonesia,IDN,1965,60.3
Indonesia,IDN,1970,67
Indonesia,IDN,1975,72
Indonesia,IDN,1980,88
Indonesia,IDN,1985,99
Indonesia,IDN,1990,98
Indonesia,IDN,1995,97
Indonesia,IDN,2000,100
Indonesia,IDN,2005,100
Indonesia,IDN,2010,100
Iran,IRN,1820,0
Iran,IRN,1825,0
Iran,IRN,1830,0
Iran,IRN,1835,0
Iran,IRN,1840,0
Iran,IRN,1845,0
Iran,IRN,1850,0
Iran,IRN,1855,0
Iran,IRN,1860,0
Iran,IRN,1865,0
Iran,IRN,1870,0.1
Iran,IRN,1875,0.1
Iran,IRN,1880,0.1
Iran,IRN,1885,0.1
Iran,IRN,1890,0.2
Iran,IRN,1895,0.3
Iran,IRN,1900,0.4
Iran,IRN,1905,0.5
Iran,IRN,1910,0.7
Iran,IRN,1915,0.9
Iran,IRN,1920,1.3
Iran,IRN,1925,2.6
Iran,IRN,1930,5.8
Iran,IRN,1935,7.8
Iran,IRN,1940,12.5
Iran,IRN,1945,12.5
Iran,IRN,1950,24.2
Iran,IRN,1955,26.2
Iran,IRN,1960,34
Iran,IRN,1965,38.3
Iran,IRN,1970,60
Iran,IRN,1975,77.6
Iran,IRN,1980,73.7
Iran,IRN,1985,92
Iran,IRN,1990,94
Iran,IRN,1995,81.9
Iran,IRN,2000,95.6
Iran,IRN,2005,98.6
Iran,IRN,2010,100
Iraq,IRQ,1820,0
Iraq,IRQ,1825,0
Iraq,IRQ,1830,0
Iraq,IRQ,1835,0
Iraq,IRQ,1840,0
Iraq,IRQ,1845,0
Iraq,IRQ,1850,0.1
Iraq,IRQ,1855,0.1
Iraq,IRQ,1860,0.1
Iraq,IRQ,1865,0.1
Iraq,IRQ,1870,0.2
Iraq,IRQ,1875,0.2
Iraq,IRQ,1880,0.3
Iraq,IRQ,1885,0.4
Iraq,IRQ,1890,0.6
Iraq,IRQ,1895,0.8
Iraq,IRQ,1900,1.1
Iraq,IRQ,1905,1.5
Iraq,IRQ,1910,2
Iraq,IRQ,1915,2.7
Iraq,IRQ,1920,3.6
Iraq,IRQ,1925,4.8
Iraq,IRQ,1930,6
Iraq,IRQ,1935,9.6
Iraq,IRQ,1940,13.5
Iraq,IRQ,1945,16
Iraq,IRQ,1950,20.5
Iraq,IRQ,1955,30
Iraq,IRQ,1960,48
Iraq,IRQ,1965,58
Iraq,IRQ,1970,55
Iraq,IRQ,1975,79
Iraq,IRQ,1980,100
Iraq,IRQ,1985,86
Iraq,IRQ,1990,94
Iraq,IRQ,1995,68.8
Iraq,IRQ,2000,84.2
Iraq,IRQ,2005,95.7
Iraq,IRQ,2010,97.1
Ireland,IRL,1820,9.8
Ireland,IRL,1825,11.2
Ireland,IRL,1830,12.7
Ireland,IRL,1835,14.5
Ireland,IRL,1840,16.4
Ireland,IRL,1845,18.5
Ireland,IRL,1850,20.8
Ireland,IRL,1855,22
Ireland,IRL,1860,24.6
Ireland,IRL,1865,29.5
Ireland,IRL,1870,32.5
Ireland,IRL,1875,35.6
Ireland,IRL,1880,43.1
Ireland,IRL,1885,50.6
Ireland,IRL,1890,54.2
Ireland,IRL,1895,61.7
Ireland,IRL,1900,60.3
Ireland,IRL,1905,64.6
Ireland,IRL,1910,64.9
Ireland,IRL,1915,67.6
Ireland,IRL,1920,64.4
Ireland,IRL,1925,78.5
Ireland,IRL,1930,87
Ireland,IRL,1935,86.9
Ireland,IRL,1940,82.1
Ireland,IRL,1945,80.7
Ireland,IRL,1950,100
Ireland,IRL,1955,100
Ireland,IRL,1960,75.4
Ireland,IRL,1965,74
Ireland,IRL,1970,92
Ireland,IRL,1975,91
Ireland,IRL,1980,90
Ireland,IRL,1985,81
Ireland,IRL,1990,91
Ireland,IRL,1995,91
Ireland,IRL,2000,100
Ireland,IRL,2005,100
Ireland,IRL,2010,100
Italy,ITA,1820,15.3
Italy,ITA,1825,17.5
Italy,ITA,1830,19.9
Italy,ITA,1835,22.5
Italy,ITA,1840,25.4
Italy,ITA,1845,28.4
Italy,ITA,1850,31.8
Italy,ITA,1855,35.3
Italy,ITA,1860,39
Italy,ITA,1865,37.6
Italy,ITA,1870,49.7
Italy,ITA,1875,57
Italy,ITA,1880,60.4
Italy,ITA,1885,62.4
Italy,ITA,1890,64
Italy,ITA,1895,65.7
Italy,ITA,1900,68.3
Italy,ITA,1905,71.1
Italy,ITA,1910,78.9
Italy,ITA,1915,79.9
Italy,ITA,1920,79.1
Italy,ITA,1925,78.3
Italy,ITA,1930,96.8
Italy,ITA,1935,100
Italy,ITA,1940,100
Italy,ITA,1945,94.8
Italy,ITA,1950,98.6
Italy,ITA,1955,92.7
Italy,ITA,1960,100
Italy,ITA,1965,100
Italy,ITA,1970,100
Italy,ITA,1975,98
Italy,ITA,1980,96.7
Italy,ITA,1985,97
Italy,ITA,1990,92.1
Italy,ITA,1995,98
Italy,ITA,2000,100
Italy,ITA,2005,100
Italy,ITA,2010,100
Jamaica,JAM,1820,6.2
Jamaica,JAM,1825,7.5
Jamaica,JAM,1830,9
Jamaica,JAM,1835,10.8
Jamaica,JAM,1840,12.9
Jamaica,JAM,1845,15.3
Jamaica,JAM,1850,18
Jamaica,JAM,1855,21.2
Jamaica,JAM,1860,24.7
Jamaica,JAM,1865,28.7
Jamaica,JAM,1870,32.9
Jamaica,JAM,1875,46.7
Jamaica,JAM,1880,60.5
Jamaica,JAM,1885,69.6
Jamaica,JAM,1890,78.7
Jamaica,JAM,1895,79.5
Jamaica,JAM,1900,80.3
Jamaica,JAM,1905,74.6
Jamaica,JAM,1910,68.9
Jamaica,JAM,1915,68.7
Jamaica,JAM,1920,63.8
Jamaica,JAM,1925,79.6
Jamaica,JAM,1930,84.1
Jamaica,JAM,1935,88.5
Jamaica,JAM,1940,90.7
Jamaica,JAM,1945,80.4
Jamaica,JAM,1950,100
Jamaica,JAM,1955,100
Jamaica,JAM,1960,85.4
Jamaica,JAM,1965,100
Jamaica,JAM,1970,100
Jamaica,JAM,1975,90
Jamaica,JAM,1980,94
Jamaica,JAM,1985,93.7
Jamaica,JAM,1990,100
Jamaica,JAM,1995,100
Jamaica,JAM,2000,92.1
Jamaica,JAM,2005,93.3
Jamaica,JAM,2010,94.6
Japan,JPN,1820,7.2
Japan,JPN,1825,8.8
Japan,JPN,1830,10.8
Japan,JPN,1835,13.1
Japan,JPN,1840,15.8
Japan,JPN,1845,19
Japan,JPN,1850,22.6
Japan,JPN,1855,26.7
Japan,JPN,1860,31.2
Japan,JPN,1865,36.2
Japan,JPN,1870,41.4
Japan,JPN,1875,59.4
Japan,JPN,1880,70.8
Japan,JPN,1885,93.2
Japan,JPN,1890,86.8
Japan,JPN,1895,100
Japan,JPN,1900,86.2
Japan,JPN,1905,90.5
Japan,JPN,1910,96.6
Japan,JPN,1915,96.6
Japan,JPN,1920,97.5
Japan,JPN,1925,97
Japan,JPN,1930,100
Japan,JPN,1935,100
Japan,JPN,1940,100
Japan,JPN,1945,100
Japan,JPN,1950,100
Japan,JPN,1955,100
Japan,JPN,1960,100
Japan,JPN,1965,100
Japan,JPN,1970,99
Japan,JPN,1975,99
Japan,JPN,1980,100
Japan,JPN,1985,100
Japan,JPN,1990,100
Japan,JPN,1995,100
Japan,JPN,2000,100
Japan,JPN,2005,100
Japan,JPN,2010,100
Jordan,JOR,1820,0
Jordan,JOR,1825,0
Jordan,JOR,1830,0
Jordan,JOR,1835,0
Jordan,JOR,1840,0
Jordan,JOR,1845,0.1
Jordan,JOR,1850,0.1
Jordan,JOR,1855,0.1
Jordan,JOR,1860,0.2
Jordan,JOR,1865,0.3
Jordan,JOR,1870,0.4
Jordan,JOR,1875,0.5
Jordan,JOR,1880,0.7
Jordan,JOR,1885,0.9
Jordan,JOR,1890,1.3
Jordan,JOR,1895,1.8
Jordan,JOR,1900,2.4
Jordan,JOR,1905,3.3
Jordan,JOR,1910,4.5
Jordan,JOR,1915,6.2
Jordan,JOR,1920,8.4
Jordan,JOR,1925,8.2
Jordan,JOR,1930,8.1
Jordan,JOR,1935,9.2
Jordan,JOR,1940,12.7
Jordan,JOR,1945,11.2
Jordan,JOR,1950,34.5
Jordan,JOR,1955,65.3
Jordan,JOR,1960,68.9
Jordan,JOR,1965,85
Jordan,JOR,1970,79.6
Jordan,JOR,1975,78.7
Jordan,JOR,1980,93
Jordan,JOR,1985,91.6
Jordan,JOR,1990,91
Jordan,JOR,1995,89.3
Jordan,JOR,2000,100
Jordan,JOR,2005,100
Jordan,JOR,2010,98.4
Kenya,KEN,1820,0
Kenya,KEN,1825,0
Kenya,KEN,1830,0
Kenya,KEN,1835,0
Kenya,KEN,1840,0
Kenya,KEN,1845,0.1
Kenya,KEN,1850,0.1
Kenya,KEN,1855,0.1
Kenya,KEN,1860,0.1
Kenya,KEN,1865,0.2
Kenya,KEN,1870,0.3
Kenya,KEN,1875,0.4
Kenya,KEN,1880,0.5
Kenya,KEN,1885,0.7
Kenya,KEN,1890,0.9
Kenya,KEN,1895,1.2
Kenya,KEN,1900,1.7
Kenya,KEN,1905,2.3
Kenya,KEN,1910,3.1
Kenya,KEN,1915,4.1
Kenya,KEN,1920,5.5
Kenya,KEN,1925,7.4
Kenya,KEN,1930,9.8
Kenya,KEN,1935,11.3
Kenya,KEN,1940,13.3
Kenya,KEN,1945,23.8
Kenya,KEN,1950,34.7
Kenya,KEN,1955,36.8
Kenya,KEN,1960,41.6
Kenya,KEN,1965,47.7
Kenya,KEN,1970,51.3
Kenya,KEN,1975,84
Kenya,KEN,1980,86
Kenya,KEN,1985,77.7
Kenya,KEN,1990,78.6
Kenya,KEN,1995,73.9
Kenya,KEN,2000,90.4
Kenya,KEN,2005,100
Kenya,KEN,2010,100
Kuwait,KWT,1820,0
Kuwait,KWT,1825,0
Kuwait,KWT,1830,0
Kuwait,KWT,1835,0
Kuwait,KWT,1840,0
Kuwait,KWT,1845,0
Kuwait,KWT,1850,0
Kuwait,KWT,1855,0
Kuwait,KWT,1860,0
Kuwait,KWT,1865,0
Kuwait,KWT,1870,0
Kuwait,KWT,1875,0
Kuwait,KWT,1880,0
Kuwait,KWT,1885,0
Kuwait,KWT,1890,0
Kuwait,KWT,1895,0
Kuwait,KWT,1900,0
Kuwait,KWT,1905,0
Kuwait,KWT,1910,5.1
Kuwait,KWT,1915,9.5
Kuwait,KWT,1920,13.8
Kuwait,KWT,1925,18.2
Kuwait,KWT,1930,22.6
Kuwait,KWT,1935,26.9
Kuwait,KWT,1940,31.3
Kuwait,KWT,1945,38.1
Kuwait,KWT,1950,45
Kuwait,KWT,1955,64.6
Kuwait,KWT,1960,55
Kuwait,KWT,1965,52
Kuwait,KWT,1970,61
Kuwait,KWT,1975,68
Kuwait,KWT,1980,85
Kuwait,KWT,1985,85
Kuwait,KWT,1990,69.8
Kuwait,KWT,1995,70.8
Kuwait,KWT,2000,100
Kuwait,KWT,2005,100
Kuwait,KWT,2010,100
Lesotho,LSO,1820,0
Lesotho,LSO,1825,0
Lesotho,LSO,1830,0
Lesotho,LSO,1835,0.1
Lesotho,LSO,1840,0.2
Lesotho,LSO,1845,0.3
Lesotho,LSO,1850,0.5
Lesotho,LSO,1855,0.7
Lesotho,LSO,1860,1.2
Lesotho,LSO,1865,1.8
Lesotho,LSO,1870,2.7
Lesotho,LSO,1875,4
Lesotho,LSO,1880,5.8
Lesotho,LSO,1885,8.4
Lesotho,LSO,1890,11.8
Lesotho,LSO,1895,14.2
Lesotho,LSO,1900,16.6
Lesotho,LSO,1905,14.5
Lesotho,LSO,1910,12.5
Lesotho,LSO,1915,18.2
Lesotho,LSO,1920,24
Lesotho,LSO,1925,25.3
Lesotho,LSO,1930,26.7
Lesotho,LSO,1935,38.6
Lesotho,LSO,1940,50.4
Lesotho,LSO,1945,54.7
Lesotho,LSO,1950,59
Lesotho,LSO,1955,63
Lesotho,LSO,1960,60
Lesotho,LSO,1965,68
Lesotho,LSO,1970,68
Lesotho,LSO,1975,66
Lesotho,LSO,1980,66
Lesotho,LSO,1985,72
Lesotho,LSO,1990,70
Lesotho,LSO,1995,78
Lesotho,LSO,2000,96.4
Lesotho,LSO,2005,93
Lesotho,LSO,2010,88
Liberia,LBR,1820,0.2
Liberia,LBR,1825,0.3
Liberia,LBR,1830,0.3
Liberia,LBR,1835,0.4
Liberia,LBR,1840,0.5
Liberia,LBR,1845,0.7
Liberia,LBR,1850,0.8
Liberia,LBR,1855,1
Liberia,LBR,1860,1.3
Liberia,LBR,1865,1.7
Liberia,LBR,1870,2.1
Liberia,LBR,1875,2.6
Liberia,LBR,1880,3.3
Liberia,LBR,1885,4.2
Liberia,LBR,1890,5.2
Liberia,LBR,1895,7.8
Liberia,LBR,1900,12.8
Liberia,LBR,1905,15.2
Liberia,LBR,1910,17.6
Liberia,LBR,1915,14.7
Liberia,LBR,1920,10.9
Liberia,LBR,1925,6.1
Liberia,LBR,1930,10.4
Liberia,LBR,1935,8.8
Liberia,LBR,1940,9.4
Liberia,LBR,1945,7.9
Liberia,LBR,1950,15.9
Liberia,LBR,1955,19.2
Liberia,LBR,1960,27.6
Liberia,LBR,1965,36.5
Liberia,LBR,1970,49.8
Liberia,LBR,1975,55.2
Liberia,LBR,1980,67.6
Liberia,LBR,1985,35.6
Liberia,LBR,1990,55
Liberia,LBR,1995,60
Liberia,LBR,2000,100
Liberia,LBR,2005,87.4
Liberia,LBR,2010,94.5
Libya,LBY,1820,0
Libya,LBY,1825,0
Libya,LBY,1830,0
Libya,LBY,1835,0
Libya,LBY,1840,0
Libya,LBY,1845,0
Libya,LBY,1850,0
Libya,LBY,1855,0
Libya,LBY,1860,0
Libya,LBY,1865,0.1
Libya,LBY,1870,0.1
Libya,LBY,1875,0.1
Libya,LBY,1880,0.2
Libya,LBY,1885,0.2
Libya,LBY,1890,0.3
Libya,LBY,1895,0.5
Libya,LBY,1900,0.6
Libya,LBY,1905,0.9
Libya,LBY,1910,1.2
Libya,LBY,1915,1.7
Libya,LBY,1920,2.4
Libya,LBY,1925,3.2
Libya,LBY,1930,4.5
Libya,LBY,1935,6.1
Libya,LBY,1940,8.3
Libya,LBY,1945,11.2
Libya,LBY,1950,14.9
Libya,LBY,1955,28.7
Libya,LBY,1960,45.2
Libya,LBY,1965,57.9
Libya,LBY,1970,90.1
Libya,LBY,1975,100
Libya,LBY,1980,100
Libya,LBY,1985,86.2
Libya,LBY,1990,93
Libya,LBY,1995,95.6
Libya,LBY,2000,97.1
Libya,LBY,2005,98.1
Libya,LBY,2010,98.9
Luxembourg,LUX,1820,0.2
Luxembourg,LUX,1825,0.3
Luxembourg,LUX,1830,0.3
Luxembourg,LUX,1835,0.4
Luxembourg,LUX,1840,0.5
Luxembourg,LUX,1845,0.7
Luxembourg,LUX,1850,0.9
Luxembourg,LUX,1855,1.1
Luxembourg,LUX,1860,1.4
Luxembourg,LUX,1865,1.8
Luxembourg,LUX,1870,2.3
Luxembourg,LUX,1875,2.9
Luxembourg,LUX,1880,3.7
Luxembourg,LUX,1885,4.7
Luxembourg,LUX,1890,6
Luxembourg,LUX,1895,5.9
Luxembourg,LUX,1900,8.7
Luxembourg,LUX,1905,8.5
Luxembourg,LUX,1910,11.2
Luxembourg,LUX,1915,11.9
Luxembourg,LUX,1920,16.8
Luxembourg,LUX,1925,19.8
Luxembourg,LUX,1930,32.5
Luxembourg,LUX,1935,52.9
Luxembourg,LUX,1940,69.9
Luxembourg,LUX,1945,84.9
Luxembourg,LUX,1950,100
Luxembourg,LUX,1955,93.2
Luxembourg,LUX,1960,100
Luxembourg,LUX,1965,100
Luxembourg,LUX,1970,93.3
Luxembourg,LUX,1975,92
Luxembourg,LUX,1980,78.3
Luxembourg,LUX,1985,76.7
Luxembourg,LUX,1990,75
Luxembourg,LUX,1995,97.8
Luxembourg,LUX,2000,95
Luxembourg,LUX,2005,96.6
Luxembourg,LUX,2010,93.3
Malawi,MWI,1820,0
Malawi,MWI,1825,0
Malawi,MWI,1830,0
Malawi,MWI,1835,0
Malawi,MWI,1840,0
Malawi,MWI,1845,0
Malawi,MWI,1850,0
Malawi,MWI,1855,0
Malawi,MWI,1860,0
Malawi,MWI,1865,0
Malawi,MWI,1870,0.1
Malawi,MWI,1875,0.1
Malawi,MWI,1880,0.3
Malawi,MWI,1885,0.4
Malawi,MWI,1890,0.7
Malawi,MWI,1895,1.2
Malawi,MWI,1900,1.9
Malawi,MWI,1905,2.9
Malawi,MWI,1910,4.5
Malawi,MWI,1915,6.8
Malawi,MWI,1920,10.2
Malawi,MWI,1925,14.8
Malawi,MWI,1930,21
Malawi,MWI,1935,28.8
Malawi,MWI,1940,38
Malawi,MWI,1945,48.1
Malawi,MWI,1950,60
Malawi,MWI,1955,58.1
Malawi,MWI,1960,48.3
Malawi,MWI,1965,31.7
Malawi,MWI,1970,32.5
Malawi,MWI,1975,40
Malawi,MWI,1980,44
Malawi,MWI,1985,46
Malawi,MWI,1990,48
Malawi,MWI,1995,100
Malawi,MWI,2000,100
Malawi,MWI,2005,100
Malawi,MWI,2010,100
Malaysia,MYS,1820,0
Malaysia,MYS,1825,0.1
Malaysia,MYS,1830,0.1
Malaysia,MYS,1835,0.1
Malaysia,MYS,1840,0.2
Malaysia,MYS,1845,0.2
Malaysia,MYS,1850,0.3
Malaysia,MYS,1855,0.4
Malaysia,MYS,1860,0.6
Malaysia,MYS,1865,0.8
Malaysia,MYS,1870,1.1
Malaysia,MYS,1875,1.6
Malaysia,MYS,1880,2.1
Malaysia,MYS,1885,2.9
Malaysia,MYS,1890,4
Malaysia,MYS,1895,5.4
Malaysia,MYS,1900,7.4
Malaysia,MYS,1905,9.9
Malaysia,MYS,1910,13.2
Malaysia,MYS,1915,17.3
Malaysia,MYS,1920,22.4
Malaysia,MYS,1925,28.5
Malaysia,MYS,1930,35.5
Malaysia,MYS,1935,43.3
Malaysia,MYS,1940,51.3
Malaysia,MYS,1945,59.4
Malaysia,MYS,1950,67
Malaysia,MYS,1955,52.3
Malaysia,MYS,1960,96
Malaysia,MYS,1965,90
Malaysia,MYS,1970,87
Malaysia,MYS,1975,91
Malaysia,MYS,1980,95
Malaysia,MYS,1985,99
Malaysia,MYS,1990,93
Malaysia,MYS,1995,91
Malaysia,MYS,2000,98
Malaysia,MYS,2005,100
Malaysia,MYS,2010,100
Mali,MLI,1820,0
Mali,MLI,1825,0
Mali,MLI,1830,0
Mali,MLI,1835,0
Mali,MLI,1840,0
Mali,MLI,1845,0
Mali,MLI,1850,0
Mali,MLI,1855,0
Mali,MLI,1860,0
Mali,MLI,1865,0
Mali,MLI,1870,0
Mali,MLI,1875,0
Mali,MLI,1880,0
Mali,MLI,1885,0
Mali,MLI,1890,0
Mali,MLI,1895,0.1
Mali,MLI,1900,0.1
Mali,MLI,1905,0.1
Mali,MLI,1910,0.2
Mali,MLI,1915,0.3
Mali,MLI,1920,0.5
Mali,MLI,1925,0.8
Mali,MLI,1930,1.1
Mali,MLI,1935,1.6
Mali,MLI,1940,1.6
Mali,MLI,1945,2.6
Mali,MLI,1950,3.6
Mali,MLI,1955,4.9
Mali,MLI,1960,6.7
Mali,MLI,1965,16
Mali,MLI,1970,15
Mali,MLI,1975,18
Mali,MLI,1980,17
Mali,MLI,1985,15
Mali,MLI,1990,19
Mali,MLI,1995,24.8
Mali,MLI,2000,51.2
Mali,MLI,2005,65.1
Mali,MLI,2010,78.4
Malta,MLT,1820,2.8
Malta,MLT,1825,3.4
Malta,MLT,1830,4.2
Malta,MLT,1835,5.1
Malta,MLT,1840,6.2
Malta,MLT,1845,7.5
Malta,MLT,1850,9.2
Malta,MLT,1855,11.1
Malta,MLT,1860,13.3
Malta,MLT,1865,15.9
Malta,MLT,1870,19
Malta,MLT,1875,22.4
Malta,MLT,1880,26.3
Malta,MLT,1885,30.6
Malta,MLT,1890,35.3
Malta,MLT,1895,48.2
Malta,MLT,1900,61
Malta,MLT,1905,69.5
Malta,MLT,1910,78
Malta,MLT,1915,72.9
Malta,MLT,1920,67.9
Malta,MLT,1925,79.1
Malta,MLT,1930,90.4
Malta,MLT,1935,95.2
Malta,MLT,1940,100
Malta,MLT,1945,100
Malta,MLT,1950,100
Malta,MLT,1955,100
Malta,MLT,1960,76
Malta,MLT,1965,79
Malta,MLT,1970,88
Malta,MLT,1975,84
Malta,MLT,1980,87
Malta,MLT,1985,89
Malta,MLT,1990,99
Malta,MLT,1995,100
Malta,MLT,2000,94.1
Malta,MLT,2005,94.5
Malta,MLT,2010,94.2
Mauritius,MUS,1820,1
Mauritius,MUS,1825,1.3
Mauritius,MUS,1830,1.7
Mauritius,MUS,1835,2.2
Mauritius,MUS,1840,2.8
Mauritius,MUS,1845,3.7
Mauritius,MUS,1850,4.7
Mauritius,MUS,1855,6
Mauritius,MUS,1860,7.6
Mauritius,MUS,1865,9.7
Mauritius,MUS,1870,12.2
Mauritius,MUS,1875,16.5
Mauritius,MUS,1880,20.9
Mauritius,MUS,1885,25.1
Mauritius,MUS,1890,29.4
Mauritius,MUS,1895,29.4
Mauritius,MUS,1900,29.4
Mauritius,MUS,1905,31.4
Mauritius,MUS,1910,33.4
Mauritius,MUS,1915,38.1
Mauritius,MUS,1920,44.8
Mauritius,MUS,1925,52
Mauritius,MUS,1930,50.1
Mauritius,MUS,1935,52.7
Mauritius,MUS,1940,52.6
Mauritius,MUS,1945,52.7
Mauritius,MUS,1950,75.5
Mauritius,MUS,1955,91.9
Mauritius,MUS,1960,76.7
Mauritius,MUS,1965,79
Mauritius,MUS,1970,72.8
Mauritius,MUS,1975,82
Mauritius,MUS,1980,93
Mauritius,MUS,1985,97
Mauritius,MUS,1990,92
Mauritius,MUS,1995,98.4
Mauritius,MUS,2000,100
Mauritius,MUS,2005,100
Mauritius,MUS,2010,100
Mexico,MEX,1820,3.1
Mexico,MEX,1825,3.9
Mexico,MEX,1830,4.9
Mexico,MEX,1835,6.1
Mexico,MEX,1840,7.6
Mexico,MEX,1845,9.5
Mexico,MEX,1850,11.7
Mexico,MEX,1855,14.4
Mexico,MEX,1860,17.6
Mexico,MEX,1865,21.3
Mexico,MEX,1870,25.6
Mexico,MEX,1875,27.1
Mexico,MEX,1880,28.5
Mexico,MEX,1885,30
Mexico,MEX,1890,31.7
Mexico,MEX,1895,33.4
Mexico,MEX,1900,35.1
Mexico,MEX,1905,34.5
Mexico,MEX,1910,33.4
Mexico,MEX,1915,35.4
Mexico,MEX,1920,29.6
Mexico,MEX,1925,61.9
Mexico,MEX,1930,86
Mexico,MEX,1935,65.1
Mexico,MEX,1940,66
Mexico,MEX,1945,69
Mexico,MEX,1950,62.6
Mexico,MEX,1955,73.1
Mexico,MEX,1960,58.3
Mexico,MEX,1965,67
Mexico,MEX,1970,81
Mexico,MEX,1975,87.6
Mexico,MEX,1980,99.3
Mexico,MEX,1985,98
Mexico,MEX,1990,100
Mexico,MEX,1995,100
Mexico,MEX,2000,99.4
Mexico,MEX,2005,97.3
Mexico,MEX,2010,100
Morocco,MAR,1820,0
Morocco,MAR,1825,0
Morocco,MAR,1830,0
Morocco,MAR,1835,0
Morocco,MAR,1840,0
Morocco,MAR,1845,0
Morocco,MAR,1850,0
Morocco,MAR,1855,0
Morocco,MAR,1860,0
Morocco,MAR,1865,0
Morocco,MAR,1870,0.1
Morocco,MAR,1875,0.1
Morocco,MAR,1880,0.1
Morocco,MAR,1885,0.2
Morocco,MAR,1890,0.2
Morocco,MAR,1895,0.3
Morocco,MAR,1900,0.4
Morocco,MAR,1905,0.5
Morocco,MAR,1910,0.7
Morocco,MAR,1915,1
Morocco,MAR,1920,1.5
Morocco,MAR,1925,2.1
Morocco,MAR,1930,3.5
Morocco,MAR,1935,4.6
Morocco,MAR,1940,5.2
Morocco,MAR,1945,6.1
Morocco,MAR,1950,16
Morocco,MAR,1955,24.4
Morocco,MAR,1960,30.5
Morocco,MAR,1965,37
Morocco,MAR,1970,40
Morocco,MAR,1975,47
Morocco,MAR,1980,58
Morocco,MAR,1985,64
Morocco,MAR,1990,57
Morocco,MAR,1995,70.6
Morocco,MAR,2000,80.6
Morocco,MAR,2005,91.6
Morocco,MAR,2010,100
Mozambique,MOZ,1820,0
Mozambique,MOZ,1825,0
Mozambique,MOZ,1830,0
Mozambique,MOZ,1835,0
Mozambique,MOZ,1840,0
Mozambique,MOZ,1845,0
Mozambique,MOZ,1850,0.1
Mozambique,MOZ,1855,0.1
Mozambique,MOZ,1860,0.1
Mozambique,MOZ,1865,0.1
Mozambique,MOZ,1870,0.2
Mozambique,MOZ,1875,0.2
Mozambique,MOZ,1880,0.3
Mozambique,MOZ,1885,0.4
Mozambique,MOZ,1890,0.5
Mozambique,MOZ,1895,0.7
Mozambique,MOZ,1900,0.9
Mozambique,MOZ,1905,1.2
Mozambique,MOZ,1910,1.6
Mozambique,MOZ,1915,2.1
Mozambique,MOZ,1920,2.7
Mozambique,MOZ,1925,3.5
Mozambique,MOZ,1930,4.4
Mozambique,MOZ,1935,4.7
Mozambique,MOZ,1940,8
Mozambique,MOZ,1945,9.8
Mozambique,MOZ,1950,16.3
Mozambique,MOZ,1955,24.6
Mozambique,MOZ,1960,36.3
Mozambique,MOZ,1965,28
Mozambique,MOZ,1970,31.2
Mozambique,MOZ,1975,49.8
Mozambique,MOZ,1980,36
Mozambique,MOZ,1985,49
Mozambique,MOZ,1990,44
Mozambique,MOZ,1995,43.8
Mozambique,MOZ,2000,56.6
Mozambique,MOZ,2005,90.5
Mozambique,MOZ,2010,100
Myanmar,MMR,1820,0
Myanmar,MMR,1825,0.1
Myanmar,MMR,1830,0.2
Myanmar,MMR,1835,0.3
Myanmar,MMR,1840,0.6
Myanmar,MMR,1845,1
Myanmar,MMR,1850,1.5
Myanmar,MMR,1855,2.3
Myanmar,MMR,1860,3.5
Myanmar,MMR,1865,5.2
Myanmar,MMR,1870,7.4
Myanmar,MMR,1875,12.5
Myanmar,MMR,1880,17.5
Myanmar,MMR,1885,16.7
Myanmar,MMR,1890,15.9
Myanmar,MMR,1895,18.7
Myanmar,MMR,1900,21.5
Myanmar,MMR,1905,23.2
Myanmar,MMR,1910,24.9
Myanmar,MMR,1915,27.2
Myanmar,MMR,1920,25.1
Myanmar,MMR,1925,20.4
Myanmar,MMR,1930,25.6
Myanmar,MMR,1935,15.9
Myanmar,MMR,1940,19.5
Myanmar,MMR,1945,11.3
Myanmar,MMR,1950,19.9
Myanmar,MMR,1955,54.6
Myanmar,MMR,1960,38.6
Myanmar,MMR,1965,49
Myanmar,MMR,1970,63
Myanmar,MMR,1975,64
Myanmar,MMR,1980,72.8
