Entity,Code,Year,Deaths (deaths)
Slovakia,SVK,2011,325
Slovakia,SVK,2012,352
Slovakia,SVK,2013,251
Slovakia,SVK,2014,295
Slovakia,SVK,2015,310
Slovakia,SVK,2016,275
Slovenia,SVN,1970,620
Slovenia,SVN,1971,644
Slovenia,SVN,1972,625
Slovenia,SVN,1973,701
Slovenia,SVN,1974,557
Slovenia,SVN,1975,596
Slovenia,SVN,1976,587
Slovenia,SVN,1977,680
Slovenia,SVN,1978,729
Slovenia,SVN,1979,735
Slovenia,SVN,1980,558
Slovenia,SVN,1981,565
Slovenia,SVN,1982,569
Slovenia,SVN,1983,527
Slovenia,SVN,1984,492
Slovenia,SVN,1985,464
Slovenia,SVN,1986,504
Slovenia,SVN,1987,558
Slovenia,SVN,1988,551
Slovenia,SVN,1989,554
Slovenia,SVN,1990,517
Slovenia,SVN,1991,462
Slovenia,SVN,1992,492
Slovenia,SVN,1993,493
Slovenia,SVN,1994,505
Slovenia,SVN,1995,415
Slovenia,SVN,1996,389
Slovenia,SVN,1997,357
Slovenia,SVN,1998,309
Slovenia,SVN,1999,334
Slovenia,SVN,2000,313
Slovenia,SVN,2001,278
Slovenia,SVN,2002,268
Slovenia,SVN,2003,242
Slovenia,SVN,2004,274
Slovenia,SVN,2005,258
Slovenia,SVN,2006,262
Slovenia,SVN,2007,293
Slovenia,SVN,2008,214
Slovenia,SVN,2009,171
Slovenia,SVN,2010,138
Slovenia,SVN,2011,141
Slovenia,SVN,2012,130
Slovenia,SVN,2013,125
Slovenia,SVN,2014,108
Slovenia,SVN,2015,120
Slovenia,SVN,2016,130
South Korea,KOR,1970,3069
South Korea,KOR,1971,3420
South Korea,KOR,1972,3077
South Korea,KOR,1973,3049
South Korea,KOR,1974,3115
South Korea,KOR,1975,3800
South Korea,KOR,1976,3860
South Korea,KOR,1977,4097
South Korea,KOR,1978,5114
South Korea,KOR,1979,6006
South Korea,KOR,1980,5608
South Korea,KOR,1981,5804
South Korea,KOR,1982,6110
South Korea,KOR,1983,6834
South Korea,KOR,1984,7468
South Korea,KOR,1985,7522
South Korea,KOR,1986,7702
South Korea,KOR,1987,7206
South Korea,KOR,1988,11563
South Korea,KOR,1989,12603
South Korea,KOR,1990,12325
South Korea,KOR,1991,13429
South Korea,KOR,1992,11640
South Korea,KOR,1993,10402
South Korea,KOR,1994,10087
South Korea,KOR,1995,10323
South Korea,KOR,1996,12653
South Korea,KOR,1997,11603
South Korea,KOR,1998,9057
South Korea,KOR,1999,9353
South Korea,KOR,2000,10236
South Korea,KOR,2001,8097
South Korea,KOR,2002,7222
South Korea,KOR,2003,7212
South Korea,KOR,2004,6563
South Korea,KOR,2005,6376
South Korea,KOR,2006,6327
South Korea,KOR,2007,6166
South Korea,KOR,2008,5870
South Korea,KOR,2009,5838
South Korea,KOR,2010,5505
South Korea,KOR,2011,5229
South Korea,KOR,2012,5392
South Korea,KOR,2013,5092
South Korea,KOR,2014,4762
South Korea,KOR,2015,4621
South Korea,KOR,2016,4292
Spain,ESP,1970,4200
Spain,ESP,1971,4200
Spain,ESP,1972,4500
Spain,ESP,1973,4800
Spain,ESP,1974,4300
Spain,ESP,1975,4487
Spain,ESP,1976,4800
Spain,ESP,1977,4800
Spain,ESP,1978,5300
Spain,ESP,1979,5100
Spain,ESP,1980,5017
Spain,ESP,1981,4930
Spain,ESP,1982,4486
Spain,ESP,1983,4666
Spain,ESP,1984,4827
Spain,ESP,1985,4903
Spain,ESP,1986,5419
Spain,ESP,1987,5862
Spain,ESP,1988,6348
Spain,ESP,1989,7188
Spain,ESP,1990,6948
Spain,ESP,1991,6797
Spain,ESP,1992,6014
Spain,ESP,1993,6378
Spain,ESP,1994,5615
Spain,ESP,1995,5751
Spain,ESP,1996,5483
Spain,ESP,1997,5604
Spain,ESP,1998,5957
Spain,ESP,1999,5738
Spain,ESP,2000,5776
Spain,ESP,2001,5517
Spain,ESP,2002,5347
Spain,ESP,2003,5399
Spain,ESP,2004,4741
Spain,ESP,2005,4442
Spain,ESP,2006,4104
Spain,ESP,2007,3823
Spain,ESP,2008,3100
Spain,ESP,2009,2714
Spain,ESP,2010,2478
Spain,ESP,2011,2060
Spain,ESP,2012,1903
Spain,ESP,2013,1680
Spain,ESP,2014,1688
Spain,ESP,2015,1689
Spain,ESP,2016,1810
Sweden,SWE,1970,1307
Sweden,SWE,1971,1213
Sweden,SWE,1972,1194
Sweden,SWE,1973,1177
Sweden,SWE,1974,1197
Sweden,SWE,1975,1172
Sweden,SWE,1976,1168
Sweden,SWE,1977,1031
Sweden,SWE,1978,1034
Sweden,SWE,1979,926
Sweden,SWE,1980,848
Sweden,SWE,1981,784
Sweden,SWE,1982,758
Sweden,SWE,1983,779
Sweden,SWE,1984,801
Sweden,SWE,1985,808
Sweden,SWE,1986,844
Sweden,SWE,1987,787
Sweden,SWE,1988,813
Sweden,SWE,1989,904
Sweden,SWE,1990,772
Sweden,SWE,1991,745
Sweden,SWE,1992,759
Sweden,SWE,1993,632
Sweden,SWE,1994,589
Sweden,SWE,1995,572
Sweden,SWE,1996,537
Sweden,SWE,1997,541
Sweden,SWE,1998,531
Sweden,SWE,1999,580
Sweden,SWE,2000,591
Sweden,SWE,2001,583
Sweden,SWE,2002,560
Sweden,SWE,2003,529
Sweden,SWE,2004,480
Sweden,SWE,2005,440
Sweden,SWE,2006,445
Sweden,SWE,2007,471
Sweden,SWE,2008,397
Sweden,SWE,2009,358
Sweden,SWE,2010,266
Sweden,SWE,2011,319
Sweden,SWE,2012,285
Sweden,SWE,2013,260
Sweden,SWE,2014,270
Sweden,SWE,2015,259
Sweden,SWE,2016,270
Switzerland,CHE,1970,1694
Switzerland,CHE,1971,1773
Switzerland,CHE,1972,1722
Switzerland,CHE,1973,1451
Switzerland,CHE,1974,1372
Switzerland,CHE,1975,1238
Switzerland,CHE,1976,1188
Switzerland,CHE,1977,1302
Switzerland,CHE,1978,1268
Switzerland,CHE,1979,1268
Switzerland,CHE,1980,1246
Switzerland,CHE,1981,1165
Switzerland,CHE,1982,1192
Switzerland,CHE,1983,1159
Switzerland,CHE,1984,1101
Switzerland,CHE,1985,908
Switzerland,CHE,1986,1034
Switzerland,CHE,1987,952
Switzerland,CHE,1988,945
Switzerland,CHE,1989,925
Switzerland,CHE,1990,954
Switzerland,CHE,1991,860
Switzerland,CHE,1992,834
Switzerland,CHE,1993,723
Switzerland,CHE,1994,679
Switzerland,CHE,1995,692
Switzerland,CHE,1996,616
Switzerland,CHE,1997,587
Switzerland,CHE,1998,597
Switzerland,CHE,1999,583
Switzerland,CHE,2000,592
Switzerland,CHE,2001,544
Switzerland,CHE,2002,513
Switzerland,CHE,2003,546
Switzerland,CHE,2004,510
Switzerland,CHE,2005,409
Switzerland,CHE,2006,370
Switzerland,CHE,2007,384
Switzerland,CHE,2008,357
Switzerland,CHE,2009,349
Switzerland,CHE,2010,327
Switzerland,CHE,2011,320
Switzerland,CHE,2012,339
Switzerland,CHE,2013,269
Switzerland,CHE,2014,243
Switzerland,CHE,2015,253
Switzerland,CHE,2016,216
Turkey,TUR,1970,3978
Turkey,TUR,1971,3898
Turkey,TUR,1972,3919
Turkey,TUR,1973,4204
Turkey,TUR,1974,4280
Turkey,TUR,1975,5125
Turkey,TUR,1976,5489
Turkey,TUR,1977,6281
Turkey,TUR,1978,5753
Turkey,TUR,1979,4536
Turkey,TUR,1980,4199
Turkey,TUR,1981,4441
Turkey,TUR,1982,4884
Turkey,TUR,1983,5201
Turkey,TUR,1984,5731
Turkey,TUR,1985,5680
Turkey,TUR,1986,7315
Turkey,TUR,1987,7530
Turkey,TUR,1988,6846
Turkey,TUR,1989,6332
Turkey,TUR,1990,6317
Turkey,TUR,1991,6231
Turkey,TUR,1992,6214
Turkey,TUR,1993,6457
Turkey,TUR,1994,5942
Turkey,TUR,1995,6004
Turkey,TUR,1996,5428
Turkey,TUR,1997,5125
Turkey,TUR,1998,6093
Turkey,TUR,1999,5713
Turkey,TUR,2000,5510
Turkey,TUR,2001,4386
Turkey,TUR,2002,4093
Turkey,TUR,2003,3946
Turkey,TUR,2004,4427
Turkey,TUR,2005,4505
Turkey,TUR,2006,4633
Turkey,TUR,2007,5007
Turkey,TUR,2008,4236
Turkey,TUR,2009,4324
Turkey,TUR,2010,4045
Turkey,TUR,2011,3835
Turkey,TUR,2012,3750
Turkey,TUR,2013,3685
Turkey,TUR,2014,3524
Turkey,TUR,2015,7530
Turkey,TUR,2016,7300
Ukraine,UKR,1970,5150
Ukraine,UKR,1971,5630
Ukraine,UKR,1972,5589
Ukraine,UKR,1973,5832
Ukraine,UKR,1974,2355
Ukraine,UKR,1975,2551
Ukraine,UKR,1976,6844
Ukraine,UKR,1977,7103
Ukraine,UKR,1978,7163
Ukraine,UKR,1979,7288
Ukraine,UKR,1980,7291
Ukraine,UKR,1983,7141
Ukraine,UKR,1984,6905
Ukraine,UKR,1985,6266
Ukraine,UKR,1986,6179
Ukraine,UKR,1987,6177
Ukraine,UKR,1988,7087
Ukraine,UKR,1989,8854
Ukraine,UKR,1990,9616
Ukraine,UKR,1991,8975
Ukraine,UKR,1992,8596
Ukraine,UKR,1993,7462
Ukraine,UKR,1994,7560
Ukraine,UKR,1995,7530
Ukraine,UKR,1996,6631
Ukraine,UKR,1997,5988
Ukraine,UKR,1998,5522
Ukraine,UKR,1999,5269
Ukraine,UKR,2000,5185
Ukraine,UKR,2001,5984
Ukraine,UKR,2002,5982
Ukraine,UKR,2003,7149
Ukraine,UKR,2004,6966
Ukraine,UKR,2005,7229
Ukraine,UKR,2006,7592
Ukraine,UKR,2007,9574
Ukraine,UKR,2008,7718
Ukraine,UKR,2009,5348
Ukraine,UKR,2010,4875
Ukraine,UKR,2011,4908
Ukraine,UKR,2012,5131
Ukraine,UKR,2013,4824
United Kingdom,GBR,1970,7771
United Kingdom,GBR,1971,8003
United Kingdom,GBR,1972,8135
United Kingdom,GBR,1973,7741
United Kingdom,GBR,1974,7199
United Kingdom,GBR,1975,6679
United Kingdom,GBR,1976,6870
United Kingdom,GBR,1977,6969
United Kingdom,GBR,1978,7119
United Kingdom,GBR,1979,6645
United Kingdom,GBR,1980,6239
United Kingdom,GBR,1981,6069
United Kingdom,GBR,1982,6150
United Kingdom,GBR,1983,5618
United Kingdom,GBR,1984,5788
United Kingdom,GBR,1985,5342
United Kingdom,GBR,1986,5618
United Kingdom,GBR,1987,5339
United Kingdom,GBR,1988,5230
United Kingdom,GBR,1989,5554
United Kingdom,GBR,1990,5402
United Kingdom,GBR,1991,4753
United Kingdom,GBR,1992,4379
United Kingdom,GBR,1993,3957
United Kingdom,GBR,1994,3807
United Kingdom,GBR,1995,3765
United Kingdom,GBR,1996,3740
United Kingdom,GBR,1997,3743
United Kingdom,GBR,1998,3581
United Kingdom,GBR,1999,3564
United Kingdom,GBR,2000,3580
United Kingdom,GBR,2001,3598
United Kingdom,GBR,2002,3581
United Kingdom,GBR,2003,3658
United Kingdom,GBR,2004,3368
United Kingdom,GBR,2005,3336
United Kingdom,GBR,2006,3298
United Kingdom,GBR,2007,3059
United Kingdom,GBR,2008,2645
United Kingdom,GBR,2009,2337
United Kingdom,GBR,2010,1905
United Kingdom,GBR,2011,1960
United Kingdom,GBR,2012,1802
United Kingdom,GBR,2013,1770
United Kingdom,GBR,2014,1854
United Kingdom,GBR,2015,1804
United States,USA,1900,36
United States,USA,1901,54
United States,USA,1902,79
United States,USA,1903,117
United States,USA,1904,172
United States,USA,1905,252
United States,USA,1906,338
United States,USA,1907,581
United States,USA,1908,751
United States,USA,1909,1174
United States,USA,1910,1599
United States,USA,1911,2043
United States,USA,1912,2968
United States,USA,1913,4079
United States,USA,1914,4468
United States,USA,1915,6779
United States,USA,1916,7766
United States,USA,1917,9630
United States,USA,1918,10390
United States,USA,1919,10896
United States,USA,1920,12155
United States,USA,1921,13253
United States,USA,1922,14859
United States,USA,1923,17870
United States,USA,1924,18400
United States,USA,1925,20771
United States,USA,1926,22194
United States,USA,1927,24470
United States,USA,1928,26557
United States,USA,1929,29592
United States,USA,1930,31204
United States,USA,1931,31963
United States,USA,1932,27979
United States,USA,1933,29746
United States,USA,1934,34240
United States,USA,1935,34494
United States,USA,1936,36126
United States,USA,1937,37819
United States,USA,1938,31083
United States,USA,1939,30895
United States,USA,1940,32914
United States,USA,1941,38142
United States,USA,1942,27007
United States,USA,1943,22727
United States,USA,1944,23165
United States,USA,1945,26785
United States,USA,1946,31874
United States,USA,1947,31193
United States,USA,1948,30775
United States,USA,1949,30246
United States,USA,1950,33186
United States,USA,1951,35309
United States,USA,1952,36088
United States,USA,1953,36190
United States,USA,1954,33890
United States,USA,1955,36688
United States,USA,1956,37965
United States,USA,1957,36932
United States,USA,1958,35331
United States,USA,1959,36223
United States,USA,1960,36399
United States,USA,1961,36285
United States,USA,1962,38980
United States,USA,1963,41723
United States,USA,1964,45645
United States,USA,1965,47089
United States,USA,1966,50894
United States,USA,1967,51559
United States,USA,1968,53763
United States,USA,1969,55043
United States,USA,1970,53816
United States,USA,1971,53907
United States,USA,1972,55600
United States,USA,1973,55096
United States,USA,1974,46049
United States,USA,1975,45500
United States,USA,1976,45523
United States,USA,1977,47878
United States,USA,1978,50331
United States,USA,1979,51093
United States,USA,1980,51091
United States,USA,1981,49301
United States,USA,1982,43945
United States,USA,1983,42589
United States,USA,1984,44257
United States,USA,1985,43825
United States,USA,1986,46087
United States,USA,1987,46390
United States,USA,1988,47087
United States,USA,1989,45582
United States,USA,1990,44599
United States,USA,1991,41508
United States,USA,1992,39250
United States,USA,1993,40150
United States,USA,1994,40716
United States,USA,1995,41817
United States,USA,1996,42063
United States,USA,1997,42013
United States,USA,1998,41501
United States,USA,1999,41717
United States,USA,2000,41945
United States,USA,2001,42196
United States,USA,2002,43005
United States,USA,2003,42884
United States,USA,2004,42836
United States,USA,2005,43510
United States,USA,2006,42708
United States,USA,2007,41259
United States,USA,2008,37423
United States,USA,2009,33883
United States,USA,2010,32999
United States,USA,2011,32479
United States,USA,2012,33782
United States,USA,2013,32893
United States,USA,2014,32744
United States,USA,2015,35485
United States,USA,2016,37461
